geoid,census_block_id
'530350916002005',29002
'530350916002004',29062
'530350918001003',29239
'530350928013012',30846
'530350927042011',30838
'530350923001003',30474
'530350921002045',30895
'530350926004005',30367
'530350927013004',30813
'530350926001004',51813
'530350921001020',30555
'530350928031014',31084
'530350928032003',31141
'530350928023016',31141
'530350921003019',30359
'530350922004007',30698
'530350926001003',51813
'530350925001012',30137
'530350922003009',51863
'530350922002033',51861
'530350921001003',51840
'530350923001001',30474
'530350912041011',28846
'530350914001007',29023
'530350809001003',29998
'530350915003002',29084
'530350919002002',29266
'530350805002021',30083
'530350812002020',30142
'530350803001020',29637
'530350806005016',29864
'530350805002003',29930
'530350805002027',30104
'530350805002022',30063
'530350805001041',31300
'530350805002011',29991
'530350805001011',29888
'530350805001018',29926
'530350805002008',29976
'530350805001027',30070
'530350810003019',51832
'530350810001009',30165
'530350810002004',30240
'530350811002025',30161
'530350810003039',30241
'530350801023018',51794
'530350802001030',29584
'530350801012001',29437
'530350926001001',31175
'530350921003034',31167
'530350910001017',31172
'530350921003074',30617
'530350922002026',30475
'530350922002015',30406
'530350922002032',51861
'530350922002035',51854
'530350923001006',30513
'530350924001006',30484
'530350921003015',30056
'530350921003082',30659
'530350921003072',31142
'530350921001054',30772
'530350921003130',30717
'530350921003053',31164
'530350921002032',30954
'530350921003096',30720
'530350920003000',28937
'530350920001047',30249
'530350913011003',31190
'530350913011019',28836
'530350913011009',51755
'530350920001020',30183
'530350802001010',29462
'530350802001026',29532
'530350802001017',29529
'530350802001014',29505
'530350803001013',29649
'530350913011029',28849
'530350809001005',30023
'530350920001039',29795
'530350814001013',31160
'530350912012012',28953
'530350921003101',30729
'530350921003093',30962
'530350921002033',30954
'530350921003011',30382
'530350925004012',30298
'530350924004014',30735
'530350927013008',30860
'530350928013005',30823
'530350928013028',51875
'530350921003091',30881
'530350921001028',30633
'530350928022018',31049
'530350928022010',30996
'530350927013003',30854
'530350927013014',51873
'530350927013009',51871
'530350927012001',30835
'530350927041013',30662
'530350926002019',29810
'530350924003008',30624
'530350924001013',30602
'530350927013006',30854
'530350910004021',29467
'530350912033012',28772
'530350912011004',28781
'530350915001001',28902
'530350913011011',28836
'530350920003010',29005
'530350805002014',30005
'530350812002008',30069
'530350801023005',29662
'530350806005014',29882
'530350920002090',30293
'530350913022004',28699
'530350810003028',51835
'530350811002020',31160
'530350814001005',31160
'530350928021000',30974
'530350926001006',31315
'530350922003005',30678
'530350926005013',30223
'530350926005014',30215
'530350926005016',30243
'530350926004008',30486
'530350928013007',30903
'530350927041021',30699
'530350921003132',30720
'530350921003107',30806
'530350927041019',30807
'530350927041020',30773
'530350929012009',31075
'530350929012024',31279
'530350929013003',31086
'530350923003036',30770
'530350929013005',31052
'530350921001019',30562
'530350929023020',31125
'530350918002011',29327
'530350807001015',29644
'530350807003009',29680
'530350919002008',29364
'530350919002018',29320
'530350919002017',29346
'530350807003014',29758
'530350806001013',29699
'530350807002009',29915
'530350810003001',30099
'530350920002002',51775
'530350920001077',30509
'530350914002032',29436
'530350807002002',29721
'530350811001020',29990
'530350807003012',29875
'530350806001019',29621
'530350806001017',29661
'530350925003020',30350
'530350925003001',31300
'530350925001003',51811
'530350928023011',31007
'530350921003123',30762
'530350921003124',30762
'530350921003122',30727
'530350921001056',30788
'530350921001058',30785
'530350921001050',30848
'530350921003103',30782
'530350921003020',30360
'530350925001013',30065
'530350927011004',30561
'530350921001064',30875
'530350921001045',30772
'530350921001041',30750
'530350921001023',30702
'530350921003041',51856
'530350921001009',30534
'530350921002030',30954
'530350921003100',30679
'530350810003030',31277
'530350920001028',29727
'530350810003029',31160
'530350810001000',30022
'530350913013005',29349
'530350803001025',29655
'530350810001013',31314
'530350920003006',29189
'530350913024003',28758
'530350810003015',30209
'530350920002089',30186
'530350811002031',30173
'530350814001021',31160
'530350811002017',51828
'530350921002007',30801
'530350921003073',30749
'530350925001001',29798
'530350928013015',30934
'530350924001000',30478
'530350928013004',30885
'530350921003094',30511
'530350928013013',30935
'530350927011015',30692
'530350926005020',30260
'530350926002010',29808
'530350926002011',29808
'530350921001006',51854
'530350922002013',30430
'530350922002014',30450
'530359901000063',51813
'530359901000078',51602
'530350921003000',30453
'530350921001022',30704
'530350922002017',51844
'530350803001008',29613
'530350803002008',29780
'530350804001015',29876
'530350804002012',29787
'530350804001004',29855
'530350804001018',29958
'530350804001022',29894
'530350804001002',29843
'530350804001044',30010
'530350804002006',29726
'530350804003011',29702
'530350804001026',29954
'530350804001042',31161
'530350912033000',28669
'530350915003001',29079
'530350915002005',29121
'530350915003000',29077
'530350801021007',29430
'530350801011006',29544
'530350801023002',29585
'530350804003014',29804
'530350803002015',51807
'530359901000012',51701
'530359401002003',28444
'530359401003018',51708
'530350805001026',29831
'530350814001001',31160
'530350805002002',29929
'530350805002006',29959
'530350805002023',30066
'530350805001007',29842
'530350805001022',29897
'530350805001009',29858
'530350805002001',29939
'530350805001019',29904
'530350810002003',30230
'530350810003037',30221
'530350929023037',31138
'530350927013016',30891
'530350922004009',30760
'530350923001008',30676
'530350924002006',30516
'530350926003004',30297
'530350927012006',30866
'530350925001019',30281
'530350921001027',30627
'530350925003006',30310
'530350928031011',31103
'530350928023018',31031
'530350927041003',51621
'530350921003067',30615
'530350928023010',31006
'530350923003016',30793
'530350922002016',30429
'530350806002017',29790
'530350806002019',29781
'530350811001023',29995
'530350806002005',29737
'530350806003017',29838
'530350811002010',30091
'530350811001031',29955
'530350812002030',30086
'530350811001038',30058
'530350812002029',30087
'530350919001009',29334
'530350801021004',29377
'530350918001005',29265
'530350809003002',51788
'530350801022002',29514
'530350801022001',29499
'530350806002006',29767
'530350806002020',29802
'530350812001019',29960
'530350812002005',30079
'530350812002012',30088
'530350812001009',29966
'530350812002007',30068
'530350812002015',30114
'530350805001014',51807
'530350806005023',29869
'530350806005025',29907
'530350812001016',29977
'530350912011037',28929
'530350928032011',31100
'530350928022016',31001
'530350924003000',30477
'530350927041012',30645
'530350926005029',31308
'530350926002013',29981
'530350925001008',30277
'530350924003004',30504
'530350924002008',30609
'530350922002027',51861
'530350926005006',30000
'530350926005023',31304
'530350921001057',30808
'530359901000061',51793
'530359901000084',51813
'530350927041000',51621
'530350921002036',30968
'530350921001024',30702
'530350928022011',31002
'530359901000072',51852
'530350928021004',31000
'530350911001063',28774
'530350902021035',27891
'530350920002099',30122
'530350811002040',31160
'530350802001000',29361
'530350920002056',30579
'530350913024005',28759
'530350920003001',28937
'530350912032001',28672
'530350920001035',30434
'530350920001071',30246
'530350918001017',29374
'530350802001001',29385
'530350802001012',29460
'530350918002004',29327
'530350918002010',31173
'530350803002010',29813
'530350926001013',51813
'530350903003003',28524
'530350902021040',51363
'530350902012001',27907
'530350902013025',28051
'530350903004006',28187
'530350905011025',28382
'530350904001005',28379
'530350911001006',28542
'530350911001007',28553
'530350903001000',28528
'530350903004010',28187
'530350911001071',28774
'530350902011000',27963
'530350903004097',28456
'530359401001020',28495
'530359401001028',28504
'530350920001063',31156
'530350912033026',28697
'530350919003015',29342
'530350919003012',29292
'530350810002017',30334
'530350912012003',28875
'530350810003052',30236
'530350913024015',51748
'530350920001045',30306
'530350913025002',29018
'530350917001005',28966
'530350917004004',29151
'530350918002008',31173
'530350918002002',29252
'530350919001002',29263
'530350916004006',29101
'530350808002006',31292
'530350914002002',29353
'530350914002000',29258
'530350913012016',29405
'530350920003027',29594
'530350913024002',28783
'530350915002014',31193
'530350809004001',29592
'530350805001042',31300
'530350809002010',29942
'530350912033009',28688
'530350912042016',28955
'530350914002015',29339
'530350805001038',31300
'530350917002005',28894
'530350917002015',28894
'530350913022001',28687
'530350913024010',28996
'530350914001012',29124
'530350808001012',31292
'530350922004010',30707
'530350921001060',30851
'530350927042013',30950
'530350922004000',30563
'530350923001013',30491
'530350921003121',30755
'530350921003033',31166
'530350927013002',30837
'530350921002022',30604
'530350921002018',30852
'530350921002020',30753
'530350923002011',30556
'530350929012019',31025
'530350929021007',31012
'530350928013014',30904
'530350924003012',30680
'530350809001038',30124
'530350912033016',28767
'530350912031015',28680
'530350917004021',29196
'530350916003000',29089
'530350913023005',28748
'530350920002037',30196
'530350812002018',30118
'530350801023011',51797
'530350803001024',51797
'530350803001011',29629
'530350803001027',29697
'530350806005007',29805
'530350902012003',27927
'530350902021036',27888
'530350902021003',27889
'530359401003008',28217
'530350902023012',28095
'530359400001043',51641
'530359401002004',28449
'530359401003013',28249
'530359400002014',28229
'530350902021043',27888
'530350903004033',51706
'530350902011005',28019
'530350902013022',28077
'530350902013020',28078
'530350905023016',28463
'530350904001000',28110
'530350903004072',28188
'530350803002003',29667
'530350806001010',29700
'530350810002027',30231
'530350912011011',28832
'530350920002031',30331
'530350913012018',29429
'530350804002003',29669
'530350803002016',29733
'530350804002011',29793
'530350804001040',51811
'530350804001005',29836
'530350804001033',29983
'530350804002005',29710
'530350804001024',29912
'530350808002009',31292
'530350912042010',28924
'530350809002016',29890
'530350916002017',29011
'530350916002003',29016
'530350917004020',29156
'530350806004006',29823
'530350814001018',31160
'530350802001003',29358
'530350802002011',29450
'530359401002016',28526
'530350903004093',28346
'530350911003000',28650
'530350903001016',28606
'530350903004090',28346
'530350903004037',28346
'530350905023004',28369
'530350905013015',28422
'530350905021017',28296
'530350905011011',28171
'530359401001018',28294
'530350905013000',28322
'530350903004031',28187
'530350903001024',28606
'530359400002021',51641
'530350911003016',28664
'530350808001008',31292
'530350920002006',29373
'530350920002000',29338
'530350913024000',51749
'530350808001004',31292
'530350912033013',28797
'530350809004026',29711
'530350920001083',30530
'530350920002069',30722
'530350920001052',30090
'530350913022013',28792
'530350809004024',31157
'530350807001000',29417
'530350912012000',28900
'530350915003013',29259
'530350918002014',29524
'530350801011013',29563
'530350801021014',29474
'530350810003051',51832
'530350913013000',28801
'530350804002000',29587
'530350802001034',29582
'530350803002022',29783
'530350926005024',30275
'530350926005026',30275
'530350924003005',30634
'530350924003003',30644
'530350926002009',29810
'530350925001006',30157
'530350924002007',30605
'530350921003110',51866
'530350928022015',31018
'530350924003001',30520
'530350921003002',30394
'530350921003105',30713
'530350927012008',30946
'530359901000071',51833
'530350923003024',30797
'530350924001003',30484
'530350921002024',30709
'530350921002019',30753
'530350921002034',30960
'530350814001000',30115
'530350805001029',29932
'530350805001013',29918
'530350805001028',30075
'530350805001032',30116
'530350805001031',30144
'530350810001008',30125
'530350810003005',30174
'530350810001007',30148
'530350810003008',30188
'530350912031006',28630
'530350920001064',51361
'530350913021008',28682
'530350913011002',28820
'530350810003018',30184
'530350811002024',30146
'530350811002023',30149
'530350814001019',31160
'530350814001024',31160
'530350814001033',31160
'530350814001030',31160
'530350911003022',28841
'530350902022052',51707
'530350902023002',28022
'530350902022011',28081
'530350905011030',28236
'530350902023003',28021
'530359400001041',28024
'530359400001005',28122
'530359400001006',28129
'530359400001020',28162
'530350904001042',28562
'530359401003019',31219
'530350903002005',28594
'530359401004029',28305
'530350903004066',28188
'530350903004070',28188
'530350905021019',28301
'530350905013006',28332
'530350905022017',28342
'530350912031007',28618
'530350809004019',29645
'530350913011023',29128
'530350912041008',28847
'530350805001034',31161
'530350810002019',30327
'530350912031009',28628
'530350810002012',30289
'530350915001000',31194
'530350915001013',29035
'530350801021006',29395
'530350913021013',51742
'530350913025013',29351
'530350914001013',29222
'530350919002015',29319
'530350918002024',29520
'530350916001002',28930
'530350801012006',29394
'530350801021003',29402
'530350903004064',28188
'530350902021023',27886
'530359401003006',28240
'530350904001020',28435
'530350903002000',28594
'530350903002004',28683
'530350903004014',51710
'530350903004009',51710
'530359400001032',28205
'530359400001028',28216
'530359400001029',28214
'530350903004118',28528
'530350902011033',51707
'530350905022001',28256
'530350905011001',28291
'530350905012010',31291
'530350920001049',30078
'530350912011016',28833
'530350912032006',28672
'530350912011031',28882
'530350912012014',51763
'530350912011003',51751
'530350914002007',29250
'530350912011002',28766
'530350913025014',31147
'530350914002024',29332
'530350914002023',51773
'530350914002004',29312
'530350814001014',31160
'530350809001030',30121
'530350814001041',51836
'530350920001027',30032
'530350809004002',29556
'530350804003013',29794
'530350808002003',31292
'530350913021017',28734
'530350913011004',28815
'530350810003040',30247
'530350810003053',30232
'530350810003050',51840
'530350921002035',30941
'530350925002012',30310
'530350924001005',30484
'530350921001059',30772
'530350928021006',31023
'530350927042007',51864
'530350925001017',30252
'530350927041014',51864
'530350928022002',30975
'530350911003012',28651
'530350911003032',28896
'530350902013002',27967
'530359400001012',28149
'530350902023008',28063
'530350903004013',28187
'530359401002009',28514
'530359400002031',28221
'530350903001005',28528
'530350903004113',28456
'530350805001030',31301
'530350814001003',31160
'530350814001028',31160
'530350915003012',29177
'530350920002040',30196
'530350913011005',28844
'530350913011031',28935
'530350913025000',29050
'530350801021001',29422
'530350802001002',29360
'530350802002010',29442
'530350920001040',30328
'530350803002004',29777
'530350918002015',29522
'530350802001027',29589
'530350920003020',29217
'530350804001008',29874
'530350804001014',29860
'530350905022012',28337
'530359401003017',28118
'530350904001024',28471
'530350905013026',28421
'530350903001004',28528
'530350905013029',28440
'530350903004024',31215
'530350903004122',31215
'530350903004115',28528
'530350911002014',28527
'530359901000009',51363
'530350904002001',28583
'530350904001043',51726
'530350903004087',28528
'530350904001038',28548
'530350904002014',28596
'530350903004048',28454
'530350903004107',28454
'530350903001009',28528
'530359400002016',28231
'530350920001078',30311
'530350802001031',29576
'530350803001018',29667
'530350920001042',29807
'530350920003028',29769
'530350920001067',30285
'530350920001043',29807
'530350913013009',29445
'530350920002003',29400
'530350920001070',30321
'530350809004027',29694
'530350801012004',29468
'530350903004029',28187
'530350905012022',28323
'530350905013009',28373
'530350905013020',28387
'530350905013019',28403
'530350903004058',28346
'530350903004091',28346
'530350905023007',28442
'530350904001022',28451
'530350903004099',28456
'530359401001036',28487
'530350904001021',28507
'530350903003007',28523
'530350911001065',28567
'530350903001001',28528
'530350911001060',28617
'530350903004018',28345
'530350903002006',28594
'530350911002010',28503
'530350903004041',28329
'530350903004069',28188
'530350903004086',28528
'530350914002021',29441
'530350809002013',29763
'530350807002005',29832
'530350809001014',30056
'530350809001004',30080
'530350809001032',30138
'530350804003004',29665
'530350913022003',28700
'530350805001040',31300
'530350805002029',31160
'530350814001029',31160
'530350801023019',51794
'530350807001003',29396
'530350913023009',28859
'530350810003049',51840
'530350809001012',30056
'530350913025007',29073
'530350814001045',51836
'530350915002006',31193
'530350810002016',30344
'530350920002049',29486
'530350913025006',29116
'530350928023014',31039
'530350928012008',30921
'530350928032009',51582
'530350928022017',31033
'530350927013000',30836
'530350928023002',30992
'530350921001031',51861
'530350924002000',30479
'530350925001023',30380
'530350926005028',31307
'530350921003021',30438
'530350926005001',51833
'530350926001005',31315
'530350929014003',31139
'530350923003014',30790
'530350928021002',51875
'530350928031004',31062
'530350928032013',31128
'530350811002037',30178
'530350810003024',30210
'530350811002022',30150
'530350810003023',30212
'530350814001040',51836
'530350811002028',30203
'530350920002057',30579
'530350913011008',28849
'530350920003021',29020
'530350920001022',30246
'530350809004028',29693
'530350802001019',29513
'530359401003007',28298
'530350902013003',27936
'530350902012006',27943
'530350902013004',27960
'530350902013013',27991
'530350902011003',28015
'530350904001004',28189
'530350903004004',31206
'530350903004001',31206
'530350902022023',28061
'530350902022046',28150
'530350905021006',28210
'530350904002016',28600
'530350902013017',28026
'530350902021015',27872
'530350902021017',27887
'530350904002008',28605
'530350903001015',28606
'530350804001001',29845
'530350804001028',29946
'530350804001046',30017
'530350912041018',28876
'530350811001004',29928
'530350812002027',30093
'530350804002013',29801
'530350803002021',29784
'530350805001002',29805
'530350809004004',29516
'530350912012013',28957
'530350920001087',29511
'530350803002002',29667
'530350920001088',30306
'530350912032005',28672
'530350912041004',28854
'530350913023001',28711
'530350913011022',28936
'530350915002017',29117
'530350917001008',29098
'530350917002004',28894
'530350905023000',28371
'530350905013001',28328
'530350902022048',28175
'530350903003005',28524
'530350904001041',28557
'530350911001042',31184
'530350905023012',28424
'530350905013010',28377
'530350905011005',28277
'530350905011031',28259
'530350905012013',28306
'530350904002035',28610
'530350902023022',28250
'530359401004034',28402
'530359401004027',28392
'530359401004023',28418
'530359401004024',28415
'530359401001030',28470
'530359401001016',28378
'530359401001037',28485
'530350809004014',29633
'530350920002043',29889
'530350920002025',30613
'530350920002076',30712
'530350913022000',28685
'530350914002037',29351
'530350807001014',29406
'530350801023020',51794
'530350913023011',28859
'530350912011038',51758
'530350920002018',29373
'530350809003007',29476
'530350914002028',51776
'530350801012007',29434
'530350808002008',31292
'530350808001005',31292
'530350808002012',31292
'530350809003017',51787
'530350809002002',29789
'530350809002007',29800
'530350809001033',30043
'530350809002015',29717
'530350807003003',29590
'530350904002007',28592
'530359401001013',28359
'530350903003002',28524
'530350904002011',28608
'530350904001028',51726
'530350905023013',28428
'530350905011029',28243
'530350903004127',28528
'530350904001016',31214
'530350902022049',28175
'530359401001010',28506
'530350911001001',31217
'530359400001042',28247
'530350911001030',28552
'530350902011032',51707
'530350903001017',28606
'530350911001050',31217
'530350911001052',31184
'530359401002018',28566
'530359400002005',28157
'530350911001014',28550
'530359400002002',28260
'530350904002045',28691
'530350920002081',29760
'530350810001012',30135
'530350801021015',29473
'530350913022005',28721
'530350916002000',28982
'530350915001003',28984
'530350912032000',31281
'530350812002024',30119
'530350920001060',51361
'530350901021026',27957
'530350901012020',27883
'530350901011021',27837
'530350901011025',27845
'530350901011012',31265
'530350901011013',31265
'530350901012017',31227
'530350901012000',27860
'530350901023014',27923
'530350910004013',29378
'530350910004006',29496
'530350907002003',28554
'530350907002008',28544
'530350907003003',28575
'530350907002004',28579
'530350908002003',28577
'530350910004029',29716
'530350910004035',29692
'530350910004004',31299
'530350910004034',29593
'530350908002006',28613
'530350907002033',31297
'530350907003010',28636
'530350907003006',28614
'530350907001008',28746
'530359901000052',51454
'530350907002000',28586
'530350909001021',29251
'530350909002019',29201
'530350907002020',28568
'530350909002011',29078
'530350912042011',28934
'530350917001013',28970
'530350915003010',29138
'530350920002042',30201
'530350918002006',29528
'530359901000022',51361
'530359901000019',51610
'530350805001037',31300
'530350806001003',29632
'530350810001005',29974
'530350804001041',51811
'530350901011029',27820
'530350901023004',27826
'530350901011052',27835
'530350901011019',27853
'530350928032000',31065
'530350928032004',31090
'530350927041002',31290
'530350921003007',30453
'530350922002020',51840
'530350927012013',30972
'530350925003000',30279
'530350927042008',51602
'530350921003058',30186
'530350928032001',31085
'530350928032002',31090
'530350921001000',51840
'530350922002001',51841
'530350923003032',30831
'530350911001058',28743
'530350903004071',28188
'530350902021021',27893
'530350902013005',27975
'530350902013015',27962
'530350902011013',28047
'530350902022012',28061
'530350902011023',28082
'530350903004000',28109
'530350903004003',28109
'530350905021001',28152
'530359400002019',28235
'530359401001002',28199
'530350910003019',29300
'530350909002002',29068
'530350909004013',29009
'530350908001007',28910
'530359901000046',51624
'530350803001012',29609
'530350802001016',29543
'530350802001035',29548
'530350918002023',29554
'530350918002022',29557
'530350802001032',29573
'530350804003006',51811
'530350809001043',30325
'530350803001003',29602
'530350803001009',29610
'530350903001025',28606
'530359400001002',28122
'530359400001011',28144
'530359400001000',28130
'530350905021000',28152
'530359400001038',28191
'530350905021003',28152
'530359400002023',28222
'530350902021048',27873
'530350905022016',28337
'530350905022005',28307
'530350905013004',28347
'530350905022006',28299
'530350905012009',28269
'530350905011007',28309
'530350905013021',28388
'530350905013017',28410
'530359400001010',28132
'530350905013012',31214
'530350903004075',28346
'530350917002011',29046
'530350918001014',29294
'530350918002001',29221
'530350913025001',29023
'530350920002012',29373
'530350913012014',29409
'530350920001001',29892
'530350920001082',30311
'530350920002030',30348
'530350809004011',29675
'530350809003016',31151
'530350802001009',29440
'530350810002028',30363
'530350920001085',30347
'530350920002045',29732
'530350920001073',30462
'530350920002059',30695
'530350911001025',31217
'530350911003017',28668
'530350902011031',51707
'530359400001036',51714
'530359401001008',28519
'530359400002008',28157
'530359400002034',28167
'530359400002010',28164
'530350903004104',28454
'530350911001032',31217
'530350905022008',28311
'530350904002020',28591
'530350902023023',28246
'530350905012023',28323
'530359401001032',28690
'530359401002007',51723
'530359400002028',51715
'530350903004021',28329
'530350904002037',28645
'530350903001011',28606
'530350903004015',51612
'530350905011019',28340
'530350905023017',28467
'530350903002010',28683
'530350809001035',30080
'530350811002018',51828
'530350814001008',51836
'530350805001043',31160
'530350814001006',31160
'530350806003010',29839
'530350920003017',29553
'530350808002002',31292
'530350806001000',51789
'530350914002017',29404
'530350914001022',29270
'530350920001068',30246
'530350914001014',29254
'530350807001016',31244
'530350809001017',30145
'530350920003024',29164
'530350917004015',29178
'530350806001005',29641
'530350914002026',51776
'530350905012002',28192
'530350904002046',28685
'530350904002029',51743
'530350902021029',27941
'530359401001015',28452
'530350904001007',28443
'530350902011029',28117
'530350904002023',28654
'530359401001006',28316
'530350902021004',31228
'530350902022041',28134
'530350902022036',28043
'530350902022034',27984
'530350904001008',28413
'530350905011015',28166
'530350902011008',28054
'530350901013015',27921
'530350901021036',27993
'530350901021049',27996
'530350901021032',27951
'530350901021040',28002
'530350901021045',28012
'530350901021052',27994
'530350901021017',27966
'530350901021047',28008
'530350901021046',28011
'530350901021048',27956
'530350901021057',27985
'530350901022045',28124
'530350901012006',31225
'530350901021022',27947
'530350901023016',31269
'530350901011040',27861
'530359901000002',51611
'530350901011057',51684
'530350901023017',51693
'530350921003050',30525
'530350921003048',30582
'530350810003011',51832
'530350810002002',51832
'530350912031013',28642
'530350912031012',28647
'530350913021004',28594
'530350912031005',28633
'530350912031001',28604
'530350912033005',28719
'530350804001010',31161
'530350809001006',30052
'530350916001005',28930
'530350809001041',30339
'530350912031003',28638
'530350807002006',29913
'530350912011030',28991
'530350912032008',51753
'530350912042009',28964
'530350914001026',29427
'530350805001036',31300
'530350916003005',29205
'530350920002058',30643
'530350810002000',51832
'530350922004004',30745
'530350921003032',30573
'530350929013001',31050
'530350921003126',30731
'530350921003138',30751
'530350921003045',30586
'530350921001021',30694
'530350921003059',31164
'530350927011002',30483
'530350924004013',30739
'530350921002031',30954
'530350924003013',30616
'530350921003099',30679
'530350927013012',30944
'530350927013015',30969
'530350929021006',31013
'530350928011002',30868
'530350904002018',28626
'530350902022027',28102
'530350902021014',51690
'530350902021020',27872
'530350902022010',28062
'530350902023011',28098
'530359400001013',28149
'530359400001003',28128
'530359400001018',28130
'530359400001022',28178
'530359400001040',28239
'530359401003002',51708
'530359400002020',28230
'530350905022015',28380
'530350905012019',28375
'530350905021023',28290
'530350903004080',28346
'530350903004079',28346
'530350905013002',28361
'530350905022010',51717
'530350903004016',28329
'530350905011035',28302
'530350905013024',28390
'530359400002004',28251
'530350905012018',31291
'530350902021001',51362
'530350911001057',28747
'530350905021004',31210
'530350905023002',28432
'530350902022063',28001
'530350911001028',31217
'530350911002024',28540
'530350904002039',28606
'530350902022045',28116
'530350902022062',28161
'530350902011028',28137
'530350902022050',28169
'530350902011034',51707
'530350902022057',28208
'530350902022056',28186
'530350904002032',28608
'530350904002012',28629
'530359401002023',51740
'530350905011018',28211
'530350910003001',51769
'530350908003006',28769
'530350910004015',29370
'530350912041024',28851
'530350916001007',28896
'530350912033006',28686
'530350804001023',29898
'530350920001010',29638
'530350912041005',28854
'530350901023003',27838
'530350901023009',27865
'530350901011041',31266
'530350901011054',27839
'530350901011003',51680
'530350901022021',28056
'530350905023005',28441
'530350903004096',28456
'530350903004125',31215
'530350911002012',28491
'530350903004106',28454
'530350904002006',28509
'530350903004111',28454
'530350911002008',28520
'530350911001067',28551
'530350903003008',28523
'530350903004023',31215
'530350903004128',28188
'530350903004040',28329
'530350903004042',28329
'530350903004101',28454
'530350904001032',28508
'530350904001034',28529
'530350905023021',28426
'530350905011034',31283
'530350903004084',28528
'530350903001022',28606
'530350905013027',31216
'530350920001051',30090
'530350912033018',28768
'530350913022007',28700
'530350913025003',29070
'530350809003020',51788
'530350809003021',51788
'530350806001001',51790
'530350915002007',31193
'530350806004001',51794
'530350912033019',28817
'530350912011014',28890
'530350912012007',28821
'530350914001025',29351
'530350912011034',28918
'530350914001004',29032
'530350914002009',29225
'530350912011006',28803
'530350912032007',28781
'530350912011022',28933
'530350914002022',51773
'530350914002025',51776
'530350814001015',31160
'530350917004013',29129
'530350904001011',28353
'530350902023021',28194
'530350902022059',28180
'530350902022051',28165
'530350904002043',51743
'530350911003008',28646
'530350911003009',28619
'530350902011024',28092
'530350905023019',28475
'530350905011008',28227
'530350902022040',28143
'530350902022035',28001
'530350902022042',28115
'530350903003004',28594
'530350902022004',28025
'530350903004046',28329
'530350903004060',28346
'530350903004061',28346
'530350903004055',28346
'530350904001037',28532
'530350904001036',28531
'530350905011010',51711
'530350912033021',28829
'530350919003010',29290
'530350919002007',29341
'530350808002011',31292
'530350913012000',28978
'530350913024006',28795
'530350913021010',31187
'530350912031004',28615
'530350912033010',28760
'530359901000020',51747
'530350808001000',51783
'530350913011028',28898
'530350913011032',28998
'530350803001014',29630
'530350806004002',29754
'530350918002003',29327
'530350902021034',27898
'530359401004039',28319
'530359401004042',28336
'530350905021005',28204
'530359901000034',51714
'530359401002005',51723
'530359401002020',28690
'530359401001000',28200
'530350902013023',51702
'530350904001017',31214
'530359401004015',51722
'530350911002017',28550
'530350911001008',28550
'530350908001006',28762
'530350910002007',28973
'530350910002016',29261
'530350907002031',28559
'530350908003005',28756
'530350921003042',51856
'530350921003085',30631
'530350921003003',30394
'530350921001042',30702
'530350921001051',30862
'530350921003089',31144
'530350921003092',30881
'530350921001070',30882
'530350928011012',30887
'530350921002042',30956
'530350929022004',31020
'530350921002044',30908
'530350929012002',31014
'530350928011014',30894
'530350929023012',31048
'530350928011004',30863
'530350927013018',30925
'530350926003001',30253
'530350921003054',30537
'530350921003129',30748
'530350924001022',30641
'530350913013010',29457
'530350913013011',29480
'530350920003012',29533
'530350809003018',51787
'530350801011001',29519
'530350806001011',29639
'530350809004018',29679
'530350920002048',29671
'530350918001012',29239
'530350809001020',30293
'530350920002063',30647
'530350920002046',29711
'530350913022011',28765
'530350913025008',29350
'530350913021016',28720
'530350912011013',28802
'530350914001016',29218
'530350920001019',29511
'530350927011016',30689
'530350927011010',30652
'530350926003003',30301
'530350924002014',30684
'530350926005007',51831
'530350921001062',30896
'530350922002010',30456
'530350928032016',31133
'530350923003037',30794
'530350926005009',30266
'530350921002008',30801
'530350921002012',30840
'530350921001034',30715
'530350923003029',30779
'530350928011000',30816
'530350921001061',30772
'530350928013026',30964
'530350928013009',30905
'530350925001016',31300
'530350905013018',28431
'530350903004057',28346
'530350903004053',28329
'530350911002007',28534
'530350903004124',31215
'530350911002013',28488
'530350904001035',28530
'530350911002019',28582
'530350903001012',28528
'530350911001053',31217
'530350911001062',28620
'530350903004112',28528
'530359400002009',28234
'530359401001012',28483
'530350903003001',28524
'530350904001010',28353
'530350904001027',28494
'530350905023008',28389
'530359401001023',28458
'530350902021007',31226
'530359401002015',28510
'530350902021008',31226
'530350911003028',28823
'530350902021016',27879
'530350905012000',28207
'530350902022030',28040
'530350904001040',28564
'530350904002019',28587
'530350902022053',28186
'530350902011001',27984
'530350902021030',27939
'530359401003014',28298
'530359400001027',51712
'530359400002000',28124
'530359401004059',28438
'530359901000008',51362
'530350902013010',27989
'530350905011023',28172
'530350910002011',29058
'530350909003014',29091
'530350909003017',29119
'530350909003005',28967
'530350910003037',29282
'530350909004014',28990
'530350907001024',28773
'530350910004022',29472
'530350908002007',28585
'530350910003033',31299
'530350910003028',29477
'530350907002007',28603
'530350907001039',28843
'530350910003003',51769
'530350910001006',29202
'530350916002020',28988
'530350917002003',28907
'530350920002072',30663
'530350912041016',28781
'530350803001000',29605
'530350804002010',29759
'530350804001016',29887
'530350804002014',29803
'530350804001003',29837
'530350804001021',29911
'530350804001032',29988
'530350804001045',30001
