parcel_id,census_block_id,GQ
509615,37108,1
509616,37108,1
509617,37108,1
509618,37108,1
509619,37108,1
509620,37108,1
509621,37108,1
509622,37108,1
509623,37108,1
509624,37108,1
509625,37108,1
509626,37108,1
509627,37108,1
509628,37108,1
510200,37126,1
510201,37126,1
510205,37127,1
510216,37126,1
510218,37126,2
510219,37126,1
510230,37129,1
510233,37126,1
510241,37127,1
510242,37127,1
510261,37129,3
510262,37129,1
510331,35104,1
510370,37127,1
512150,34971,1
512155,34971,1
512157,34971,1
512638,34932,1
512639,34932,1
512640,34932,1
512641,34932,1
512642,34932,1
512643,34932,1
512644,34932,1
512645,34932,1
512646,34932,1
512647,34932,1
512648,34932,1
512649,34932,1
512805,35062,1
512847,35062,1
513813,37311,1
513904,37311,1
513905,37311,1
514622,35047,1
515206,37383,1
515272,37389,2
515298,37389,1
515323,37389,1
515325,37389,2
517116,37477,1
517120,37477,1
517124,37477,1
517125,37477,1
517127,37477,1
517204,37484,1
517210,37484,1
517212,37484,1
517213,37484,2
517214,37484,1
517240,37486,1
517244,37486,1
517245,37486,1
517246,37486,1
517608,37508,1
517610,37508,1
517612,37508,1
517615,37508,1
517617,37508,1
517618,37508,1
517620,37508,1
517623,37508,1
517625,37508,1
517627,37508,1
517630,37508,1
517632,37508,1
517634,37508,1
517636,37508,1
517638,37508,1
517640,37508,1
517641,37508,1
517643,37508,1
517645,37508,1
517648,37508,1
517650,37508,1
517989,34932,1
517990,34932,1
517991,34932,1
517992,34932,1
518002,34924,1
520323,37631,1
520324,37631,1
520333,37631,1
520334,37631,1
520484,34971,1
520487,34971,1
521037,37662,1
521038,37662,1
521053,37662,1
521056,37662,1
521057,37662,2
521082,37662,1
521083,37662,1
521084,37662,1
521098,37662,1
521099,37662,1
521100,37662,1
523267,35683,4
523268,35683,3
523269,35683,3
523270,35683,3
523271,35683,3
523273,35683,4
524912,37791,1
524916,37791,1
524922,37791,1
524926,37791,1
524927,37791,1
524928,37791,1
524935,37791,1
524936,37791,1
524939,37791,1
525010,37794,1
525017,37794,1
525020,37794,1
525028,37794,1
525128,37799,1
525129,37799,1
525145,37799,1
525147,37799,1
525152,37799,1
525427,37811,1
525431,37811,1
525454,37814,1
525455,37814,1
525456,37814,1
525457,37814,1
525458,37814,1
525459,37814,1
525460,37814,1
525461,37814,1
525462,37814,1
525764,37303,1
525797,37303,2
525813,37303,1
525844,37834,1
525864,37303,1
525981,37303,1
525990,37303,1
526585,37884,1
526591,37888,3
526604,37884,1
526605,37884,1
526612,37888,1
526615,37888,3
526616,37888,1
527299,37927,2
527303,37927,1
527304,37927,1
527723,37957,1
530503,37888,3
530989,37927,1
531107,37981,1
531109,38138,2
531183,38138,1
531186,38138,1
531187,38138,1
531193,38138,1
531503,38148,3
531504,38148,1
531505,38148,1
531506,38148,1
531510,38148,1
531511,38148,1
531541,38148,2
531542,38148,1
531543,38148,1
531544,38148,1
531545,38148,1
531546,38148,1
531547,38148,1
532815,38203,1
532832,38203,1
532865,38203,1
532866,38203,1
532878,38203,1
532888,38203,1
534669,37957,1
534680,37957,1
534703,37957,1
534705,37957,1
535180,37981,2
535268,37981,1
535680,38113,1
535682,38113,1
535698,38113,1
535703,38113,1
535704,38113,1
535705,38113,1
537510,38378,1
537520,38378,1
537854,37383,2
537856,37383,1
537864,37383,1
537865,37383,1
537871,37383,1
537878,37389,1
537879,37389,1
537880,37389,1
537881,37389,1
537882,37389,1
537884,37389,1
538083,38408,10
538084,38408,14
538085,38408,24
538086,38408,9
538087,38408,13
538737,38425,1
538739,38425,1
538803,37981,1
538894,37927,1
538988,37303,1
542287,38113,1
547977,38741,1
547978,38741,3
547987,38741,1
547988,38741,1
548001,38741,1
548002,38741,1
548003,38741,1
548008,38741,3
548009,38741,1
548013,38741,2
548022,38741,1
548026,38741,1
548030,38741,1
548032,38741,3
548033,38741,2
548035,38741,1
548134,38741,1
548143,38741,3
548144,38741,1
548149,38741,1
548161,38741,1
548162,38741,4
548163,38741,1
548164,38741,1
548167,38741,1
548168,38741,1
548172,38741,1
548173,38741,1
548174,38741,2
548175,38741,2
548176,38741,2
548180,38741,1
548185,38741,1
548187,38741,1
549365,38790,1
549618,38741,1
549627,38741,2
549640,38741,1
550251,38818,1
550253,38818,2
550254,38818,1
550257,38818,1
554162,38919,1
554781,38113,1
554848,38935,1
554852,38935,1
554858,38935,1
554910,37957,1
555131,38943,1
555133,38943,1
555137,38943,1
555138,38943,1
555140,38943,1
555144,38943,1
555199,38947,2
555200,38947,1
555201,38947,1
555202,38947,1
555203,38947,1
555204,38947,1
555205,38947,1
555206,38947,1
555207,38947,1
555208,38947,1
555209,38947,2
555210,38947,1
555211,38947,1
555212,38947,1
555340,38182,1
555353,38182,1
555372,38955,1
555373,38955,1
555374,38955,1
555375,38955,1
555380,38955,1
555381,38955,1
555382,38955,1
555383,38955,1
555384,38955,1
555385,38955,1
557892,37884,1
557893,37884,1
557894,37884,1
557896,37884,1
557898,37884,1
557899,37884,1
558324,31367,1
558425,31367,1
558430,31367,1
558435,31367,1
558544,39050,1
558545,39050,1
558548,39050,1
558570,39050,1
558579,39050,1
558587,39050,1
558659,39050,1
558662,39050,2
558691,39050,2
559012,38919,3
560606,39101,1
560617,39101,1
560755,39101,3
560963,39115,1
560965,39115,1
560968,39115,1
561065,39115,1
561129,39115,2
562977,38919,1
562982,38919,1
563152,39174,39
563217,39174,23
563218,39174,22
563220,39174,9
563494,39194,1
563504,39194,1
563509,39194,1
563522,39194,1
563617,39194,1
563619,39194,1
564146,38741,1
564274,38765,1
564276,38765,1
564433,39236,1
564436,39236,1
564439,39236,1
564440,39236,1
564442,39236,1
564445,39236,1
564446,39236,1
564448,39236,1
564493,39238,2
564495,39238,1
564609,38741,1
565612,38741,1
567001,39400,1
567723,38741,1
568165,38741,1
568168,38741,1
568169,38741,3
569101,38790,1
569125,38790,1
569142,38790,1
569152,38790,2
569153,38790,1
569156,38790,2
569232,39537,1
569277,39537,2
569284,39537,2
569502,38790,2
570526,39619,1
570547,39619,1
570563,39619,1
570587,39619,1
570616,39619,1
570617,39619,1
571170,39289,1
571251,39289,1
571257,39289,2
574563,38741,1
580533,39917,1
580552,39686,2
581700,38741,1
582241,39976,3
585030,39976,1
585041,39976,1
585298,40097,1
585318,40097,1
586178,40122,1
586602,40133,1
587448,40097,1
587450,40097,1
588099,40001,1
589240,39976,1
589383,39976,1
589804,40227,1
590322,40082,2
590329,40082,1
590339,40082,1
590428,40082,1
591744,40279,1
591746,40279,1
591756,40279,1
591760,40279,1
591761,40279,1
591862,40285,2
591863,40285,1
591915,40285,1
593658,40285,1
593681,40285,1
594728,40001,1
594731,40227,1
594733,40227,2
594753,40227,1
594766,40227,1
594797,40001,1
594803,40001,1
594813,40001,1
594851,40227,1
594855,40227,1
595821,40424,1
595822,40424,2
595836,40424,1
596045,40082,1
596151,40001,1
596250,40133,1
596251,40133,1
596256,40133,1
598250,40133,2
602235,39976,1
605978,40001,2
613019,40736,1
613026,40736,1
613035,40736,1
613109,40736,3
614731,39976,1
616346,40657,2
616348,40657,1
616350,40657,2
616351,40657,2
616355,40657,1
616371,40657,1
616472,40657,1
616474,40657,1
617158,40803,1
617247,40803,1
617274,40803,1
617296,40803,1
623824,40988,1
623858,40988,1
623862,40988,1
623986,31386,1
624030,31386,2
627545,41191,1
627566,41191,1
627574,41191,1
627588,41191,1
627630,41191,1
630413,40988,1
633198,41321,1
633199,41321,1
633211,41321,1
633224,41321,1
633227,41321,1
633272,41321,2
649484,31386,1
655819,41998,1
655833,41998,2
655911,41998,1
658598,42149,5
658599,42149,4
658601,42149,5
658602,42149,5
658603,42149,1
658608,42149,6
658610,42149,4
658613,42149,1
658614,42149,2
658618,42149,15
658619,42149,4
658620,42149,1
658621,42149,4
658622,42149,1
658624,42149,5
658625,42149,1
658626,42149,3
658628,42149,1
658630,42149,1
658631,42149,4
658635,42149,3
658645,42149,1
658646,42149,4
658649,42149,1
658650,42149,4
658655,42149,3
658656,42149,1
659381,42188,1
659404,42188,2
659572,42207,3
659574,42207,1
659578,42207,4
659620,42207,1
659640,42207,1
659650,42207,2
661431,32032,1
661432,32032,1
661434,32032,1
661435,32032,1
661436,32032,1
662484,38765,1
662713,38741,1
662722,38741,1
664724,42188,2
666233,1086,7
666234,1086,1
666235,1086,1
666236,1086,1
666238,1086,1
666239,1086,1
666242,1086,6
666315,1086,4
666316,1086,3
666318,1086,5
666319,1086,2
666321,1086,9
666629,1086,1
666630,1086,1
666631,1086,1
666666,1086,1
666667,1086,1
666668,1086,1
666669,1086,1
666670,1086,1
666671,1086,4
666672,1086,1
666673,1086,1
666674,1086,2
666675,1086,1
666676,1086,1
666677,1086,2
667447,42449,1
668326,42483,20
668355,38741,1
668356,38741,1
668357,38741,2
669575,33099,1
670063,35047,1
671436,37383,1
671671,37957,1
672069,37811,2
673273,13,2
673433,42,2
673472,53,1
673490,53,1
673517,53,1
673520,53,1
673927,150,1
673932,13,1
674173,186,1
674178,186,2
674180,186,1
675919,332,1
675924,332,1
675931,332,1
675937,332,1
675941,332,1
675942,332,1
675943,332,2
675945,332,1
676094,339,1
676457,352,1
677365,427,1
677371,427,1
677405,432,1
677420,432,1
677423,432,1
677425,432,1
677429,432,1
677437,432,1
677645,442,1
677647,442,1
677675,442,1
678340,480,1
678351,480,1
679132,510,2
679136,510,1
680057,570,1
680062,570,1
680069,570,1
680711,628,1
680745,628,2
680813,150,14
680820,150,1
681122,668,4
681124,668,1
681307,693,1
681308,693,1
681607,693,1
681608,693,1
681730,693,2
681747,693,1
681950,735,2
681953,735,2
682001,748,1
682005,744,1
682010,744,1
682030,744,1
682214,787,2
682428,799,1
682471,799,1
682475,799,1
682567,799,1
682587,799,1
682631,799,1
682637,799,1
682729,799,1
682774,829,4
682775,829,1
682776,829,1
682889,829,1
682899,829,1
683374,874,1
683375,874,1
683379,874,1
683383,874,1
684030,929,1
684038,929,1
684573,952,1
685412,1007,1
686601,1081,1
686605,1081,2
686656,1086,229
687198,1117,7
687824,1174,1
687917,1174,1
687924,1174,1
688223,1225,1
688226,1225,2
688227,1212,1
688238,1225,1
688248,1212,1
688292,1212,1
688393,1228,1
688623,1254,2
688624,1254,2
688896,1306,1
688898,1306,1
688956,1306,1
688990,1305,1
689005,1305,1
689145,1305,1
689885,1393,1
689891,1393,1
689894,1394,1
689898,1394,1
689902,1394,1
689904,1394,1
690109,1412,1
690755,1453,1
690756,1453,1
690757,1453,1
690758,1453,1
690759,1453,1
690760,1453,1
690761,1453,1
690762,1453,1
690763,1453,1
690764,1453,1
690765,1453,1
690766,1453,1
691313,1489,2
691463,1506,1
691550,1506,1
692007,1530,2
692011,1531,1
692242,1547,1
692246,1547,1
692252,1547,1
692301,1551,1
692304,1551,1
692309,1551,1
692311,1551,1
692425,1559,1
692426,1559,1
692455,1562,1
692457,1562,1
692464,1562,1
692482,1567,1
692484,1567,1
692547,1572,1
692551,1572,1
692553,1572,2
692556,1572,1
692872,1596,1
694705,1716,1
694707,1716,1
694708,1716,1
694711,1716,1
695485,1780,1
695949,1826,3
695950,1826,1
695955,1826,1
695983,1826,1
696036,1842,2
696896,1911,1
696909,1911,1
696918,1911,2
697001,1916,50
697005,1916,70
697341,1489,1
697342,1489,1
697354,1489,1
697355,1489,1
697373,1228,1
697431,1228,1
697756,2005,1
698673,2072,1
699066,2109,1
699297,1174,1
699429,2134,1
699538,2140,1
699540,2140,1
699982,2161,1
699989,2161,1
699996,2162,1
699998,2162,1
700000,2162,1
700002,2162,1
700004,2162,1
700006,2162,1
700011,2162,1
700042,2163,1
700044,2163,1
700047,2163,1
700704,2206,1
701403,2278,1
701412,2278,1
701414,2278,3
701416,2278,1
701560,2295,1
701561,2295,1
701563,972,2
701616,2312,1
701725,972,1
701761,2312,2
702451,2378,1
702464,2278,1
702892,2378,1
702902,2411,2
702939,2413,1
703799,2465,1
703803,2465,1
703807,2465,1
703811,2465,1
703817,2465,1
703819,2465,1
704821,2517,1
704824,2517,1
704827,2517,1
704833,2517,1
704960,2524,15
704967,2527,2
704974,2528,1
706288,2628,1
706289,2628,1
706290,2628,1
706291,2628,1
706292,2628,1
706293,2628,1
706294,2628,1
706295,2628,1
706296,2628,1
706297,2628,1
706298,2628,1
706299,2628,1
706301,2628,1
706302,2628,1
706303,2628,1
706305,2628,1
707414,2713,1
707476,2725,1
708131,2793,15
708132,2793,7
708133,2793,18
708853,2862,1
708885,2862,1
708895,2862,1
708903,2866,233
710163,2933,1
710164,2933,1
710174,2933,1
710175,2933,2
710971,2995,1
710974,2995,1
711289,3025,1
711448,3033,1
711449,3033,1
711450,3033,1
711451,3033,1
711452,3033,1
711453,3033,1
711454,3033,1
711455,3033,1
711456,3033,1
711457,3033,1
711458,3033,1
711459,3033,1
711460,3033,1
711461,3033,1
711462,3033,1
711463,3033,1
711464,3033,1
711465,3033,1
711466,3033,1
711499,3037,1
711501,3037,1
711502,3037,1
711508,3037,1
711509,3037,1
711512,3037,1
711520,3037,1
711676,3047,1
711677,3047,1
711678,3047,1
711679,3047,1
711681,3047,4
711682,3047,1
711683,3047,3
712846,3119,1
713621,3188,11
713622,3188,1
713626,3188,1
713636,3188,1
713645,3188,1
713655,3188,1
713658,3188,1
713659,3188,1
713660,3188,1
713663,3188,1
713665,3188,1
713669,3188,1
714525,3262,1
714555,3268,2
714558,3268,1
714615,3262,1
714619,3275,2
714636,3275,1
714641,3275,5
714642,3275,2
714646,3275,3
714665,3275,2
714668,3275,1
714718,3275,2
714723,3275,1
714746,3275,1
714755,3275,1
714786,3275,1
714788,3275,1
714805,3275,2
715089,3334,1
715096,3334,1
715098,3334,1
715101,3334,1
715255,3351,1
715256,3351,1
716022,3389,4
716023,3389,1
716024,3389,3
716025,3389,1
716026,3389,1
716499,3413,2
716553,3415,19
716554,3415,19
716613,3433,9
716614,3433,10
716850,3497,42
716858,3499,2
716859,3499,4
716860,3499,2
716861,3499,11
716862,3499,19
716868,3503,13
716869,3503,6
716870,3503,6
716871,3503,6
716872,3503,3
717220,3533,13
717221,3533,13
717228,3533,9
717229,3533,26
717505,1489,1
717510,1489,1
717569,3577,1
717583,3579,1
717584,3579,1
717585,3579,1
717587,3579,1
717615,3577,1
717616,3577,1
717617,3577,1
717625,3577,1
717661,3581,1
717662,3581,1
717663,3581,1
717664,3581,2
717665,3581,1
717666,3581,1
717667,3581,2
717668,3581,1
717669,3581,2
717697,3579,1
717706,3579,1
717773,3585,1
717774,3585,1
717775,3585,1
717776,3585,1
717777,3585,1
717778,3585,1
717779,3585,1
717780,3585,1
717781,3585,1
717782,3585,1
717783,3585,1
717784,3585,1
717977,3593,1
717986,3593,1
717991,3593,1
717995,3593,1
717999,3593,1
718239,3609,1
719433,14,3
719435,3699,2
720534,886,1
720537,886,1
720558,886,1
720635,886,1
720721,886,1
720830,886,1
720831,886,1
720838,886,1
720886,2777,3
721331,3866,3
721332,3866,2
721334,3866,1
721480,3900,1
721489,3902,1
721504,3902,1
721513,3902,1
721518,3902,1
721519,3902,2
721538,3900,1
721540,3900,1
721541,3900,1
721543,3900,1
721546,3900,1
721564,3902,1
721572,3902,1
721578,3900,1
721590,3900,1
721601,3900,1
721604,3900,1
721605,3902,1
721606,3902,1
721608,3902,1
721624,3902,1
721651,3900,1
721661,3902,2
721931,3929,3
722231,3964,1
722245,3964,1
722249,3964,1
722555,3994,1
722593,3994,1
722897,3413,1
723398,4030,1
723400,4030,1
723403,4030,1
723416,4033,1
723418,4033,1
723429,4033,1
723431,4033,1
724097,886,1
725989,4194,1
725991,4194,1
726004,4194,2
726029,4194,1
726043,4194,1
726696,4264,1
726699,4264,1
726839,4285,1
726845,4287,1
726855,4285,1
726856,4285,1
726858,4285,1
726859,4285,1
726861,4285,1
726862,4285,1
726873,4285,1
726875,4285,1
726876,4285,1
726884,4285,1
726901,4285,1
726902,4285,1
727236,4312,1
727237,4312,2
727255,4310,1
727256,4312,1
727259,4312,1
727261,4312,1
727280,4312,1
727291,4312,1
727293,4312,1
727297,4310,1
727300,4312,1
727307,4317,1
727339,4312,1
727371,4322,3
727372,4322,2
727425,4323,1
728140,4386,1
728537,4436,1
728562,4436,1
728586,4436,1
728936,4470,1
728939,4470,1
728944,4470,1
728960,4471,1
728974,4471,4
729065,4476,1
729093,4479,1
729587,4527,1
729596,4527,1
729909,4565,1
730455,4574,1
731136,4634,1
731164,4634,1
732379,4731,2
732387,4731,1
732478,4721,1
732480,4721,1
732813,1506,4
732985,4787,2
733070,4787,1
733249,2413,3
733594,4849,2
733595,4849,1
733596,4849,2
733606,4849,2
733611,4849,2
733612,4849,2
733618,4849,2
733619,4849,2
733620,4849,2
733622,4849,2
733623,4849,2
733628,4849,2
733687,4849,1
733707,4849,1
733708,4849,1
734099,4904,1
734858,4961,1
734867,4961,1
734868,4961,1
734874,4961,1
734945,4966,1
734946,4966,1
734968,4966,1
734975,4966,1
734987,4966,1
735197,4978,1
735351,5006,14
735352,5006,5
735380,5022,4
735381,5022,6
735382,5022,42
735383,5022,10
735384,5022,10
735385,5022,10
736848,5115,1
736906,5122,1
736909,5122,1
736911,5122,1
737929,5166,1
737935,5166,1
737937,5166,1
737942,5166,1
737943,5166,1
737945,5166,1
737946,5166,1
737951,5166,2
737961,5166,1
737964,5166,1
737969,5166,1
737970,5166,2
737999,5168,4
738000,5168,4
738001,5168,4
738002,5168,2
738003,5168,4
738004,5168,6
738050,5166,1
738059,5166,2
738063,5166,1
738065,5166,1
738067,5166,1
738071,5166,1
738076,5166,1
738086,5166,1
738389,5185,1
738646,5210,5
738692,5210,1
738693,5210,1
738694,5210,1
738695,5210,1
739799,5318,1
739800,5318,1
739930,5318,1
740497,5385,2
740552,5385,1
740556,5385,1
740602,5385,1
741674,5465,1
741675,5465,1
741709,5465,1
742593,5520,1
742615,5520,1
742739,5520,1
742746,5520,1
742774,5520,1
742917,5535,1
742925,5535,1
743056,5546,2
743060,5546,1
743066,5546,1
743105,5546,1
743106,5546,1
743107,5546,1
743401,5565,1
743876,5590,1
743976,5598,1
743982,5598,1
743991,5598,1
744173,5608,1
744175,5608,1
744716,5622,1
744726,5622,1
744772,5622,1
745475,5651,1
745476,5651,1
745477,5651,1
745541,5656,2
745545,5656,1
746883,5725,1
746884,5725,1
746898,5725,1
746900,5725,3
746907,5725,2
746911,5725,2
746912,5725,2
746915,5725,2
746917,5725,1
746918,5725,1
746919,5725,1
746927,5725,1
746941,5725,1
747030,5728,1
747031,5728,1
747032,5728,1
747033,5728,1
747036,5728,1
747154,5739,1
747165,5739,1
749153,390,1
749169,390,1
749191,390,2
749194,390,1
749197,390,1
749199,390,2
749200,390,1
749247,3351,1
750356,5967,1
750358,5967,1
750360,5967,2
750361,5967,1
750363,5967,1
750367,5967,1
750378,5967,1
750401,5967,1
750583,3267,1
750584,3267,1
750585,3267,2
750586,3267,1
751111,6006,1
751777,6043,23
751778,6043,23
751779,6043,68
751780,6043,23
751781,6043,23
751782,6043,23
751784,6043,68
751785,6043,43
751786,6043,48
752271,6077,1
752272,6077,1
752369,6086,1
752370,6086,1
752371,6086,1
752373,6086,1
752374,6086,1
752377,6086,1
752381,6086,1
752382,6086,1
752383,6086,1
752552,6095,1
752555,6095,1
752762,6086,1
752763,6086,1
752764,6086,1
752765,6086,1
752766,6086,1
752767,6086,1
752768,6086,1
752769,6086,1
752770,6086,1
752771,6086,1
752772,6086,1
752773,6086,1
752774,6086,1
752775,6086,1
753861,6190,1
753862,6190,1
753866,6190,1
753868,6190,1
753869,6190,1
753870,6190,1
753871,6190,1
753872,6190,1
753873,6190,1
753874,6190,1
753875,6190,1
753876,6190,1
753880,6190,1
754102,6201,1
754205,6201,1
754210,6201,1
754220,6201,1
754295,6201,1
754302,6201,1
756101,6323,1
756135,150,13
756136,150,13
756137,150,3
756954,6372,1
757081,6372,1
757116,6372,4
757734,3334,1
757735,6426,1
757758,6426,2
757760,3334,5
757761,6426,1
757788,3334,1
758089,6455,1
758212,6463,1
758324,6467,2
758343,6467,2
758352,6467,2
758376,6467,3
759293,6514,8
759294,6514,8
759295,6514,7
759296,6514,8
759297,6514,8
759298,6514,7
759299,6514,8
759300,6514,7
759301,6514,16
759302,6514,8
759303,6514,8
759304,6514,7
759305,6514,7
759306,6514,8
759307,6514,8
759387,6514,2
759649,6535,1
759654,6535,1
759701,6536,1
763834,6767,1
764343,6803,1
764345,6803,2
764347,6803,1
764351,6803,1
764361,2206,1
764405,6467,1
765470,6843,1
765477,6843,1
765482,6843,1
765555,6843,1
765569,6843,1
765571,6843,1
766015,6861,1
766428,6882,1
766504,6886,2
767683,6995,1
767804,6995,2
767810,6995,2
768563,7090,1
768577,7090,1
768591,7090,1
768908,7125,2
768912,7125,1
768914,7125,1
768915,7125,1
768917,7125,1
768919,7125,1
768996,7135,2
769025,7135,1
769038,7135,1
769040,7133,1
769052,7133,2
769057,7143,2
769058,7144,120
769305,7163,4
769497,7188,1
770679,7248,1
770931,7262,1
770932,7262,1
770939,7262,1
770940,7262,1
770942,7262,1
770947,7262,1
770949,7262,2
770954,7264,1
771102,7277,1
771103,7277,1
771106,7277,1
771394,7290,1
771395,7290,1
771397,7290,1
771614,7301,2
771618,7301,3
771624,7301,1
771881,7277,2
771882,7277,1
772058,3994,1
772102,4721,1
772107,4721,1
772551,5565,1
772558,5565,1
773194,5565,1
773779,7449,16
773780,7449,16
773781,7449,16
773782,7449,16
773783,7449,17
773784,7449,20
774691,7089,1
774694,7089,1
774833,7125,1
774835,7125,1
774838,6882,1
774927,6882,1
775065,7536,6
776360,5335,3
776366,5335,1
776371,5335,1
776467,5335,1
776522,5335,1
776535,5335,1
776974,7647,1
776975,7647,2
776984,7647,1
777073,7647,1
777083,7647,1
777155,7653,1
777163,7653,1
777173,7653,1
777178,7653,1
777187,7653,1
777279,7655,1
777294,7655,1
777299,7655,1
777316,7655,1
777439,7089,1
777856,7712,3
778252,7733,4
778260,7733,4
778343,7737,3
778355,7742,1
778717,7760,1
778720,7760,2
778723,7760,2
778731,7760,1
778739,7760,1
778740,7760,1
778746,7760,1
778751,7760,1
778753,7760,1
779084,7776,1
779087,7776,1
779090,7776,1
779096,7776,1
779576,7797,1
779577,7797,1
779580,7797,1
779640,7797,1
779646,7797,1
780130,7824,1
780155,7824,1
782447,7905,2
782448,7905,1
782465,7905,1
784912,8037,1
784913,8037,1
784914,8037,1
784915,8037,1
784916,8037,1
784917,8037,1
784918,8037,1
784919,8037,1
784920,8037,1
784921,8037,1
784922,8037,1
785144,8069,1
785163,8070,1
786397,8144,14
786414,8144,2
786431,8144,25
787211,5335,1
787215,5335,1
787248,5335,1
787312,5335,1
787376,8234,1
787396,8234,4
787398,8234,1
787400,8234,1
787402,8234,1
787427,8234,1
787434,8234,2
787435,8234,1
789457,7824,1
790588,8430,1
790619,8430,2
790623,8430,2
790847,2034,1
790852,2034,1
790866,2034,1
791062,8451,1
791064,8451,1
791065,8451,1
791066,8451,1
791067,8451,1
791069,8451,2
791072,8451,1
791205,8144,1
791216,8144,1
791218,8144,1
791220,8144,2
791221,8144,1
791238,8144,2
791239,8144,2
791318,2725,1
791329,2725,1
792056,3119,1
793247,150,11
793248,150,1
793249,150,14
793250,150,1
793251,150,2
793947,8591,1
793953,8591,3
793957,8591,1
793965,8591,1
793990,8593,1
793995,8593,1
794002,8593,1
794003,8593,1
794004,8593,1
794006,8593,1
794014,8593,1
794023,8593,1
794426,6767,1
795300,2109,1
795305,8682,1
795327,2109,1
795334,2109,2
795346,2109,1
795359,2109,1
795436,4470,1
795443,4470,1
795890,8740,88
795974,8745,3
796855,5728,1
796921,5728,1
796956,2914,1
797361,8862,7
797428,8864,2
799143,8957,2
799144,8957,1
799145,8957,1
799153,8957,1
799156,8957,1
800266,9013,1
801103,3025,1
801116,3025,1
801666,8069,2
801675,8069,1
801694,8069,1
802442,9142,2
802463,9148,1
802473,9142,2
802484,9142,1
802485,9142,1
802486,9142,1
802600,9148,1
803459,9217,4
803479,9217,1
803546,9217,1
803548,9217,2
803880,9249,7
803881,9249,3
803900,9259,1
803901,9259,1
803909,9259,1
803916,9259,1
803918,9249,1
803919,9249,19
803921,9259,1
803925,9259,1
803926,9259,1
803928,9249,1
804000,9259,1
804279,9283,4
804286,4436,1
804291,4436,1
805313,9366,1
805357,9368,1
805365,9368,1
805376,9368,1
805382,9368,2
805386,9369,1
805387,9369,2
805391,9369,1
805394,9369,1
805405,9369,1
805408,9369,1
805450,6861,1
805457,6861,1
805549,6861,2
805984,3119,1
805986,3119,3
805988,3119,1
806399,9410,1
806400,9410,1
806401,9410,3
806402,9410,1
806403,9410,2
806404,9410,1
806405,9410,1
806406,9410,1
806407,9410,1
806408,9410,1
806410,9410,2
806776,9424,1
806778,9424,1
806779,9424,1
806784,9424,1
807000,105,1
810394,9142,1
810395,9142,1
810398,9142,1
810455,6323,1
810456,6323,1
810457,6323,1
810458,6323,1
810459,6323,1
810460,6323,1
811825,9636,2
811826,9636,1
811827,9636,1
811828,9636,2
811829,9636,1
811830,9636,1
811831,9636,1
811832,9636,1
811833,9636,1
811834,9636,1
811835,9636,1
811836,9636,1
811837,9636,1
811838,9636,1
811839,9636,1
811840,9636,1
811841,9636,1
813354,9746,1
813357,9742,1
813372,9742,2
813383,9742,2
813395,9742,1
813417,9746,2
813426,9746,2
813436,9742,2
813450,9742,1
813456,9742,2
813522,9742,1
813551,9742,1
813589,9742,1
813591,9742,2
813614,9742,1
813621,9742,1
813636,9742,1
813673,9742,1
813675,9742,1
813677,9742,1
813686,9742,1
813687,9742,1
813723,9742,1
814535,9825,6
814685,9834,1
814759,9834,1
814858,9834,1
814902,9834,1
814904,9834,1
815511,9885,3
815512,9885,6
815532,9885,4
815765,2907,1
815808,2907,1
815811,2907,1
815852,2163,1
816019,2907,1
816032,2907,1
816044,2907,1
816507,9949,1
816582,9953,1
816584,9953,1
816585,9953,1
816899,9970,1
817100,9987,1
817105,9988,1
817112,9988,2
818178,10040,3
818984,10040,7
818985,10040,3
818986,10040,3
818987,10040,3
820202,3275,1
820370,1305,1
820668,7530,1
821029,10212,2
822188,9424,2
823008,10352,2
823021,10352,1
823027,10352,1
824192,4476,1
824198,4476,2
824199,4476,1
824200,4476,1
824262,4476,1
824340,929,1
824350,4476,1
824354,4476,1
824417,4476,1
824427,4476,1
824467,10468,1
824477,10469,1
824483,10468,1
824510,10469,1
825753,10554,1
825755,10554,1
825757,10554,1
825758,10554,1
825759,10554,1
825760,10554,1
826236,6426,2
826243,6426,1
826244,6426,1
826254,6426,1
826424,10581,1
826429,10581,1
826430,10581,1
826461,10583,1
826462,10583,1
826463,10583,2
826484,10585,1
826487,10585,1
826493,10581,1
826495,10581,1
826496,10581,1
826497,10586,1
826498,10586,1
826499,10586,1
826500,10586,1
826501,10586,1
826502,10586,2
826507,10583,1
826508,10583,1
826509,10583,3
826511,10583,2
826516,10585,2
826518,10585,1
826522,10585,1
826581,10585,1
826790,10604,1
826942,10610,1
827404,10641,1
827415,10642,1
827417,10642,1
828290,7188,3
828296,7188,1
828304,7188,1
828306,7188,1
828952,10754,1
828954,10756,12
828955,10756,12
828964,10760,1
828979,10769,8
828980,10769,10
828981,10769,7
828982,10769,12
828993,10760,5
829030,10780,5
829031,10780,7
829032,10780,2
829033,10780,5
829034,10780,5
829035,10780,5
829036,10780,5
829037,10780,5
829038,10780,10
829039,10780,10
829484,10837,10
829487,10838,15
829582,10843,1
829583,10843,1
829584,10843,1
829595,10847,7
829601,2524,108
830874,10982,1
830875,10982,1
830878,10982,1
830882,10982,2
831213,11005,1
831392,4267,1
831404,4267,1
831436,4267,1
831936,3079,2
832107,6957,2
832108,6957,2
832109,6957,1
832130,6957,2
832131,6957,1
832132,6957,1
832143,6957,1
832144,6957,3
