county_id,tract,block_group,TOTPOP14,HHPOP14,GQPOP14,HHS14,HU14,TOTPOP15,HHPOP15,GQPOP15,HHS15,HU15
33,600,6,1307.629,1298.629,9,584.6792734,649.364,1310.266,1301.275,8.991,583.6149798,646.897
33,700,1,1826.034,1826.034,0,985.2173051,1074.454,1904.55,1904.55,0,1027.765413,1108.862
33,700,2,1152.962,1143.962,9,507.5043737,548.182,1172.374,1163.383,8.991,513.3949493,549.533
33,700,3,876.691,876.691,0,406.9155838,423.581,893.513,893.513,0,412.8007171,425.743
33,700,4,880.569,877.569,3,392.9243189,407.429,890.974,887.977,2.997,394.1799831,409.068
33,800,1,1184.026,1184.026,0,476.8763713,506.484,1189,1189,0,476.6247586,505.382
33,800,2,1427.694,1368.694,59,569.1836354,585.94,1445.176,1386.236,58.94,573.6761716,587.57
33,900,1,1118.71,1105.71,13,458.7858953,485.181,1136.881,1123.894,12.987,463.8184767,486.794
33,900,2,948.538,945.538,3,398.4735684,432.495,966.294,963.297,2.997,403.8523263,433.811
33,1000,1,913.703,913.703,0,370.7272757,384.245,926.111,926.111,0,374.4826836,385.623
33,1000,2,1056.866,1035.866,21,407.6152339,421.777,1072.424,1051.445,20.979,411.8006896,421.939
33,1100,1,1241.063,1241.063,0,539.1194939,583.252,1259.917,1259.917,0,544.6031577,583.974
33,1100,2,1293.999,1182.999,111,535.3474208,555.578,1311.018,1200.131,110.887,540.044012,556.236
33,1200,1,1282.312,1282.312,0,524.7916923,548.581,1300.744,1300.744,0,529.7338708,549.051
33,1200,2,1155.965,1155.965,0,527.8676184,555.188,1175.039,1175.039,0,533.6837214,555.426
33,1200,3,1362.376,1355.376,7,934.6678818,1001.99,1916.34,1909.347,6.993,1302.305846,1382.206
33,1200,4,1235.801,1213.801,22,641.3249791,676.99,1256.935,1234.957,21.978,648.4375179,676.99
33,1200,5,1554.515,1545.515,9,850.0518762,912.796,1609.966,1600.975,8.991,876.6153308,933.394
33,1300,1,1621.496,1618.496,3,823.5217099,874.421,1673.311,1670.314,2.997,845.5913824,890.293
33,1300,2,1518.184,1518.184,0,726.8801616,769.51,1543.605,1543.605,0,734.888403,769.874
33,1300,3,1441.37,1441.37,0,722.7122453,762.937,1465.568,1465.568,0,730.2747768,763.903
33,1400,1,1085.447,1058.447,27,499.5527048,540.102,1097.772,1070.799,26.973,502.6807403,539.398
33,1400,2,1131.372,1066.372,65,514.1659057,549.949,1150.152,1085.218,64.934,518.3236051,550.652
33,1400,3,1380.408,1380.408,0,653.7194828,673.454,1391.89,1391.89,0,655.6461796,673.841
33,1400,4,1362.515,1362.515,0,570.106879,583.868,1373.117,1373.117,0,571.761703,582.789
33,1500,1,1218.055,1218.055,0,521.1453739,540.752,1229.231,1229.231,0,522.8914805,541.456
33,1500,2,1261.219,1261.219,0,563.2516335,586.516,1249.422,1249.422,0,555.1028629,580.376
33,1600,1,1403.024,1399.024,4,560.6631638,574.329,1420.079,1416.083,3.996,564.8309305,574.726
33,1600,2,1361.73,1339.73,22,557.5480089,570.844,1377.609,1355.631,21.978,561.3552155,571.082
33,1600,3,1429.704,1429.704,0,689.4752934,713.051,1462.249,1462.249,0,699.7705466,718.757
33,1701,1,1647.554,1639.554,8,867.129271,904.466,1673.282,1665.29,7.992,874.4962656,906.151
33,1701,2,1132.175,1132.175,0,596.8442184,627.178,1176.837,1176.837,0,619.1445833,645.06
33,1701,3,1147.449,1147.449,0,530.1643631,557.17,1173.198,1173.198,0,539.9464511,563.155
33,1702,1,1537.301,1537.301,0,825.2228077,880.183,1589.124,1589.124,0,835.6669391,885.888
33,1702,2,1042.622,1042.622,0,475.3799082,489.93,1067.77,1067.77,0,483.9624384,495.246
33,1702,3,1017.07,875.07,142,397.9551347,412.143,1032.119,890.263,141.856,402.1046621,415.27
33,1702,4,888.932,882.932,6,377.161015,385.914,907.601,901.607,5.994,382.7852007,389.457
33,1800,1,1515.823,1507.823,8,643.1891704,670.717,1538.454,1530.462,7.992,649.5085957,672.368
33,1800,2,1564.683,1540.683,24,781.641243,818.477,1611.81,1587.834,23.976,802.1666471,831.619
33,1800,3,1574.91,1574.91,0,777.6970507,842.427,1627.493,1627.493,0,801.6090932,858.982
33,1900,1,1552.332,1496.332,56,827.0257801,1132.11,1579.679,1523.736,55.943,837.5647435,1131.618
33,1900,2,1395.394,1337.394,58,576.3361305,591.495,1408.455,1350.514,57.941,578.7000364,591.965
33,1900,3,1284.172,1284.172,0,526.9207223,540.989,1300.354,1300.354,0,530.7348197,542.317
33,2000,1,1533.145,1533.145,0,748.8752339,813.262,1568.457,1568.457,0,760.8491433,818.4
33,2000,2,1000.241,994.241,6,448.744869,462.334,1013.32,1007.326,5.994,452.2023335,462.921
33,2000,3,920.264,908.264,12,399.1227592,417.06,925.736,913.748,11.988,399.2882541,415.748
33,2100,1,1522.852,1506.852,16,637.9796383,662.368,1541.147,1525.163,15.984,642.0168544,663.404
33,2100,2,906.831,870.831,36,415.5520611,427.842,918.325,882.362,35.963,418.654923,429.461
33,2100,3,1446.799,1446.799,0,662.4803342,700.326,1489.488,1489.488,0,682.1949083,715.413
33,2200,1,1499.861,1486.861,13,593.8880841,609.446,1523.043,1510.056,12.987,600.8256129,612.611
33,2200,2,1433.718,1427.718,6,566.2512654,593.462,1449.618,1443.624,5.994,569.761266,593.046
33,2200,3,1392.013,1379.013,13,605.2473033,637.761,1406.779,1393.792,12.987,608.2985154,637.39
33,2200,4,1166.168,1166.168,0,486.392413,538.202,1173.455,1173.455,0,487.641983,536.907
33,2400,1,966.342,966.342,0,387.9662274,398.96,975.226,975.226,0,389.761659,398.852
33,2400,2,821.203,821.203,0,386.7832222,397.151,831.962,831.962,0,390.0086014,397.151
33,2400,3,1208.101,1208.101,0,482.7409122,500.527,1220.536,1220.536,0,485.3677171,500.587
33,2500,1,1412.736,1412.736,0,603.2705357,628.068,1433.035,1433.035,0,608.6348207,629.519
33,2500,2,1404.7,1404.7,0,652.3108088,674.892,1429.653,1429.653,0,660.2662209,679.128
33,2600,1,1064.629,1064.629,0,457.3568174,477.483,1076.842,1076.842,0,460.2477794,477.509
33,2600,2,1314.328,1312.328,2,529.8394995,541.631,1329.297,1327.299,1.998,533.532514,542.828
33,2600,3,1342.599,1342.599,0,579.9317711,624.185,1352.468,1352.468,0,581.4517303,622.531
33,2600,4,994.608,994.608,0,400.1362941,415.225,1003.972,1003.972,0,401.9293216,414.776
33,2700,1,1439.448,1439.448,0,618.0601676,636.781,1450.592,1450.592,0,619.8235535,635.937
33,2700,2,1364.384,1364.384,0,550.3087915,580.838,1391.36,1391.36,0,558.881171,584.809
33,2700,3,1109.169,1109.169,0,490.2341216,528.315,1130.111,1130.111,0,496.7785483,530.109
33,2700,4,1468.236,1466.236,2,644.2529418,682.89,1488.557,1486.559,1.998,649.7878288,683.362
33,2800,1,1202.121,1188.121,14,550.8113471,566.46,1223.625,1209.639,13.986,557.4390633,568.951
33,2800,2,910.955,910.955,0,437.9396977,462.105,923.617,923.617,0,441.5002532,462.338
33,2800,3,1001.409,1001.409,0,525.8546463,552.856,1017.256,1017.256,0,530.2838352,553.795
33,2800,4,1431.641,1431.641,0,635.7252834,662.762,1449.541,1449.541,0,640.3460034,663.284
33,2900,1,1408.342,1404.342,4,626.7812072,650.31,1429.571,1425.575,3.996,633.5751341,653.301
33,2900,2,1429.619,1429.619,0,631.9324954,645.601,1451.508,1451.508,0,638.9946175,648.703
33,2900,3,1380.087,1380.087,0,605.6725452,628.874,1404.259,1404.259,0,613.1735246,631.953
33,3000,1,1613.597,1608.597,5,700.8305345,713.051,1629.622,1624.627,4.995,704.1171417,713.135
33,3000,2,1383.558,1383.558,0,604.1837004,623.401,1471.934,1471.934,0,650.9349205,668.284
33,3000,3,1420.202,1420.202,0,605.7640835,625.606,1440.752,1440.752,0,611.3257033,628.43
33,3000,4,1309.245,1309.245,0,550.3216066,575.779,1340.732,1340.732,0,564.0211207,586.39
33,3100,1,1158.514,1158.514,0,483.9829316,493.095,1164.78,1164.78,0,484.1734836,491.847
33,3100,2,1134.704,1134.704,0,511.9408132,523.421,1148.801,1148.801,0,515.44891,523.615
33,3100,3,1297.534,1220.534,77,557.0435748,564.911,1314.037,1237.115,76.922,561.1989587,567.438
33,3100,4,1403.45,1394.45,9,558.1809672,582.712,1420.128,1411.137,8.991,562.4947722,584.951
33,3100,5,1292.891,1292.891,0,563.1409987,578.012,1304.196,1304.196,0,565.0823404,577.891
33,3200,1,942.316,942.316,0,457.6934527,473.032,959.785,959.785,0,462.9798295,475.054
33,3200,2,1219.853,1219.853,0,685.9672967,711.485,1247.129,1247.129,0,696.6922329,720.763
33,3200,3,1342.11,1342.11,0,835.8545344,878.425,1609.818,1609.818,0,991.3567844,1036.037
33,3200,4,1148.244,1148.244,0,732.3299175,758.904,1186.976,1186.976,0,747.0105696,766.617
33,3200,5,728.445,728.445,0,314.447626,326.403,737.669,737.669,0,316.8756267,326.399
33,3200,6,1592.336,1592.336,0,784.1681615,848.121,1630.157,1630.157,0,797.1743526,853.69
33,3200,7,1130.069,1130.069,0,476.3168361,487.922,1141.325,1141.325,0,478.6871191,488.459
33,3300,1,1201.656,1201.656,0,548.7845217,561.199,1213.872,1213.872,0,551.5702675,562.316
33,3300,2,1138.345,1138.345,0,527.5502653,549.992,1161.611,1161.611,0,535.2472608,553.196
33,3300,3,1785.626,1781.626,4,972.6458753,1014.468,1852.101,1848.105,3.996,995.3550036,1033.731
33,3300,4,1208.995,1205.995,3,656.8467131,681.548,1236.985,1233.988,2.997,667.3024888,687.414
33,3300,5,1149.368,1149.368,0,517.3244314,533.599,1173.682,1173.682,0,521.5705846,534.059
33,3400,1,1175.465,1175.465,0,528.9177069,554.049,1191.238,1191.238,0,533.2756642,554.128
33,3400,2,1154.432,1154.432,0,512.8003996,527.141,1165.289,1165.289,0,514.8945927,526.179
33,3400,3,1043.793,1043.793,0,466.2821685,486.06,1071.247,1071.247,0,477.2146783,493.773
33,3500,1,1422.033,1393.033,29,669.0938112,687.769,1438.06,1409.089,28.971,672.1110277,686.97
33,3500,2,1339.959,1339.959,0,653.3526788,670.765,1350.781,1350.781,0,654.8865348,670.561
33,3500,3,1196.251,1008.251,188,511.8144447,553.204,1208.49,1020.681,187.809,515.3074162,553.964
33,3600,1,1367.139,1367.139,0,712.5308442,749.099,1395.264,1395.264,0,720.6705973,753.159
33,3600,2,1526.354,1526.354,0,960.5098107,1014.404,1587.33,1587.33,0,973.3913333,1019.093
33,3600,3,1298.901,1298.901,0,565.8547602,585.962,1322.823,1322.823,0,572.9580015,588.586
33,3600,4,1850.812,1813.812,37,1145.339054,1246.871,1941.634,1904.672,36.962,1195.997738,1288.09
33,3800,1,1110.703,1103.703,7,526.9706232,548.754,1131.261,1124.268,6.993,534.0505446,551.602
33,3800,2,972.518,967.518,5,397.8677539,407.231,990.396,985.401,4.995,403.1536383,410.146
33,3900,1,1701.998,1701.998,0,730.0134707,756.961,1723.653,1723.653,0,735.6372656,758.183
33,3900,2,1100.27,1100.27,0,432.7230744,438,1100.64,1100.64,0,430.9324995,436.439
33,4000,1,1861.456,1692.456,169,991.2225773,1082.082,1895.168,1726.34,168.828,1003.52667,1083.874
33,4000,2,992.273,992.273,0,338.6319706,350.287,1009.188,1009.188,0,343.873198,353.644
33,4100,1,1463.226,1463.226,0,670.3093159,695.88,1472.504,1472.504,0,670.9985315,694.626
33,4100,2,1692.826,1687.826,5,647.844331,693.274,1722.434,1717.439,4.995,656.1990912,695.68
33,4100,3,1458.187,1458.187,0,498.6249497,511.914,1466.735,1466.735,0,500.8248548,514.131
33,4100,4,1158.99,1156.99,2,479.8413278,576.049,1176.872,1174.874,1.998,485.1198277,576.319
33,4100,5,1122.886,1122.886,0,420.8614524,437.118,1131.363,1131.363,0,422.458776,436.689
33,4100,6,895.172,895.172,0,319.7213438,331.76,907.04,907.04,0,322.7113096,332.818
33,4200,1,1594.909,1594.909,0,674.7075444,706.947,1599.56,1599.56,0,673.7713906,704.191
33,4200,2,1650.985,1650.985,0,650.5598982,667.2,1674.999,1674.999,0,657.5803806,671.128
33,4200,3,1523.408,1523.408,0,678.4661434,717.359,1560.389,1560.389,0,694.2852644,729.923
33,4200,4,1496.046,1496.046,0,597.6253966,621.596,1512.606,1512.606,0,601.6037042,621.944
33,4200,5,1409.637,1401.637,8,566.6393602,581.699,1426.974,1418.982,7.992,570.9687471,582.616
33,4301,1,1232.845,1217.845,15,482.2770834,516.074,1243.367,1228.382,14.985,484.6545355,516.011
33,4301,2,1227.209,1227.209,0,501.3950384,521.469,1256.394,1256.394,0,512.0970379,528.584
33,4301,3,1119.22,1117.22,2,489.369351,511.175,1129.169,1127.171,1.998,491.7050108,510.497
33,4302,1,2206.886,1385.886,821,701.1234238,749.717,2312.213,1404.137,908.076,704.7858961,750.156
33,4302,2,1574.799,1415.799,159,822.1444383,905.653,1608.461,1441.631,166.83,831.4492158,905.653
33,4400,1,1267.196,1245.196,22,496.1675403,511.748,1276.117,1254.139,21.978,497.3730328,510.751
33,4400,2,1659.052,1633.052,26,755.3739694,793.792,1891.79,1865.816,25.974,904.8206368,946.297
33,4400,3,1658.86,1363.86,295,486.1861574,492.669,1660.136,1376.424,283.712,489.7712527,494.793
33,4400,4,1940.653,1925.653,15,974.1159015,1043.583,1971.668,1956.683,14.985,983.136375,1043.397
33,4500,1,1097.592,1075.592,22,389.9593781,400.431,1095.273,1073.295,21.978,387.7396291,398.372
33,4500,2,1610.637,1610.637,0,627.440802,645.635,1632.696,1632.696,0,633.106132,647.427
33,4600,1,1095.931,1095.931,0,476.3367273,504.209,1119.154,1119.154,0,484.6767166,508.426
33,4600,2,1322.796,1322.796,0,604.1038415,619.693,1344.231,1344.231,0,610.2721444,623.21
33,4600,3,873.192,873.192,0,346.8622243,350.611,881.725,881.725,0,348.6460321,350.858
33,4700,1,1339.876,1339.876,0,666.6513887,701.132,1375.574,1375.574,0,673.1075509,701.392
33,4700,2,1405.865,1248.865,157,718.2864672,763.648,1421.57,1264.729,156.841,721.8578365,762.66
33,4700,3,3017.711,3007.711,10,1931.031436,2062.952,3101.761,3091.771,9.99,1952.011214,2071.044
33,4700,4,2555.66,2529.66,26,1637.720249,1813.734,3281.121,3255.147,25.974,2111.870588,2298.674
33,4800,1,1077.626,1077.626,0,477.9606205,494.173,1091.366,1091.366,0,481.3124445,494.944
33,4800,2,1250.153,1250.153,0,628.9934799,657.286,1270.303,1270.303,0,635.6677458,658.86
33,4800,3,1150.054,1150.054,0,609.3377751,648.483,1188.261,1188.261,0,626.121108,661.247
33,4800,4,1187.774,1157.774,30,518.6478153,530.036,1202.027,1172.057,29.97,522.5414397,532.124
33,4900,1,1242.223,1140.223,102,629.8759217,649.325,1257.33,1155.434,101.896,634.0624122,651.816
33,4900,2,1038.048,1038.048,0,656.9289049,699.909,1056.004,1056.004,0,663.3068199,701.036
33,4900,3,1264.757,1264.757,0,781.2214291,824.777,1313.151,1313.151,0,804.0274779,840.628
33,4900,4,1297.991,1297.991,0,727.3797852,755.85,1323.884,1323.884,0,736.554717,758.578
33,4900,5,1474.448,1463.448,11,830.9972824,877.387,1501.569,1490.58,10.989,837.2399185,876.415
33,5000,1,1386.088,1386.088,0,692.4041776,715.502,1402,1402,0,696.7142101,716.281
33,5000,2,997.942,997.942,0,516.4543031,531.731,1014.585,1014.585,0,521.0362462,535.457
33,5000,3,1424.424,1424.424,0,850.2525209,885.658,1441.537,1441.537,0,854.5100215,884.407
33,5100,1,1317.988,1317.988,0,634.040194,671.884,1336.4,1336.4,0,639.5126162,672.424
33,5100,2,1244.758,1244.758,0,504.0725174,524.305,1254.296,1254.296,0,505.565259,523.577
33,5100,3,1132.798,1132.798,0,501.6617809,525.574,1142.408,1142.408,0,503.4090268,524.448
33,5200,1,1106.332,1094.332,12,467.5144098,519.841,1120.844,1108.856,11.988,471.4862285,519.049
33,5200,2,1228.912,1153.912,75,618.0850572,656.926,1536.207,1461.282,74.925,817.8162222,861.393
33,5200,3,982.701,973.701,9,472.8769167,508,993.634,984.643,8.991,475.7780575,507.577
33,5200,4,1434.373,1434.373,0,594.4983149,618.905,1454.887,1454.887,0,600.5667388,620.313
33,5200,5,1430.85,1421.85,9,782.0641472,877.925,1783.828,1774.837,8.991,1010.79612,1112.009
33,5301,1,3581.442,1083.442,2498,434.0749476,446.999,3571.524,1088.052,2483.472,435.1033324,448.973
33,5301,2,2025.694,1876.694,149,1258.554012,1328.571,2451.838,2302.989,148.849,1519.280456,1592.296
33,5301,3,1245.048,1138.048,107,784.1116012,850.763,1281.446,1174.554,106.892,801.4254501,860.694
33,5301,4,1250.572,910.572,340,584.7507468,649.372,1655.831,1325.168,330.663,859.7771988,933.235
33,5302,1,2227.799,221.799,2006,180.0178791,195,2340.547,222.702,2117.845,178.8666415,194.144
33,5302,2,1740.129,18.129,1722,15.13846141,18,1798.475,18.286,1780.189,15.10684817,17.928
33,5302,3,2800.794,1.794,2799,2.046153803,3,2784.016,1.886,2782.13,2.077672166,3
33,5400,1,1133.579,1133.579,0,505.1385528,521.071,1137.607,1137.607,0,504.6949629,519.076
33,5400,2,1338.824,1338.824,0,786.9909676,846.146,1359.508,1359.508,0,793.8074905,845.815
33,5400,3,1365.241,1275.241,90,700.8833117,757.715,1720.22,1630.311,89.909,933.7799129,996.871
33,5400,4,1636.594,1631.594,5,951.6746149,1011.734,1668.072,1663.077,4.995,963.8120679,1015.246
33,5600,1,1298.247,1298.247,0,552.2986874,578.913,1326.948,1326.948,0,561.1552841,584.807
33,5600,2,1296.34,1296.34,0,519.9434368,549.417,1308.371,1308.371,0,522.4368943,549.347
33,5600,3,1302.226,1297.226,5,512.0688746,549.187,1315.436,1310.441,4.995,514.8990709,549.003
33,5600,4,1217.624,1217.624,0,497.8580111,526.716,1233.576,1233.576,0,501.914847,527.077
33,5600,5,1383.293,1383.293,0,566.3440832,593.444,1398.837,1398.837,0,569.9314402,593.444
33,5700,1,488.364,488.364,0,191.5980507,213.922,497.921,497.921,0,194.4042811,214.737
33,5700,2,1166.788,1166.788,0,475.2085872,490.024,1170.993,1170.993,0,474.4622508,488.432
33,5700,3,919.939,919.939,0,405.2141253,423.121,933.505,933.505,0,409.3511029,424.28
33,5700,4,1193.262,1193.262,0,483.8694049,504.328,1216.397,1216.397,0,492.2827743,509.251
33,5700,5,1051.604,1035.604,16,529.7574954,581.313,1078.918,1062.934,15.984,539.3436364,585.493
33,5700,6,1269.877,1269.877,0,664.7671285,708.229,1293.371,1293.371,0,673.5883204,711.143
33,5801,1,1162.508,1154.508,8,554.3944837,593.872,1182.774,1174.782,7.992,561.4215742,596.135
33,5801,2,1401.121,1401.121,0,804.113705,891.094,1421.605,1421.605,0,811.0770894,890.068
33,5801,3,1175.724,1175.724,0,636.4087772,683.868,1192.851,1192.851,0,641.8483481,684.577
33,5801,4,1086.203,1066.203,20,578.1158183,620.423,1104.683,1084.703,19.98,584.9266751,621.72
33,5802,1,1530.707,1526.707,4,743.7847154,786.177,1559.096,1555.1,3.996,753.129977,788.558
33,5802,2,2025.039,2016.039,9,1252.379375,1347.834,2073.542,2064.551,8.991,1266.561703,1348.621
33,5802,3,2115.618,1578.618,537,886.4098756,943.424,2139.106,1602.651,536.455,893.3082999,943.647
33,5900,1,1731.872,1299.872,432,751.2289028,805.692,1705.737,1321.128,384.609,758.3178439,805.495
33,5900,2,1350.41,1343.41,7,547.277602,569.992,1365.822,1358.829,6.993,551.3357657,571.139
33,5900,3,1345.841,399.841,946,166.8944094,191.943,1406.877,405.895,1000.982,168.6293553,191.987
33,5900,4,1445.58,1445.58,0,656.8784968,682.707,1498.457,1498.457,0,681.6497716,703.603
33,5900,5,1091.447,1089.447,2,479.7105658,498.227,1104.276,1102.278,1.998,483.4201557,499.412
33,6000,1,1438.574,1431.574,7,925.1923185,1042.252,1469.936,1462.943,6.993,936.990879,1043.898
33,6000,2,1339.974,1213.974,126,522.8612046,546.037,1357.536,1231.664,125.872,527.7842229,547.507
33,6000,3,1251.253,1250.253,1,527.3408823,543.069,1265.856,1264.857,0.999,530.8732536,543.546
33,6000,4,1245.421,1169.421,76,583.2898849,628.858,1265.841,1194.913,70.928,592.622375,632.396
33,6100,1,1238.387,1238.387,0,643.8981513,688.319,1275.034,1275.034,0,657.4906913,696.897
33,6100,2,1110.293,1105.293,5,562.7933347,603.594,1125.461,1120.466,4.995,567.2397654,603.578
33,6100,3,1378.894,1378.894,0,915.4332856,1024.214,1438.934,1438.934,0,944.7989225,1044.437
33,6100,4,1200.47,1200.47,0,744.6824544,822.185,1221.296,1221.296,0,751.3401757,822.319
33,6200,1,1384.584,1384.584,0,563.8568619,597.351,1405.137,1405.137,0,569.8851829,599.347
33,6200,2,1498.68,1482.68,16,568.2406727,587.407,1523.201,1507.217,15.984,575.4947128,590.638
33,6200,3,1018.782,1018.782,0,414.3634812,426.58,1029.356,1029.356,0,416.6468761,426.742
33,6300,1,1304.244,1304.244,0,846.7823968,945.071,1349.398,1349.398,0,866.228483,955.258
33,6300,2,1326.839,1300.839,26,668.2194228,751.595,1354.935,1328.961,25.974,678.5684369,757.576
33,6300,3,1098.307,1098.307,0,503.2084689,553.327,1126.577,1126.577,0,512.9466207,558.736
33,6300,4,1318.849,1318.849,0,555.818159,595.617,1346.388,1346.388,0,564.1367967,598.782
33,6400,1,1054.578,1054.578,0,452.967768,467.383,1073.47,1073.47,0,458.2564222,471.554
33,6400,2,1001.845,992.845,9,366.3283732,387.55,1012.011,1003.02,8.991,368.6559492,387.042
33,6400,3,1206.2,1195.2,11,450.7931585,467.806,1221.763,1210.774,10.989,455.9313824,470.562
33,6500,1,1124.471,1124.471,0,500.2412542,536.592,1158.276,1158.276,0,515.6746261,548.466
33,6500,2,1564.667,1564.667,0,993.5312925,1106.8,1586.354,1586.354,0,995.1397408,1102.615
33,6500,3,1567.937,1560.937,7,866.5498706,915.589,1598.409,1591.416,6.993,878.7592499,921.333
33,6600,1,2344.685,2054.685,290,1302.119046,1396.507,2366.855,2077.149,289.706,1306.617937,1391.837
33,6600,2,1813.2,1813.2,0,1136.062691,1219.381,1858.264,1858.264,0,1153.594242,1231.149
33,6700,1,2337.022,2337.022,0,1561.548081,1681.016,2366.288,2366.288,0,1568.211809,1677.287
33,6700,2,2237.358,2198.358,39,1432.803311,1549.127,2313.895,2274.935,38.96,1449.361916,1550.388
33,6700,3,1238.834,1238.834,0,754.5757528,813.833,1262.259,1262.259,0,763.2553216,814.266
33,6700,4,1727.996,1653.996,74,883.6480071,948.323,1769.416,1695.491,73.925,901.7135275,958.425
33,6800,1,1320.498,1320.498,0,628.0730524,707.186,1339.093,1339.093,0,633.5967083,707.929
33,6800,2,1801.553,1801.553,0,892.1766144,944.495,1842.881,1842.881,0,903.5180506,947.729
33,6900,1,1061.756,1061.756,0,507.284519,536.83,1080.013,1080.013,0,512.7043804,538.429
33,6900,2,1043.625,1043.625,0,516.5102783,538.186,1053.616,1053.616,0,518.5390096,538.404
33,6900,3,863.224,863.224,0,484.1238739,535.769,868.959,868.959,0,483.2441496,533.865
33,6900,4,1203.068,1184.068,19,619.8950372,668.63,1242.851,1223.87,18.981,637.7694454,682.836
33,7000,1,1096.195,1096.195,0,674.0181147,730.266,1114.303,1114.303,0,679.7182508,730.681
33,7000,2,1170.249,1170.249,0,885.0416841,938.296,1193.893,1193.893,0,894.8890293,938.296
33,7000,3,1579.419,1579.419,0,1085.308188,1181.577,1588.343,1588.343,0,1080.785795,1173.353
33,7000,4,1110.892,1106.892,4,777.1348035,832.71,1131.397,1127.401,3.996,784.9348284,832.595
33,7000,5,1067.07,1022.07,45,844.717099,898.034,1088.55,1043.596,44.954,854.1149991,898.031
33,7000,6,1058.451,1058.451,0,708.0683625,765.936,1076.552,1076.552,0,714.5275948,765.148
33,7100,1,1622.949,1622.949,0,1070.60801,1154.01,1872.084,1872.084,0,1223.54046,1303.073
33,7100,2,2590.725,2342.725,248,1656.528107,1853.597,3163.159,2915.411,247.748,2030.868532,2229.201
33,7200,1,3483.485,3098.485,385,2269.697707,2906.948,4984.776,4617.15,367.626,3212.137482,3880.587
33,7200,2,1742.802,1742.802,0,1271.861579,1415.839,1841.827,1841.827,0,1286.736555,1415.839
33,7200,3,1821.784,1821.784,0,1396.193339,1560.519,2242.68,2182.741,59.939,1630.677783,1791.341
33,7300,1,2414.865,2225.865,189,1553.830543,1661.904,2885.953,2697.145,188.808,1824.98361,1931.091
33,7300,2,1895.496,1651.496,244,1290.784604,1519.239,1926.607,1682.855,243.752,1302.548938,1518.074
33,7300,3,1746.744,1746.744,0,1184.249442,1339.929,3054.24,3054.24,0,2049.528156,2246.565
33,7401,1,1144.868,1144.868,0,813.2625139,859.432,1167.623,1167.623,0,818.505457,859.432
