census_block_group_id,faz_id
1466,5546
1435,5546
1507,6605
543,6410
1244,3110
1246,3110
502,5716
1110,3426
82,6226
83,6226
405,5720
931,3825
932,3825
948,3816
406,5720
415,5720
466,5720
401,5925
400,5925
705,5415
188,6213
1509,6605
547,6410
1311,3427
23,6326
22,6326
20,6326
1285,3200
674,5305
617,5545
251,6115
268,6123
890,4110
803,4400
805,4400
862,4120
968,3815
1360,3320
1068,3415
590,6420
1132,3030
1286,3200
1279,3200
312,6113
1321,3427
1320,3427
556,6420
1408,4605
420,5720
912,4130
972,6930
1073,3415
1100,3505
1123,3505
316,6113
1008,3706
649,5535
603,5600
646,5535
647,5535
681,5305
1475,5545
1474,5545
847,4225
760,5205
761,5205
13,6326
447,5916
1447,5426
1449,5426
224,6126
604,5600
558,6420
1301,3310
1070,3415
140,6226
285,6124
304,6123
424,5826
253,6115
574,6410
1139,3030
1265,3425
1310,3427
1309,3310
326,6113
1545,6930
534,5715
522,5915
528,5915
530,5915
523,5915
855,4210
836,4225
1525,6505
1526,6505
733,5020
736,4506
738,4506
1429,4607
1430,4607
113,6325
110,6325
111,6325
109,6325
142,6226
85,6226
1497,5425
684,5425
1501,5425
1498,5425
1496,5425
1483,5425
1505,5426
1518,6606
682,5305
536,6410
538,6410
537,6410
594,5535
588,6420
1463,5546
1468,5546
1438,4706
985,3815
820,4506
1116,3426
910,4005
922,4005
1245,3110
626,5525
449,5916
1020,3705
1019,3705
1002,3705
301,6123
322,6113
1248,3110
980,3815
1365,3320
1014,3706
344,6020
1163,3045
758,5010
784,4820
653,5515
652,5515
1143,3045
264,6115
1346,4230
790,5100
1171,3020
1148,3020
234,6125
644,5535
11,6223
347,6020
625,5525
1278,3425
1242,3120
1238,3120
1258,3120
209,6215
1416,4607
331,6114
1017,3705
1405,4606
1375,3320
757,5010
1464,5546
1512,6605
1130,3030
1055,3505
313,6113
1373,3320
1064,3415
954,3825
953,3825
568,6410
863,4120
712,5415
720,5020
715,5415
240,6124
387,6114
52,6225
721,5020
714,5020
764,4810
706,5205
854,4210
235,6125
1134,3030
307,6020
1154,3045
1120,3505
242,6124
1243,3120
1388,4300
1519,6505
643,5535
642,5535
1012,3706
613,5306
1402,4606
1076,3415
247,6124
817,4226
840,4225
713,5415
778,4810
509,5715
1457,4606
1407,4606
559,6420
1232,3130
1492,4706
786,4820
1406,4606
564,6410
769,4900
46,6225
563,6410
97,6224
99,6224
1113,3426
1440,4706
607,5600
679,5305
1411,4605
1527,6505
748,5010
1249,3110
853,4210
1459,4606
1065,3415
656,5515
1108,3426
772,4810
290,6123
1146,3020
1351,4230
398,5925
244,6124
229,6126
1241,3120
1140,3030
1277,3425
1109,3426
1256,3120
1257,3120
1393,4605
1432,4607
1058,3415
570,6410
191,6213
548,6420
458,5720
459,5720
1121,3505
1427,4605
1426,4605
943,3816
701,5425
1462,4606
1461,4606
1894,806
1263,3200
423,5826
1319,3427
1131,3030
1129,3030
1138,3030
1137,3030
1136,3030
1273,3425
1307,3310
808,4400
1022,3705
1069,3415
1352,3330
361,6113
61,6325
518,5915
851,4210
849,4210
848,4210
1387,4300
1380,3330
1534,6910
421,5720
381,6114
756,5010
749,5010
766,4900
349,6020
115,6316
86,6226
143,6226
685,5425
686,5425
689,5425
1513,6605
553,6420
1465,5546
664,5515
752,5010
976,6930
1489,4706
335,6114
334,6114
858,4120
1157,3045
906,4110
31,6326
611,5600
1284,3200
966,3815
194,6213
781,4810
215,6213
382,6114
1062,3415
232,6125
916,4130
779,4810
826,4505
178,6316
485,5916
1330,3413
1206,3020
141,6226
819,4506
562,6410
148,6216
651,5515
1165,3045
1161,3045
577,6410
920,4005
520,5915
557,6420
573,6410
576,6410
880,4120
878,4120
879,4120
1147,3020
1111,3426
1308,3310
1295,3310
973,6930
1018,3705
1066,3415
861,4120
1531,6506
384,6114
744,5010
765,4810
746,5010
1403,4606
1391,4605
1390,4605
88,6226
90,6226
138,6226
139,6226
1502,5426
1495,5426
1517,6606
550,6420
601,5600
602,5600
486,5916
81,6226
80,6226
84,6226
975,6930
292,6123
177,6316
123,6316
131,6316
128,6316
176,6316
116,6316
174,6316
180,6316
106,6325
125,6316
57,6325
58,6325
118,6316
126,6316
127,6316
181,6316
114,6316
59,6325
173,6316
182,6316
119,6316
217,6213
34,6223
195,6213
1097,3505
1071,3415
416,5720
606,5600
871,4130
275,6123
378,6114
379,6114
289,6124
1394,4605
1260,3200
1160,3045
1162,3045
1159,3045
1276,3425
977,6930
1016,3706
1067,3415
1366,3320
933,3816
935,3816
870,4130
867,4130
842,4225
392,5825
780,4810
94,6224
93,6226
92,6226
170,6224
675,5305
549,6420
544,6410
555,6420
609,5600
605,5600
612,5600
610,5600
1434,5546
629,5525
68,6325
1149,3020
1150,3020
1304,3310
788,5100
789,5100
575,6410
989,3705
809,4226
1056,3505
631,5515
806,4400
690,5425
430,5825
431,5925
225,6126
1023,3046
1027,3046
60,6325
228,6126
226,6126
17,6326
655,5515
1104,3426
639,5306
1142,3045
777,4810
1178,3010
1035,3046
1037,3046
514,5715
660,5515
1025,3046
395,5925
397,5925
429,5925
388,6010
1009,3706
1298,3310
934,3816
942,3816
945,3816
946,3816
944,3816
1490,4706
1488,4706
96,6224
100,6224
129,6224
669,5306
545,6410
546,6410
608,5600
1439,4706
791,5100
710,5205
1397,4607
1247,3110
1431,4607
666,5306
857,4210
162,6215
579,6420
1081,3414
1084,3414
367,6113
1410,4605
1170,3020
365,6113
737,4506
762,5205
747,5010
799,4400
350,6020
351,6020
346,6020
295,6020
294,6020
357,6010
305,6020
298,6020
299,6020
306,6020
366,6113
442,5916
1412,4605
1192,3010
1194,3010
725,5020
227,6126
776,4900
782,4820
734,5020
773,4900
775,4900
763,5205
702,5415
703,5415
708,5205
771,4900
265,6115
783,4820
767,4900
711,5205
719,5020
1172,3020
328,6114
489,5916
297,6020
296,6020
755,5010
317,6113
10,6223
1374,3320
1473,5545
1383,4300
830,4505
50,6225
149,6216
768,4900
1164,3045
1166,3045
1234,3130
1296,3310
1054,3505
146,6216
145,6216
204,6214
949,3816
947,3816
914,4130
800,4400
1442,5426
1445,5426
565,6410
1436,5546
1510,6605
580,6420
589,6420
1090,3414
1091,3414
897,3416
1060,3415
1094,3505
1079,3414
1250,3110
940,3816
19,6326
40,6223
1326,3427
1362,3320
321,6113
525,5915
1535,6506
1452,4606
231,6125
339,6114
816,4226
63,6325
955,3825
952,3825
951,3825
1115,3426
1511,6605
278,6124
279,6124
288,6124
874,4120
1072,3415
36,6223
38,6223
586,6420
1328,3413
26,6326
1169,3020
1167,3020
1168,3020
1015,3706
1024,3046
1077,3414
873,4120
869,4130
877,4120
875,4120
1537,6506
132,6224
199,6215
168,6215
210,6215
676,5305
693,5305
691,5305
697,5305
628,5525
1086,3414
450,5916
216,6213
16,6326
1236,3120
417,5720
1300,3310
887,4210
186,6213
187,6213
156,6215
24,6326
1006,3706
159,6215
69,6225
633,5515
376,6114
271,6123
618,5545
56,6325
794,4400
75,6225
220,6126
1082,3414
440,5916
1339,3416
1313,3427
136,6224
939,3816
1151,3020
1274,3425
1275,3425
1271,3425
1272,3425
1270,3425
1021,3705
1083,3414
1354,3330
25,6326
930,3825
956,3905
396,5925
745,5010
1409,4605
160,6215
157,6215
161,6215
155,6216
153,6216
683,5305
696,5305
1494,5426
585,6420
621,5525
623,5525
1441,4706
619,5545
1036,3046
1322,3427
1433,4607
245,6124
356,6010
832,4226
354,6010
1074,3415
62,6325
66,6325
921,4005
419,5720
457,5720
461,5720
333,6114
237,6125
583,6420
243,6124
239,6124
1254,3120
1061,3415
950,3825
962,3825
70,6225
998,3705
999,3705
1001,3705
189,6213
1098,3505
638,5306
1349,4230
1176,3010
1180,3010
1266,3425
1041,3600
852,4210
856,4210
1533,6506
1532,6910
402,5925
818,4506
1395,4605
150,6216
151,6216
144,6216
154,6216
687,5425
1448,5426
584,6420
255,6115
254,6115
248,6115
252,6115
250,6115
422,5826
1105,3426
1203,3020
630,5525
614,5306
470,5716
1456,4606
1253,3120
315,6113
692,5305
624,5525
448,5916
718,5020
729,5020
813,4226
223,6126
221,6126
222,6126
582,6420
885,4210
881,4210
1350,4230
256,6115
219,6213
9,6223
230,6125
1050,3600
1049,3600
688,5425
1332,4230
1089,3414
1195,3010
1182,3010
1179,3010
925,3900
490,5916
488,5916
492,5916
487,5916
491,5916
667,5306
1173,3010
1174,3010
650,5535
560,6410
561,6410
838,4225
824,4505
1469,5545
1211,3030
320,6113
1404,4606
353,6010
257,6115
661,5515
18,6326
53,6325
919,4005
909,4005
796,4400
739,4506
147,6216
699,5425
1499,5425
698,5425
592,5535
645,5535
362,6113
263,6115
323,6113
8,6223
888,4110
1467,5546
1437,5546
663,5515
662,5515
54,6325
1205,3020
1213,3030
207,6215
208,6215
203,6214
206,6214
167,6215
200,6215
202,6215
201,6215
812,4226
1209,3030
1471,5545
1312,3427
981,3815
716,5415
908,4005
47,6225
581,6420
1415,4607
648,5535
446,5916
332,6114
330,6114
476,5716
377,6114
987,3705
964,3825
986,3815
983,3815
1177,3010
970,3815
969,3815
907,4005
971,3815
795,4400
984,3815
572,6410
438,5916
441,5916
108,6325
695,5305
665,5306
671,5305
672,5305
680,5305
670,5306
1044,3600
112,6325
133,6224
412,5720
527,5915
498,5716
432,5925
327,6114
360,6113
750,5010
467,5720
455,5720
329,6114
190,6213
1126,3505
1127,3505
678,5305
443,5916
512,5715
1892,806
1197,3010
1186,3010
1269,3425
1207,3020
1208,3020
1193,3010
1185,3010
1188,3010
1189,3010
1047,3505
1045,3505
1057,3505
1356,3330
1289,6900
911,4130
1347,4230
1348,4230
552,6420
846,4225
1522,6505
238,6124
792,5100
1470,5545
175,6316
1335,3416
1343,3416
1345,3416
1336,3416
233,6125
1377,3320
261,6115
262,6115
260,6115
281,6124
654,5515
266,6123
632,5515
1144,3045
1418,4607
1338,3416
770,4900
341,6114
267,6123
1181,3010
1217,3030
1053,3600
1379,3330
1540,6506
1539,6506
899,3416
898,3416
895,3416
896,3416
435,5925
827,4505
831,4505
825,4505
1425,4605
785,5100
704,5415
428,5925
1506,5426
1314,3427
882,4210
804,4400
246,6124
635,5306
807,4400
904,4110
1369,3320
659,5515
965,3825
1031,3046
640,5306
1092,3414
5,6223
6,6223
4,6223
1504,5426
258,6115
21,6326
1389,4300
35,6223
1331,4230
889,4110
14,6326
386,6114
324,6113
342,6114
291,6123
511,5715
524,5915
1107,3426
249,6115
1324,3427
1220,3030
1221,3030
1216,3030
1038,3046
2,6223
363,6113
1316,3427
958,3705
1536,6506
436,5925
821,4505
822,4505
823,4505
709,5205
64,6325
71,6225
1370,3320
1371,3320
287,6124
1135,3030
1112,3426
728,5020
787,4820
391,6010
1004,3705
1372,3320
1368,3320
79,6226
1386,4300
1212,3030
1451,4606
1450,4606
67,6325
938,3816
641,5306
196,6213
1046,3505
338,6114
433,5925
434,5925
399,5925
1267,3425
1029,3046
1085,3414
1087,3414
883,4210
427,5825
810,4226
835,4226
1545,6126
620,5545
627,5525
622,5525
903,4110
30,6326
1133,3030
507,5715
1287,3200
102,6325
1096,3505
371,6113
475,5716
1032,3046
276,6123
1101,3505
1124,3505
445,5916
375,6114
1460,4606
453,5916
1033,3046
1093,3414
1088,3414
864,4130
876,4120
811,4226
694,5305
456,5720
283,6124
1,6223
345,6020
843,4225
45,6225
73,6225
272,6123
318,6113
1199,3010
1529,6505
845,4225
1075,3415
337,6114
508,5715
1455,4606
15,6326
979,3815
7,6223
27,6326
437,5925
286,6124
280,6124
1325,3427
1358,3320
163,6215
1303,3310
130,6224
183,6316
1190,3010
1187,3010
1235,3120
743,4506
742,4506
218,6213
193,6213
571,6410
33,6223
32,6223
615,5306
996,3600
1417,4607
1259,3120
1175,3010
731,5020
282,6124
1364,3320
1315,3427
1472,5545
1240,3120
198,6215
1191,3010
484,5916
1237,3120
995,3600
1333,3413
474,5716
1523,6505
717,5415
29,6326
657,5515
658,5515
1145,3045
1458,4606
1125,3505
1039,3046
834,4226
860,4120
352,6010
359,6113
343,6020
364,6113
325,6113
358,6113
465,5720
300,6123
308,6123
310,6123
309,6123
293,6123
1117,3426
241,6124
1007,3706
1255,3120
1095,3505
988,3705
892,4110
759,5205
1454,4606
1305,3310
1306,3310
1283,3200
28,6326
95,6224
833,4226
814,4226
1010,3706
499,5716
500,5716
503,5716
496,5716
521,5915
515,5915
815,4226
829,4505
1453,4606
616,5306
1028,3046
1026,3046
1102,3505
494,5815
374,6113
1114,3426
1318,3427
1342,3416
1382,3330
444,5916
1414,4607
259,6115
707,5205
1493,4706
473,5716
274,6123
273,6123
72,6225
179,6316
37,6223
1215,3030
1341,3416
439,5916
844,4225
828,4505
1521,6505
236,6125
1210,3030
1420,4607
152,6216
1204,3020
1302,3310
472,5716
495,5815
1099,3505
303,6123
1337,3416
1340,3416
900,3416
513,5715
1282,3200
1323,3427
1327,3427
982,3815
1344,3416
468,5716
723,5020
722,5020
1378,3320
1376,3320
121,6316
120,6316
171,6224
41,6223
578,6420
49,6225
172,6224
101,6224
1281,3200
393,5825
137,6224
587,6420
340,6114
501,5716
314,6113
1528,6505
727,5020
319,6113
44,6225
1000,3705
481,5916
479,5916
754,5010
753,5010
39,6223
1491,4706
117,6316
122,6316
1103,3426
637,5306
700,5425
1228,3130
65,6325
1361,3320
48,6225
1895,806
1252,3120
1359,3320
134,6224
1251,3120
497,5716
197,6215
91,6226
506,5716
74,6225
1155,3045
1156,3045
77,6226
3,6223
471,5716
76,6226
730,5020
1883,706
1152,3045
1153,3045
519,5915
526,5915
1214,3030
1003,3705
1005,3705
751,5010
469,5716
504,5716
1419,4607
390,6010
370,6113
169,6215
1428,4605
1424,4605
1423,4605
735,5020
505,5716
78,6226
43,6223
12,6223
793,4400
368,6113
369,6113
1052,3600
51,6225
87,6226
165,6215
302,6123
311,6113
1503,5426
135,6224
1398,4607
164,6215
213,6215
212,6215
211,6215
42,6223
1198,3010
1723,9004
1718,9016
1726,9004
1721,9004
1727,9004
1720,9004
1722,9004
1717,9016
1719,9016
1716,9016
1683,9004
1690,9002
1681,9004
1693,9002
1692,9002
1677,9005
1691,9002
1689,9002
1688,9002
1680,9004
1687,9002
1685,9004
1684,9004
1682,9004
1712,9016
1713,9016
1714,9016
1724,9004
1715,9016
1725,9004
1709,9015
1710,9015
1706,9015
1696,9002
1697,9002
1708,9015
1707,9015
1655,9006
1671,9916
1551,9904
1552,9904
1672,9916
1550,9900
1650,9006
1546,9900
1547,9900
1674,9915
1649,9006
1566,9902
1657,9017
1656,9017
1676,9005
1574,9017
1573,9901
1679,9005
1678,9005
1572,9901
1569,9901
1568,9902
1567,9902
1562,9902
1549,9900
1548,9900
1554,9904
1555,9904
1557,9904
1561,9902
1559,9902
1560,9902
1565,9902
1563,9902
1564,9902
1581,9902
1580,9902
1576,9902
1578,9902
1579,9902
1571,9901
1575,9902
1577,9902
1700,9002
1686,9002
1699,9002
1631,9914
1632,9914
1628,9914
1627,9914
1558,9904
1703,9015
1698,9002
1705,9015
1704,9015
1702,9015
1701,9002
1695,9002
1694,9002
1651,9006
1633,9009
1634,9009
1635,9009
1642,9018
1606,9909
1643,9018
1605,9909
1645,9018
1599,9908
1600,9908
1652,9006
1647,9018
1654,9006
1653,9006
1666,9916
1648,9006
1644,9018
1639,9018
1641,9018
1636,9018
1637,9018
1638,9018
1640,9018
1659,9915
1658,9915
1661,9915
1662,9915
1665,9916
1667,9916
1668,9916
1669,9916
1670,9916
1663,9915
1664,9915
1660,9915
1673,9915
1675,9915
1617,9914
1616,9914
1615,9914
1619,9914
1620,9914
1618,9914
1614,9914
1625,9913
1624,9913
1629,9914
1626,9913
1621,9913
1623,9913
1622,9913
1630,9914
1596,9019
1597,9019
1598,9019
1591,9019
1593,9019
1602,9908
1604,9909
1611,9011
1731,9019
1612,9011
1608,9011
1609,9011
1610,9011
1607,9011
1613,9011
1732,9019
1601,9908
1590,9020
1589,9020
1585,9020
1733,9019
1729,9020
1730,9020
1728,9020
1734,9019
1595,9019
1592,9019
1594,9019
1587,9020
1584,9020
1588,9020
1586,9020
1583,9020
1582,9902
1570,9901
1553,9904
1556,9904
1603,9908
1646,9018
1735,9914
1711,9015
2184,2940
2185,2940
2183,2940
2186,2940
2181,2940
2178,2940
2180,2940
2177,2940
2182,2940
2176,2940
2188,2936
2205,2935
2101,120
2195,2935
2193,2936
2191,2936
2192,2936
2189,2936
2157,2215
2155,2215
2156,2215
2162,2216
2139,2216
2142,2216
2163,2216
2140,2216
2144,2216
2143,2216
2145,2216
2149,2215
2141,2216
2154,2215
2153,2215
2170,2225
2161,2216
2158,2216
2160,2216
2179,2940
2159,2216
2171,2225
2173,2225
2174,2225
2175,2225
2216,2925
2215,2925
2208,2925
2210,2925
2207,2925
2206,2925
2070,205
2072,205
2063,206
2071,205
2069,205
2076,206
2081,135
2077,206
2064,206
2079,135
2095,135
2096,135
2094,135
2107,120
2108,120
2104,120
2106,120
2105,120
2097,135
2098,135
2099,135
2082,135
2066,206
2078,206
2068,206
2067,206
2065,206
2100,135
2085,110
2196,2935
2083,110
2084,110
1780,1710
1758,1720
1783,1710
1781,1710
1782,1710
1779,1710
1766,1605
1777,1605
1776,1605
1773,1605
1775,1605
1774,1605
1778,1605
2152,2215
2120,1506
2119,1506
2118,1506
2117,1506
2124,1505
2121,1506
2125,1505
2109,1505
2111,1505
2112,1505
1832,1410
1831,1410
1829,1410
1826,1410
2113,1505
2132,1505
2131,1505
2126,1505
2123,1506
2114,1506
2115,1506
2116,1506
2138,1506
2137,1506
2127,1505
2136,1506
2134,1506
2135,1506
2133,1505
2128,1505
2129,1505
2130,1410
1830,1410
1833,1410
1835,1410
1834,1410
2060,205
2090,136
2062,205
2059,205
2061,205
2089,136
2091,136
2088,136
2087,136
2086,136
2093,136
2102,120
2103,120
2080,135
2092,136
2165,2225
2168,2225
2167,2225
2146,2215
2169,2225
1737,1606
2147,2215
2150,2215
2148,2215
2151,2215
1761,1606
1739,1606
1738,1606
1740,1720
1742,1720
1741,1720
1763,1606
1765,1606
1760,1606
1772,1605
1764,1606
1771,1605
1770,1605
1767,1605
1769,1605
1768,1605
2166,2225
2164,2225
2172,2225
2217,2925
2282,2927
2212,2925
2211,2925
2213,2925
2209,2925
2214,2925
2012,505
2013,505
2011,505
2003,405
2005,405
2019,2935
2004,405
2018,405
2015,505
2014,505
2228,2926
2227,2926
2224,2926
2226,2926
2229,2926
2225,2935
2234,2926
1944,1000
1977,605
1976,605
2039,325
2043,325
2042,325
2044,325
2046,325
2053,325
2055,325
2054,325
2057,315
2045,325
2049,325
2051,325
2052,325
2056,315
2050,325
2025,315
2058,315
2029,315
2047,325
2027,315
2026,315
2030,605
1975,605
1978,605
1979,605
2034,605
2037,605
2032,605
2031,605
2036,605
2022,315
2033,605
2023,315
2024,315
1995,405
1994,405
1998,405
2035,605
1999,405
1980,605
1981,605
1982,605
2007,505
2260,505
2006,505
2008,505
1997,405
2001,405
2002,405
2000,405
2020,405
2021,405
2009,505
2010,505
2322,2000
1736,1900
2321,2000
2320,2000
1800,1820
1799,1820
1801,1810
1789,1710
1790,1710
1804,1710
1791,1710
1749,1720
1784,1710
1786,1710
1785,1710
1802,1710
1807,1320
1806,1320
2334,1330
2335,1330
2326,1000
2325,1000
2327,1000
1811,1330
2332,1330
1813,1330
1814,1330
2333,1330
1827,1420
1828,1420
1838,1420
1842,1420
1846,1310
1844,1310
1815,1330
1818,1320
1817,1320
1819,1320
1850,1310
1847,1310
1816,1330
1851,1330
1853,1330
2323,1000
1945,1115
2324,1000
1852,1330
1856,1330
1855,1330
2041,325
2038,325
1849,1310
1857,1310
1858,1310
1859,1310
1845,1310
1865,1310
1863,1310
1843,1420
1841,1420
2073,1420
1839,1420
2074,205
2048,325
2075,205
1864,1310
1869,1310
1868,1310
1866,1310
1867,1310
1862,1310
1861,1310
1860,1310
2040,325
1943,1000
2317,2100
2318,2100
2338,2100
2346,2100
2345,2100
2336,2100
2347,2100
2339,2100
2337,2100
2331,2100
2328,2100
2330,2100
2329,2100
1746,1720
1743,1720
1745,1720
1751,1720
1752,1720
1754,1720
1797,1820
1795,1820
2284,2927
2283,2927
2281,2926
2280,2927
2242,2926
2241,2926
2235,2926
2236,2925
2269,506
2239,2926
2271,506
2268,506
2267,506
2270,506
2256,505
2275,505
2276,505
2255,505
2265,505
2279,505
2278,505
2262,505
2016,505
2017,505
2238,2926
2237,2926
2232,2926
2233,2926
2231,2926
2230,2926
2240,2926
1964,1120
1963,1120
1930,705
1962,1120
1959,1120
1958,1120
1960,1120
1954,1120
1957,1120
1956,1120
1953,1115
1952,1115
1949,1115
1950,1115
1951,1115
1984,606
1985,606
1986,606
1983,606
1973,606
1974,606
1965,1120
1966,1120
1955,1120
1967,1120
2220,506
2218,506
1886,705
1937,705
1970,1120
2219,506
1969,1120
1968,1120
2221,506
1971,606
1972,606
2243,505
1991,606
1993,606
1992,606
1990,606
1987,606
1989,606
1988,606
2261,505
2245,505
2244,505
2222,506
2223,506
2249,506
2252,506
2251,506
2254,506
1935,705
1931,705
2253,506
2250,506
2246,505
2247,505
2259,505
2248,505
2272,505
2263,505
2264,505
2273,505
2257,505
2266,506
2287,900
2311,1200
2313,1200
2312,1200
1939,1200
1940,1200
1941,1200
1942,1200
1938,1200
2319,2000
2350,2000
2349,2000
2348,2000
2351,2000
2340,1200
2341,1200
2314,1200
2285,900
2288,900
2315,1200
2316,1200
2342,1130
2344,1130
2352,2000
2353,2000
2308,1116
2309,1116
2306,1116
2307,1116
2343,1130
2305,1116
2290,900
2291,900
2292,900
1961,1120
2303,1120
2304,1120
2302,1120
2293,1116
2294,1116
2298,1120
2310,1116
2296,1116
1948,1115
2297,1116
1946,1115
1947,1115
2295,1116
2299,1120
2300,1120
2301,1120
1873,2910
1872,2910
1933,705
1878,706
1902,805
1909,805
1906,805
1901,805
1903,805
1904,805
1911,806
1905,805
1913,806
1910,806
1912,806
1887,705
1907,805
1890,705
1889,705
1908,805
1874,705
1875,705
1877,706
1881,706
1882,706
1888,705
1936,705
1934,705
1891,705
1932,705
1921,806
1922,806
1925,806
1924,806
1928,806
1927,806
1926,806
1919,806
1915,806
1920,806
1893,806
1914,806
2289,900
2286,900
1917,806
1918,806
1899,805
1916,806
1900,805
1897,805
1896,805
1898,805
1929,705
1880,706
1884,706
1879,706
1871,2910
1796,1820
1788,1710
1793,1810
1792,1810
1794,1810
1803,1710
1805,1710
1798,1820
1748,1720
1747,1720
1810,1330
1812,1330
1808,1320
1809,1320
1824,1320
1750,1720
1820,1320
1755,1720
1753,1720
1759,1606
1744,1720
1836,1410
1837,1420
2190,2936
2028,315
1762,1606
1787,1710
1840,1420
1756,1720
2277,505
2122,1506
1848,1310
1996,405
1757,1720
1854,1330
2274,505
2258,505
1822,1320
1821,1320
1876,705
1923,806
2110,1505
1825,1320
1823,1320
2198,2935
2200,2935
2202,2935
2203,2935
2199,2935
2201,2935
2204,2935
2197,2935
2194,2935
2608,7315
2561,7315
2539,7015
2751,8906
2736,8905
2517,7026
2513,7026
2579,7205
2519,7026
2507,7525
2388,8125
2670,7335
2516,7026
2559,7100
2523,7025
2607,7315
2587,7206
2641,7315
2642,7315
2640,7315
2440,7335
2583,7206
2590,7515
2585,7206
2586,7206
2568,7206
2644,7315
2592,7515
2593,7515
2591,7515
2589,7515
2588,7206
2575,7205
2584,7206
2634,7320
2645,7315
2636,7320
2637,7320
2632,7320
2624,7320
2646,7316
2643,7315
2509,7525
2594,7535
2510,7525
2597,7535
2595,7535
2600,7535
2599,7535
2598,7535
2596,7535
2511,7525
2633,7320
2621,7320
2623,7320
2653,7320
2627,7320
2625,7320
2612,7316
2611,7316
2626,7320
2647,7316
2648,7316
2649,7316
2558,7100
2606,7315
2650,7316
2605,7315
2604,7315
2821,8320
2822,8320
2469,7535
2470,7535
2472,7535
2471,7535
2457,7535
2458,7535
2459,7535
2476,7537
2498,7525
2582,7206
2581,7206
2578,7205
2580,7205
2570,7205
2613,7316
2528,7025
2526,7025
2521,7025
2522,7025
2437,7335
2439,7335
2639,7320
2435,7335
2601,7535
2451,8115
2452,8115
2455,8115
2454,8115
2456,8115
2460,7535
2467,7535
2614,7316
2609,7315
2610,7315
2615,7316
2436,7335
2441,7335
2438,7335
2425,7340
2508,7525
2792,8406
2551,7100
2843,8310
2616,7316
2839,8310
2552,7100
2369,8210
2368,8210
2403,8126
2823,8320
2904,8925
2906,8926
2748,8600
2730,8600
2494,7525
2549,7100
2478,7537
2890,8500
2886,8500
2739,8905
2702,7425
2893,8500
2763,7806
2841,8310
2766,7806
2697,7605
2529,7025
2564,7206
2481,7537
2474,7537
2475,7537
2885,8500
2910,8910
2705,7436
2707,7436
2908,8910
2919,8937
2855,8936
2695,7606
2927,7606
2924,8937
2758,7700
2770,7805
2767,7805
2874,8926
2857,8936
2856,8936
2447,8115
2789,7805
2419,7340
2876,8926
2867,8935
2669,7335
2846,8936
2914,8910
2926,8937
2850,8936
2536,7015
2916,8910
2354,8220
2355,8220
2777,7905
2776,7905
2783,7905
2663,7415
2360,8220
2361,8220
2381,8126
2550,7100
2546,7015
2745,8600
2835,8310
2394,8000
2805,8405
