census_block_id,"census_2020_block_id",census_block_group_id,"county_id"
302,"530330004041004",21,"033"
303,"530330004041005",21,"033"
304,"530330004042000",22,"033"
305,"530330004042001",22,"033"
306,"530330004042002",22,"033"
307,"530330004043000",23,"033"
308,"530330004043001",23,"033"
309,"530330004043002",23,"033"
310,"530330005001000",24,"033"
311,"530330005001001",24,"033"
312,"530330005001002",24,"033"
313,"530330005001003",24,"033"
314,"530330005001004",24,"033"
315,"530330005001005",24,"033"
316,"530330005001006",24,"033"
317,"530330005001007",24,"033"
318,"530330005001008",24,"033"
319,"530330005001009",24,"033"
320,"530330005001010",24,"033"
321,"530330005001011",24,"033"
322,"530330005001012",24,"033"
323,"530330005001013",24,"033"
324,"530330005001014",24,"033"
325,"530330005001015",24,"033"
326,"530330005001016",24,"033"
327,"530330005001017",24,"033"
328,"530330005001018",24,"033"
329,"530330005001019",24,"033"
330,"530330005001020",24,"033"
331,"530330005001021",24,"033"
332,"530330005001022",24,"033"
333,"530330005001023",24,"033"
334,"530330005001024",24,"033"
335,"530330005001025",24,"033"
336,"530330005001026",24,"033"
337,"530330005002000",25,"033"
338,"530330005002001",25,"033"
339,"530330005002002",25,"033"
340,"530330005002003",25,"033"
341,"530330005002004",25,"033"
342,"530330005002005",25,"033"
343,"530330005002006",25,"033"
344,"530330005002007",25,"033"
345,"530330005002008",25,"033"
346,"530330005002009",25,"033"
347,"530330005002010",25,"033"
348,"530330005002011",25,"033"
349,"530330005002012",25,"033"
350,"530330005002013",25,"033"
351,"530330005002014",25,"033"
352,"530330005002015",25,"033"
353,"530330005002016",25,"033"
354,"530330005002017",25,"033"
355,"530330005002018",25,"033"
356,"530330005002019",25,"033"
357,"530330005002020",25,"033"
358,"530330005002021",25,"033"
359,"530330005002022",25,"033"
360,"530330005002023",25,"033"
361,"530330005002024",25,"033"
362,"530330005002025",25,"033"
363,"530330005002026",25,"033"
364,"530330005002027",25,"033"
365,"530330005002028",25,"033"
366,"530330005002029",25,"033"
367,"530330005002030",25,"033"
368,"530330006011000",26,"033"
369,"530330006011001",26,"033"
370,"530330006011002",26,"033"
371,"530330006011003",26,"033"
372,"530330006011004",26,"033"
373,"530330006011005",26,"033"
374,"530330006011006",26,"033"
375,"530330006012000",27,"033"
376,"530330006012001",27,"033"
377,"530330006012002",27,"033"
378,"530330006012003",27,"033"
379,"530330006012004",27,"033"
380,"530330006012005",27,"033"
381,"530330006012006",27,"033"
382,"530330006012007",27,"033"
383,"530330006012008",27,"033"
384,"530330006012009",27,"033"
385,"530330006012010",27,"033"
386,"530330006012011",27,"033"
387,"530330006012012",27,"033"
388,"530330006012013",27,"033"
389,"530330006012014",27,"033"
390,"530330006012015",27,"033"
391,"530330006012016",27,"033"
392,"530330006012017",27,"033"
393,"530330006013000",28,"033"
394,"530330006013001",28,"033"
395,"530330006013002",28,"033"
396,"530330006013003",28,"033"
397,"530330006013004",28,"033"
398,"530330006013005",28,"033"
399,"530330006013006",28,"033"
400,"530330006013007",28,"033"
401,"530330006013008",28,"033"
402,"530330006013009",28,"033"
403,"530330006013010",28,"033"
404,"530330006013011",28,"033"
405,"530330006013012",28,"033"
406,"530330006021000",29,"033"
407,"530330006021001",29,"033"
408,"530330006021002",29,"033"
409,"530330006021003",29,"033"
410,"530330006021004",29,"033"
411,"530330006021005",29,"033"
412,"530330006021006",29,"033"
413,"530330006021007",29,"033"
414,"530330006021008",29,"033"
415,"530330006021009",29,"033"
416,"530330006021010",29,"033"
417,"530330006021011",29,"033"
418,"530330006021012",29,"033"
419,"530330006021013",29,"033"
420,"530330006021014",29,"033"
421,"530330006021015",29,"033"
422,"530330006021016",29,"033"
423,"530330006021017",29,"033"
424,"530330006022000",30,"033"
425,"530330006022001",30,"033"
426,"530330006022002",30,"033"
427,"530330006022003",30,"033"
428,"530330006022004",30,"033"
429,"530330006022005",30,"033"
430,"530330006022006",30,"033"
431,"530330006022007",30,"033"
432,"530330006022008",30,"033"
433,"530330006022009",30,"033"
434,"530330006022010",30,"033"
435,"530330006022011",30,"033"
436,"530330006023000",31,"033"
437,"530330006023001",31,"033"
438,"530330006023002",31,"033"
439,"530330006023003",31,"033"
440,"530330006023004",31,"033"
441,"530330006023005",31,"033"
442,"530330007001000",32,"033"
443,"530330007001001",32,"033"
444,"530330007001002",32,"033"
445,"530330007001003",32,"033"
446,"530330007001004",32,"033"
447,"530330007001005",32,"033"
448,"530330007001006",32,"033"
449,"530330007001007",32,"033"
450,"530330007001008",32,"033"
451,"530330007001009",32,"033"
452,"530330007001010",32,"033"
453,"530330007001011",32,"033"
454,"530330007001012",32,"033"
455,"530330007001013",32,"033"
456,"530330007001014",32,"033"
457,"530330007001015",32,"033"
458,"530330007001016",32,"033"
459,"530330007002000",33,"033"
460,"530330007002001",33,"033"
461,"530330007002002",33,"033"
462,"530330007002003",33,"033"
463,"530330007002004",33,"033"
464,"530330007002005",33,"033"
465,"530330007002006",33,"033"
466,"530330007002007",33,"033"
467,"530330007002008",33,"033"
468,"530330007002009",33,"033"
469,"530330007002010",33,"033"
470,"530330007002011",33,"033"
471,"530330007002012",33,"033"
472,"530330007002013",33,"033"
473,"530330007002014",33,"033"
474,"530330007002015",33,"033"
475,"530330007002016",33,"033"
476,"530330007002017",33,"033"
477,"530330007002018",33,"033"
478,"530330007002019",33,"033"
479,"530330007002020",33,"033"
480,"530330007002021",33,"033"
481,"530330007002022",33,"033"
482,"530330007003000",34,"033"
483,"530330007003001",34,"033"
484,"530330007003002",34,"033"
485,"530330007003003",34,"033"
486,"530330007003004",34,"033"
487,"530330007003005",34,"033"
488,"530330007003006",34,"033"
489,"530330007003007",34,"033"
490,"530330007003008",34,"033"
491,"530330007003009",34,"033"
492,"530330007004000",35,"033"
493,"530330007004001",35,"033"
494,"530330007004002",35,"033"
495,"530330007004003",35,"033"
496,"530330007004004",35,"033"
497,"530330007004005",35,"033"
498,"530330007004006",35,"033"
499,"530330007004007",35,"033"
500,"530330008001000",36,"033"
501,"530330008001001",36,"033"
502,"530330008001002",36,"033"
503,"530330008001003",36,"033"
504,"530330008001004",36,"033"
505,"530330008001005",36,"033"
506,"530330008001006",36,"033"
507,"530330008001007",36,"033"
508,"530330008001008",36,"033"
509,"530330008001009",36,"033"
510,"530330008001010",36,"033"
511,"530330008001011",36,"033"
512,"530330008001012",36,"033"
513,"530330008001013",36,"033"
514,"530330008001014",36,"033"
515,"530330008001015",36,"033"
516,"530330008001016",36,"033"
517,"530330008001017",36,"033"
518,"530330008001018",36,"033"
519,"530330008002000",37,"033"
520,"530330008002001",37,"033"
521,"530330008002002",37,"033"
522,"530330008002003",37,"033"
523,"530330008002004",37,"033"
524,"530330008002005",37,"033"
525,"530330008002006",37,"033"
526,"530330008002007",37,"033"
527,"530330008002008",37,"033"
528,"530330008002009",37,"033"
529,"530330008002010",37,"033"
530,"530330008002011",37,"033"
531,"530330008002012",37,"033"
532,"530330008002013",37,"033"
533,"530330008002014",37,"033"
534,"530330008002015",37,"033"
535,"530330008002016",37,"033"
536,"530330008002017",37,"033"
537,"530330009001000",38,"033"
538,"530330009001001",38,"033"
539,"530330009001002",38,"033"
540,"530330009001003",38,"033"
541,"530330009001004",38,"033"
542,"530330009001005",38,"033"
543,"530330009001006",38,"033"
544,"530330009001007",38,"033"
545,"530330009001008",38,"033"
546,"530330009001009",38,"033"
547,"530330009001010",38,"033"
548,"530330009001011",38,"033"
549,"530330009001012",38,"033"
550,"530330009001013",38,"033"
551,"530330009001014",38,"033"
552,"530330009001015",38,"033"
553,"530330009001016",38,"033"
554,"530330009001017",38,"033"
555,"530330009001018",38,"033"
556,"530330009002000",39,"033"
557,"530330009002001",39,"033"
558,"530330009002002",39,"033"
559,"530330009002003",39,"033"
560,"530330009002004",39,"033"
561,"530330009002005",39,"033"
562,"530330009002006",39,"033"
563,"530330009002007",39,"033"
564,"530330009002008",39,"033"
565,"530330009002009",39,"033"
566,"530330009002010",39,"033"
567,"530330009002011",39,"033"
568,"530330009002012",39,"033"
569,"530330009002013",39,"033"
570,"530330009002014",39,"033"
571,"530330009002015",39,"033"
572,"530330009002016",39,"033"
573,"530330009002017",39,"033"
574,"530330009002018",39,"033"
575,"530330009002019",39,"033"
576,"530330009002020",39,"033"
577,"530330009002021",39,"033"
578,"530330009002022",39,"033"
579,"530330009002023",39,"033"
580,"530330009002024",39,"033"
581,"530330009002025",39,"033"
582,"530330009002026",39,"033"
583,"530330009002027",39,"033"
584,"530330009002028",39,"033"
585,"530330009002029",39,"033"
586,"530330010001000",40,"033"
587,"530330010001001",40,"033"
588,"530330010001002",40,"033"
589,"530330010001003",40,"033"
590,"530330010001004",40,"033"
591,"530330010001005",40,"033"
592,"530330010001006",40,"033"
593,"530330010001007",40,"033"
594,"530330010001008",40,"033"
595,"530330010001009",40,"033"
596,"530330010001010",40,"033"
597,"530330010002000",41,"033"
598,"530330010002001",41,"033"
599,"530330010002002",41,"033"
600,"530330010002003",41,"033"
601,"530330010002004",41,"033"
602,"530330010002005",41,"033"
603,"530330010002006",41,"033"
604,"530330010002007",41,"033"
605,"530330010002008",41,"033"
606,"530330011001000",42,"033"
607,"530330011001001",42,"033"
608,"530330011001002",42,"033"
609,"530330011001003",42,"033"
610,"530330011001004",42,"033"
611,"530330011001005",42,"033"
612,"530330011001006",42,"033"
613,"530330011001007",42,"033"
614,"530330011001008",42,"033"
615,"530330011001009",42,"033"
616,"530330011001010",42,"033"
617,"530330011001011",42,"033"
618,"530330011001012",42,"033"
619,"530330011001013",42,"033"
620,"530330011001014",42,"033"
621,"530330011001015",42,"033"
622,"530330011001016",42,"033"
623,"530330011001017",42,"033"
624,"530330011001018",42,"033"
625,"530330011001019",42,"033"
626,"530330011001020",42,"033"
627,"530330011001021",42,"033"
628,"530330011001022",42,"033"
629,"530330011002000",43,"033"
630,"530330011002001",43,"033"
631,"530330011002002",43,"033"
632,"530330011002003",43,"033"
633,"530330011002004",43,"033"
634,"530330011002005",43,"033"
635,"530330011002006",43,"033"
636,"530330011002007",43,"033"
637,"530330011002008",43,"033"
638,"530330011002009",43,"033"
639,"530330011002010",43,"033"
640,"530330011002011",43,"033"
641,"530330011002012",43,"033"
642,"530330011002013",43,"033"
643,"530330011002014",43,"033"
644,"530330011002015",43,"033"
645,"530330011002016",43,"033"
646,"530330012011000",44,"033"
647,"530330012011001",44,"033"
648,"530330012011002",44,"033"
649,"530330012011003",44,"033"
650,"530330012011004",44,"033"
651,"530330012012000",45,"033"
652,"530330012012001",45,"033"
653,"530330012012002",45,"033"
654,"530330012012003",45,"033"
655,"530330012012004",45,"033"
656,"530330012013000",46,"033"
657,"530330012013001",46,"033"
658,"530330012013002",46,"033"
659,"530330012013003",46,"033"
660,"530330012013004",46,"033"
661,"530330012013005",46,"033"
662,"530330012013006",46,"033"
663,"530330012013007",46,"033"
664,"530330012021000",47,"033"
665,"530330012021001",47,"033"
666,"530330012021002",47,"033"
667,"530330012021003",47,"033"
668,"530330012021004",47,"033"
669,"530330012021005",47,"033"
670,"530330012021006",47,"033"
671,"530330012021007",47,"033"
672,"530330012021008",47,"033"
673,"530330012021009",47,"033"
674,"530330012021010",47,"033"
675,"530330012021011",47,"033"
676,"530330012021012",47,"033"
677,"530330012021013",47,"033"
678,"530330012021014",47,"033"
679,"530330012021015",47,"033"
680,"530330012021016",47,"033"
681,"530330012022000",48,"033"
682,"530330012022001",48,"033"
683,"530330012022002",48,"033"
684,"530330012022003",48,"033"
685,"530330012022004",48,"033"
686,"530330012022005",48,"033"
687,"530330012022006",48,"033"
688,"530330012022007",48,"033"
689,"530330012022008",48,"033"
690,"530330012023000",49,"033"
691,"530330012023001",49,"033"
692,"530330012023002",49,"033"
693,"530330012023003",49,"033"
694,"530330013001000",50,"033"
695,"530330013001001",50,"033"
696,"530330013001002",50,"033"
697,"530330013001003",50,"033"
698,"530330013001004",50,"033"
699,"530330013001005",50,"033"
700,"530330013001006",50,"033"
701,"530330013001007",50,"033"
702,"530330013001008",50,"033"
703,"530330013001009",50,"033"
704,"530330013001010",50,"033"
705,"530330013001011",50,"033"
706,"530330013001012",50,"033"
707,"530330013001013",50,"033"
708,"530330013001014",50,"033"
709,"530330013001015",50,"033"
710,"530330013001016",50,"033"
711,"530330013001017",50,"033"
712,"530330013001018",50,"033"
713,"530330013001019",50,"033"
714,"530330013001020",50,"033"
715,"530330013001021",50,"033"
716,"530330013001022",50,"033"
717,"530330013001023",50,"033"
718,"530330013001024",50,"033"
719,"530330013002000",51,"033"
720,"530330013002001",51,"033"
721,"530330013002002",51,"033"
722,"530330013002003",51,"033"
723,"530330013002004",51,"033"
724,"530330013002005",51,"033"
725,"530330013002006",51,"033"
726,"530330013002007",51,"033"
727,"530330013002008",51,"033"
728,"530330013002009",51,"033"
729,"530330013002010",51,"033"
730,"530330013002011",51,"033"
731,"530330013002012",51,"033"
732,"530330013002013",51,"033"
733,"530330013002014",51,"033"
734,"530330013003000",52,"033"
735,"530330013003001",52,"033"
736,"530330013003002",52,"033"
737,"530330013003003",52,"033"
738,"530330013003004",52,"033"
739,"530330013003005",52,"033"
740,"530330013003006",52,"033"
741,"530330013003007",52,"033"
742,"530330013003008",52,"033"
743,"530330013003009",52,"033"
744,"530330013003010",52,"033"
745,"530330013003011",52,"033"
746,"530330013003012",52,"033"
747,"530330013003013",52,"033"
748,"530330013003014",52,"033"
749,"530330013003015",52,"033"
750,"530330013003016",52,"033"
751,"530330013003017",52,"033"
752,"530330013003018",52,"033"
753,"530330013003019",52,"033"
754,"530330013003020",52,"033"
755,"530330013003021",52,"033"
756,"530330013003022",52,"033"
757,"530330013003023",52,"033"
758,"530330014001000",53,"033"
759,"530330014001001",53,"033"
760,"530330014001002",53,"033"
761,"530330014001003",53,"033"
762,"530330014001004",53,"033"
763,"530330014001005",53,"033"
764,"530330014001006",53,"033"
765,"530330014001007",53,"033"
766,"530330014001008",53,"033"
767,"530330014001009",53,"033"
768,"530330014001010",53,"033"
769,"530330014001011",53,"033"
770,"530330014001012",53,"033"
771,"530330014001013",53,"033"
772,"530330014001014",53,"033"
773,"530330014001015",53,"033"
774,"530330014001016",53,"033"
775,"530330014001017",53,"033"
776,"530330014001018",53,"033"
777,"530330014002000",54,"033"
778,"530330014002001",54,"033"
779,"530330014002002",54,"033"
780,"530330014002003",54,"033"
781,"530330014002004",54,"033"
782,"530330014002005",54,"033"
783,"530330014002006",54,"033"
784,"530330014002007",54,"033"
785,"530330014002008",54,"033"
786,"530330014002009",54,"033"
787,"530330014002010",54,"033"
788,"530330014002011",54,"033"
789,"530330014002012",54,"033"
790,"530330014002013",54,"033"
791,"530330014002014",54,"033"
792,"530330014002015",54,"033"
793,"530330014002016",54,"033"
794,"530330014002017",54,"033"
795,"530330014002018",54,"033"
796,"530330014002019",54,"033"
797,"530330014002020",54,"033"
798,"530330014003000",55,"033"
799,"530330014003001",55,"033"
800,"530330014003002",55,"033"
801,"530330014003003",55,"033"
802,"530330014003004",55,"033"
803,"530330014003005",55,"033"
804,"530330014003006",55,"033"
805,"530330014003007",55,"033"
806,"530330014003008",55,"033"
807,"530330014003009",55,"033"
808,"530330014003010",55,"033"
809,"530330014003011",55,"033"
810,"530330014003012",55,"033"
811,"530330014003013",55,"033"
812,"530330014004000",56,"033"
813,"530330014004001",56,"033"
814,"530330014004002",56,"033"
815,"530330014004003",56,"033"
816,"530330014004004",56,"033"
817,"530330014004005",56,"033"
818,"530330014004006",56,"033"
819,"530330014004007",56,"033"
820,"530330014004008",56,"033"
821,"530330014004009",56,"033"
822,"530330014004010",56,"033"
823,"530330014004011",56,"033"
824,"530330014004012",56,"033"
825,"530330014004013",56,"033"
826,"530330014004014",56,"033"
827,"530330014004015",56,"033"
828,"530330014004016",56,"033"
829,"530330014004017",56,"033"
830,"530330014004018",56,"033"
831,"530330014004019",56,"033"
832,"530330014004020",56,"033"
833,"530330014004021",56,"033"
834,"530330015001000",57,"033"
835,"530330015001001",57,"033"
836,"530330015001002",57,"033"
837,"530330015001003",57,"033"
838,"530330015001004",57,"033"
839,"530330015001005",57,"033"
840,"530330015001006",57,"033"
841,"530330015001007",57,"033"
842,"530330015001008",57,"033"
843,"530330015001009",57,"033"
844,"530330015001010",57,"033"
845,"530330015001011",57,"033"
846,"530330015001012",57,"033"
847,"530330015001013",57,"033"
848,"530330015001014",57,"033"
849,"530330015001015",57,"033"
850,"530330015001016",57,"033"
851,"530330015001017",57,"033"
852,"530330015002000",58,"033"
853,"530330015002001",58,"033"
854,"530330015002002",58,"033"
855,"530330015002003",58,"033"
856,"530330015002004",58,"033"
857,"530330015002005",58,"033"
858,"530330015002006",58,"033"
859,"530330015002007",58,"033"
860,"530330015002008",58,"033"
861,"530330015002009",58,"033"
862,"530330015002010",58,"033"
863,"530330015002011",58,"033"
864,"530330015002012",58,"033"
865,"530330015002013",58,"033"
866,"530330015002014",58,"033"
867,"530330015002015",58,"033"
868,"530330015002016",58,"033"
869,"530330016001000",59,"033"
870,"530330016001001",59,"033"
871,"530330016001002",59,"033"
872,"530330016001003",59,"033"
873,"530330016001004",59,"033"
874,"530330016001005",59,"033"
875,"530330016001006",59,"033"
876,"530330016001007",59,"033"
877,"530330016001008",59,"033"
878,"530330016001009",59,"033"
879,"530330016001010",59,"033"
880,"530330016001011",59,"033"
881,"530330016001012",59,"033"
882,"530330016001013",59,"033"
883,"530330016001014",59,"033"
884,"530330016001015",59,"033"
885,"530330016001016",59,"033"
886,"530330016001017",59,"033"
887,"530330016002000",60,"033"
888,"530330016002001",60,"033"
889,"530330016002002",60,"033"
890,"530330016002003",60,"033"
891,"530330016002004",60,"033"
892,"530330016002005",60,"033"
893,"530330016002006",60,"033"
894,"530330016002007",60,"033"
895,"530330016002008",60,"033"
896,"530330016002009",60,"033"
897,"530330016002010",60,"033"
898,"530330016002011",60,"033"
899,"530330016002012",60,"033"
900,"530330016002013",60,"033"
901,"530330016002014",60,"033"
902,"530330016002015",60,"033"
903,"530330016002016",60,"033"
904,"530330016002017",60,"033"
905,"530330016002018",60,"033"
906,"530330016002019",60,"033"
907,"530330016002020",60,"033"
908,"530330016002021",60,"033"
909,"530330016002022",60,"033"
910,"530330016002023",60,"033"
911,"530330016003000",61,"033"
912,"530330016003001",61,"033"
913,"530330016003002",61,"033"
914,"530330016003003",61,"033"
915,"530330016003004",61,"033"
916,"530330016003005",61,"033"
917,"530330016003006",61,"033"
918,"530330016003007",61,"033"
919,"530330016003008",61,"033"
920,"530330016003009",61,"033"
921,"530330016003010",61,"033"
922,"530330016003011",61,"033"
923,"530330016003012",61,"033"
924,"530330016003013",61,"033"
925,"530330016003014",61,"033"
926,"530330016003015",61,"033"
927,"530330016003016",61,"033"
928,"530330016003017",61,"033"
929,"530330017011000",62,"033"
