'Block','WAC','Jobs10'
'530530723132004','CNS12',1
'530530723132004','CNS19',1
'530530723132007','CNS16',1
'530530723132010','CNS12',1
'530530723132011','CNS12',1
'530530723132017','CNS07',1
'530530723132017','CNS19',1
'530530724051006','CNS12',1
'530530724051010','CNS19',1
'530530724051011','CNS07',1
'530530724051011','CNS15',1
'530530724051012','CNS07',1
'530530724051018','CNS07',1
'530530724051020','CNS12',1
'530530724051020','CNS16',1
'530530724051027','CNS04',1
'530530724052005','CNS17',1
'530530724052013','CNS17',1
'530530724052016','CNS14',1
'530530724052020','CNS12',1
'530530724052024','CNS04',1
'530530724052024','CNS06',1
'530530724052024','CNS14',1
'530530724061003','CNS19',1
'530530724061009','CNS06',1
'530530724061009','CNS10',1
'530530724061009','CNS14',1
'530530724061009','CNS19',1
'530530724061014','CNS01',1
'530530724061014','CNS04',1
'530530724061014','CNS14',1
'530530724061014','CNS19',1
'530530724062002','CNS06',1
'530530724062002','CNS18',1
'530530724062005','CNS06',1
'530530724062005','CNS14',1
'530530724062005','CNS15',1
'530530724062006','CNS08',1
'530530724062015','CNS04',1
'530530724062015','CNS09',1
'530530724062015','CNS19',1
'530530724062016','CNS04',1
'530530724062017','CNS12',1
'530530724062022','CNS06',1
'530530724063000','CNS16',1
'530530724063000','CNS19',1
'530530724063010','CNS12',1
'530530724071001','CNS05',1
'530530724071002','CNS18',1
'530530724071003','CNS04',1
'530530724071004','CNS19',1
'530530724071005','CNS12',1
'530530724071005','CNS19',1
'530530724071006','CNS16',1
'530530724071010','CNS04',1
'530530724071010','CNS07',1
'530530724071011','CNS20',1
'530530724071012','CNS06',1
'530530724071012','CNS15',1
'530530724071012','CNS19',1
'530530724072001','CNS09',1
'530530724072001','CNS12',1
'530530724072006','CNS04',1
'530530724072010','CNS10',1
'530530724072010','CNS19',1
'530530724072014','CNS12',1
'530530724073000','CNS07',1
'530530724073000','CNS15',1
'530530724073002','CNS06',1
'530530724073004','CNS06',1
'530530724073004','CNS11',1
'530530724073004','CNS14',1
'530530724073004','CNS19',1
'530530724073005','CNS12',1
'530530724073007','CNS15',1
'530530724073007','CNS19',1
'530530724073011','CNS04',1
'530530724073011','CNS15',1
'530530724073020','CNS14',1
'530530724081002','CNS15',1
'530530724081005','CNS19',1
'530530724081012','CNS19',1
'530530724081014','CNS04',1
'530530724082000','CNS19',1
'530530724082001','CNS04',1
'530530724082001','CNS19',1
'530530724082003','CNS14',1
'530530724082006','CNS06',1
'530530724082006','CNS08',1
'530530724082006','CNS09',1
'530530724082006','CNS15',1
'530530724082006','CNS16',1
'530530724082009','CNS06',1
'530530724082010','CNS07',1
'530530724082010','CNS12',1
'530530724082010','CNS19',1
'530530724083002','CNS08',1
'530530724083008','CNS06',1
'530530724083016','CNS14',1
'530530724083017','CNS19',1
'530530724084000','CNS12',1
'530530724084003','CNS06',1
'530530724084004','CNS06',1
'530530724084004','CNS12',1
'530530724084011','CNS16',1
'530530724084015','CNS19',1
'530530724091000','CNS06',1
'530530724091000','CNS19',1
'530530724091003','CNS04',1
'530530724091003','CNS20',1
'530530724092011','CNS19',1
'530530724092013','CNS03',1
'530530724092014','CNS19',1
'530530724092016','CNS04',1
'530530724092019','CNS04',1
'530530724092019','CNS11',1
'530530724092019','CNS19',1
'530530724092023','CNS19',1
'530530724101004','CNS12',1
'530530724101008','CNS04',1
'530530724101008','CNS19',1
'530530724101009','CNS08',1
'530530724101009','CNS09',1
'530530724101009','CNS11',1
'530530724101009','CNS12',1
'530530724101009','CNS16',1
'530530724101009','CNS17',1
'530530724101009','CNS19',1
'530530724101015','CNS16',1
'530530724101015','CNS19',1
'530530724101016','CNS01',1
'530530724101016','CNS08',1
'530530724101016','CNS16',1
'530530724101016','CNS18',1
'530530724102006','CNS19',1
'530530724102017','CNS04',1
'530530724102020','CNS19',1
'530530724102022','CNS12',1
'530530725031004','CNS07',1
'530530725031005','CNS04',1
'530530725031005','CNS15',1
'530530725031015','CNS14',1
'530530725031016','CNS19',1
'530530725031020','CNS07',1
'530530725032001','CNS06',1
'530530725032005','CNS14',1
'530530725032006','CNS19',1
'530530725032008','CNS12',1
'530530725041003','CNS06',1
'530530725041003','CNS11',1
'530530725041009','CNS12',1
'530530725041009','CNS16',1
'530530725041009','CNS19',1
'530530725041011','CNS19',1
'530530725041014','CNS12',1
'530530725041015','CNS07',1
'530530725041018','CNS10',1
'530530725041029','CNS19',1
'530530725041031','CNS01',1
'530530725041032','CNS06',1
'530530725041032','CNS12',1
'530530725041033','CNS06',1
'530530725041033','CNS16',1
'530530725041033','CNS19',1
'530530725041035','CNS02',1
'530530725041035','CNS06',1
'530530725041035','CNS12',1
'530530725041035','CNS16',1
'530530725041039','CNS08',1
'530530725042000','CNS11',1
'530530725042001','CNS09',1
'530530725042001','CNS14',1
'530530725042005','CNS04',1
'530530725042006','CNS19',1
'530530725042011','CNS05',1
'530530725042011','CNS20',1
'530530725042019','CNS14',1
'530530725051000','CNS20',1
'530530725051002','CNS04',1
'530530725052000','CNS06',1
'530530725052000','CNS19',1
'530530725052002','CNS06',1
'530530725052006','CNS04',1
'530530725052007','CNS04',1
'530530725052007','CNS12',1
'530530725052008','CNS12',1
'530530725052008','CNS14',1
'530530725052010','CNS19',1
'530530725053005','CNS06',1
'530530725053007','CNS14',1
'530530725053019','CNS04',1
'530530725053027','CNS19',1
'530530725053029','CNS06',1
'530530725053050','CNS14',1
'530530725053054','CNS06',1
'530530725053075','CNS12',1
'530530725054002','CNS01',1
'530530725054002','CNS06',1
'530530725054002','CNS08',1
'530530725054002','CNS19',1
'530530725054004','CNS04',1
'530530725054004','CNS12',1
'530530725054004','CNS14',1
'530530725054004','CNS19',1
'530530725054005','CNS01',1
'530530725054005','CNS05',1
'530530725054005','CNS19',1
'530530725054008','CNS06',1
'530530725054009','CNS19',1
'530530725054011','CNS08',1
'530530725054011','CNS12',1
'530530725054012','CNS01',1
'530530725054012','CNS04',1
'530530725054012','CNS14',1
'530530725054012','CNS19',1
'530530725061002','CNS06',1
'530530725061002','CNS16',1
'530530725062001','CNS19',1
'530530725062002','CNS06',1
'530530725062003','CNS15',1
'530530725062004','CNS06',1
'530530725062004','CNS12',1
'530530725062006','CNS07',1
'530530725062006','CNS12',1
'530530725062006','CNS19',1
'530530725062009','CNS06',1
'530530725062014','CNS12',1
'530530725062020','CNS16',1
'530530725071003','CNS06',1
'530530725071004','CNS19',1
'530530725071009','CNS11',1
'530530725071016','CNS17',1
'530530725071016','CNS19',1
'530530725072005','CNS10',1
'530530725072007','CNS05',1
'530530725072010','CNS04',1
'530530725072011','CNS06',1
'530530725072014','CNS05',1
'530530725072014','CNS10',1
'530530725072015','CNS05',1
'530530725072015','CNS10',1
'530530725072016','CNS15',1
'530530725072018','CNS19',1
'530530725072021','CNS05',1
'530530725072021','CNS19',1
'530530725072026','CNS06',1
'530530725072028','CNS05',1
'530530725072028','CNS06',1
'530530725072028','CNS10',1
'530530726011006','CNS19',1
'530530726011011','CNS04',1
'530530726011015','CNS19',1
'530530726011016','CNS19',1
'530530726011017','CNS16',1
'530530726011017','CNS19',1
'530530726011021','CNS19',1
'530530726011022','CNS19',1
'530530726012016','CNS01',1
'530530726012022','CNS06',1
'530530726012022','CNS20',1
'530530726012030','CNS18',1
'530530726012034','CNS19',1
'530530726013005','CNS19',1
'530530726013012','CNS14',1
'530530726013013','CNS16',1
'530530726013019','CNS14',1
'530530726021001','CNS19',1
'530530726021012','CNS04',1
'530530726022002','CNS19',1
'530530726022006','CNS19',1
'530530726022013','CNS17',1
'530530726022015','CNS07',1
'530530726022015','CNS10',1
'530530726022015','CNS19',1
'530530726022020','CNS10',1
'530530726023001','CNS04',1
'530530726023001','CNS13',1
'530530726023005','CNS19',1
'530530726023014','CNS04',1
'530530726023014','CNS19',1
'530530726023034','CNS19',1
'530530726031005','CNS04',1
'530530726031015','CNS19',1
'530530726031017','CNS06',1
'530530726031024','CNS06',1
'530530726031024','CNS19',1
'530530726032004','CNS06',1
'530530726033046','CNS15',1
'530530726033060','CNS10',1
'530530726034004','CNS12',1
'530530726034019','CNS12',1
'530530728001004','CNS04',1
'530530728001004','CNS08',1
'530530728001005','CNS10',1
'530530728001005','CNS20',1
'530530728001006','CNS05',1
'530530728001006','CNS10',1
'530530728001006','CNS17',1
'530530728001018','CNS02',1
'530530728001018','CNS17',1
'530530728001019','CNS02',1
'530530728001019','CNS17',1
'530530728001019','CNS18',1
'530530728001019','CNS20',1
'530530728001056','CNS06',1
'530530728001056','CNS07',1
'530530728001056','CNS14',1
'530530728001056','CNS20',1
'530530728001070','CNS06',1
'530530728001084','CNS02',1
'530530728002004','CNS12',1
'530530728002016','CNS06',1
'530530728002022','CNS19',1
'530530728002026','CNS06',1
'530530728002036','CNS04',1
'530530728002036','CNS14',1
'530530728002041','CNS12',1
'530530728002069','CNS07',1
'530530728002070','CNS04',1
'530530729011000','CNS08',1
'530530729011000','CNS14',1
'530530729011004','CNS08',1
'530530729011004','CNS12',1
'530530729011004','CNS18',1
'530530729011004','CNS20',1
'530530729011007','CNS04',1
'530530729011015','CNS10',1
'530530729011015','CNS18',1
'530530729011019','CNS12',1
'530530729011051','CNS16',1
'530530729011051','CNS19',1
'530530729011073','CNS14',1
'530530729011073','CNS16',1
'530530729011074','CNS06',1
'530530729011074','CNS20',1
'530530729011075','CNS07',1
'530530729011114','CNS07',1
'530530729011114','CNS14',1
'530530729031154','CNS12',1
'530530729031157','CNS20',1
'530530729031158','CNS12',1
'530530729031172','CNS12',1
'530530729031241','CNS20',1
'530530729051052','CNS07',1
'530530729052000','CNS20',1
'530530729053033','CNS18',1
'530530729053045','CNS14',1
'530530729053045','CNS16',1
'530530729071016','CNS04',1
'530530729071016','CNS08',1
'530530729071016','CNS16',1
'530530729071016','CNS20',1
'530530729071025','CNS04',1
'530530729071025','CNS11',1
'530530729071027','CNS08',1
'530530729071027','CNS10',1
'530530729071027','CNS16',1
'530530729071029','CNS10',1
'530530729071029','CNS12',1
'530530729071030','CNS10',1
'530530729071030','CNS12',1
'530530729071030','CNS19',1
'530530729071031','CNS19',1
'530530729072000','CNS15',1
'530530729072000','CNS16',1
'530530729072002','CNS10',1
'530530729072002','CNS15',1
'530530729072002','CNS16',1
'530530729072002','CNS19',1
'530530729072005','CNS12',1
'530530729072005','CNS19',1
'530530729072008','CNS14',1
'530530729072019','CNS10',1
'530530729072019','CNS16',1
'530530729072020','CNS19',1
'530530729072022','CNS12',1
'530530729072024','CNS08',1
'530530729072028','CNS04',1
'530530729072028','CNS10',1
'530530729072028','CNS12',1
'530530729072028','CNS19',1
'530530729072032','CNS14',1
'530530730011001','CNS04',1
'530530730011001','CNS06',1
'530530730011006','CNS18',1
'530530730011013','CNS04',1
'530530730012001','CNS19',1
'530530730012014','CNS11',1
'530530730012023','CNS20',1
'530530730012030','CNS01',1
'530530730013002','CNS20',1
'530530730014000','CNS14',1
'530530730014002','CNS06',1
'530530730014008','CNS19',1
'530530730014020','CNS05',1
'530530730014024','CNS19',1
'530530730015073','CNS11',1
'530530730015079','CNS20',1
'530530730051005','CNS04',1
'530530730051011','CNS04',1
'530530730051013','CNS14',1
'530530730051013','CNS16',1
'530530730052000','CNS04',1
'530530730052001','CNS04',1
'530530730052001','CNS19',1
'530530730052003','CNS07',1
'530530730052014','CNS01',1
'530530730052014','CNS08',1
'530530730052015','CNS19',1
'530530730052017','CNS04',1
'530530730053000','CNS06',1
'530530730053003','CNS06',1
'530530730053003','CNS19',1
'530530730053010','CNS12',1
'530530730054001','CNS17',1
'530530730054009','CNS05',1
'530530730054011','CNS17',1
'530530730054019','CNS19',1
'530530730061003','CNS04',1
'530530730061005','CNS04',1
'530530730061005','CNS19',1
'530530730061046','CNS12',1
'530530730061078','CNS07',1
'530530730061138','CNS19',1
'530530730062011','CNS04',1
'530530730062011','CNS10',1
'530530731081000','CNS04',1
'530530731081000','CNS06',1
'530530731081001','CNS19',1
'530530731081002','CNS07',1
'530530731082001','CNS10',1
'530530731082003','CNS07',1
'530530731082007','CNS10',1
'530530731082011','CNS10',1
'530530731082011','CNS12',1
'530530731083000','CNS05',1
'530530731083007','CNS14',1
'530530731101001','CNS16',1
'530530731101001','CNS19',1
'530530731101007','CNS19',1
'530530731101009','CNS16',1
'530530731101016','CNS04',1
'530530731102004','CNS10',1
'530530731102004','CNS11',1
'530530731102004','CNS19',1
'530530731102006','CNS06',1
'530530731111000','CNS08',1
'530530731111002','CNS07',1
'530530731111010','CNS11',1
'530530731111011','CNS20',1
'530530731112000','CNS14',1
'530530731112001','CNS06',1
'530530731113000','CNS12',1
'530530731113001','CNS12',1
'530530731113002','CNS11',1
'530530731113003','CNS19',1
'530530731131001','CNS07',1
'530530731131001','CNS19',1
'530530731131005','CNS19',1
'530530731132011','CNS07',1
'530530731132011','CNS19',1
'530530731132018','CNS17',1
'530530731132019','CNS07',1
'530530731132019','CNS12',1
'530530731133002','CNS19',1
'530530731133004','CNS19',1
'530530731133012','CNS19',1
'530530731133013','CNS10',1
'530530731133013','CNS19',1
'530530731133018','CNS05',1
'530530731141002','CNS09',1
'530530731141024','CNS19',1
'530530731142004','CNS12',1
'530530731143009','CNS04',1
'530530731143009','CNS14',1
'530530731143016','CNS19',1
'530530731143024','CNS04',1
'530530731151000','CNS06',1
'530530731152004','CNS19',1
'530530731152006','CNS19',1
'530530731153000','CNS19',1
'530530731153001','CNS19',1
'530530731153008','CNS06',1
'530530731161000','CNS17',1
'530530731161010','CNS04',1
'530530731161015','CNS19',1
'530530731162000','CNS15',1
'530530731162001','CNS06',1
'530530731162001','CNS08',1
'530530731162002','CNS12',1
'530530731162002','CNS16',1
'530530731162002','CNS20',1
'530530731171001','CNS19',1
'530530731171004','CNS04',1
'530530731171004','CNS12',1
'530530731171004','CNS19',1
'530530731171006','CNS12',1
'530530731172003','CNS07',1
'530530731172003','CNS18',1
'530530731172006','CNS10',1
'530530731172013','CNS18',1
'530530731172017','CNS12',1
'530530731172017','CNS14',1
'530530731172024','CNS01',1
'530530731172024','CNS19',1
'530530731181000','CNS19',1
'530530731181003','CNS19',1
'530530731181004','CNS10',1
'530530731181004','CNS16',1
'530530731181004','CNS18',1
'530530731181007','CNS19',1
'530530731181026','CNS12',1
'530530731182000','CNS19',1
'530530731182006','CNS06',1
'530530731182006','CNS17',1
'530530731182006','CNS19',1
'530530731182007','CNS13',1
'530530731182008','CNS12',1
'530530731182014','CNS15',1
'530530731182018','CNS19',1
'530530731182019','CNS04',1
'530530731182020','CNS06',1
'530530731191008','CNS04',1
'530530731192006','CNS07',1
'530530731192006','CNS12',1
'530530731192024','CNS04',1
'530530731192042','CNS19',1
'530530731192070','CNS08',1
'530530731192081','CNS19',1
'530530731201000','CNS19',1
'530530731201001','CNS06',1
'530530731201002','CNS19',1
'530530731201003','CNS07',1
'530530731201003','CNS14',1
'530530731201006','CNS19',1
'530530731202000','CNS03',1
'530530731202001','CNS14',1
'530530731211000','CNS11',1
'530530731211000','CNS13',1
'530530731211001','CNS04',1
'530530731211003','CNS19',1
'530530731211007','CNS04',1
'530530731211014','CNS04',1
'530530731211015','CNS04',1
'530530731211015','CNS06',1
'530530731212000','CNS16',1
'530530731212001','CNS06',1
'530530731212002','CNS19',1
'530530731212007','CNS14',1
'530530731212008','CNS06',1
'530530731221000','CNS11',1
'530530731221000','CNS14',1
'530530731221000','CNS20',1
'530530731221003','CNS14',1
'530530731222000','CNS12',1
'530530731222000','CNS15',1
'530530731222000','CNS16',1
'530530731222008','CNS05',1
'530530731222008','CNS11',1
'530530731222008','CNS19',1
'530530731222010','CNS12',1
'530530731222010','CNS14',1
'530530731222010','CNS16',1
'530530731222016','CNS12',1
'530530731231005','CNS04',1
'530530731231005','CNS06',1
'530530731231006','CNS04',1
'530530731231011','CNS04',1
'530530731231012','CNS04',1
'530530731231013','CNS06',1
'530530731231024','CNS04',1
'530530731231037','CNS11',1
'530530731231037','CNS18',1
'530530731231039','CNS18',1
'530530731232008','CNS06',1
'530530731232008','CNS11',1
'530530731232008','CNS12',1
'530530731232016','CNS05',1
'530530731241004','CNS11',1
'530530731241004','CNS19',1
'530530731242000','CNS19',1
'530530731242001','CNS14',1
'530530731242006','CNS04',1
'530530731242006','CNS10',1
'530530731242007','CNS15',1
'530530731251009','CNS18',1
'530530731251012','CNS16',1
'530530731251012','CNS19',1
'530530731251019','CNS08',1
'530530731251026','CNS14',1
'530530731251026','CNS19',1
'530530731251031','CNS04',1
'530530731251037','CNS18',1
'530530731252000','CNS08',1
'530530731252000','CNS11',1
'530530731252008','CNS19',1
'530530731252014','CNS16',1
'530530731253005','CNS19',1
'530530731253006','CNS05',1
'530530731253007','CNS06',1
'530530731253010','CNS19',1
'530530731261001','CNS10',1
'530530731261003','CNS07',1
'530530731261008','CNS04',1
'530530731261014','CNS18',1
'530530731261015','CNS16',1
'530530731261015','CNS18',1
'530530731261018','CNS07',1
'530530731261018','CNS14',1
'530530731261023','CNS10',1
'530530731261023','CNS16',1
'530530732001000','CNS10',1
'530530732001000','CNS12',1
'530530732001011','CNS05',1
'530530732001023','CNS10',1
'530530732001026','CNS08',1
'530530732002011','CNS10',1
'530530732002011','CNS12',1
'530530732002020','CNS19',1
'530530732002023','CNS19',1
'530530732003008','CNS16',1
'530530732003047','CNS19',1
'530530732003058','CNS19',1
'530530732003076','CNS03',1
'530530732003076','CNS19',1
'530530732003085','CNS19',1
'530530732003090','CNS03',1
'530530732003090','CNS06',1
'530530732003090','CNS18',1
'530530732003090','CNS19',1
'530530732004009','CNS11',1
'530530732004009','CNS19',1
'530530732004075','CNS11',1
'530530732004124','CNS04',1
'530530732004133','CNS20',1
'530530732004169','CNS03',1
'530530732004179','CNS03',1
'530530732004210','CNS07',1
'530530732004210','CNS18',1
'530530732004217','CNS19',1
'530530733011000','CNS19',1
'530530733011003','CNS08',1
'530530733011004','CNS13',1
'530530733011005','CNS07',1
'530530733011008','CNS04',1
'530530733011010','CNS20',1
'530530733011011','CNS11',1
'530530733011011','CNS16',1
'530530733011011','CNS19',1
'530530733011012','CNS07',1
'530530733011013','CNS16',1
'530530733011016','CNS04',1
'530530733011016','CNS11',1
'530530733011022','CNS04',1
'530530733011023','CNS12',1
'530530733012002','CNS12',1
'530530733012004','CNS10',1
'530530733012004','CNS12',1
'530530733012005','CNS06',1
'530530733012005','CNS10',1
'530530733012005','CNS19',1
'530530733013007','CNS09',1
'530530733013010','CNS11',1
'530530733013032','CNS19',1
'530530733013042','CNS14',1
'530530733013061','CNS04',1
'530530733013061','CNS05',1
'530530733014001','CNS07',1
'530530733014001','CNS08',1
'530530733014002','CNS19',1
'530530733014011','CNS19',1
'530530733014013','CNS19',1
'530530733014017','CNS11',1
'530530733014018','CNS05',1
'530530733014018','CNS06',1
'530530733014018','CNS10',1
'530530733014018','CNS19',1
'530530733014020','CNS19',1
'530530733014025','CNS19',1
'530530733014026','CNS10',1
'530530733014026','CNS12',1
'530530733014026','CNS20',1
'530530733014027','CNS15',1
'530530733021003','CNS06',1
'530530733021003','CNS10',1
'530530733021003','CNS11',1
'530530733021003','CNS14',1
'530530733021004','CNS19',1
'530530733021021','CNS06',1
'530530733021024','CNS13',1
'530530733021028','CNS19',1
'530530733021029','CNS19',1
'530530733021037','CNS06',1
'530530733021063','CNS04',1
'530530733022000','CNS04',1
'530530733022000','CNS16',1
'530530733022004','CNS19',1
'530530733022020','CNS09',1
'530530733022023','CNS16',1
'530530733022027','CNS04',1
'530530733022029','CNS10',1
'530530733023002','CNS19',1
'530530733023006','CNS08',1
'530530733023009','CNS12',1
'530530734041004','CNS19',1
'530530734041005','CNS19',1
'530530734041007','CNS05',1
'530530734041010','CNS09',1
'530530734041017','CNS19',1
'530530734041022','CNS18',1
'530530734041024','CNS04',1
'530530734041024','CNS20',1
'530530734041026','CNS12',1
'530530734041027','CNS13',1
'530530734042002','CNS04',1
'530530734042010','CNS09',1
'530530734042010','CNS10',1
'530530734042010','CNS12',1
'530530734042010','CNS19',1
'530530734042012','CNS12',1
'530530734043017','CNS16',1
'530530734044023','CNS04',1
'530530734044023','CNS19',1
'530530734045012','CNS17',1
'530530734051005','CNS19',1
'530530734051009','CNS19',1
'530530734051010','CNS14',1
'530530734051011','CNS09',1
'530530734052000','CNS19',1
'530530734052002','CNS12',1
'530530734052003','CNS10',1
'530530734052003','CNS14',1
'530530734052004','CNS10',1
'530530734052004','CNS12',1
'530530734052004','CNS19',1
'530530734052005','CNS16',1
'530530734052008','CNS19',1
'530530734061001','CNS19',1
'530530734061008','CNS06',1
'530530734061008','CNS14',1
'530530734062002','CNS07',1
'530530734062011','CNS04',1
'530530734062011','CNS19',1
'530530734062012','CNS19',1
'530530734062014','CNS14',1
'530530734062019','CNS19',1
'530530734063003','CNS11',1
'530530734063005','CNS08',1
'530530734063005','CNS20',1
'530530734063012','CNS19',1
'530530734071001','CNS19',1
'530530734071006','CNS08',1
'530530734071007','CNS18',1
'530530734071009','CNS19',1
'530530734071011','CNS10',1
'530530734071011','CNS12',1
'530530734071011','CNS16',1
'530530734071011','CNS19',1
'530530734071014','CNS04',1
'530530734071014','CNS19',1
'530530734071018','CNS16',1
'530530734071019','CNS06',1
'530530734071019','CNS16',1
'530530734071021','CNS10',1
'530530734071023','CNS19',1
'530530734071026','CNS19',1
'530530734071027','CNS10',1
'530530734071033','CNS07',1
'530530734071033','CNS11',1
'530530734071033','CNS14',1
'530530734071036','CNS12',1
'530530734072006','CNS08',1
'530530734072006','CNS11',1
'530530734072006','CNS12',1
'530530734072006','CNS19',1
'530530734072007','CNS06',1
'530530734072007','CNS08',1
'530530734072008','CNS06',1
'530530734072014','CNS19',1
'530530734072020','CNS19',1
'530530734073001','CNS18',1
'530530734073003','CNS06',1
'530530734073008','CNS10',1
'530530734073008','CNS13',1
'530530734073013','CNS19',1
'530530734073014','CNS19',1
'530530734073026','CNS10',1
'530530734073028','CNS12',1
'530530734073030','CNS19',1
'530530734081003','CNS12',1
'530530734081003','CNS14',1
'530530734081008','CNS06',1
'530530734081008','CNS12',1
'530530734081008','CNS19',1
'530530734081010','CNS06',1
'530530734081019','CNS18',1
'530530734081026','CNS12',1
'530530734082007','CNS10',1
'530530734082007','CNS19',1
'530530734082008','CNS19',1
'530530734083010','CNS19',1
'530530735001012','CNS19',1
'530530735001014','CNS19',1
'530530735001017','CNS04',1
'530530735001017','CNS14',1
'530530735001019','CNS06',1
'530530735001025','CNS12',1
'530530735001025','CNS14',1
'530530735002000','CNS12',1
'530530735002001','CNS19',1
'530530735002007','CNS11',1
'530530735003000','CNS04',1
'530530735003001','CNS04',1
'530530735003002','CNS19',1
'530530735003004','CNS06',1
'530530735003005','CNS06',1
'530530735004000','CNS04',1
'530530735004001','CNS06',1
'530530735004003','CNS06',1
'530530735004003','CNS16',1
'530530735004005','CNS11',1
'530530735004005','CNS19',1
'530530735005001','CNS19',1
'530530735005006','CNS19',1
'530530735006000','CNS06',1
'530530735006003','CNS04',1
'530530735006005','CNS04',1
'530530735006006','CNS04',1
'530530735006007','CNS19',1
'530530735006011','CNS04',1
'530539400011014','CNS19',1
'530539400011018','CNS19',1
'530539400012018','CNS19',1
'530539400012019','CNS10',1
'530539400012019','CNS19',1
'530539400021000','CNS04',1
'530539400021000','CNS09',1
'530539400021000','CNS10',1
'530539400021000','CNS16',1
'530539400021000','CNS19',1
'530539400021008','CNS19',1
'530539400021009','CNS04',1
'530539400021009','CNS09',1
'530539400021009','CNS19',1
'530539400021009','CNS20',1
'530539400021028','CNS08',1
'530539400021028','CNS10',1
'530539400021028','CNS20',1
'530539400021039','CNS19',1
'530539400021042','CNS09',1
'530539400021045','CNS06',1
'530539400021046','CNS06',1
'530539400021046','CNS07',1
'530539400022003','CNS09',1
'530539400022014','CNS20',1
'530539400022020','CNS16',1
'530539400022021','CNS12',1
'530539400022022','CNS19',1
'530539400022026','CNS18',1
'530539400022039','CNS04',1
'530539400022039','CNS10',1
'530539400022039','CNS14',1
'530539400022039','CNS19',1
'530539400022039','CNS20',1
'530539400022042','CNS10',1
'530539400022042','CNS16',1
'530539400022054','CNS06',1
'530539400022059','CNS19',1
'530539400023001','CNS19',1
'530539400023003','CNS04',1
'530539400023003','CNS12',1
'530539400023003','CNS18',1
'530539400023004','CNS19',1
'530539400023008','CNS06',1
'530539400023008','CNS07',1
'530539400023008','CNS09',1
'530539400023008','CNS19',1
'530539400023008','CNS20',1
'530539400023010','CNS04',1
'530539400023010','CNS06',1
'530539400023010','CNS19',1
'530539400031000','CNS08',1
'530539400031000','CNS10',1
'530539400031000','CNS12',1
'530539400031000','CNS19',1
'530539400031005','CNS04',1
'530539400031011','CNS05',1
'530539400031026','CNS05',1
'530539400031026','CNS06',1
'530539400032001','CNS18',1
'530539400032008','CNS19',1
'530539400032011','CNS19',1
'530539400033000','CNS16',1
'530539400033001','CNS14',1
'530539400033001','CNS20',1
'530539400041000','CNS04',1
'530539400041000','CNS14',1
'530539400041000','CNS20',1
'530539400041012','CNS04',1
'530539400041012','CNS19',1
'530539400042011','CNS07',1
'530539400042014','CNS16',1
'530539400043012','CNS16',1
'530539400043018','CNS05',1
'530539400043020','CNS19',1
'530539400043022','CNS16',1
'530539400043023','CNS19',1
'530539400043026','CNS06',1
'530539400043027','CNS20',1
'530539400044003','CNS14',1
'530539400045005','CNS19',1
'530539400045006','CNS07',1
'530539400045011','CNS16',1
'530539400045011','CNS19',1
'530539400046006','CNS19',1
'530539400051001','CNS19',1
'530539400051003','CNS19',1
'530539400052000','CNS06',1
'530539400052001','CNS14',1
'530539400052005','CNS19',1
'530539400053000','CNS09',1
'530539400053005','CNS19',1
'530539400053010','CNS09',1
'530539400061004','CNS19',1
'530539400061006','CNS19',1
'530539400061014','CNS19',1
'530539400061015','CNS19',1
'530539400061017','CNS11',1
'530539400062002','CNS19',1
'530539400062006','CNS19',1
'530539400071001','CNS20',1
'530539400071005','CNS12',1
'530539400071017','CNS19',1
'530539400071021','CNS19',1
'530539400072014','CNS18',1
'530539400072027','CNS19',1
'530539400072032','CNS07',1
'530539400072032','CNS19',1
'530539400072036','CNS19',1
'530539400072038','CNS07',1
'530539400073001','CNS19',1
'530539400073003','CNS19',1
'530539400073006','CNS18',1
'530539400073009','CNS19',1
'530539400081000','CNS06',1
'530539400081000','CNS09',1
'530539400081006','CNS13',1
'530539400081008','CNS11',1
'530539400082006','CNS19',1
'530539400082007','CNS19',1
'530539400082010','CNS12',1
'530539400082013','CNS19',1
'530539400083001','CNS06',1
'530539400083001','CNS08',1
'530539400083001','CNS19',1
'530539400083007','CNS06',1
'530539400083013','CNS19',1
'530539400083015','CNS06',1
'530539400091000','CNS16',1
'530539400091000','CNS19',1
'530539400091004','CNS06',1
'530539400091004','CNS10',1
'530539400091004','CNS14',1
'530539400091007','CNS05',1
'530539400091014','CNS19',1
'530539400091019','CNS04',1
'530539400091019','CNS12',1
'530539400091020','CNS19',1
'530539400091021','CNS08',1
'530539400092006','CNS19',1
'530539400092018','CNS01',1
'530539400101018','CNS16',1
'530539400101019','CNS06',1
'530539400101024','CNS06',1
'530539400101024','CNS15',1
'530539400101026','CNS11',1
'530539400101032','CNS09',1
'530539400102001','CNS04',1
'530539400102008','CNS18',1
'530539400102008','CNS19',1
'530539400102056','CNS19',1
'530539400103009','CNS20',1
'530539400111001','CNS06',1
'530539400111001','CNS19',1
'530539400111004','CNS12',1
'530539400112000','CNS06',1
'530539400112001','CNS12',1
'530539400112001','CNS15',1
'530539400112011','CNS06',1
'530539400112011','CNS09',1
'530539400112011','CNS16',1
'530539400112012','CNS13',1
'530539400112014','CNS06',1
'530539400113009','CNS19',1
'530539400113013','CNS19',1
'530539400113016','CNS16',1
'530539400113019','CNS10',1
'530610401001014','CNS14',1
