'faz_id','sector_id','home_based_jobs'
7340.00,8,53.00
7340.00,9,122.00
7340.00,10,2.00
7340.00,11,14.00
7340.00,12,16.00
7415.00,2,94.00
7415.00,3,39.00
7415.00,4,94.00
7415.00,5,102.00
7415.00,7,362.00
7415.00,8,9.00
7415.00,9,22.00
7425.00,2,86.00
7425.00,3,236.00
7425.00,4,31.00
7425.00,5,103.00
7425.00,7,354.00
7425.00,8,17.00
7425.00,9,39.00
7425.00,10,2.00
7425.00,11,14.00
7425.00,12,24.00
7435.00,1,16.00
7435.00,2,46.00
7435.00,3,24.00
7435.00,4,16.00
7435.00,5,40.00
7435.00,7,179.00
7435.00,8,23.00
7435.00,9,55.00
7435.00,10,2.00
7435.00,11,14.00
7436.00,2,16.00
7436.00,3,16.00
7436.00,4,40.00
7436.00,7,126.00
7436.00,10,3.00
7436.00,11,28.00
7515.00,1,16.00
7515.00,3,37.00
7515.00,7,69.00
7515.00,12,31.00
7525.00,2,16.00
7525.00,4,62.00
7525.00,7,344.00
7525.00,8,14.00
7525.00,9,33.00
7526.00,2,24.00
7526.00,3,6.00
7526.00,4,94.00
7526.00,5,86.00
7526.00,7,118.00
7526.00,8,41.00
7526.00,9,94.00
7526.00,12,16.00
7535.00,3,110.00
7535.00,4,24.00
7535.00,5,149.00
7535.00,7,102.00
7535.00,8,28.00
7535.00,9,66.00
7535.00,10,5.00
7535.00,11,43.00
7535.00,12,39.00
7537.00,2,16.00
7537.00,3,24.00
7537.00,4,53.00
7537.00,7,204.00
7537.00,8,26.00
7537.00,9,61.00
7537.00,12,63.00
7605.00,1,24.00
7605.00,5,16.00
7605.00,10,2.00
7605.00,11,14.00
7605.00,12,16.00
7606.00,7,55.00
7606.00,8,8.00
7606.00,9,17.00
7700.00,4,6.00
7700.00,5,55.00
7700.00,7,94.00
7700.00,8,9.00
7700.00,9,22.00
7700.00,10,2.00
7700.00,11,14.00
7805.00,2,55.00
7805.00,3,48.00
7805.00,4,30.00
7805.00,7,385.00
7805.00,8,32.00
7805.00,9,72.00
7805.00,10,3.00
7805.00,11,22.00
7805.00,12,16.00
7806.00,5,31.00
7806.00,7,16.00
7806.00,8,5.00
7806.00,9,11.00
7806.00,12,47.00
7905.00,2,47.00
7905.00,3,32.00
7905.00,4,87.00
7905.00,5,71.00
7905.00,7,258.00
7905.00,8,27.00
7905.00,9,61.00
7905.00,10,2.00
7905.00,11,14.00
7905.00,12,24.00
8000.00,2,31.00
8000.00,3,55.00
8000.00,4,40.00
8000.00,5,16.00
8000.00,7,370.00
8000.00,8,14.00
8000.00,9,33.00
8000.00,10,5.00
8000.00,11,43.00
8115.00,4,165.00
8115.00,5,32.00
8115.00,7,126.00
8115.00,8,82.00
8115.00,9,189.00
8115.00,10,5.00
8115.00,11,36.00
8115.00,12,47.00
8125.00,2,126.00
8125.00,4,40.00
8125.00,5,102.00
8125.00,7,268.00
8125.00,8,49.00
8125.00,9,111.00
8125.00,10,2.00
8125.00,11,14.00
8125.00,12,30.00
8126.00,2,30.00
8126.00,3,40.00
8126.00,7,158.00
8126.00,8,13.00
8126.00,9,28.00
8210.00,1,16.00
8210.00,3,39.00
8210.00,7,47.00
8210.00,8,19.00
8210.00,9,44.00
8220.00,1,16.00
8220.00,2,6.00
8220.00,4,47.00
8220.00,5,32.00
8220.00,7,87.00
8220.00,8,37.00
8220.00,9,83.00
8220.00,10,3.00
8220.00,11,22.00
8220.00,12,32.00
8310.00,2,6.00
8310.00,4,16.00
8310.00,5,40.00
8310.00,7,95.00
8310.00,8,41.00
8310.00,9,94.00
8310.00,10,6.00
8310.00,11,50.00
8320.00,2,31.00
8320.00,3,16.00
8320.00,7,118.00
8320.00,8,10.00
8320.00,9,22.00
8405.00,1,47.00
8405.00,2,63.00
8405.00,3,181.00
8405.00,5,63.00
8405.00,7,244.00
8405.00,8,30.00
8405.00,9,67.00
8405.00,10,2.00
8405.00,11,14.00
8405.00,12,31.00
8406.00,2,31.00
8406.00,4,47.00
8500.00,2,45.00
8500.00,3,55.00
8500.00,4,55.00
8500.00,5,16.00
8500.00,7,78.00
8500.00,8,56.00
8500.00,9,132.00
8600.00,1,24.00
8600.00,2,71.00
8600.00,3,55.00
8600.00,4,16.00
8600.00,5,55.00
8600.00,7,149.00
8600.00,8,19.00
8600.00,9,44.00
8600.00,10,4.00
8600.00,11,28.00
8905.00,2,79.00
8905.00,3,16.00
8905.00,4,95.00
8905.00,5,63.00
8905.00,7,181.00
8905.00,8,28.00
8905.00,9,66.00
8905.00,10,2.00
8905.00,11,14.00
8906.00,1,16.00
8906.00,2,31.00
8906.00,3,32.00
8906.00,5,47.00
8906.00,7,38.00
8906.00,8,9.00
8906.00,9,22.00
8906.00,10,2.00
8906.00,11,14.00
8906.00,12,16.00
8910.00,1,24.00
8910.00,2,71.00
8910.00,3,24.00
8910.00,4,16.00
8910.00,7,211.00
8910.00,8,5.00
8910.00,9,11.00
8910.00,11,6.00
8925.00,1,16.00
8925.00,2,189.00
8925.00,3,16.00
8925.00,4,55.00
8925.00,7,220.00
8925.00,8,9.00
8925.00,9,22.00
8926.00,1,39.00
8926.00,2,71.00
8926.00,3,63.00
8926.00,4,16.00
8926.00,5,32.00
8926.00,7,195.00
8926.00,8,24.00
8926.00,9,55.00
8926.00,10,8.00
8926.00,11,58.00
8927.00,1,71.00
8927.00,2,63.00
8927.00,3,71.00
8927.00,5,16.00
8927.00,7,87.00
8927.00,8,19.00
8927.00,9,44.00
8935.00,2,71.00
8935.00,4,150.00
8935.00,5,55.00
8935.00,7,94.00
8935.00,8,7.00
8935.00,9,16.00
8936.00,1,55.00
8936.00,2,95.00
8936.00,3,63.00
8936.00,4,16.00
8936.00,5,39.00
8936.00,7,150.00
8936.00,8,18.00
8936.00,9,39.00
8937.00,2,30.00
8937.00,3,12.00
8937.00,4,51.00
8937.00,5,40.00
8937.00,7,82.00
8937.00,8,14.00
8937.00,9,33.00
8937.00,10,3.00
8937.00,11,22.00
8937.00,12,6.00
9002.00,2,118.00
9002.00,3,87.00
9002.00,4,47.00
9002.00,5,40.00
9002.00,7,158.00
9002.00,8,31.00
9002.00,9,72.00
9002.00,10,2.00
9002.00,11,14.00
9004.00,1,55.00
9004.00,2,32.00
9004.00,3,103.00
9004.00,4,40.00
9004.00,7,189.00
9004.00,8,36.00
9004.00,9,83.00
9004.00,10,7.00
9004.00,11,50.00
9004.00,12,31.00
9005.00,2,16.00
9005.00,5,16.00
9005.00,7,16.00
9005.00,8,9.00
9005.00,9,22.00
9005.00,12,24.00
9006.00,2,47.00
9006.00,3,63.00
9006.00,4,6.00
9006.00,5,16.00
9006.00,7,132.00
9006.00,8,32.00
9006.00,9,72.00
9006.00,12,157.00
9009.00,3,31.00
9009.00,5,16.00
9009.00,7,16.00
9009.00,8,8.00
9009.00,9,17.00
9011.00,5,54.00
9011.00,7,260.00
9011.00,8,16.00
9011.00,9,38.00
9011.00,12,24.00
9015.00,2,79.00
9015.00,3,24.00
9015.00,5,55.00
9015.00,7,323.00
9015.00,8,18.00
9015.00,9,44.00
9015.00,10,5.00
9015.00,11,36.00
9016.00,2,39.00
9016.00,3,40.00
9016.00,4,16.00
9016.00,5,6.00
9016.00,7,219.00
9016.00,8,26.00
9016.00,9,56.00
9016.00,10,3.00
9016.00,11,22.00
9017.00,5,16.00
9017.00,7,39.00
9018.00,2,110.00
9018.00,4,24.00
9018.00,5,16.00
9018.00,7,134.00
9018.00,8,13.00
9018.00,9,28.00
9019.00,1,30.00
9019.00,2,16.00
9019.00,3,166.00
9019.00,4,6.00
9019.00,5,39.00
9019.00,7,281.00
9019.00,8,32.00
9019.00,9,72.00
9019.00,10,5.00
9019.00,11,36.00
9020.00,2,40.00
9020.00,3,94.00
9020.00,4,87.00
9020.00,5,126.00
9020.00,7,218.00
9020.00,8,38.00
9020.00,9,88.00
9020.00,10,12.00
9020.00,11,113.00
9020.00,12,6.00
9900.00,7,110.00
9900.00,8,5.00
9900.00,9,11.00
9900.00,10,5.00
9900.00,11,43.00
9901.00,5,16.00
9901.00,7,126.00
9902.00,2,40.00
9902.00,4,24.00
9902.00,5,31.00
9902.00,7,156.00
9902.00,8,35.00
9902.00,9,78.00
9902.00,10,5.00
9902.00,11,43.00
9904.00,2,53.00
9904.00,4,16.00
9904.00,5,31.00
9904.00,7,204.00
9904.00,8,19.00
9904.00,9,44.00
9904.00,10,2.00
9904.00,11,14.00
9908.00,8,5.00
9908.00,9,11.00
9909.00,1,31.00
9909.00,2,16.00
9909.00,3,16.00
9909.00,5,16.00
9909.00,7,118.00
9909.00,8,17.00
9909.00,9,39.00
9909.00,12,55.00
9913.00,2,24.00
9913.00,3,39.00
9913.00,5,39.00
9913.00,7,205.00
9913.00,8,22.00
9913.00,9,50.00
9913.00,10,5.00
9913.00,11,43.00
9914.00,2,150.00
9914.00,3,102.00
9914.00,4,110.00
9914.00,5,47.00
9914.00,7,624.00
9914.00,8,40.00
9914.00,9,89.00
9914.00,10,11.00
9914.00,11,93.00
9914.00,12,6.00
9915.00,3,39.00
9915.00,5,24.00
9915.00,7,219.00
9915.00,8,10.00
9915.00,9,22.00
9916.00,2,63.00
9916.00,3,6.00
9916.00,4,47.00
9916.00,5,24.00
9916.00,7,220.00
9916.00,8,22.00
9916.00,9,50.00
