census_2010_block_id	census_block_id
530330292061011	1
530330292061016	2
530330292061017	3
530330292061015	4
530330292061019	5
530330292061063	6
530330292061064	7
530330283003029	8
530330297004057	9
530330305011121	10
530330305012001	11
530330305011120	12
530330305011014	13
530330305012000	14
530330305012002	15
530330305011116	16
530330305043000	17
530330305031004	18
530330305043005	19
530330305043007	20
530330305044006	21
530330305031003	22
530330305041001	23
530330305031020	24
530330305043004	25
530330305043002	26
530330305044007	27
530330305041000	28
530330305031019	29
530330305043001	30
530330305043008	31
530330286002001	32
530330286005026	33
530330286005014	34
530330260021006	35
530330261004029	36
530330262001007	37
530330261004028	38
530330261004014	39
530330260021005	40
530330261004012	41
530330261004025	42
530330264001005	43
530330263001001	44
530330264001012	45
530330263001000	46
530330264001008	47
530330264001028	48
530330264001029	49
530330264001025	50
530330264001013	51
530330100012028	52
530330104022002	53
530330104021008	54
530330109001010	55
530330109002087	56
530330104021011	57
530330104021001	58
530330110021004	59
530330110021012	60
530330109002060	61
530330109001014	62
530330104021033	63
530330109001015	64
530330109002089	65
530330104021000	66
530330109002078	67
530330104021023	68
530330109002081	69
530330093003169	70
530330093003168	71
530330291011035	72
530330291011021	73
530330291023002	74
530330291023004	75
530330291023005	76
530330291011018	77
530330291011022	78
530330305032015	79
530330305011032	80
530330305011021	81
530330305011003	82
530330086002002	83
530330081002019	84
530330081002012	85
530330086002000	86
530330262002004	87
530330262001015	88
530330262001166	89
530330262002005	90
530330262002010	91
530330262001190	92
530330262001024	93
530330262002007	94
530330262002003	95
530330262002001	96
530330262002011	97
530330262002000	98
530330272002034	99
530330262002002	100
530330272002010	101
530330262001017	102
530330262002006	103
530330262004007	104
530330262004008	105
530330262001164	106
530330262001086	107
530330262001163	108
530330262004006	109
530330262001117	110
530330262001118	111
530330117002011	112
530330117002012	113
530330264001031	114
530330263001016	115
530330263001007	116
530330263001022	117
530330263001010	118
530330117002029	119
530330095004003	120
530330100011000	121
530330100011001	122
530330095004005	123
530330095004018	124
530330095004006	125
530330095004017	126
530330095004004	127
530330095004019	128
530330261005001	129
530330261004019	130
530330263002024	131
530330305031002	132
530330305031001	133
530330305032005	134
530330305011009	135
530330305011013	136
530330305011012	137
530330305031000	138
530330305011007	139
530330305011011	140
530330305032022	141
530330305032004	142
530330297004016	143
530330297004009	144
530330297004015	145
530330297004014	146
530330297004043	147
530330297004049	148
530330297004008	149
530330305011017	150
530330305011119	151
530330109002012	152
530330110021009	153
530330110021011	154
530330110023012	155
530330110021013	156
530330110023014	157
530330110023010	158
530330292061143	159
530330292061080	160
530330292051002	161
530330292051007	162
530330292061133	163
530330292061116	164
530330292061137	165
530330292061097	166
530330313012020	167
530330313012021	168
530330297002001	169
530330297002000	170
530330297003042	171
530330297003045	172
530330297003053	173
530330297003058	174
530330297004005	175
530330297003063	176
530330297002005	177
530330297002007	178
530330297003048	179
530330297003041	180
530330297003055	181
530330297004003	182
530330297004000	183
530330297004001	184
530330297003051	185
530330297003046	186
530330297003052	187
530330297004022	188
530330297004017	189
530330297004050	190
530330104021015	191
530330262001091	192
530330262001170	193
530330262001090	194
530330262001087	195
530330262001171	196
530330262001173	197
530330262001169	198
530330262001082	199
530330093003158	200
530330093003157	201
530330323232000	202
530330312022005	203
530330289025001	204
530330297004037	205
530330315021000	206
530330315021014	207
530330315021227	208
530330104024006	209
530330245002000	210
530330245001014	211
530330245002029	212
530330245001016	213
530330245001020	214
530330116005000	215
530330116005001	216
530330116003005	217
530330116003006	218
530330116006022	219
530330116006030	220
530330116003000	221
530330116006028	222
530330116003002	223
530330120003012	224
530330120001004	225
530330120001005	226
530330120001006	227
530330120003013	228
530330273003019	229
530330273002005	230
530330273002006	231
530330282001006	232
530330282001005	233
530330282001004	234
530330297004036	235
530330297004056	236
530330297004035	237
530330297004048	238
530330257011015	239
530330253022029	240
530330253022018	241
530330253021030	242
530330253021028	243
530330253022016	244
530330253022011	245
530330253022010	246
530330253021026	247
530330257015003	248
530330253013084	249
530330253021031	250
530330253022027	251
530330253013088	252
530330253013082	253
530330253022015	254
530330253021032	255
530330257011010	256
530330253022030	257
530330253021027	258
530330253021033	259
530330253021029	260
530330257012012	261
530330253022026	262
530330253022012	263
530330257012009	264
530330117002002	265
530330110021014	266
530330117003002	267
530330117002007	268
530330117002004	269
530330117002003	270
530330117003006	271
530330117003025	272
530330089003005	273
530330088003008	274
530330088003006	275
530330088003009	276
530330088003016	277
530330088003015	278
530330088003014	279
530330088003013	280
530330088003011	281
530330088003012	282
530330089003006	283
530330086003017	284
530330089003004	285
530330089003003	286
530330089003002	287
530330089003001	288
530330086003016	289
530330090002005	290
530330090002006	291
530330025002007	292
530330025002008	293
530330025002000	294
530330097022016	295
530330299023021	296
530330299023018	297
530330232012003	298
530330232012004	299
530330220033000	300
530330070004005	301
