census_block_group_id,faz_id
528,5425
529,5425
530,6605
531,6420
532,5600
533,5546
534,5515
758,5010
535,6930
536,5425
537,5426
538,4706
540,6114
541,4120
542,3045
543,4110
544,6326
545,5600
546,3200
547,3815
548,6213
549,4810
550,6213
551,6114
700,3415
552,6125
553,4130
554,4505
555,6316
556,5916
557,3413
558,3020
559,6226
560,4506
561,6216
562,5515
563,5515
564,3045
565,3045
566,6410
567,4005
568,5915
571,6410
572,4120
579,3705
580,3705
582,3415
615,6316
639,3320
597,5426
569,6420
570,6410
573,4120
574,4120
575,3020
576,3310
577,3310
578,6930
583,4120
584,6506
585,6114
586,5010
587,4810
588,5010
589,4606
590,4605
591,4605
592,6226
593,6226
594,6226
595,6226
596,5426
598,6420
599,6226
600,6226
601,6123
602,6316
603,6316
604,6316
605,6316
606,6316
607,6325
608,6316
609,6325
610,6325
611,6316
612,6316
613,6325
614,6316
616,6213
1314,3706
617,6223
618,6410
619,6213
910,3505
621,3415
622,5720
623,5720
624,5600
625,4130
626,6123
627,6114
628,6114
629,6124
630,4605
631,3045
632,3045
633,3425
634,6930
635,6930
636,3706
637,3415
638,3415
640,3825
641,3816
642,3816
643,4130
644,6506
472,5825
645,4810
646,6224
647,6226
648,6226
649,6224
650,5305
651,5305
652,6420
653,6420
654,5600
655,5600
656,5600
657,5546
658,5525
659,6325
660,3020
674,3046
675,3046
680,3426
681,5306
679,5515
682,3045
683,4810
684,3010
698,3310
699,3320
707,6224
710,5306
711,5306
735,4400
775,6930
704,3816
776,3816
777,3816
661,3310
662,5100
664,6410
665,3120
666,3705
667,4226
668,3505
669,5515
670,4400
671,5425
672,5925
673,6126
676,6325
425,6126
677,6126
678,6326
685,3046
686,3046
687,3046
688,5720
689,5515
690,3046
691,5925
692,5925
693,5925
694,5925
695,6010
696,3706
697,3045
701,3816
702,3816
703,3816
705,3816
706,4706
708,6224
709,6224
712,4706
713,6410
714,5600
716,4706
717,4706
718,5100
719,5205
720,4607
208,4506
721,4607
722,3110
723,5306
724,6215
725,6420
726,3414
727,6113
728,4605
729,3020
730,6113
731,4506
732,5205
733,5010
734,3415
736,6020
737,6020
738,6020
739,6020
740,6010
742,5916
743,3010
744,3010
745,5020
427,6126
746,4900
747,4820
748,5415
749,5205
750,4900
620,6115
751,4820
752,5205
753,5020
754,3020
755,6114
756,5916
757,5010
759,6113
760,6223
761,5545
762,4505
763,6225
764,6216
765,3045
766,3045
767,3130
770,3505
772,6216
773,6216
774,6214
779,4400
780,5426
781,6410
783,6420
784,6316
821,3020
820,3020
793,3200
861,6224
857,3414
867,3414
868,3414
884,5525
883,5525
782,5546
1170,6420
785,3414
786,3414
787,3416
788,3415
789,3505
790,3816
791,6326
792,6223
794,3427
795,3320
796,6113
797,5915
798,6506
799,4606
800,6125
801,6605
802,5720
803,6114
804,6930
805,4226
806,6325
807,3825
808,3825
809,3426
810,6605
811,6124
812,6124
813,4120
814,6223
815,6223
816,6420
817,3413
818,6326
819,6326
822,3706
823,3046
824,4120
825,4120
826,6224
827,6215
828,6215
830,5305
831,5305
832,5305
833,5426
834,5720
835,6410
836,5525
837,3414
838,5916
839,6326
840,3120
841,6213
842,3200
843,5100
844,6215
845,6326
846,3706
847,6215
848,6225
849,5515
850,6114
851,3200
852,6325
853,4400
854,6225
855,6126
856,3815
858,5916
859,3416
860,3427
862,3816
863,3020
864,3425
865,3425
866,3705
409,3330
869,6326
870,3905
871,6910
872,5010
873,4605
203,6126
874,6215
875,6215
876,6216
877,6216
878,5305
879,5305
880,5426
881,6606
882,6420
885,4706
886,6420
887,5545
888,3046
1167,3427
889,6124
890,6010
891,4226
894,3415
895,6325
896,6325
959,3414
965,5916
967,5916
897,5720
898,5720
899,6114
663,6125
900,6420
901,6124
902,6124
903,3120
904,3415
905,3825
906,6225
907,3705
908,3705
254,3705
909,6213
911,5306
912,6325
913,4230
914,3010
915,3010
916,2100
917,3425
918,3600
919,4210
920,5925
921,4605
1026,6316
922,6216
923,6216
924,6216
925,5425
926,6420
928,6115
929,6115
930,6115
931,5826
983,4606
932,3020
933,5415
934,5306
935,5716
936,4606
937,5545
938,3120
939,5305
940,5525
941,5916
942,5020
1104,5020
943,4226
944,4226
945,6126
946,6126
947,6126
948,6420
949,4210
950,4230
951,4210
952,6115
953,6213
954,6223
955,6125
956,3600
957,5425
958,4230
960,3010
961,3010
962,3010
963,3900
964,5916
966,5916
968,5916
969,5306
970,3010
971,5515
972,5535
973,3045
974,6410
975,6410
976,4505
977,5545
978,5545
979,3030
980,3045
981,6113
1291,6010
982,6115
984,5515
985,6326
986,4005
987,4005
988,6326
989,4400
990,4506
991,4506
992,6216
993,5425
994,5535
1033,3705
1034,3825
1035,3815
995,5535
996,6115
997,6113
998,6223
999,4110
1000,5546
1001,5546
1002,5545
1003,5535
1004,3010
1005,5515
1006,6325
1007,3020
1008,3030
1009,6215
1010,6215
1012,6214
1011,6214
1013,6215
1014,6215
1015,3815
1016,4605
1017,3030
1018,5545
1019,3815
1020,5415
1021,4005
1022,6225
1023,6420
1024,5535
1025,6316
1027,5916
1028,6114
1029,6114
1030,5716
1031,6114
1032,3815
1036,3010
1037,3815
193,4005
1038,3815
1039,4400
1040,6410
1041,5916
1042,5916
1043,6325
1044,5305
1045,5306
1046,5305
1047,5305
1095,6115
1093,6115
1048,3600
1049,6325
1050,6224
1051,5915
1052,5716
1053,5925
1094,6114
1054,6113
1055,5010
1056,5720
1057,6114
1058,3505
1059,3505
1060,5305
1061,5916
1062,5715
1063,3010
1064,3425
1065,3020
1066,3010
1067,3010
1068,3010
1069,3010
1070,3505
1071,3505
1072,3330
1073,6900
1074,3815
1075,4130
1076,4230
1077,6506
1078,6420
1079,4225
1080,4607
1081,6505
1082,5100
1083,5415
1084,6410
1085,5535
1087,5546
1088,3416
1089,3416
1090,3416
1091,3416
1092,6125
1244,3320
1096,6115
1097,6124
1098,5525
1099,3045
1100,6325
1101,3416
1109,3416
1141,4230
1151,3426
1152,6115
1108,3330
1102,6114
1103,6123
1105,3010
1106,3030
1107,3600
1110,3416
1111,3416
1112,3416
1113,5925
1114,4505
1115,4505
1116,4505
1117,4605
1118,5425
1119,5415
1086,5515
1120,5925
1121,3815
1123,4210
1124,4400
1125,6124
1126,5306
1127,5916
1128,3320
1130,3046
1131,3825
1132,3046
1133,5306
1134,3414
1135,6223
1136,6223
1137,6223
1138,6115
1139,4300
1140,6223
1142,4110
1143,5305
1144,6326
1146,6113
1147,5925
1148,5925
1149,5715
1150,5915
1153,3427
1154,3706
1155,3030
1156,3030
1157,3046
1158,3320
1159,6223
1160,6113
1161,3427
1162,3705
1163,5925
1164,4505
1165,4505
1166,4505
1168,6325
1169,6225
467,4900
1171,3320
1172,3320
1173,3426
1174,3310
1175,5020
1176,6010
1177,3705
1178,3320
1179,3320
1180,6226
1181,6226
1182,4300
1271,3030
1183,4606
1184,6325
1185,5100
1186,5306
1187,6420
1188,6213
1189,3505
1190,6114
1191,5925
1192,3425
1193,3425
1209,5720
1214,3020
1194,3046
1195,3414
1196,3825
1197,4210
17,5825
1198,4226
1199,4226
1200,5545
1201,6420
1202,5525
1203,5525
1204,4110
1205,6326
1206,3030
1207,6325
1208,3505
1210,6113
1211,5716
1212,5915
1213,3030
1215,3505
1216,3505
1217,6114
1218,5916
1219,5925
1220,3046
1221,3046
1222,3414
1223,3414
1224,4130
1225,4230
1399,6215
1226,5305
1240,5715
1227,6124
1228,6124
1229,6223
1230,5720
1231,4005
1232,4225
1233,3320
1234,3320
1235,6123
1236,6113
1237,3010
1238,4225
1239,6114
1241,6124
1242,4606
1243,6326
1245,6223
1246,6326
1247,6124
1248,3046
1249,6114
1250,3427
1251,3427
106,6124
1252,3320
1253,6113
1254,6316
1255,3010
1256,3010
1257,3120
1258,4506
1259,4506
1260,6213
1261,6213
1262,4606
1263,6223
1264,5306
1265,6020
1266,3427
1267,3600
1268,5020
1269,3414
1270,3320
1272,3427
1273,5545
1274,6115
1275,6215
1276,6223
1277,3120
1281,3413
1285,6213
1278,3505
1279,3320
1280,3600
1282,5716
1283,5515
1284,5515
1286,5715
1287,4606
1288,4606
1289,3046
1290,4226
1300,3706
1303,3705
1292,6113
1293,6113
1294,6113
1295,5720
741,6123
1296,6225
1297,3426
1299,6124
1301,3045
1302,3505
1304,4110
1305,4606
1306,3310
1307,5515
1317,5716
1316,5716
1315,5716
1308,6316
1309,3200
1310,6126
1311,6224
1312,4226
1313,6420
1318,5716
1319,3120
1320,5915
1122,4110
1321,4110
1322,4226
1323,4226
1324,4505
1325,4606
1326,5306
1327,4706
1328,3046
1329,3046
1330,3505
1331,2000
1332,5815
1333,1200
1334,3320
1335,3416
1336,3330
1337,6506
1338,5916
1339,6505
1341,5716
1342,6326
1343,6225
1344,6114
1892,2100
1347,3600
1348,5916
1349,4225
1350,4505
1351,3815
1352,3030
1346,2100
1353,3310
1354,5716
1355,5815
1358,3416
1359,3416
1357,3416
1369,6223
1356,3416
1360,5715
1361,3010
1362,2100
1363,3815
1364,5716
1365,4400
1366,5020
1367,5020
1368,3320
1370,6225
1371,6224
1372,3200
778,5825
1373,6224
1374,6420
1380,3705
1386,6316
1387,6316
1375,5716
1376,6113
1377,3427
1378,5915
1379,6224
1381,6506
1382,5916
1383,5010
1384,6223
1385,6223
1388,6316
1389,3426
1390,6223
768,3130
1391,6225
1392,6225
1393,3706
1397,4110
1394,706
1395,3120
1396,3320
1398,5825
1400,6226
1401,5716
1404,3045
1403,6226
1405,5716
1406,5306
1407,5716
1408,5020
1410,3045
1411,3045
1412,5916
1413,3030
1409,706
293,3030
1414,3705
1415,5010
1416,6420
1417,1200
1418,5716
1419,6010
1420,6224
1421,6215
1422,6224
1423,4605
1425,7315
1426,5020
1427,6215
1340,6115
1428,806
1429,806
1430,6216
1431,3045
192,5716
1432,6226
1433,6226
1402,6223
1434,3600
892,6113
1345,6225
1435,3816
1436,6226
1437,6226
1438,7435
1440,6316
893,6113
1441,7316
1444,6223
1442,6215
1443,6215
1445,3010
1439,6224
1607,9004
1608,9016
1600,9004
1601,9004
1605,9004
1606,9004
1611,2216
1610,2940
1604,9016
1609,9016
1602,9016
1577,9004
1586,9002
1591,9004
1581,9002
1579,9002
1527,9005
1587,9002
1588,9002
1580,9004
1595,9016
1594,9016
1597,9016
1599,9004
1598,9004
1603,9016
1589,9015
1592,9015
1585,9015
1582,9002
1590,9002
1593,9015
1596,9015
1509,9006
1521,9916
1530,9904
1531,9904
1522,9916
1529,9900
1497,9006
1528,9900
1538,9900
1525,9915
1506,9006
1533,9902
1523,9017
1511,9017
1536,9005
1539,9017
1534,9901
1504,9005
1552,9901
1548,9901
1541,9902
1551,9902
1545,9902
1537,9900
1543,9900
1550,9902
1549,9904
1546,9904
1544,9904
1556,9902
1563,9902
1555,9902
1554,9902
1557,9902
1565,9902
1562,9902
1566,9902
1561,9902
1567,9902
1560,9901
1564,9902
1571,9902
1574,9002
1576,9002
1575,9002
1578,9002
1520,9914
1532,9914
1510,9914
1540,9904
1547,9015
1553,9015
1558,9002
1569,9002
1573,9015
1572,9015
1570,9015
1584,9002
1583,9002
1472,9006
1478,9009
1473,9009
1483,9009
1477,9018
1480,9909
1485,9018
1486,9018
1482,9908
1481,9908
1487,9006
1493,9006
1489,9006
1499,9916
1496,9006
1495,9018
1494,9018
1492,9018
1498,9018
1515,9915
1501,9915
1500,9915
1507,9915
1505,9916
1512,9916
1518,9916
1517,9915
1516,9915
1514,9915
1524,9915
1526,9915
1479,9914
1484,9914
1474,9914
1476,9914
1490,9914
1491,9914
1503,9913
1508,9914
1502,9913
1513,9913
1519,9913
1453,9019
1456,9019
1455,9019
1454,9019
1459,9908
1460,9909
1463,9011
1466,9019
1467,9011
1465,9011
1469,9011
1464,9011
1470,9011
1475,9908
1457,9020
1451,9020
1458,9019
1461,9020
1462,9020
1468,9019
1471,9019
1449,9019
1452,9019
1447,9020
1448,9020
1450,9020
1446,9020
1568,9902
1535,9901
1559,9904
1488,9018
1542,9914
1680,2940
1692,2940
1617,2940
1615,2940
1618,2940
1614,2940
1683,2940
1613,2940
1616,2940
1626,2936
1709,2935
1695,120
1625,2935
1708,2936
1691,2215
1621,2215
1684,2216
1620,2216
1685,2216
1612,2216
1686,2216
1687,2216
1628,2215
1690,2216
1689,2215
1688,2215
1693,2225
1619,2216
1694,2225
1649,2925
1835,2925
1834,2925
1634,2925
1836,2925
1837,2925
1824,205
1632,205
1822,206
1802,206
1810,135
1828,206
1814,206
1813,135
1823,135
1799,135
1797,135
1816,135
1798,135
1633,120
1771,120
1812,120
1803,120
1815,120
1818,135
1817,135
1825,135
1811,135
1819,135
1827,206
1809,206
1808,206
1829,206
1821,206
1820,135
1826,110
1830,110
1832,110
1833,110
1740,1710
1739,1720
1741,1710
1742,1710
1743,1710
1744,1710
1724,1605
1629,1605
1745,1605
1746,1605
1720,1605
1747,1605
1748,1605
1700,2215
1749,1506
1750,1506
1751,1506
1752,1506
1753,1505
1754,1506
1755,1505
1756,1505
1782,1505
1784,1505
1785,1505
1636,1710
1787,1410
1777,1410
1788,1410
1775,1410
1760,1505
1762,1505
1761,1505
1789,1505
1790,1506
1791,1506
1792,1506
1769,1506
1768,1506
1770,1506
1757,1506
1772,1505
1758,1506
1759,1506
1773,1506
1774,1505
1676,1410
1776,1410
1767,1410
1779,1410
1631,1410
1783,205
1764,136
1786,205
1763,136
1793,136
1794,136
1795,136
1796,136
1766,120
2641,136
1765,135
1800,205
1801,136
1630,205
1697,2225
1701,2225
1702,2225
1703,2215
1704,1606
1705,2215
1706,2215
1707,2215
1627,2215
1623,1606
1710,1606
1711,1606
1712,1720
1713,1720
1622,1720
1715,1606
1714,1606
1716,1606
1624,1605
1719,1605
1721,1605
1722,1605
1674,1605
1723,1605
1696,2225
1698,2225
1699,2225
1678,2927
1653,2925
2028,2925
2002,2925
2007,2925
1652,505
1648,505
2019,505
2018,405
2027,405
2021,2935
2020,405
2001,405
2029,505
2023,505
2024,2926
2022,2926
2030,2926
2025,2926
2026,2935
2031,2926
1654,2925
1639,1000
1955,605
1645,605
1641,325
1956,325
1957,325
1682,325
1958,325
1959,325
1963,315
1968,325
1969,325
1970,325
1971,325
1831,315
1972,325
1973,2935
1974,315
1975,315
1976,315
1977,315
1961,325
1960,315
1962,605
1964,605
1643,605
1978,605
1979,605
1980,605
1642,605
1981,605
1644,315
1982,605
1983,315
1984,315
1985,405
1986,405
1987,405
1646,605
1988,405
1989,605
2080,505
1990,505
1998,405
1651,405
1999,405
2000,405
1994,405
1992,405
1995,405
1647,505
1908,2000
1637,1900
1848,2000
1905,1820
1907,1820
1922,1810
1910,1710
1911,1710
1912,1710
1913,1710
1838,1720
1914,1710
1915,1710
1916,1710
1917,1710
1918,1710
1919,1710
1920,1710
1921,1320
1857,1320
1847,1330
1846,1330
1677,1000
1845,1000
1849,1000
1850,1000
1852,1330
1853,1330
1854,1330
1855,1330
1856,1330
1858,1420
1859,1420
1860,1420
1861,1420
1862,1310
1863,1310
1864,1310
1865,1330
1866,1320
1867,1320
1868,1320
1869,1310
1870,1310
1871,1310
1872,1330
1851,1330
1938,1115
1937,1000
1874,1330
1873,1000
1875,1330
1876,325
1877,1310
1878,1310
1879,1310
1880,1310
1881,1310
1882,1310
1883,1420
1781,1420
1885,1420
1884,1420
1886,205
1887,325
1888,205
1889,1310
1890,1310
1891,1310
1932,1310
1939,1310
1940,1310
1941,1310
1942,1000
1839,2100
1840,2100
1841,2100
1842,2100
1843,2100
1844,2100
1893,2100
1894,1720
1895,1720
1896,1720
1902,1720
1900,1720
1904,1720
1903,1720
1899,1720
1669,2927
2109,2926
1675,2927
2101,2926
2100,2926
2108,2926
2087,506
2107,506
1662,2926
2105,506
2104,505
2096,505
2106,505
2102,505
1991,505
1661,505
1663,2926
2099,2926
2098,2926
2097,2926
2038,1120
2040,1120
2064,705
2089,1120
2058,1120
2082,1120
2094,1120
2066,1120
2057,1120
2070,1115
2079,1115
2065,1115
2062,1115
2092,606
2069,606
2072,606
1658,606
1681,606
2067,1120
2063,1120
1660,506
1671,705
2085,705
2061,705
2075,1120
2060,506
2059,506
2056,606
2071,505
1659,606
2084,606
1657,606
2090,606
2086,606
2091,505
2081,506
2083,506
2068,506
2088,506
2078,506
2077,506
2093,705
2073,505
2076,505
2095,505
2074,505
2003,900
2004,1200
2005,1200
2006,1200
2008,1200
2009,1200
1650,2000
1943,2000
2010,2000
2011,1200
2012,1200
2013,1200
2014,1200
1668,900
2015,900
2016,1200
1656,1200
2017,1130
2054,1130
2043,1116
2044,1116
2048,1116
2053,1130
2045,1116
2046,900
2047,900
2055,900
2041,1120
2042,1120
2039,1120
2036,1120
2050,1116
1655,1116
2037,1120
2032,1116
2052,1116
2049,1116
2035,1116
2033,1116
2051,1115
2034,1120
2142,2910
1670,2910
1665,805
2138,805
2137,805
2133,805
2117,805
2125,806
2118,806
1664,806
2130,805
2132,705
2139,805
2134,705
2136,705
1672,706
2129,706
2143,706
2135,705
2131,705
2126,806
2128,806
2127,806
2124,806
1667,806
2123,806
2111,806
2110,806
2114,806
2112,900
2119,806
2121,806
2120,806
2122,805
2115,805
2116,805
2113,805
1666,705
1673,706
2144,706
2145,2910
1679,1820
1635,1820
1909,1710
1906,1810
1944,1810
1945,1710
1946,1810
1923,1810
1924,1710
1898,1720
1897,1720
1925,1330
1926,1330
1927,1330
1928,1320
1930,1330
1929,1320
1931,1320
1993,315
1901,1720
1933,1320
1934,1310
1725,1720
1726,1720
1935,1320
1738,1720
1804,1710
1717,1606
1732,1720
1733,1720
1936,1710
1734,1720
1718,1606
1996,315
1947,1710
1948,1710
1778,1420
1730,1720
2103,505
1949,1320
1727,1606
1728,1720
1729,1720
1807,1605
1805,1506
1780,1420
1950,1310
1997,405
1731,1720
1965,1330
1640,1330
1966,1310
1737,1720
1953,1320
1967,1320
2140,705
1806,1505
2141,805
1735,1720
1736,1720
1951,1320
1638,1320
1952,1320
1954,1320
2627,7015
2274,8906
2283,8905
2534,7026
2511,7026
2528,7026
2537,7205
2491,7525
2543,7026
2359,8125
2484,7335
2510,7026
2615,7100
2584,7025
2602,7315
2529,7206
2581,7315
2568,7315
2488,7335
2539,7206
2530,7515
2553,7206
2567,7206
2569,7315
2554,7315
2520,7515
2518,7515
2540,7206
2517,7205
2519,7206
2541,7320
2570,7315
2521,7320
2542,7320
2555,7320
2556,7316
2571,7315
2503,7525
2504,7535
2495,7535
2496,7535
2497,7535
2494,7535
2493,7525
2522,7320
2523,7320
2557,7320
2525,7320
2573,7320
2574,7320
2591,7320
2583,7316
2605,7316
2572,7316
2604,7316
2590,7316
2600,7100
2582,7315
2589,7315
2588,7315
2603,7315
2209,8320
2475,7535
2487,7535
2472,7535
2479,7535
2471,7537
2474,7525
2538,7206
2552,7206
2536,7205
2535,7205
2551,7205
2616,7316
2577,7025
2561,7025
2586,7025
2585,7025
2498,7335
2480,7335
2404,8115
2464,8115
2473,8115
2462,8115
2476,7535
2625,7315
2626,7316
2624,7315
2481,7335
2477,7335
2411,7340
2502,7525
2193,8406
2611,7100
2230,8310
2228,8310
2630,7100
2331,8210
2269,8210
2343,8126
2208,8320
2197,8925
2196,8926
2445,8600
2416,8600
2478,7525
2597,7100
2374,7537
2376,7537
2175,8500
2180,8500
2451,7425
2184,8500
2286,7806
2232,8310
2295,7605
2587,7025
2580,7206
2463,8115
2388,7537
2402,7537
2172,8500
2199,8910
2452,7436
2201,8910
2316,8937
2177,8936
2250,7606
2318,7606
2315,8937
2303,7700
2271,7805
2284,7805
2168,8926
2186,8936
2178,8936
2378,8115
2285,7805
2469,7340
2154,8926
2164,8935
2490,7335
2170,8936
2422,8910
2311,8937
2187,8936
2594,7015
2202,8910
2321,8220
2323,8220
2256,7905
2255,7905
2266,7905
2593,7415
2325,8220
2342,8126
2621,7100
2608,7015
2444,8600
2247,8310
2345,8000
2219,8405
2439,7425
2392,8115
2365,8000
2346,8000
2595,7025
2563,7025
2609,7015
2618,7015
2617,7015
2405,8115
2610,7015
2421,8910
2607,7015
2362,8125
2366,8125
2358,8000
2375,7537
2351,8000
2370,7537
2373,7537
2377,8115
2371,7537
2387,8115
2363,8125
2356,8126
2355,8125
2354,8125
2353,8125
2547,7025
2349,8125
2368,8125
2280,7805
2367,8126
2166,8936
2350,8126
2237,8925
2613,7100
2599,7100
2224,8310
2223,8310
2565,7205
2302,7700
2550,7025
2449,8600
2207,8320
2292,8905
2200,8910
2322,8220
2391,8115
2393,8115
2397,8115
2512,7026
2291,8906
2279,7805
2152,8927
2287,8126
2174,8500
2408,7335
2483,7335
2427,7425
2507,7335
2500,7335
2508,7425
2163,8935
2467,7340
2468,7340
2564,7205
2310,8600
2198,8925
2165,8926
2579,7206
2328,8220
2330,8220
2596,7025
2560,7025
2296,7700
2229,8310
2282,7805
2226,8310
2505,7335
2431,7436
2447,7436
2455,7435
2415,8600
2492,7525
2413,7605
2288,7806
2231,8310
2606,7015
2409,7340
2190,8936
2194,8926
2216,8310
2206,8320
2631,7100
2614,7100
2446,8600
2398,7340
2632,7316
2268,7805
2381,7526
2382,7526
2245,8310
2246,8310
2254,7905
2278,7905
2438,7425
2548,7025
2264,7905
2211,8320
2619,7015
2544,7205
2339,8126
2173,8500
2304,7700
2239,8310
2238,8310
2267,7905
2352,8125
2306,7340
2147,8935
2298,8906
2633,7316
2559,7320
2341,8125
2348,8000
2257,7905
2403,8115
2513,7026
2192,8500
2532,7335
2531,7335
2301,8905
2450,7425
2212,8405
2458,7415
2312,8937
2225,8310
2418,8905
2290,8906
2299,8906
2222,8925
2417,8905
2189,8936
2629,7015
2317,8937
2361,7526
2167,8500
2160,8926
2383,7526
2188,8936
2210,8320
2169,8936
2272,7805
2179,8500
2281,7805
2372,7340
2379,7340
2148,8935
2162,8935
2149,8935
2380,7340
2549,7025
2485,7525
2406,8115
2297,7700
2289,7806
2336,8210
2337,8210
2327,8220
2324,8220
2320,8220
2319,8220
2329,8220
2333,8210
2340,8210
2335,8210
2332,8210
2263,8220
2326,8220
2334,8210
2420,8910
2344,8126
2598,7100
2470,7526
2394,7526
2395,7537
2396,8115
2309,7700
2305,7700
2400,7340
2578,7206
2628,7015
2313,8937
2612,7100
2566,7206
2638,7100
2592,7415
2338,8125
2259,7805
2236,8925
2265,7905
2562,7025
2276,7805
2203,8910
2248,8405
2221,8925
2215,8310
2466,7335
2347,8000
2357,8000
2501,7026
2637,7015
2441,8600
2156,8936
2244,8310
2620,7015
2240,8310
2515,7205
2419,8910
2460,7525
2270,7805
2252,7606
