census_2010_block_id	census_block_group_id	census_block_id
530330292061011	1	1
530330292061016	1	2
530330292061017	1	3
530330292061015	1	4
530330292061019	1	5
530330292061063	1	6
530330292061064	1	7
530330283003029	2	8
530330297004057	3	9
530330305011121	4	10
530330305012001	5	11
530330305011120	4	12
530330305011014	4	13
530330305012000	5	14
530330305012002	5	15
530330305011116	4	16
530330305043000	6	17
530330305031004	7	18
530330305043005	6	19
530330305043007	6	20
530330305044006	8	21
530330305031003	7	22
530330305041001	9	23
530330305031020	7	24
530330305043004	6	25
530330305043002	6	26
530330305044007	8	27
530330305041000	9	28
530330305031019	7	29
530330305043001	6	30
530330305043008	6	31
530330286002001	10	32
530330286005026	11	33
530330286005014	11	34
530330260021006	12	35
530330261004029	13	36
530330262001007	14	37
530330261004028	13	38
530330261004014	13	39
530330260021005	12	40
530330261004012	13	41
530330261004025	13	42
530330264001005	15	43
530330263001001	16	44
530330264001012	15	45
530330263001000	16	46
530330264001008	15	47
530330264001028	15	48
530330264001029	15	49
530330264001025	15	50
530330264001013	15	51
530330100012028	17	52
530330104022002	18	53
530330104021008	19	54
530330109001010	20	55
530330109002087	21	56
530330104021011	19	57
530330104021001	19	58
530330110021004	22	59
530330110021012	22	60
530330109002060	21	61
530330109001014	20	62
530330104021033	19	63
530330109001015	20	64
530330109002089	21	65
530330104021000	19	66
530330109002078	21	67
530330104021023	19	68
530330109002081	21	69
530330093003169	23	70
530330093003168	23	71
530330291011035	24	72
530330291011021	24	73
530330291023002	25	74
530330291023004	25	75
530330291023005	25	76
530330291011018	24	77
530330291011022	24	78
530330305032015	26	79
530330305011032	4	80
530330305011021	4	81
530330305011003	4	82
530330086002002	27	83
530330081002019	28	84
530330081002012	28	85
530330086002000	27	86
530330262002004	29	87
530330262001015	14	88
530330262001166	14	89
530330262002005	29	90
530330262002010	29	91
530330262001190	14	92
530330262001024	14	93
530330262002007	29	94
530330262002003	29	95
530330262002001	29	96
530330262002011	29	97
530330262002000	29	98
530330272002034	30	99
530330262002002	29	100
530330272002010	30	101
530330262001017	14	102
530330262002006	29	103
530330262004007	31	104
530330262004008	31	105
530330262001164	14	106
530330262001086	14	107
530330262001163	14	108
530330262004006	31	109
530330262001117	14	110
530330262001118	14	111
530330117002011	32	112
530330117002012	32	113
530330264001031	15	114
530330263001016	16	115
530330263001007	16	116
530330263001022	16	117
530330263001010	16	118
530330117002029	32	119
530330095004003	33	120
530330100011000	34	121
530330100011001	34	122
530330095004005	33	123
530330095004018	33	124
530330095004006	33	125
530330095004017	33	126
530330095004004	33	127
530330095004019	33	128
530330261005001	35	129
530330261004019	13	130
530330263002024	36	131
530330305031002	7	132
530330305031001	7	133
530330305032005	26	134
530330305011009	4	135
530330305011013	4	136
530330305011012	4	137
530330305031000	7	138
530330305011007	4	139
530330305011011	4	140
530330305032022	26	141
530330305032004	26	142
530330297004016	3	143
530330297004009	3	144
530330297004015	3	145
530330297004014	3	146
530330297004043	3	147
530330297004049	3	148
530330297004008	3	149
530330305011017	4	150
530330305011119	4	151
530330109002012	21	152
530330110021009	22	153
530330110021011	22	154
530330110023012	37	155
530330110021013	22	156
530330110023014	37	157
530330110023010	37	158
530330292061143	1	159
530330292061080	1	160
530330292051002	38	161
530330292051007	38	162
530330292061133	1	163
530330292061116	1	164
530330292061137	1	165
530330292061097	1	166
530330313012020	39	167
530330313012021	39	168
530330297002001	40	169
530330297002000	40	170
530330297003042	41	171
530330297003045	41	172
530330297003053	41	173
530330297003058	41	174
530330297004005	3	175
530330297003063	41	176
530330297002005	40	177
530330297002007	40	178
530330297003048	41	179
530330297003041	41	180
530330297003055	41	181
530330297004003	3	182
530330297004000	3	183
530330297004001	3	184
530330297003051	41	185
530330297003046	41	186
530330297003052	41	187
530330297004022	3	188
530330297004017	3	189
530330297004050	3	190
530330104021015	19	191
530330262001091	14	192
530330262001170	14	193
530330262001090	14	194
530330262001087	14	195
530330262001171	14	196
530330262001173	14	197
530330262001169	14	198
530330262001082	14	199
530330093003158	23	200
530330093003157	23	201
530330323232000	42	202
530330312022005	43	203
530330289025001	44	204
530330297004037	3	205
530330315021000	45	206
530330315021014	45	207
530330315021227	45	208
530330104024006	46	209
530330245002000	47	210
530330245001014	48	211
530330245002029	47	212
530330245001016	48	213
530330245001020	48	214
530330116005000	49	215
530330116005001	49	216
530330116003005	50	217
530330116003006	50	218
530330116006022	51	219
530330116006030	51	220
530330116003000	50	221
530330116006028	51	222
530330116003002	50	223
530330120003012	52	224
530330120001004	53	225
530330120001005	53	226
530330120001006	53	227
530330120003013	52	228
530330273003019	54	229
530330273002005	55	230
530330273002006	55	231
530330282001006	56	232
530330282001005	56	233
530330282001004	56	234
530330297004036	3	235
530330297004056	3	236
530330297004035	3	237
530330297004048	3	238
530330257011015	57	239
530330253022029	58	240
530330253022018	58	241
530330253021030	59	242
530330253021028	59	243
530330253022016	58	244
530330253022011	58	245
530330253022010	58	246
530330253021026	59	247
530330257015003	60	248
530330253013084	61	249
530330253021031	59	250
530330253022027	58	251
530330253013088	61	252
530330253013082	61	253
530330253022015	58	254
530330253021032	59	255
530330257011010	57	256
530330253022030	58	257
530330253021027	59	258
530330253021033	59	259
530330253021029	59	260
530330257012012	62	261
530330253022026	58	262
530330253022012	58	263
530330257012009	62	264
530330117002002	32	265
530330110021014	22	266
530330117003002	63	267
530330117002007	32	268
530330117002004	32	269
530330117002003	32	270
530330117003006	63	271
530330117003025	63	272
530330089003005	64	273
530330088003008	65	274
530330088003006	65	275
530330088003009	65	276
530330088003016	65	277
530330088003015	65	278
530330088003014	65	279
530330088003013	65	280
530330088003011	65	281
530330088003012	65	282
530330089003006	64	283
530330086003017	66	284
530330089003004	64	285
530330089003003	64	286
530330089003002	64	287
530330089003001	64	288
530330086003016	66	289
530330090002005	67	290
530330090002006	67	291
530330025002007	68	292
530330025002008	68	293
530330025002000	68	294
530330097022016	69	295
530330299023021	70	296
530330299023018	70	297
530330232012003	71	298
530330232012004	71	299
530330220033000	72	300
530330070004005	73	301
530330323234003	74	302
530330323232004	42	303
530330323232005	42	304
530330323234004	74	305
530330323231013	75	306
530330317032022	76	307
530330238043009	77	308
530330315023004	78	309
530330252002017	79	310
530330112001017	80	311
530330112001016	80	312
530330112001018	80	313
530330112001019	80	314
530330112001033	80	315
530330306001014	81	316
530330306001015	81	317
530330306001020	81	318
530330306001021	81	319
530330306003024	82	320
530330306003025	82	321
530330109001043	20	322
530330109001019	20	323
530330224004023	83	324
530330323252013	84	325
530330323252011	84	326
530330323252012	84	327
530330323233012	85	328
530330323231012	75	329
530330323231008	75	330
530330323232002	42	331
530330282001003	56	332
530330282001011	56	333
530330282001008	56	334
530330282001012	56	335
530330281001001	86	336
530330281001000	86	337
530330282003000	87	338
530330281001002	86	339
530330281001004	86	340
530330281001003	86	341
530330282003001	87	342
530330281002001	88	343
530330281002000	88	344
530330282003002	87	345
530330282001009	56	346
530330282001010	56	347
530330281002015	88	348
530330281002017	88	349
530330282003003	87	350
530330281002016	88	351
530330282002008	89	352
530330282003004	87	353
530330282002005	89	354
530330282002010	89	355
530330281002019	88	356
530330245001001	48	357
530330245001024	48	358
530330245001019	48	359
530330245001018	48	360
530330120002001	90	361
530330251013002	91	362
530330320072003	92	363
530330320072010	92	364
530330105005018	93	365
530330301007002	94	366
530330301006012	95	367
530330301006010	95	368
530330067003017	96	369
530330067001012	97	370
530330067001004	97	371
530330320061014	98	372
530330320061013	98	373
530330320061015	98	374
530330096002011	99	375
530330096002002	99	376
530330096002001	99	377
530330098005006	100	378
530330099004030	101	379
530330097011011	102	380
530330097011015	102	381
530330097011022	102	382
530330097025010	103	383
530330097025015	103	384
530330097011009	102	385
530330097011010	102	386
530330097025004	103	387
530330298014015	104	388
530330298014014	104	389
530330234032001	105	390
530330069004018	106	391
530330106001015	107	392
530330106001016	107	393
530330106001017	107	394
530330106001018	107	395
530330106001019	107	396
530330106001023	107	397
530330106001005	107	398
530330106001004	107	399
530330106001011	107	400
530330106001010	107	401
530330044002025	108	402
530330044002026	108	403
530330226033004	109	404
530330308013000	110	405
530330050002011	111	406
530330050002012	111	407
530330050002013	111	408
530330295023005	112	409
530330295023006	112	410
530330321031056	113	411
530330321031044	113	412
530330220052003	114	413
530330220052005	114	414
530330097014010	115	415
530330097013018	116	416
530330097013019	116	417
530330110022008	117	418
530330110011002	118	419
530330260023000	119	420
530330275002003	120	421
530330275002004	120	422
530330275002007	120	423
530330275002002	120	424
530330275002006	120	425
530330275002013	120	426
530330275002005	120	427
530330091002007	121	428
530330258052005	122	429
530330258052011	122	430
530330258052004	122	431
530330258052013	122	432
530330258062005	123	433
530330258052009	122	434
530330258052010	122	435
530330258053009	124	436
530330258053014	124	437
530330258053015	124	438
530330258053017	124	439
530330258053016	124	440
530330258052000	122	441
530330258052001	122	442
530330258052002	122	443
530330258052003	122	444
530330254001006	125	445
530330254001010	125	446
530330028001011	126	447
530330028001004	126	448
530330028001005	126	449
530330028001010	126	450
530330273004015	127	451
530330273004020	127	452
530330322084003	128	453
530330078003013	129	454
530330078003012	129	455
530330078003011	129	456
530330054003005	130	457
530330250061013	131	458
530330322152032	132	459
530330322152035	132	460
530330322152036	132	461
530330322152033	132	462
530330322152034	132	463
530330322101016	133	464
530330322101004	133	465
530330322101003	133	466
530330322101001	133	467
530330325002093	134	468
530330325002084	134	469
530330290034001	135	470
530330204025000	136	471
530330204025001	136	472
530330256021002	137	473
530330256021011	137	474
530330256021000	137	475
530330256021001	137	476
530330304015019	138	477
530330304015017	138	478
530330304015008	138	479
530330303112009	139	480
530330303112007	139	481
530330303112006	139	482
530330303112005	139	483
530330303112014	139	484
530330303112015	139	485
530330294033010	140	486
530330294033009	140	487
530330294032004	141	488
530330294032008	141	489
530330043013009	142	490
530330043013010	142	491
530330043013011	142	492
530330043013016	142	493
530330321032014	143	494
530330321033008	144	495
530330304015018	138	496
530330321032015	143	497
530330303082014	145	498
530330303082013	145	499
530330303082003	145	500
530330303082002	145	501
530330303082004	145	502
530330303082007	145	503
530330303082000	145	504
530330303082001	145	505
530330303081002	146	506
530330303081001	146	507
530330303081000	146	508
530330303081003	146	509
530330303081007	146	510
530330303082005	145	511
530330303081009	146	512
530330303081010	146	513
530330303081004	146	514
530330303081006	146	515
530330303081005	146	516
530330303084004	147	517
530330303081008	146	518
530330014003006	148	519
530330014003007	148	520
530330014003005	148	521
530330014003004	148	522
530330014003003	148	523
530330014003002	148	524
530330014003010	148	525
530330204021004	149	526
530330204021003	149	527
530330303124003	150	528
530330303124007	150	529
530330303122008	151	530
530330303122004	151	531
530330303124008	150	532
530330291021011	152	533
530330291021022	152	534
530330293054006	153	535
530330274001018	154	536
530330274001019	154	537
530330324013051	155	538
530330324013052	155	539
530330324013053	155	540
530330217003001	156	541
530330217003007	156	542
530330217003008	156	543
530330217003002	156	544
530330217001000	157	545
530330217001001	157	546
530330217001007	157	547
530330217001008	157	548
530330217001002	157	549
530610519172009	158	550
530330217003004	156	551
530610519172006	158	552
530330216001011	159	553
530330216001000	159	554
530330216001002	159	555
530330217001009	157	556
530330217001003	157	557
530330217004009	160	558
530330217004010	160	559
530330217004011	160	560
530330217004012	160	561
530330217004004	160	562
530330217004001	160	563
530330217004000	160	564
530330217004003	160	565
530330217004008	160	566
530330217004006	160	567
530330217004007	160	568
530330217004005	160	569
530330217003010	156	570
530330217002015	161	571
530330217002017	161	572
530330217002016	161	573
530330217002019	161	574
530330217002020	161	575
530330217005008	162	576
530330217005009	162	577
530330303123003	163	578
530330303123002	163	579
530330303123001	163	580
530330303123017	163	581
530330303123000	163	582
530330096001008	164	583
530330096002005	99	584
530330096002006	99	585
530330314005000	165	586
530330315023034	78	587
530530702072019	166	588
530330315023037	78	589
530530702072018	166	590
530530702073002	167	591
530530702073001	167	592
530330315023045	78	593
530530702073023	167	594
530330315021170	45	595
530330315021039	45	596
530330315021048	45	597
530330315021059	45	598
530330315021045	45	599
530530701001033	168	600
530530701001034	168	601
530330225003001	169	602
530330225003002	169	603
530330312025006	170	604
530330312025007	170	605
530330312025034	170	606
530330312025008	170	607
530330312025009	170	608
530330312025035	170	609
530330315013044	171	610
530330312023013	172	611
530330312023021	172	612
530330315013042	171	613
530330315013083	171	614
530330315022003	173	615
530330315013015	171	616
530330315022004	173	617
530330315013084	171	618
530330315021122	45	619
530330315021175	45	620
530330315021079	45	621
530330315021032	45	622
530330097013022	116	623
530330322073002	174	624
530330277023022	175	625
530330277023024	175	626
530330277023029	175	627
530330301006001	95	628
530330301006000	95	629
530330301006003	95	630
530330305011046	4	631
530330305011043	4	632
530330305011025	4	633
530330305011023	4	634
530330305011053	4	635
530330305011047	4	636
530330316013002	176	637
530330316013000	176	638
530330316013004	176	639
530330316013005	176	640
530330312044007	177	641
530330312044004	177	642
530330316013001	176	643
530330316013006	176	644
530330316032012	178	645
530330316032013	178	646
530330315012006	179	647
530330315021092	45	648
530330327025206	180	649
530330277015017	181	650
530330277015021	181	651
530330277015028	181	652
530330277015015	181	653
530330277015014	181	654
530330292061157	1	655
530330292061050	1	656
530330292061160	1	657
530330292061161	1	658
530330292061060	1	659
530330292061051	1	660
530330292061077	1	661
530330292061061	1	662
530330292061072	1	663
530330292061158	1	664
530330292061155	1	665
530330292061020	1	666
530330292061156	1	667
530330319062025	182	668
530330318002002	183	669
530330318002023	183	670
530330320032011	184	671
530330320032005	184	672
530330320032006	184	673
530330320032010	184	674
530330320022035	185	675
530330320032009	184	676
530330320032017	184	677
530330320034078	186	678
530330320034074	186	679
530330327025137	180	680
530330327025001	180	681
530330327025152	180	682
530330327025205	180	683
530330033002010	187	684
530330033002013	187	685
530330266001000	188	686
530330266002000	189	687
530330266002011	189	688
530330266002012	189	689
530330266002006	189	690
530330121002000	190	691
530330121002007	190	692
530330121002012	190	693
530330121002010	190	694
530330267004005	191	695
530330266001003	188	696
530330266001004	188	697
530330114022021	192	698
530330114022020	192	699
530330266001001	188	700
530330266002003	189	701
530330266001005	188	702
530330266001009	188	703
530330266002007	189	704
530330266002008	189	705
530330266002010	189	706
530330266002002	189	707
530330266002013	189	708
530330266002009	189	709
530330266001006	188	710
530330266002001	189	711
530330121002001	190	712
530330121002008	190	713
530330121002009	190	714
530330267004006	191	715
530330121002002	190	716
530330121002003	190	717
530330120002002	90	718
530330267004002	191	719
530330260011023	193	720
530330253022000	58	721
530330250063026	194	722
530330250063029	194	723
530330321023015	195	724
530330321023048	195	725
530330327022000	196	726
530330327031045	197	727
530330326021054	198	728
530330326021049	198	729
530330326021052	198	730
530330328002048	199	731
530330328002002	199	732
530330327025030	180	733
530330328003294	200	734
530330048004018	201	735
530330048003003	202	736
530330048004017	201	737
530339901000029	203	738
530330243001008	204	739
530330243001005	204	740
530330243005006	205	741
530330243001017	204	742
530330243001001	204	743
530330233001024	206	744
530330233001032	206	745
530330233001030	206	746
530330233001033	206	747
530330231003011	207	748
530330231003014	207	749
530330234033005	208	750
530330322151006	209	751
530330322131000	210	752
530330322133006	211	753
530330322131001	210	754
530330326012018	212	755
530330328001119	213	756
530330328003257	200	757
530330328003079	200	758
530330322073014	174	759
530330322083010	214	760
530330322083009	214	761
530330080013019	215	762
530330029002012	216	763
530330030001025	217	764
530330029002010	216	765
530330029003015	218	766
530330029002014	216	767
530330029002013	216	768
530330030003019	219	769
530330030003018	219	770
530330040001000	220	771
530330323243003	221	772
530330323242001	222	773
530330323253006	223	774
530330323092026	224	775
530330323133016	225	776
530330323242004	222	777
530330323132006	226	778
530330323132015	226	779
530330323132013	226	780
530330323252004	84	781
530330323242002	222	782
530330323253000	223	783
530330323243004	221	784
530330323132014	226	785
530330323253008	223	786
530330323241008	227	787
530330323243005	221	788
530330323242000	222	789
530330324024024	228	790
530330323151004	229	791
530330323151007	229	792
530330323151026	229	793
530330324024028	228	794
530330325002000	134	795
530330325001067	230	796
530330325004018	231	797
530330328003281	200	798
530330202001008	232	799
530330202002004	233	800
530330202003001	234	801
530330202003003	234	802
530330202003006	234	803
530330202005000	235	804
530330208004000	236	805
530330202002008	233	806
530330202005004	235	807
530330202005005	235	808
530330208001003	237	809
530330202002013	233	810
530330202002011	233	811
530330208001002	237	812
530330208001001	237	813
530330202004001	238	814
530330202001012	232	815
530330202004004	238	816
530330202001005	232	817
530330202005006	235	818
530330202001010	232	819
530330202004003	238	820
530330202001011	232	821
530330202004006	238	822
530330202004000	238	823
530330202003000	234	824
530330202001013	232	825
530330202001004	232	826
530330202003005	234	827
530330207003002	239	828
530330217002001	161	829
530330217002002	161	830
530330217003005	156	831
530330217003009	156	832
530330217001006	157	833
530330217002018	161	834
530330216003014	240	835
530330217002009	161	836
530330217003000	156	837
530330217001005	157	838
530330323201000	241	839
530330323201001	241	840
530330323201009	241	841
530330323201020	241	842
530330323201017	241	843
530330323201014	241	844
530330323073011	242	845
530330323201019	241	846
530330323201013	241	847
530330323073007	242	848
530610519121032	243	849
530330323201002	241	850
530330323201008	241	851
530330323073009	242	852
530330323073002	242	853
530330323073006	242	854
530330323073031	242	855
530330324011054	244	856
530330324011050	244	857
530330325001018	230	858
530330325001000	230	859
530330325001025	230	860
530330328003227	200	861
530330328003330	200	862
530330328003366	200	863
530330328003345	200	864
530330328003021	200	865
530330203005000	245	866
530330309011015	246	867
530330309011002	246	868
530330309011001	246	869
530330309011004	246	870
530330309011031	246	871
530330114012005	247	872
530330296023025	248	873
530330022001021	249	874
530330022001011	249	875
530330022002000	250	876
530330096005018	251	877
530330264005010	252	878
530330264005012	252	879
530330264005013	252	880
530330264005014	252	881
530330264003003	253	882
530330264005016	252	883
530330264003004	253	884
530330284024046	254	885
530330268023005	255	886
530330096005014	251	887
530330097025012	103	888
530330097021023	256	889
530330096005013	251	890
530330097014014	115	891
530330097011000	102	892
530330096003006	257	893
530330097024019	258	894
530330097011017	102	895
530330097011016	102	896
530330097012003	259	897
530330097011006	102	898
530330097011005	102	899
530330097013024	116	900
530330097013012	116	901
530330097013026	116	902
530330097011020	102	903
530330097011021	102	904
530330097011023	102	905
530330097011019	102	906
530330097012009	259	907
530330097013016	116	908
530330097013004	116	909
530330097013011	116	910
530330097013010	116	911
530330097013023	116	912
530330106005013	260	913
530330097012004	259	914
530330097012002	259	915
530330095002039	261	916
530330095001040	262	917
530330095001039	262	918
530330095001035	262	919
530330095001044	262	920
530330228032003	263	921
530330228032013	263	922
530330049005009	264	923
530330203002005	265	924
530330317041028	266	925
530330317042006	267	926
530330004011008	268	927
530330004011007	268	928
530330004011005	268	929
530330004013000	269	930
530330004013001	269	931
530330314003003	270	932
530330048004015	201	933
530330048004016	201	934
530330225004008	271	935
530330263002020	36	936
530330263002021	36	937
530330263002022	36	938
530330263002039	36	939
530330263002036	36	940
530330263002037	36	941
530330263002038	36	942
530330263002027	36	943
530330263002028	36	944
530330263002018	36	945
530330263002017	36	946
530330263002019	36	947
530330261005003	35	948
530330261005002	35	949
530330261004016	13	950
530330261005004	35	951
530330219041033	272	952
530330061003003	273	953
530330066001005	274	954
530330066001004	274	955
530330066001006	274	956
530330245002026	47	957
530330245002024	47	958
530330245002020	47	959
530330245002021	47	960
530330245003020	275	961
530330245002023	47	962
530330245003019	275	963
530330245003022	275	964
530330245001034	48	965
530330245001035	48	966
530330245001036	48	967
530330245001033	48	968
530330245002027	47	969
530330246012000	276	970
530330252004010	277	971
530330252004009	277	972
530330327025090	180	973
530330327025021	180	974
530330327025092	180	975
530330327025071	180	976
530330327025060	180	977
530330275003007	278	978
530330225004023	271	979
530330327041047	279	980
530330327041028	279	981
530330327041048	279	982
530330293072000	280	983
530330215004000	281	984
530330298026016	282	985
530330314001000	283	986
530330313011042	284	987
530330074014004	285	988
530330317033008	286	989
530330317033012	286	990
530330323241007	227	991
530330323241006	227	992
530330323241005	227	993
530330205002000	287	994
530330322081013	288	995
530330097022014	69	996
530330097022015	69	997
530330098004010	289	998
530330098004019	289	999
530330260021003	12	1000
530330277012036	290	1001
530330067001011	97	1002
530330293032004	291	1003
530330295033007	292	1004
530330298012004	293	1005
530330297004041	3	1006
530330074022002	294	1007
530330285003000	295	1008
530330285003002	295	1009
530330221024010	296	1010
530330221024011	296	1011
530330218022050	297	1012
530330221021010	298	1013
530330221021004	298	1014
530330221021000	298	1015
530330226041009	299	1016
530330226041010	299	1017
530330221021018	298	1018
530330221021022	298	1019
530330221021021	298	1020
530330221021005	298	1021
530330323223006	300	1022
530330323223010	300	1023
530330323223007	300	1024
530330323223000	300	1025
530330323223001	300	1026
530330250032015	301	1027
530330256023002	302	1028
530330256023001	302	1029
530330237002005	303	1030
530330237002013	303	1031
530330237002014	303	1032
530330237001012	304	1033
530330237001013	304	1034
530330237001011	304	1035
530330237001014	304	1036
530330237001005	304	1037
530330003001016	305	1038
530330103005001	306	1039
530330323152009	307	1040
530330323152007	307	1041
530330323152006	307	1042
530330323152012	307	1043
530330323152013	307	1044
530330323152011	307	1045
530330323152015	307	1046
530330323152016	307	1047
530330323152014	307	1048
530330323152024	307	1049
530330323153027	308	1050
530330323152023	307	1051
530330323152017	307	1052
530330323152010	307	1053
530330323152034	307	1054
530330323152025	307	1055
530330323151020	229	1056
530330323152020	307	1057
530330323152019	307	1058
530330323152027	307	1059
530330323152031	307	1060
530330323152033	307	1061
530330056005004	309	1062
530330218021032	310	1063
530330218021003	310	1064
530330218021033	310	1065
530330293073009	311	1066
530330039001020	312	1067
530330039001021	312	1068
530330039001007	312	1069
530330070002004	313	1070
530330073001014	314	1071
530330099002005	315	1072
530330099004095	101	1073
530330062001056	316	1074
530330062001066	316	1075
530330273003025	54	1076
530330210002011	317	1077
530330210002012	317	1078
530330203004001	318	1079
530330203004000	318	1080
530330203004004	318	1081
530330203004005	318	1082
530330313022040	319	1083
530330313022039	319	1084
530530702072004	166	1085
530530702073009	167	1086
530330315023052	78	1087
530330315021195	45	1088
530330315021058	45	1089
530530703073010	320	1090
530330312023023	172	1091
530330315021187	45	1092
530330277023026	175	1093
530330277023037	175	1094
530330277023036	175	1095
530330277023027	175	1096
530330277023039	175	1097
530330277023035	175	1098
530330277023030	175	1099
530330298026018	282	1100
530330299023000	70	1101
530330299023013	70	1102
530330299021000	321	1103
530330299023001	70	1104
530330299023003	70	1105
530330298026021	282	1106
530330298026015	282	1107
530330299021009	321	1108
530330299023002	70	1109
530330299021002	321	1110
530330317041040	266	1111
530330312044003	177	1112
530330312044002	177	1113
530330312041000	322	1114
530330312041002	322	1115
530330317041011	266	1116
530330312044000	177	1117
530330316013012	176	1118
530330317041041	266	1119
530330312044001	177	1120
530330317041035	266	1121
530330312041003	322	1122
530330317041031	266	1123
530330316031028	323	1124
530330316053019	324	1125
530330316053018	324	1126
530330075002009	325	1127
530330277015013	181	1128
530339901000065	203	1129
530330283003050	2	1130
530330292061101	1	1131
530330283003070	2	1132
530330283003069	2	1133
530330283003049	2	1134
530330283003082	2	1135
530330283003036	2	1136
530330292061070	1	1137
530330283003035	2	1138
530330318002011	183	1139
530330318002022	183	1140
530330320022038	185	1141
530330320032021	184	1142
530330320032020	184	1143
530330320022037	185	1144
530330320032014	184	1145
530330320022040	185	1146
530330320034068	186	1147
530330327025207	180	1148
530330327025201	180	1149
530330327025144	180	1150
530330070002002	313	1151
530330262001126	14	1152
530330120003017	52	1153
530330121001009	326	1154
530330121001012	326	1155
530330121001013	326	1156
530330120002014	90	1157
530330120002018	90	1158
530330121002004	190	1159
530330121001010	326	1160
530330120002015	90	1161
530330121001005	326	1162
530330120003009	52	1163
530330120003016	52	1164
530330120003008	52	1165
530330121001007	326	1166
530330120002017	90	1167
530330118002016	327	1168
530330118003015	328	1169
530330119002004	329	1170
530330119003000	330	1171
530330118002015	327	1172
530330118003014	328	1173
530330119003002	330	1174
530330119003001	330	1175
530330119003012	330	1176
530330119002012	329	1177
530330119002016	329	1178
530330119002018	329	1179
530330119003013	330	1180
530330118001000	331	1181
530330251021002	332	1182
530330250051020	333	1183
530330251021003	332	1184
530330251021009	332	1185
530330250051021	333	1186
530330251021000	332	1187
530330251021001	332	1188
530330250051022	333	1189
530330321023021	195	1190
530330327022010	196	1191
530330320034000	186	1192
530330327022007	196	1193
530330327022003	196	1194
530330326023051	334	1195
530330327022006	196	1196
530330326023052	334	1197
530330328002031	199	1198
530330262001144	14	1199
530330262001143	14	1200
530330262001116	14	1201
530330262001147	14	1202
530330262001156	14	1203
530330262001145	14	1204
530330262001168	14	1205
530330262001155	14	1206
530339901000032	203	1207
530330243001003	204	1208
530330233002011	335	1209
530330233002010	335	1210
530330234011005	336	1211
530330233001019	206	1212
530330233001023	206	1213
530330233001025	206	1214
530330234011006	336	1215
530330233001022	206	1216
530330233002006	335	1217
530330233003013	337	1218
530330234013002	338	1219
530330234011020	336	1220
530330234011010	336	1221
530330234011004	336	1222
530330234011011	336	1223
530330234011018	336	1224
530330234011019	336	1225
530330234011000	336	1226
530330322143000	339	1227
530330322143008	339	1228
530330322151012	209	1229
530330322142017	340	1230
530330322151014	209	1231
530330322131003	210	1232
530330326012025	212	1233
530330328001003	213	1234
530330328001005	213	1235
530330031005020	341	1236
530330031005024	341	1237
530330031005023	341	1238
530330031002013	342	1239
530330031003005	343	1240
530330031002012	342	1241
530330031002005	342	1242
530330031002004	342	1243
530330031002007	342	1244
530330031002006	342	1245
530330031001006	344	1246
530330040001010	220	1247
530330040001025	220	1248
530330040001029	220	1249
530330040001027	220	1250
530330022004007	345	1251
530330022004006	345	1252
530330040001030	220	1253
530330040001004	220	1254
530330040001028	220	1255
530330040001014	220	1256
530330040001008	220	1257
530330323093022	346	1258
530330323243002	221	1259
530330226053009	347	1260
530330323092013	224	1261
530330323092022	224	1262
530330323092020	224	1263
530330323092021	224	1264
530330323091023	348	1265
530330323092029	224	1266
530330323091021	348	1267
530330226053000	347	1268
530330226053003	347	1269
530330323243000	221	1270
530330226053008	347	1271
530330323093018	346	1272
530330323092002	224	1273
530330323092015	224	1274
530330323091015	348	1275
530330323092001	224	1276
530330226053007	347	1277
530330323091012	348	1278
530330323092000	224	1279
530330323092019	224	1280
530330323091008	348	1281
530330323091007	348	1282
530330323244013	349	1283
530330323093035	346	1284
530330323244010	349	1285
530330323091011	348	1286
530330323091019	348	1287
530330323091013	348	1288
530330323092016	224	1289
530330323093040	346	1290
530330323151009	229	1291
530330323292054	350	1292
530330323292041	350	1293
530330325004016	231	1294
530330325001079	230	1295
530330325001078	230	1296
530330325001080	230	1297
530330325004014	231	1298
530330325004006	231	1299
530330226042020	351	1300
530330226042025	351	1301
530330226042019	351	1302
530330201001002	352	1303
530330201003011	353	1304
530330201001005	352	1305
530330201003015	353	1306
530330201003016	353	1307
530330201003020	353	1308
530330201001006	352	1309
530330201003005	353	1310
530330201002000	354	1311
530330201003009	353	1312
530330201003017	353	1313
530330201001007	352	1314
530330201001011	352	1315
530330201001013	352	1316
530330201002001	354	1317
530330201002021	354	1318
530330201003000	353	1319
530330201001009	352	1320
530330201001014	352	1321
530330201001003	352	1322
530330201001001	352	1323
530330201003004	353	1324
530330201002002	354	1325
530330216003021	240	1326
530330216001014	159	1327
530330216004004	355	1328
530330215002009	356	1329
530330323201007	241	1330
530330323191000	357	1331
530330323201012	241	1332
530330323201005	241	1333
530330323203002	358	1334
530330323201004	241	1335
530330323191004	357	1336
530330323191006	357	1337
530330323201011	241	1338
530330323111000	359	1339
530330323111001	359	1340
530330328003326	200	1341
530330328003212	200	1342
530330328003319	200	1343
530330328003324	200	1344
530330328003322	200	1345
530330328003365	200	1346
530330328003359	200	1347
530330328003220	200	1348
530330328003374	200	1349
530330328003329	200	1350
530330328003373	200	1351
530330328003327	200	1352
530330328003223	200	1353
530330328003221	200	1354
530330279002000	360	1355
530330248003006	361	1356
530330296012010	362	1357
530330296012008	362	1358
530330321032027	143	1359
530330260014008	363	1360
530330261003000	364	1361
