'block_id','sector_id','number_of_jobs'
'530530723131005','17',1.00
'530530723131011','17',2.00
'530530723131011','2',7.00
'530530723131018','12',1.00
'530530723131018','2',2.00
'530530723131019','17',2.00
'530530723131019','2',2.00
'530530723131022','12',2.00
'530530723131022','13',30.00
'530530723131022','14',11.00
'530530723131022','16',43.00
'530530723131022','2',1.00
'530530723131022','7',6.00
'530530723131023','13',7.00
'530530723131023','14',3.00
'530530723131023','16',9.00
'530530723131023','18',1.00
'530530723131023','7',2.00
'530530723131024','17',1.00
'530530723131026','17',2.00
'530530723131027','17',1.00
'530530723131028','13',1.00
'530530723131028','17',1.00
'530530723131028','2',1.00
'530530723132000','13',10.00
'530530723132000','16',2.00
'530530723132000','17',2.00
'530530723132001','2',10.00
'530530723132003','17',2.00
'530530723132004','13',1.00
'530530723132004','17',1.00
'530530723132004','2',3.00
'530530723132004','7',16.00
'530530723132006','2',8.00
'530530723132007','16',1.00
'530530723132010','13',1.00
'530530723132010','2',2.00
'530530723132010','7',7.00
'530530723132011','13',1.00
'530530723132017','17',1.00
'530530723132017','7',1.00
'530530724051000','13',2.00
'530530724051000','17',2.00
'530530724051000','6',2.00
'530530724051006','13',1.00
'530530724051006','17',2.00
'530530724051006','6',2.00
'530530724051008','13',2.00
'530530724051010','17',1.00
'530530724051011','15',1.00
'530530724051011','7',1.00
'530530724051012','2',2.00
'530530724051012','7',1.00
'530530724051018','2',6.00
'530530724051018','6',2.00
'530530724051018','7',1.00
'530530724051020','13',1.00
'530530724051020','16',1.00
'530530724051021','7',2.00
'530530724051027','2',1.00
'530530724052000','17',6.00
'530530724052000','2',5.00
'530530724052000','6',3.00
'530530724052003','13',7.00
'530530724052005','17',4.00
'530530724052005','2',11.00
'530530724052005','6',2.00
'530530724052011','13',5.00
'530530724052011','17',3.00
'530530724052011','2',2.00
'530530724052011','6',2.00
'530530724052013','17',1.00
'530530724052016','13',1.00
'530530724052020','13',1.00
'530530724052024','13',1.00
'530530724052024','2',1.00
'530530724052024','6',1.00
'530530724061000','16',5.00
'530530724061003','1',3.00
'530530724061003','13',3.00
'530530724061003','17',1.00
'530530724061003','2',7.00
'530530724061009','12',1.00
'530530724061009','13',1.00
'530530724061009','17',8.00
'530530724061009','6',1.00
'530530724061009','8',3.00
'530530724061012','17',5.00
'530530724061014','1',1.00
'530530724061014','13',1.00
'530530724061014','17',3.00
'530530724061014','2',1.00
'530530724062002','11',7.00
'530530724062002','12',7.00
'530530724062002','14',1.00
'530530724062002','16',21.00
'530530724062002','3',3.00
'530530724062002','6',1.00
'530530724062005','12',2.00
'530530724062005','13',1.00
'530530724062005','15',1.00
'530530724062005','17',2.00
'530530724062005','2',6.00
'530530724062005','6',1.00
'530530724062005','8',2.00
'530530724062006','8',1.00
'530530724062008','15',3.00
'530530724062008','2',2.00
'530530724062010','12',24.00
'530530724062010','13',22.00
'530530724062010','16',7.00
'530530724062010','2',88.00
'530530724062010','6',33.00
'530530724062014','15',2.00
'530530724062015','11',1.00
'530530724062015','13',3.00
'530530724062015','15',8.00
'530530724062015','17',1.00
'530530724062015','2',1.00
'530530724062016','13',2.00
'530530724062016','15',16.00
'530530724062016','2',1.00
'530530724062017','13',1.00
'530530724062017','15',3.00
'530530724062022','13',3.00
'530530724062022','2',2.00
'530530724062022','6',1.00
'530530724062026','13',2.00
'530530724062026','16',2.00
'530530724063000','1',2.00
'530530724063000','12',3.00
'530530724063000','13',10.00
'530530724063000','16',1.00
'530530724063000','17',1.00
'530530724063000','2',8.00
'530530724063000','3',3.00
'530530724063000','6',2.00
'530530724063000','8',3.00
'530530724063008','3',2.00
'530530724063010','13',1.00
'530530724063010','17',4.00
'530530724063013','17',3.00
'530530724071001','12',8.00
'530530724071001','13',74.00
'530530724071001','14',35.00
'530530724071001','15',4.00
'530530724071001','16',30.00
'530530724071001','17',33.00
'530530724071001','2',37.00
'530530724071001','3',1.00
'530530724071001','6',10.00
'530530724071001','7',6.00
'530530724071002','14',1.00
'530530724071003','13',2.00
'530530724071003','2',1.00
'530530724071004','17',1.00
'530530724071005','13',1.00
'530530724071005','16',9.00
'530530724071005','17',1.00
'530530724071005','6',2.00
'530530724071006','13',2.00
'530530724071006','16',1.00
'530530724071007','12',7.00
'530530724071007','13',14.00
'530530724071007','7',6.00
'530530724071008','12',10.00
'530530724071008','13',6.00
'530530724071008','7',35.00
'530530724071009','12',48.00
'530530724071009','13',137.00
'530530724071009','14',37.00
'530530724071009','16',4.00
'530530724071009','17',3.00
'530530724071009','7',16.00
'530530724071010','12',21.00
'530530724071010','13',25.00
'530530724071010','16',4.00
'530530724071010','17',2.00
'530530724071010','2',1.00
'530530724071010','6',21.00
'530530724071010','7',1.00
'530530724071016','12',23.00
'530530724071016','14',31.00
'530530724071016','17',14.00
'530530724071016','6',32.00
'530530724071016','7',7.00
'530530724072001','11',1.00
'530530724072001','13',1.00
'530530724072001','2',13.00
'530530724072006','2',1.00
'530530724072009','12',53.00
'530530724072009','13',3.00
'530530724072009','16',22.00
'530530724072009','2',18.00
'530530724072009','8',2.00
'530530724072010','12',1.00
'530530724072010','13',8.00
'530530724072010','16',56.00
'530530724072010','17',1.00
'530530724072010','6',204.00
'530530724072010','7',13.00
'530530724072014','13',1.00
'530530724073000','12',2.00
'530530724073000','13',6.00
'530530724073000','15',1.00
'530530724073000','16',7.00
'530530724073000','17',6.00
'530530724073000','2',6.00
'530530724073000','7',1.00
'530530724073002','6',1.00
'530530724073004','12',3.00
'530530724073004','13',1.00
'530530724073004','15',2.00
'530530724073004','16',2.00
'530530724073004','17',3.00
'530530724073004','2',17.00
'530530724073004','6',1.00
'530530724073007','12',5.00
'530530724073007','13',7.00
'530530724073007','15',1.00
'530530724073007','16',18.00
'530530724073007','17',8.00
'530530724073007','2',13.00
'530530724073007','6',2.00
'530530724073011','15',1.00
'530530724073011','2',1.00
'530530724073013','17',5.00
'530530724073020','13',1.00
'530530724073020','16',202.00
'530530724081001','13',9.00
'530530724081002','11',2.00
'530530724081002','12',15.00
'530530724081002','13',32.00
'530530724081002','14',31.00
'530530724081002','15',1.00
'530530724081002','16',7.00
'530530724081002','17',24.00
'530530724081002','2',16.00
'530530724081002','7',158.00
'530530724081002','8',4.00
'530530724081004','8',13.00
'530530724081005','17',1.00
'530530724081008','16',6.00
'530530724081011','1',4.00
'530530724081012','17',1.00
'530530724081014','2',1.00
'530530724081014','7',3.00
'530530724082000','12',10.00
'530530724082000','13',4.00
'530530724082000','14',60.00
'530530724082000','16',11.00
'530530724082000','17',18.00
'530530724082000','2',4.00
'530530724082000','7',30.00
'530530724082000','8',3.00
'530530724082001','12',2.00
'530530724082001','14',13.00
'530530724082001','16',4.00
'530530724082001','17',3.00
'530530724082001','2',1.00
'530530724082001','7',8.00
'530530724082001','8',2.00
'530530724082003','13',4.00
'530530724082003','14',28.00
'530530724082003','17',3.00
'530530724082003','7',74.00
'530530724082004','13',14.00
'530530724082004','14',31.00
'530530724082004','17',3.00
'530530724082004','7',105.00
'530530724082005','11',75.00
'530530724082005','12',28.00
'530530724082005','13',33.00
'530530724082005','14',148.00
'530530724082005','15',14.00
'530530724082005','16',322.00
'530530724082005','17',15.00
'530530724082005','2',9.00
'530530724082005','6',13.00
'530530724082005','7',183.00
'530530724082005','8',41.00
'530530724082006','11',1.00
'530530724082006','14',3.00
'530530724082006','15',1.00
'530530724082006','16',1.00
'530530724082006','6',1.00
'530530724082006','7',4.00
'530530724082006','8',1.00
'530530724082008','17',3.00
'530530724082009','13',2.00
'530530724082009','14',3.00
'530530724082009','15',44.00
'530530724082009','16',4.00
'530530724082009','17',7.00
'530530724082009','18',126.00
'530530724082009','2',6.00
'530530724082009','6',1.00
'530530724082009','7',2.00
'530530724082009','8',29.00
'530530724082010','13',1.00
'530530724082010','17',1.00
'530530724082010','18',6.00
'530530724082010','7',1.00
'530530724083002','11',3.00
'530530724083002','12',47.00
'530530724083002','13',7.00
'530530724083002','14',64.00
'530530724083002','15',7.00
'530530724083002','16',240.00
'530530724083002','17',35.00
'530530724083002','2',4.00
'530530724083002','6',20.00
'530530724083002','7',168.00
'530530724083002','8',1.00
'530530724083006','13',4.00
'530530724083006','6',2.00
'530530724083008','6',1.00
'530530724083009','8',16.00
'530530724083010','17',36.00
'530530724083016','11',19.00
'530530724083016','12',5.00
'530530724083016','13',23.00
'530530724083016','15',7.00
'530530724083016','16',23.00
'530530724083016','17',87.00
'530530724083016','2',5.00
'530530724083016','6',23.00
'530530724083016','7',14.00
'530530724083016','8',76.00
'530530724083017','17',1.00
'530530724084000','11',3.00
'530530724084000','13',1.00
'530530724084000','15',17.00
'530530724084000','17',8.00
'530530724084000','2',33.00
'530530724084000','3',30.00
'530530724084000','6',10.00
'530530724084000','8',26.00
'530530724084002','2',2.00
'530530724084003','12',19.00
'530530724084003','2',2.00
'530530724084003','6',1.00
'530530724084004','13',1.00
'530530724084004','6',1.00
'530530724084011','11',4.00
'530530724084011','13',4.00
'530530724084011','16',1.00
'530530724084015','17',1.00
'530530724091000','17',1.00
'530530724091000','6',1.00
'530530724091003','13',6.00
'530530724091003','14',10.00
'530530724091003','15',39.00
'530530724091003','17',2.00
'530530724091003','18',1.00
'530530724091003','2',1.00
'530530724092011','17',1.00
'530530724092011','2',2.00
'530530724092013','6',2.00
'530530724092013','9',1.00
'530530724092014','17',1.00
'530530724092016','2',1.00
'530530724092019','12',1.00
'530530724092019','17',1.00
'530530724092019','2',1.00
'530530724092023','1',4.00
'530530724092023','12',5.00
'530530724092023','17',1.00
'530530724092023','6',18.00
'530530724101004','13',1.00
'530530724101004','17',3.00
'530530724101004','2',6.00
'530530724101004','6',7.00
'530530724101008','17',1.00
'530530724101008','2',1.00
'530530724101008','6',2.00
'530530724101008','7',14.00
'530530724101009','11',1.00
'530530724101009','12',1.00
'530530724101009','13',4.00
'530530724101009','14',4.00
'530530724101009','16',1.00
'530530724101009','17',2.00
'530530724101009','2',3.00
'530530724101009','7',4.00
'530530724101009','8',1.00
'530530724101015','13',18.00
'530530724101015','16',1.00
'530530724101015','17',1.00
'530530724101015','2',2.00
'530530724101016','1',1.00
'530530724101016','13',5.00
'530530724101016','14',1.00
'530530724101016','16',1.00
'530530724101016','17',2.00
'530530724101016','7',3.00
'530530724101016','8',1.00
'530530724102006','17',1.00
'530530724102008','13',4.00
'530530724102014','13',4.00
'530530724102014','2',6.00
'530530724102017','2',1.00
'530530724102020','17',1.00
'530530724102021','2',2.00
'530530724102022','13',1.00
'530530724102024','17',2.00
'530530724102024','2',2.00
'530530724102024','9',3.00
'530530725031003','6',2.00
'530530725031004','13',3.00
'530530725031004','2',2.00
'530530725031004','7',1.00
'530530725031005','14',18.00
'530530725031005','15',1.00
'530530725031005','17',4.00
'530530725031005','2',1.00
'530530725031007','14',5.00
'530530725031007','2',3.00
'530530725031011','13',8.00
'530530725031012','17',3.00
'530530725031012','2',33.00
'530530725031015','13',1.00
'530530725031015','14',6.00
'530530725031016','17',1.00
'530530725031019','2',15.00
'530530725031020','7',1.00
'530530725032001','12',2.00
'530530725032001','13',4.00
'530530725032001','16',8.00
'530530725032001','17',7.00
'530530725032001','2',8.00
'530530725032001','6',1.00
'530530725032005','13',1.00
'530530725032005','16',2.00
'530530725032005','2',2.00
'530530725032006','13',8.00
'530530725032006','14',23.00
'530530725032006','16',3.00
'530530725032006','17',1.00
'530530725032006','7',74.00
'530530725032008','13',1.00
'530530725041003','12',1.00
'530530725041003','6',1.00
'530530725041007','6',2.00
'530530725041009','1',2.00
'530530725041009','13',1.00
'530530725041009','16',1.00
'530530725041009','17',1.00
'530530725041009','2',3.00
'530530725041011','1',9.00
'530530725041011','17',1.00
'530530725041011','7',2.00
'530530725041012','12',7.00
'530530725041012','14',2.00
'530530725041012','7',8.00
'530530725041014','13',1.00
'530530725041014','16',2.00
'530530725041014','2',3.00
'530530725041015','12',5.00
'530530725041015','17',3.00
'530530725041015','7',1.00
'530530725041018','12',7.00
'530530725041020','13',9.00
'530530725041020','17',6.00
'530530725041029','13',3.00
'530530725041029','16',6.00
'530530725041029','17',1.00
'530530725041029','2',9.00
'530530725041031','1',1.00
'530530725041031','13',7.00
'530530725041031','16',6.00
'530530725041031','17',2.00
'530530725041031','2',15.00
'530530725041032','13',1.00
'530530725041032','2',3.00
'530530725041032','6',1.00
'530530725041033','16',1.00
