"census_2010_block_group_id",census_block_group_id,census_tract_id
"530330061002",1152,63
"530330061003",273,63
"530330061004",930,63
"530330062001",316,64
"530330062002",1274,64
"530330062003",928,64
"530330063001",1138,65
"530330063002",1340,65
"530330063003",952,65
"530330063004",982,65
"530330064001",1096,66
"530330064002",1093,66
"530330064003",1095,66
"530330065001",996,67
"530330065002",620,67
"530330065003",384,67
"530330066001",274,68
"530330066002",1103,68
"530330067001",97,69
"530330067002",1235,69
"530330067003",96,69
"530330067004",626,69
"530330068001",811,70
"530330068002",1241,70
"530330069001",1097,71
"530330069002",1228,71
"530330069003",1227,71
"530330069004",106,71
"530330070001",812,72
"530330070002",313,72
"530330070003",629,72
"530330070004",73,72
"530330070005",1247,72
"530330070006",376,72
"530330071001",601,73
"530330071002",468,73
"530330072001",371,74
"530330072002",739,74
"530330072003",738,74
"530330073001",314,75
"530330073002",429,75
"530330073003",741,75
"530330074011",408,76
"530330074012",1253,76
"530330074013",1376,76
"530330074014",285,76
"530330074021",759,77
"530330074022",294,77
"530330074023",1236,77
"530330075001",796,78
"530330075002",325,78
"530330075003",981,78
"530330075004",1146,78
"530330075005",997,78
"530330076001",1094,79
"530330076002",755,79
"530330076003",1057,79
"530330077001",1029,80
"530330077002",399,80
"530330077003",1028,80
"530330077004",899,80
"530330078001",540,81
"530330078002",539,81
"530330078003",129,81
"530330078004",1239,81
"530330079001",1102,82
"530330079002",1344,82
"530330079003",803,82
"530330079004",1249,82
"530330079005",1190,82
"530330080011",392,83
"530330080012",737,83
"530330080013",215,83
"530330080014",523,83
"530330080015",736,83
"530330080021",1265,84
"530330080022",375,84
"530330081001",890,85
"530330081002",28,85
"530330081003",1291,85
"530330082001",740,86
"530330082002",1294,86
"530330082003",1292,86
"530330083001",1054,87
"530330083002",510,87
"530330084001",727,88
"530330084002",1160,88
"530330084003",730,88
"530330085001",892,89
"530330085002",1293,89
"530330085003",893,89
"530330086001",1210,90
"530330086002",27,90
"530330086003",66,90
"530330087001",1217,91
"530330087002",850,91
"530330087003",1031,91
"530330088001",627,92
"530330088002",628,92
"530330088003",65,92
"530330089001",520,93
"530330089002",551,93
"530330089003",64,93
"530330089004",585,93
"530330090001",1145,94
"530330090002",67,94
"530330091001",695,95
"530330091002",121,95
"530330092001",1419,96
"530330092002",1176,96
"530330093001",472,97
"530330093002",778,97
"530330093003",23,97
"530330094001",691,98
"530330094002",471,98
"530330094003",1147,98
"530330094004",693,98
"530330094005",1148,98
"530330095001",262,99
"530330095002",261,99
"530330095003",920,99
"530330095004",33,99
"530330096001",164,100
"530330096002",99,100
"530330096003",257,100
"530330096004",688,100
"530330096005",251,100
"530330097011",102,101
"530330097012",259,101
"530330097013",116,101
"530330097014",115,101
"530330097021",256,102
"530330097022",69,102
"530330097023",802,102
"530330097024",258,102
"530330097025",103,102
"530330098001",622,103
"530330098002",623,103
"530330098003",519,103
"530330098004",289,103
"530330098005",100,103
"530330099001",931,104
"530330099002",315,104
"530330099003",496,104
"530330099004",101,104
"530330100011",34,105
"530330100012",17,105
"530330100013",1120,105
"530330100021",1398,106
"530330100022",672,106
"530330100023",692,106
"530330100024",694,106
"530330101001",1113,107
"530330101002",1219,107
"530330101003",1191,107
"530330101004",1053,107
"530330101005",1163,107
"530330102001",1041,108
"530330102002",1348,108
"530330102003",858,108
"530330102004",1042,108
"530330103001",742,109
"530330103002",1061,109
"530330103003",1338,109
"530330103004",1027,109
"530330103005",306,109
"530330104011",941,110
"530330104012",367,110
"530330104013",838,110
"530330104021",19,111
"530330104022",18,111
"530330104023",1218,111
"530330104024",46,111
"530330105001",897,112
"530330105002",1209,112
"530330105003",486,112
"530330105004",898,112
"530330105005",93,112
"530330106001",107,113
"530330106002",1230,113
"530330106003",834,113
"530330106004",1295,113
"530330106005",260,113
"530330106006",1056,113
"530330107011",935,114
"530330107012",1364,114
"530330107021",1405,115
"530330107022",1354,115
"530330107023",1341,115
"530330108001",1282,116
"530330108002",1211,116
"530330108003",1030,116
"530330109001",20,117
"530330109002",21,117
"530330110011",118,118
"530330110012",1127,118
"530330110013",1382,118
"530330110021",22,119
"530330110022",117,119
"530330110023",37,119
"530330111011",965,120
"530330111012",556,120
"530330111013",967,120
"530330111014",1412,120
"530330111021",756,121
"530330111022",964,121
"530330111023",968,121
"530330111024",966,121
"530330112001",80,122
"530330112002",1332,122
"530330112003",1355,122
"530330113001",1318,123
"530330113002",1407,123
"530330113003",1052,123
"530330113004",1315,123
"530330113005",1316,123
"530330114011",1375,124
"530330114012",247,124
"530330114013",1317,124
"530330114021",1418,125
"530330114022",192,125
"530330114023",1401,125
"530330115001",1286,126
"530330115002",1240,126
"530330115003",446,126
"530330116001",1062,127
"530330116002",1360,127
"530330116003",50,127
"530330116004",1149,127
"530330116005",49,127
"530330116006",51,127
"530330117001",1320,128
"530330117002",32,128
"530330117003",63,128
"530330117004",512,128
"530330118001",331,129
"530330118002",327,129
"530330118003",328,129
"530330118004",1150,129
"530330118005",568,129
"530330118006",1378,129
"530330119001",797,130
"530330119002",329,130
"530330119003",330,130
"530330119004",1051,130
"530330119005",1212,130
"530330120001",53,131
"530330120002",90,131
"530330120003",52,131
"530330121001",326,132
"530330121002",190,132
"530330201001",352,133
"530330201002",354,133
"530330201003",353,133
"530330202001",232,134
"530330202002",233,134
"530330202003",234,134
"530330202004",238,134
"530330202005",235,134
"530330203001",618,135
"530330203002",265,135
"530330203003",713,135
"530330203004",318,135
"530330203005",245,135
"530330204011",485,136
"530330204012",652,136
"530330204013",598,136
"530330204021",149,137
"530330204022",1187,137
"530330204023",1078,137
"530330204024",531,137
"530330204025",136,137
"530330205001",1313,138
"530330205002",287,138
"530330205003",569,138
"530330205004",886,138
"530330205005",449,138
"530330205006",653,138
"530330206001",974,139
"530330206002",975,139
"530330206003",835,139
"530330206004",456,139
"530330207001",453,140
"530330207002",781,140
"530330207003",239,140
"530330208001",237,141
"530330208002",413,141
"530330208003",412,141
"530330208004",236,141
"530330209001",483,142
"530330209002",1084,142
"530330209003",1040,142
"530330210001",570,143
"530330210002",317,143
"530330210003",664,143
"530330210004",571,143
"530330210005",566,143
"530330211001",1416,144
"530330211002",725,144
"530330211003",1170,144
"530330211004",1201,144
"530330213001",1023,145
"530330213002",948,145
"530330213003",900,145
"530330214001",926,146
"530330214002",882,146
"530330214003",816,146
"530330215001",1374,147
"530330215002",356,147
"530330215003",783,147
"530330215004",281,147
"530330216001",159,148
"530330216002",994,148
"530330216003",240,148
"530330216004",355,148
"530330217001",157,149
"530330217002",161,149
"530330217003",156,149
"530330217004",160,149
"530330217005",162,149
"530330218021",310,150
"530330218022",297,150
"530330218023",532,150
"530330218031",655,151
"530330218032",624,151
"530330218033",461,151
"530330218034",714,151
"530330218041",654,152
"530330218042",656,152
"530330218043",545,152
"530330219031",438,153
"530330219032",1264,153
"530330219033",1406,153
"530330219034",1326,153
"530330219035",934,153
"530330219041",272,154
"530330219042",937,154
"530330219043",887,154
"530330219044",1200,154
"530330219051",883,155
"530330219052",1202,155
"530330219053",884,155
"530330219054",940,155
"530330219061",393,156
"530330219062",366,156
"530330219063",1203,156
"530330220011",1098,157
"530330220012",658,157
"530330220013",836,157
"530330220031",669,158
"530330220032",971,158
"530330220033",72,158
"530330220034",849,158
"530330220035",1307,158
"530330220051",1126,159
"530330220052",114,159
"530330220053",911,159
"530330220061",681,160
"530330220062",1133,160
"530330220063",1186,160
"530330221011",1085,161
"530330221012",436,161
"530330221013",390,161
"530330221014",995,161
"530330221021",298,162
"530330221022",1003,162
"530330221023",1024,162
"530330221024",296,162
"530330222011",562,163
"530330222012",563,163
"530330222013",381,163
"530330222014",972,163
"530330222021",1283,164
"530330222022",1005,164
"530330222023",1284,164
"530330222024",984,164
"530330222025",689,164
"530330222031",466,165
"530330222032",380,165
"530330222033",679,165
"530330223001",1086,166
"530330223002",534,166
"530330224001",1045,167
"530330224002",723,167
"530330224003",969,167
"530330224004",83,167
"530330224005",711,167
"530330224006",710,167
"530330225001",651,168
"530330225002",1046,168
"530330225003",169,168
"530330225004",271,168
"530330225005",650,168
"530330226031",1143,169
"530330226032",1060,169
"530330226033",109,169
"530330226034",462,169
"530330226035",1047,169
"530330226041",299,170
"530330226042",351,170
"530330226043",878,170
"530330226051",528,171
"530330226052",527,171
"530330226053",347,171
"530330226061",925,172
"530330226062",957,172
"530330226063",529,172
"530330226064",671,172
"530330227011",831,173
"530330227012",939,173
"530330227021",830,174
"530330227022",1226,174
"530330227023",1044,174
"530330227031",879,175
"530330227032",832,175
"530330228011",752,176
"530330228012",423,176
"530330228013",719,176
"530330228014",749,176
"530330228021",491,177
"530330228022",1118,177
"530330228023",993,177
"530330228031",1119,178
"530330228032",263,178
"530330228033",748,178
"530330229011",415,179
"530330229012",444,179
"530330229021",417,180
"530330229022",933,180
"530330229023",1020,180
"530330229024",1083,180
"530330229025",421,180
"530330230001",942,181
"530330230002",753,181
"530330230003",416,181
"530330230004",420,181
"530330231001",1367,182
"530330231002",1366,182
"530330231003",207,182
"530330232011",745,183
"530330232012",71,183
"530330232013",1175,183
"530330232021",1104,184
"530330232022",1408,184
"530330232023",1268,184
"530330233001",206,185
"530330233002",335,185
"530330233003",337,185
"530330233004",1426,185
"530330234011",336,186
"530330234012",731,186
"530330234013",338,186
"530330234031",991,187
"530330234032",105,187
"530330234033",208,187
"530330234041",1259,188
"530330234042",1258,188
"530330235001",586,189
"530330235002",872,189
"530330235003",588,189
"530330236011",733,190
"530330236012",463,190
"530330236013",522,190
"530330236031",758,191
"530330236032",1383,191
"530330236033",1055,191
"530330236034",1415,191
"530330236041",757,192
"530330236042",521,192
"530330236043",403,192
"530330236044",378,192
"530330237001",304,193
"530330237002",303,193
"530330237003",732,193
"530330238011",422,194
"530330238012",587,194
"530330238031",750,195
"530330238032",454,195
"530330238041",467,196
"530330238042",746,196
"530330238043",77,196
"530330239001",683,197
"530330239002",445,197
"530330239003",645,197
"530330239004",549,197
"530330240001",379,198
"530330240002",751,198
"530330240003",747,198
"530330240004",452,198
"530330241001",1185,199
"530330241002",662,199
"530330241003",386,199
"530330241004",843,199
"530330242001",718,200
"530330242002",1082,200
"530330243001",204,201
"530330243002",1039,201
"530330243003",989,201
"530330243004",853,201
"530330243005",205,201
"530330244001",735,202
"530330244002",779,202
"530330245001",48,203
"530330245002",47,203
"530330245003",275,203
"530330246011",1124,204
"530330246012",276,204
"530330246013",670,204
"530330246021",1365,205
"530330246022",506,205
"530330246023",505,205
"530330247011",667,206
"530330247012",1198,206
"530330247013",1322,206
"530330247021",944,207
"530330247022",1323,207
"530330247023",943,207
"530330247024",805,207
"530330247025",442,207
"530330248001",990,208
"530330248002",560,208
"530330248003",361,208
"530330249011",1164,209
"530330249012",1165,209
"530330249013",1166,209
"530330249014",976,209
"530330249021",1116,210
"530330249022",554,210
"530330249023",1114,210
"530330249031",1115,211
"530330249032",762,211
"530330249033",1350,211
"530330249034",1324,211
"530330250011",891,212
"530330250012",1312,212
"530330250013",1290,212
"530330250014",1199,212
"530330250031",1079,213
"530330250032",301,213
"530330250033",1232,213
"530330250034",1238,213
"530330250035",1349,213
"530330250051",333,214
"530330250052",383,214
"530330250061",131,215
"530330250062",443,215
"530330250063",194,215
"530330251011",515,216
"530330251012",514,216
"530330251013",91,216
"530330251014",513,216
"530330251021",332,217
"530330251022",919,217
"530330251023",465,217
"530330251024",424,217
"530330252001",541,218
"530330252002",79,218
"530330252003",414,218
"530330252004",277,218
"530330252005",583,218
"530330253011",643,219
"530330253012",625,219
"530330253013",61,219
"530330253021",59,220
"530330253022",58,220
"530330253023",1224,220
"530330254001",125,221
"530330254002",813,221
"530330254003",825,221
"530330254004",824,221
"530330255001",573,222
"530330255002",574,222
"530330255003",572,222
"530330256011",951,223
"530330256012",1197,223
"530330256013",1123,223
"530330256021",137,224
"530330256022",949,224
"530330256023",302,224
"530330257011",57,225
"530330257012",62,225
"530330257013",1321,225
"530330257014",1304,225
"530330257015",60,225
"530330257021",999,226
"530330257022",1142,226
"530330257023",1122,226
"530330258031",1111,227
"530330258032",1112,227
"530330258033",787,227
"530330258041",1110,228
"530330258042",1109,228
"530330258043",1358,228
"530330258051",1204,229
"530330258052",122,229
"530330258053",124,229
"530330258061",1397,230
"530330258062",123,230
"530330258063",543,230
"530330260011",193,231
"530330260012",1231,231
"530330260013",1021,231
"530330260014",363,231
"530330260015",987,231
"530330260021",12,232
"530330260022",1075,232
"530330260023",119,232
"530330260024",553,232
"530330261001",567,233
"530330261002",986,233
"530330261003",364,233
"530330261004",13,233
"530330261005",35,233
"530330262001",14,234
"530330262002",29,234
"530330262003",963,234
"530330262004",31,234
"530330263001",16,235
"530330263002",36,235
"530330264001",15,236
"530330264002",487,236
"530330264003",253,236
"530330264004",640,236
"530330264005",252,236
"530330265001",641,237
"530330265002",701,237
"530330265003",642,237
"530330266001",188,238
"530330266002",189,238
"530330267001",1435,239
"530330267002",862,239
"530330267003",790,239
"530330267004",191,239
"530330268011",702,240
"530330268012",489,240
"530330268013",705,240
"530330268014",703,240
"530330268021",704,241
"530330268022",777,241
"530330268023",255,241
"530330268024",776,241
"530330270001",905,242
"530330270002",808,242
"530330270003",807,242
"530330271001",410,243
"530330271002",411,243
"530330272001",870,244
"530330272002",30,244
"530330273001",1162,245
"530330273002",55,245
"530330273003",54,245
"530330273004",127,245
"530330274001",154,246
"530330274002",1196,246
"530330274003",1034,246
"530330274004",1131,246
"530330275001",547,247
"530330275002",120,247
"530330275003",278,247
"530330275004",1015,247
"530330276001",1037,248
"530330276002",1038,248
"530330276003",1074,248
"530330277011",775,249
"530330277012",290,249
"530330277013",578,249
"530330277014",804,249
"530330277015",181,249
"530330277021",635,250
"530330277022",634,250
"530330277023",175,250
"530330277024",535,250
"530330278001",1351,251
"530330278002",856,251
"530330278003",373,251
"530330279001",1032,252
"530330279002",360,252
"530330279003",1019,252
"530330279004",1035,252
"530330279005",1363,252
"530330279006",1121,252
"530330280001",1033,253
"530330280002",1303,253
"530330280003",666,253
"530330281001",86,254
"530330281002",88,254
"530330282001",56,255
"530330282002",89,255
"530330282003",87,255
"530330283001",1280,256
"530330283002",1267,256
"530330283003",2,256
"530330284021",907,257
"530330284022",908,257
"530330284023",1380,257
"530330284024",254,257
"530330284031",1414,258
"530330284032",370,258
"530330284033",1177,258
"530330285001",846,259
"530330285002",1300,259
"530330285003",295,259
"530330286001",696,260
"530330286002",10,260
"530330286003",1154,260
"530330286004",437,260
"530330286005",11,260
"530330286006",1314,260
"530330287001",374,261
"530330287002",822,261
"530330287003",636,261
"530330287004",1393,261
"530330288011",400,262
"530330288012",579,262
"530330288013",580,262
"530330288021",369,263
"530330288022",368,263
"530330288023",866,263
"530330288024",507,263
"530330289011",674,264
"530330289012",685,264
"530330289013",823,264
"530330289014",690,264
"530330289021",1329,265
"530330289022",675,265
"530330289023",1328,265
"530330289024",1194,265
"530330289025",44,265
"530330290011",1221,266
"530330290012",1132,266
"530330290013",1220,266
"530330290014",1248,266
"530330290031",1130,267
"530330290032",686,267
"530330290033",888,267
"530330290034",135,267
"530330290035",687,267
"530330290041",1157,268
"530330290042",1289,268
"530330291011",24,269
"530330291012",918,269
"530330291021",152,270
"530330291022",1048,270
"530330291023",25,270
"530330292031",1070,271
"530330292032",1189,271
"530330292041",668,272
"530330292042",771,272
"530330292043",770,272
"530330292044",1071,272
"530330292051",38,273
"530330292052",1347,273
"530330292053",956,273
"530330292061",1,274
"530330292062",1434,274
"530330292063",1107,274
"530330293031",621,275
"530330293032",291,275
"530330293033",894,275
"530330293034",734,275
"530330293035",440,275
"530330293041",482,276
"530330293042",1129,276
"530330293043",788,276
"530330293044",904,276
"530330293051",700,277
"530330293052",638,277
"530330293053",637,277
"530330293054",153,277
"530330293061",582,278
"530330293062",581,278
"530330293071",508,279
"530330293072",280,279
"530330293073",311,279
"530330294031",372,280
"530330294032",141,280
"530330294033",140,280
"530330294051",867,281
"530330294052",857,281
"530330294053",868,281
"530330294054",1269,281
"530330294055",726,281
"530330294061",837,282
"530330294062",1195,282
"530330294071",1223,283
"530330294072",959,283
"530330294073",785,283
"530330294081",786,284
"530330294082",1134,284
"530330294083",1222,284
"530330295021",680,285
"530330295022",1389,285
"530330295023",112,285
"530330295024",1151,285
"530330295031",910,286
"530330295032",1278,286
"530330295033",292,286
"530330295034",1215,286
"530330295035",1330,286
"530330295041",789,287
"530330295042",1302,287
"530330295043",1208,287
"530330296011",1173,288
"530330296012",362,288
"530330296013",809,288
"530330296014",1297,288
"530330296015",458,288
"530330296021",479,289
"530330296022",477,289
"530330296023",248,289
"530330297001",431,290
"530330297002",40,290
"530330297003",41,290
"530330297004",3,290
"530330297005",432,290
"530330298011",1058,291
"530330298012",293,291
"530330298013",1059,291
"530330298014",104,291
"530330298015",1216,291
"530330298021",499,292
"530330298022",1206,292
"530330298023",428,292
"530330298024",407,292
"530330298025",498,292
"530330298026",282,292
"530330299011",502,293
"530330299012",501,293
"530330299013",500,293
"530330299021",321,294
"530330299022",476,294
"530330299023",70,294
"530330300031",682,295
"530330300032",382,295
"530330300033",973,295
"530330300034",1301,295
"530330300035",1099,295
"530330300041",980,296
"530330300042",1410,296
"530330300043",1411,296
"530330300044",430,296
"530330300045",1431,296
"530330300046",1404,296
"530330300051",469,297
"530330300052",575,297
"530330300053",388,297
"530330300061",660,298
"530330300062",863,298
"530330301001",632,299
"530330301002",697,299
"530330301003",631,299
"530330301004",565,299
"530330301005",542,299
"530330301006",95,299
"530330301007",94,299
"530330302011",377,300
"530330302012",765,300
"530330302013",564,300
"530330302014",766,300
"530330302021",821,301
"530330302022",729,301
"530330302023",387,301
"530330302024",820,301
"530330302025",754,301
"530330303041",970,302
"530330303042",1004,302
"530330303051",914,303
"530330303052",1036,303
"530330303053",684,303
"530330303061",962,304
"530330303062",915,304
"530330303063",1105,304
"530330303064",961,304
"530330303081",146,305
"530330303082",145,305
"530330303083",1067,305
"530330303084",147,305
"530330303091",1256,306
"530330303092",1068,306
"530330303093",1069,306
"530330303094",1255,306
"530330303101",1361,307
"530330303102",743,307
"530330303103",1066,307
"530330303104",744,307
"530330303111",960,308
"530330303112",139,308
"530330303113",1063,308
"530330303114",1445,308
"530330303121",1237,309
"530330303122",151,309
"530330303123",163,309
"530330303124",150,309
"530330303131",932,310
"530330303132",1007,310
"530330303141",558,311
"530330303142",1065,311
"530330303143",1214,311
"530330304011",1155,312
"530330304012",1106,312
"530330304013",1156,312
"530330304014",1213,312
"530330304015",138,312
"530330304031",1017,313
"530330304032",1352,313
"530330304033",979,313
"530330304041",1271,314
"530330304042",1008,314
"530330304043",1413,314
"530330305011",4,315
"530330305012",5,315
"530330305031",7,316
"530330305032",26,316
"530330305041",9,317
"530330305042",768,317
"530330305043",6,317
"530330305044",8,317
"530330306001",81,318
"530330306002",450,318
"530330306003",82,318
"530330306004",767,318
"530330307001",1257,319
"530330307002",840,319
"530330307003",1277,319
"530330308011",396,320
"530330308012",475,320
"530330308013",110,320
"530330308021",395,321
"530330308022",665,321
"530330308023",434,321
"530330309011",246,322
"530330309012",365,322
"530330309021",722,323
"530330309022",1298,323
"530330309023",464,323
"530330310001",938,324
"530330310002",1395,324
"530330311001",478,325
"530330311002",397,325
"530330311003",480,325
"530330311004",903,325
"530330311005",1319,325
"530330312021",842,326
"530330312022",43,326
"530330312023",172,326
"530330312024",495,326
"530330312025",170,326
"530330312041",322,327
"530330312042",917,327
"530330312043",1192,327
"530330312044",177,327
"530330312045",1064,327
"530330312051",503,328
"530330312052",633,328
"530330312053",394,328
"530330312061",865,329
"530330312062",1193,329
"530330312063",864,329
"530330313011",284,330
"530330313012",39,330
"530330313021",1372,331
"530330313022",319,331
"530330313023",1309,331
"530330313024",546,331
"530330314001",283,332
"530330314002",851,332
"530330314003",270,332
"530330314004",793,332
"530330314005",165,332
"530330315011",1073,333
"530330315012",179,333
"530330315013",171,333
"530330315021",45,334
"530330315022",173,334
"530330315023",78,334
"530330316011",576,335
"530330316012",698,335
"530330316013",176,335
"530330316031",323,336
"530330316032",178,336
"530330316033",769,336
"530330316034",1353,336
"530330316041",1306,337
"530330316042",661,337
"530330316043",1174,337
"530330316051",504,338
"530330316052",577,338
"530330316053",324,338
"530330317031",1377,339
"530330317032",76,339
"530330317033",286,339
"530330317034",1167,339
"530330317035",497,339
"530330317041",266,340
"530330317042",267,340
"530330317043",860,340
"530330317051",1266,341
"530330317052",1272,341
"530330317053",1161,341
"530330317061",1250,342
"530330317062",794,342
"530330317063",1251,342
"530330317064",1153,342
"530330318001",817,343
"530330318002",183,343
"530330318003",557,343
"530330319031",950,344
"530330319032",913,344
"530330319033",1076,344
"530330319034",470,344
"530330319035",385,344
"530330319041",958,345
"530330319042",1141,345
"530330319043",1225,345
"530330319061",1281,346
"530330319062",182,346
"530330319071",1359,347
"530330319072",1357,347
"530330319073",1335,347
"530330319074",1089,347
"530330319075",1090,347
"530330319081",1088,348
"530330319082",1091,348
"530330319083",1356,348
"530330319091",1101,349
"530330319092",859,349
"530330320021",509,350
"530330320022",185,350
"530330320031",409,351
"530330320032",184,351
"530330320033",1072,351
"530330320034",186,351
"530330320051",1279,352
"530330320052",1396,352
"530330320053",1233,352
"530330320054",1252,352
"530330320055",795,352
"530330320056",1234,352
"530330320061",98,353
"530330320062",1270,353
"530330320063",699,353
"530330320071",639,354
"530330320072",92,354
"530330320073",1179,354
"530330320081",1128,355
"530330320082",1171,355
"530330320083",1172,355
"530330320101",1178,356
"530330320102",1158,356
"530330320103",1334,356
"530330320104",402,356
"530330320111",1368,357
"530330320112",1244,357
"530330321021",1108,358
"530330321022",517,358
"530330321023",195,358
"530330321024",1336,358
"530330321031",113,359
"530330321032",143,359
"530330321033",144,359
"530330321034",1182,359
"530330321041",516,360
"530330321042",1139,360
"530330321043",435,360
"530330322031",439,361
"530330322032",589,361
"530330322033",401,361
"530330322034",448,361
"530330322071",591,362
"530330322072",590,362
"530330322073",174,362
"530330322081",288,363
"530330322082",873,363
"530330322083",214,363
"530330322084",128,363
"530330322085",728,363
"530330322101",133,364
"530330322102",1080,364
"530330322103",398,364
"530330322111",481,365
"530330322112",630,365
"530330322113",921,365
"530330322121",1117,366
"530330322122",1016,366
"530330322123",488,366
"530330322124",1423,366
"530330322131",210,367
"530330322132",721,367
"530330322133",211,367
"530330322141",720,368
"530330322142",340,368
"530330322143",339,368
"530330322151",209,369
"530330322152",132,369
"530330323071",657,370
"530330323072",782,370
"530330323073",242,370
"530330323074",1001,370
"530330323075",1087,370
"530330323091",348,371
"530330323092",224,371
"530330323093",346,371
"530330323111",359,372
"530330323112",716,372
"530330323113",460,372
"530330323114",717,372
"530330323115",885,372
"530330323131",537,373
"530330323132",226,373
"530330323133",225,373
"530330323134",780,373
"530330323151",229,374
"530330323152",307,374
"530330323153",308,374
"530330323161",1262,375
"530330323162",1183,375
"530330323163",799,375
"530330323164",1325,375
"530330323171",1305,376
"530330323172",1242,376
"530330323173",936,376
"530330323174",447,376
"530330323175",1287,376
"530330323181",983,377
"530330323182",1288,377
"530330323183",493,377
