"census_2010_block_group_id",census_block_group_id,census_tract_id
"530330323184",492,377
"530330323191",357,378
"530330323192",927,378
"530330323193",533,378
"530330323194",404,378
"530330323201",241,379
"530330323202",1000,379
"530330323203",358,379
"530330323211",977,380
"530330323212",978,380
"530330323213",1018,380
"530330323214",1273,380
"530330323221",761,381
"530330323222",1002,381
"530330323223",300,381
"530330323231",75,382
"530330323232",42,382
"530330323233",85,382
"530330323234",74,382
"530330323241",227,383
"530330323242",222,383
"530330323243",221,383
"530330323244",349,383
"530330323251",536,384
"530330323252",84,384
"530330323253",223,384
"530330323261",706,385
"530330323262",538,385
"530330323263",712,385
"530330323271",1327,386
"530330323272",451,386
"530330323281",880,387
"530330323282",833,387
"530330323283",597,387
"530330323291",596,388
"530330323292",350,388
"530330324011",244,389
"530330324012",406,389
"530330324013",155,389
"530330324014",801,389
"530330324021",810,390
"530330324022",405,390
"530330324023",530,390
"530330324024",228,390
"530330325001",230,391
"530330325002",134,391
"530330325003",881,391
"530330325004",231,391
"530330326011",490,392
"530330326012",212,392
"530330326021",198,393
"530330326022",1081,393
"530330326023",334,393
"530330326024",1339,393
"530330327021",644,394
"530330327022",196,394
"530330327023",1077,394
"530330327024",1337,394
"530330327025",180,394
"530330327026",1381,394
"530330327031",197,395
"530330327032",584,395
"530330327041",279,396
"530330327042",798,396
"530330327043",518,396
"530330327044",871,396
"530330328001",213,397
"530330328002",199,397
"530330328003",200,397
"530339901000",203,398
"530350801011",1538,399
"530350801012",1528,399
"530350801021",1529,400
"530350801022",1537,400
"530350801023",1543,400
"530350802001",1530,401
"530350802002",1531,401
"530350803001",1546,402
"530350803002",1549,402
"530350804001",1559,403
"530350804002",1544,403
"530350804003",1540,403
"530350805001",1556,404
"530350805002",1563,404
"530350806001",1545,405
"530350806002",1554,405
"530350806003",1557,405
"530350806004",1550,405
"530350806005",1555,405
"530350807001",1533,406
"530350807002",1551,406
"530350807003",1541,406
"530350808001",1548,407
"530350808002",1535,407
"530350809001",1560,408
"530350809002",1552,408
"530350809003",1534,408
"530350809004",1539,408
"530350810001",1564,409
"530350810002",1571,409
"530350810003",1566,409
"530350811001",1561,410
"530350811002",1567,410
"530350812001",1562,411
"530350812002",1565,411
"530350814001",1568,412
"530350901011",1446,413
"530350901012",1448,413
"530350901013",1451,413
"530350901021",1450,414
"530350901022",1457,414
"530350901023",1447,414
"530350902011",1455,415
"530350902012",1452,415
"530350902013",1454,415
"530350902021",1449,416
"530350902022",1453,416
"530350902023",1456,416
"530350903001",1482,417
"530350903002",1481,417
"530350903003",1475,417
"530350903004",1459,417
"530350904001",1460,418
"530350904002",1480,418
"530350905011",1464,419
"530350905012",1465,419
"530350905013",1469,419
"530350905021",1463,420
"530350905022",1467,420
"530350905023",1470,420
"530350907001",1484,421
"530350907002",1474,421
"530350907003",1479,421
"530350908001",1491,422
"530350908002",1476,422
"530350908003",1490,422
"530350909001",1519,423
"530350909002",1513,423
"530350909003",1502,423
"530350909004",1503,423
"530350910001",1510,424
"530350910002",1508,424
"530350910003",1520,424
"530350910004",1532,424
"530350911001",1478,425
"530350911002",1473,425
"530350911003",1483,425
"530350912011",1494,426
"530350912012",1492,426
"530350912031",1477,427
"530350912032",1486,427
"530350912033",1485,427
"530350912034",1488,427
"530350912041",1495,428
"530350912042",1498,428
"530350913011",1496,429
"530350913012",1506,429
"530350913013",1497,429
"530350913021",1472,430
"530350913022",1487,430
"530350913023",1489,430
"530350913024",1493,430
"530350913025",1509,430
"530350914001",1511,431
"530350914002",1523,431
"530350915001",1501,432
"530350915002",1515,432
"530350915003",1514,432
"530350916001",1500,433
"530350916002",1507,433
"530350916003",1517,433
"530350916004",1516,433
"530350917001",1505,434
"530350917002",1499,434
"530350917003",1512,434
"530350917004",1518,434
"530350918001",1521,435
"530350918002",1522,435
"530350919001",1526,436
"530350919002",1525,436
"530350919003",1524,436
"530350920001",1536,437
"530350920002",1527,437
"530350920003",1504,437
"530350921001",1580,438
"530350921002",1591,438
"530350921003",1577,438
"530350922001",1576,439
"530350922002",1578,439
"530350922003",1588,439
"530350922004",1587,439
"530350923001",1586,440
"530350923002",1581,440
"530350923003",1579,440
"530350924001",1583,441
"530350924002",1584,441
"530350924003",1582,441
"530350924004",1590,441
"530350925001",1558,442
"530350925002",1575,442
"530350925003",1574,442
"530350925004",1569,442
"530350926001",1553,443
"530350926002",1547,443
"530350926003",1572,443
"530350926004",1573,443
"530350926005",1570,443
"530350927011",1585,444
"530350927012",1596,444
"530350927013",1593,444
"530350927041",1589,445
"530350927042",1592,445
"530350928011",1595,446
"530350928012",1594,446
"530350928013",1597,446
"530350928021",1603,447
"530350928022",1602,447
"530350928023",1604,447
"530350928031",1608,448
"530350928032",1609,448
"530350929011",1598,449
"530350929012",1601,449
"530350929013",1606,449
"530350929014",1607,449
"530350929021",1599,450
"530350929022",1605,450
"530350929023",1600,450
"530359400001",1461,451
"530359400002",1462,451
"530359401001",1466,452
"530359401002",1471,452
"530359401003",1458,452
"530359401004",1468,452
"530359901000",1542,453
"530530602001",1637,454
"530530603001",1704,455
"530530603002",1711,455
"530530603003",1710,455
"530530604001",1712,456
"530530604002",1729,456
"530530604003",1622,456
"530530604004",1728,456
"530530604005",1713,456
"530530605001",1732,457
"530530605002",1895,457
"530530605003",1902,457
"530530605004",1734,457
"530530605005",1733,457
"530530606001",1894,458
"530530606002",1896,458
"530530606003",1897,458
"530530606004",1898,458
"530530606005",1899,458
"530530606006",1838,458
"530530607001",1901,459
"530530607002",1900,459
"530530607003",1904,459
"530530607004",1738,459
"530530607005",1903,459
"530530607006",1736,459
"530530608001",1725,460
"530530608002",1726,460
"530530608003",1730,460
"530530608004",1735,460
"530530608005",1731,460
"530530608006",1737,460
"530530608007",1739,460
"530530609031",1717,461
"530530609032",1716,461
"530530609033",1623,461
"530530609041",1727,462
"530530609042",1715,462
"530530609043",1718,462
"530530609044",1714,462
"530530609051",1723,463
"530530609052",1674,463
"530530609053",1721,463
"530530609054",1719,463
"530530609055",1624,463
"530530609061",1724,464
"530530609062",1722,464
"530530610011",1746,465
"530530610012",1747,465
"530530610013",1720,465
"530530610021",1629,466
"530530610022",1745,466
"530530610023",1748,466
"530530610024",1807,466
"530530611001",1804,467
"530530611002",1743,467
"530530611003",1744,467
"530530611004",1636,467
"530530611005",1742,467
"530530611006",1740,467
"530530611007",1741,467
"530530612001",1914,468
"530530612002",1918,468
"530530612003",1917,468
"530530612004",1916,468
"530530612005",1948,468
"530530612006",1947,468
"530530613001",1909,469
"530530613002",1945,469
"530530613003",1910,469
"530530613004",1911,469
"530530613005",1912,469
"530530613006",1915,469
"530530614001",1944,470
"530530614002",1946,470
"530530614003",1923,470
"530530615001",1905,471
"530530615002",1679,471
"530530615003",1906,471
"530530615004",1635,471
"530530616011",1907,472
"530530616021",1922,473
"530530617001",1920,474
"530530617002",1924,474
"530530617003",1913,474
"530530617004",1936,474
"530530617005",1919,474
"530530618001",1857,475
"530530618002",1935,475
"530530618003",1921,475
"530530619001",1928,476
"530530619002",1929,476
"530530620001",1925,477
"530530620002",1852,477
"530530620003",1930,477
"530530620004",1927,477
"530530623001",1854,478
"530530623002",1855,478
"530530623003",1865,478
"530530623004",1872,478
"530530624001",1867,479
"530530624002",1866,479
"530530624003",1868,479
"530530624004",1949,479
"530530624005",1933,479
"530530625001",1952,480
"530530625002",1954,480
"530530625003",1951,480
"530530625004",1638,480
"530530625005",1931,480
"530530625006",1967,480
"530530625007",1953,480
"530530626001",1775,481
"530530626002",1858,481
"530530628011",1788,482
"530530628012",1776,482
"530530628013",1777,482
"530530628014",1787,482
"530530628021",1767,483
"530530628022",1779,483
"530530628023",1631,483
"530530629001",1859,484
"530530629002",1860,484
"530530629003",1884,484
"530530629004",1778,484
"530530629005",1780,484
"530530629006",1781,484
"530530630001",1861,485
"530530630002",1883,485
"530530631001",1863,486
"530530631002",1864,486
"530530631003",1966,486
"530530631004",1862,486
"530530632001",1871,487
"530530632002",1950,487
"530530632003",1877,487
"530530632004",1870,487
"530530632005",1869,487
"530530633001",1851,488
"530530633002",1874,488
"530530633003",1875,488
"530530633004",1640,488
"530530633005",1965,488
"530530634001",1879,489
"530530634002",1932,489
"530530634003",1940,489
"530530634004",1878,489
"530530634005",1939,489
"530530634006",1941,489
"530530635011",1934,490
"530530635012",1882,490
"530530635013",1880,490
"530530635014",1881,490
"530530635021",1891,491
"530530635022",1889,491
"530530635023",1890,491
"530530701001",168,492
"530530701002",2145,492
"530530701003",2142,492
"530530701004",1670,492
"530530702031",1671,493
"530530702032",2132,493
"530530702033",2140,493
"530530702041",2134,494
"530530702042",2136,494
"530530702051",1672,495
"530530702052",1394,495
"530530702061",2143,496
"530530702062",2144,496
"530530702063",2129,496
"530530702071",1409,497
"530530702072",166,497
"530530702073",167,497
"530530702074",1673,497
"530530703071",2110,498
"530530703072",2111,498
"530530703073",320,498
"530530703081",2113,499
"530530703082",2116,499
"530530703091",2122,500
"530530703092",2115,500
"530530703093",1665,500
"530530703101",2133,501
"530530703102",2141,501
"530530703103",2117,501
"530530703104",2137,501
"530530703111",2130,502
"530530703112",2139,502
"530530703113",2138,502
"530530703121",1664,503
"530530703122",2118,503
"530530703123",2125,503
"530530703131",2114,504
"530530703132",1667,504
"530530703133",2120,504
"530530703134",2119,504
"530530703135",2121,504
"530530703141",2124,505
"530530703142",2123,505
"530530703151",494,506
"530530703152",2126,506
"530530703153",1428,506
"530530703154",2127,506
"530530703161",2128,507
"530530703162",1429,507
"530530704011",1666,508
"530530704012",2064,508
"530530704031",2093,509
"530530704032",2135,509
"530530704033",2131,509
"530530704041",2085,510
"530530704042",2061,510
"530530707031",1333,511
"530530707032",2006,511
"530530707033",2008,511
"530530707034",2011,511
"530530707035",2009,511
"530530711001",1942,512
"530530711002",1639,512
"530530712051",1938,513
"530530712052",2051,513
"530530712061",2079,514
"530530712062",2065,514
"530530712063",2062,514
"530530712064",2070,514
"530530712071",2094,515
"530530712072",2057,515
"530530712073",2066,515
"530530712081",2067,516
"530530712082",2063,516
"530530712083",2075,516
"530530712091",2058,517
"530530712092",2089,517
"530530712093",2082,517
"530530712101",2041,518
"530530712102",2040,518
"530530712103",2038,518
"530530713041",2056,519
"530530713042",1681,519
"530530713043",1658,519
"530530713051",1645,520
"530530713052",1955,520
"530530713061",1964,521
"530530713062",1643,521
"530530713063",1978,521
"530530713064",1989,521
"530530713071",2069,522
"530530713072",2072,522
"530530713073",2092,522
"530530713091",1657,523
"530530713092",2086,523
"530530713093",2090,523
"530530713101",2084,524
"530530713102",1659,524
"530530714031",1986,525
"530530714032",1985,525
"530530714033",1997,525
"530530714061",1647,526
"530530714062",1648,526
"530530714063",1652,526
"530530714064",1990,526
"530530714071",1661,527
"530530714072",2029,527
"530530714073",2023,527
"530530714074",2019,527
"530530714081",1998,528
"530530714082",1987,528
"530530714083",1988,528
"530530714091",1994,529
"530530714092",1651,529
"530530714093",2000,529
"530530714094",1999,529
"530530714101",2001,530
"530530714102",2021,530
"530530714103",1992,530
"530530714104",1995,530
"530530714111",2018,531
"530530714112",2020,531
"530530714113",2027,531
"530530715031",1644,532
"530530715032",1983,532
"530530715033",1984,532
"530530715034",1974,532
"530530715041",1960,533
"530530715042",1977,533
"530530715043",1996,533
"530530715044",1976,533
"530530715051",1962,534
"530530715052",1981,534
"530530715053",1642,534
"530530715054",1982,534
"530530715061",1979,535
"530530715062",1646,535
"530530715063",1980,535
"530530716011",1876,536
"530530716012",1641,536
"530530716021",1961,537
"530530716022",1957,537
"530530716023",1956,537
"530530716024",1682,537
"530530717031",1887,538
"530530717032",1969,538
"530530717041",1972,539
"530530717042",1970,539
"530530717043",1971,539
"530530717051",1958,540
"530530717052",1959,540
"530530717053",1968,540
"530530717061",1831,541
"530530717071",1963,542
"530530717072",1993,542
"530530717073",1975,542
"530530718031",1630,543
"530530718032",1783,543
"530530718033",1786,543
"530530718034",1800,543
"530530718051",1822,544
"530530718052",1814,544
"530530718053",1821,544
"530530718061",1827,545
"530530718062",1829,545
"530530718071",1632,546
"530530718072",1824,546
"530530718081",1885,547
"530530718082",1886,547
"530530718083",1888,547
"530530719011",1802,548
"530530719012",1828,548
"530530719013",1809,548
"530530719014",1808,548
"530530719021",1799,549
"530530719022",1765,549
"530530719023",1810,549
"530530719024",1823,549
"530530719025",1811,549
"530530720001",1832,550
"530530720002",1833,550
"530530720003",1826,550
"530530720004",1830,550
"530530721051",1795,551
"530530721052",1793,551
"530530721053",2641,551
"530530721054",1794,551
"530530721061",1764,552
"530530721062",1763,552
"530530721063",1801,552
"530530721064",1796,552
"530530721071",1798,553
"530530721072",1813,553
"530530721073",1816,553
"530530721074",1797,553
"530530721081",1818,554
"530530721082",1819,554
"530530721083",1825,554
"530530721084",1820,554
"530530721085",1817,554
"530530721091",1695,555
"530530721092",1766,555
"530530721111",1771,556
"530530721112",1803,556
"530530721121",1633,557
"530530721122",1812,557
"530530721123",1815,557
"530530723051",1756,558
"530530723052",1806,558
"530530723053",1784,558
"530530723054",1785,558
"530530723055",1760,558
"530530723056",1782,558
"530530723071",1791,559
"530530723072",1792,559
"530530723073",1769,559
"530530723074",1768,559
"530530723081",1759,560
"530530723082",1757,560
"530530723083",1770,560
"530530723084",1773,560
"530530723085",1758,560
"530530723091",1752,561
"530530723092",1751,561
"530530723093",1750,561
"530530723094",1749,561
"530530723101",1754,562
"530530723102",1805,562
"530530723103",1790,562
"530530723111",1753,563
"530530723112",1755,563
"530530723113",1789,563
"530530723121",1772,564
"530530723122",1774,564
"530530723123",1676,564
"530530723131",1761,565
"530530723132",1762,565
"530530724051",1620,566
"530530724052",1690,566
"530530724061",1685,567
"530530724062",1687,567
"530530724063",1686,567
"530530724071",1703,568
"530530724072",1705,568
"530530724073",1707,568
"530530724081",1628,569
"530530724082",1706,569
"530530724083",1627,569
"530530724084",1700,569
"530530724091",1688,570
"530530724092",1689,570
"530530724101",1621,571
"530530724102",1691,571
"530530725031",1611,572
"530530725032",1619,572
"530530725041",1612,573
"530530725042",1684,573
"530530725051",1693,574
"530530725052",1698,574
"530530725053",1694,574
"530530725054",1699,574
"530530725061",1696,575
"530530725062",1697,575
"530530725071",1701,576
"530530725072",1702,576
"530530726011",1610,577
"530530726012",1613,577
"530530726013",1614,577
"530530726021",1683,578
"530530726022",1618,578
"530530726023",1616,578
"530530726031",1617,579
"530530726032",1680,579
"530530726033",1692,579
"530530726034",1615,579
"530530726035",2640,579
"530530728001",1626,580
"530530728002",1708,580
"530530729011",1973,581
"530530729031",1625,582
"530530729051",2645,583
"530530729052",2644,583
"530530729053",2646,583
"530530729061",1709,584
"530530729062",2639,584
"530530729071",2647,585
"530530729072",2643,585
"530530729073",2642,585
"530530730011",1836,586
"530530730012",1634,586
"530530730013",1835,586
"530530730014",2002,586
"530530730015",1834,586
"530530730051",1654,587
"530530730052",1653,587
"530530730053",2028,587
"530530730054",2007,587
"530530730061",1649,588
"530530730062",1837,588
"530530731081",2080,589
"530530731082",1991,589
"530530731083",2102,589
"530530731101",1660,590
"530530731102",2060,590
"530530731111",2059,591
"530530731112",2081,591
"530530731113",2068,591
"530530731131",2107,592
"530530731132",2087,592
"530530731133",2105,592
"530530731141",2022,593
"530530731142",2026,593
"530530731143",2025,593
"530530731151",2024,594
"530530731152",2030,594
"530530731153",2097,594
"530530731161",2098,595
"530530731162",2099,595
"530530731171",2031,596
"530530731172",2108,596
"530530731181",1663,597
"530530731182",1662,597
"530530731191",2100,598
"530530731192",2101,598
"530530731201",2071,599
"530530731202",2091,599
"530530731211",2073,600
"530530731212",2076,600
"530530731221",2083,601
"530530731222",2078,601
"530530731231",2077,602
"530530731232",2088,602
"530530731241",2106,603
"530530731242",2104,603
"530530731251",2096,604
"530530731252",2103,604
"530530731253",2074,604
"530530731261",2095,605
"530530732001",1675,606
"530530732002",2109,606
"530530732003",1678,606
"530530732004",1669,606
"530530733011",1668,607
"530530733012",2112,607
"530530733013",2003,607
"530530733014",2015,607
"530530733021",2046,608
"530530733022",2047,608
"530530733023",2055,608
"530530734041",2050,609
"530530734042",1655,609
"530530734043",2035,609
"530530734044",2049,609
"530530734045",2033,609
"530530734051",2037,610
"530530734052",2034,610
"530530734061",2039,611
"530530734062",2036,611
"530530734063",2042,611
"530530734071",2045,612
"530530734072",2044,612
"530530734073",2048,612
"530530734081",2043,613
"530530734082",2052,613
"530530734083",2032,613
"530530735001",1656,614
"530530735002",2016,614
"530530735003",2014,614
"530530735004",2004,614
"530530735005",2005,614
"530530735006",1417,614
"530539400011",916,615
"530539400012",1839,615
"530539400021",1908,616
"530539400022",1848,616
"530539400023",1331,616
"530539400031",2010,617
"530539400032",1650,617
"530539400033",1943,617
"530539400041",1937,618
"530539400042",1873,618
"530539400043",1845,618
"530539400044",1677,618
"530539400045",1849,618
"530539400046",1850,618
"530539400051",1362,619
"530539400052",1893,619
"530539400053",1346,619
"530539400061",1853,620
"530539400062",1856,620
"530539400071",1926,621
"530539400072",1847,621
"530539400073",1846,621
"530539400081",1840,622
"530539400082",1892,622
"530539400083",1843,622
"530539400091",2013,623
"530539400092",2012,623
"530539400101",2017,624
"530539400102",2053,624
"530539400103",2054,624
"530539400111",1842,625
"530539400112",1841,625
"530539400113",1844,625
"530610401001",2321,626
"530610401002",2323,626
"530610401003",2324,626
"530610401004",2320,626
"530610402001",2322,627
"530610402002",2263,627
"530610402003",2326,627
"530610402004",2325,627
"530610403001",2328,628
"530610403002",2327,628
"530610404001",2329,629
"530610404002",2330,629
"530610404003",2319,629
"530610405001",2269,630
"530610405002",2331,630
"530610407001",2334,631
"530610407002",2337,631
"530610407003",2336,631
"530610407004",2332,631
"530610408001",2335,632
"530610408002",2333,632
"530610409001",2338,633
"530610409002",2341,633
"530610410001",2340,634
"530610410002",2339,634
"530610410003",2342,634
"530610410004",2350,634
"530610411001",2355,635
"530610411002",2354,635
"530610411003",2353,635
"530610411004",2349,635
"530610412011",2352,636
"530610412012",2359,636
"530610412021",2363,637
"530610412022",2362,637
"530610412023",2366,637
"530610412024",2368,637
"530610413011",2357,638
"530610413012",2345,638
"530610413013",2347,638
"530610413014",2364,638
"530610413031",2348,639
"530610413032",2358,639
"530610413033",2365,639
"530610413041",2346,640
"530610413042",2351,640
"530610414001",2343,641
"530610414002",2360,641
"530610414003",2367,641
"530610414004",2356,641
"530610415001",2344,642
"530610415002",2287,642
"530610416011",2306,643
"530610416012",2379,643
"530610416013",2380,643
"530610416014",2372,643
"530610416051",2398,644
"530610416052",2400,644
"530610416053",2409,644
"530610416061",2467,645
"530610416062",2468,645
"530610416063",2469,645
"530610416071",2308,646
"530610416072",2307,646
"530610416081",2410,647
"530610416082",2425,647
"530610416083",2423,647
"530610416084",2411,647
"530610416085",2412,647
"530610417011",2408,648
"530610417012",2466,648
"530610417013",2399,648
"530610417031",2480,649
"530610417032",2481,649
"530610417033",2498,649
"530610417034",2505,649
"530610417041",2488,650
"530610417042",2482,650
"530610417043",2477,650
"530610418051",2387,651
"530610418052",2378,651
"530610418053",2377,651
"530610418061",2396,652
"530610418062",2391,652
"530610418063",2405,652
"530610418064",2392,652
"530610418065",2397,652
"530610418066",2393,652
"530610418081",2465,653
"530610418082",2407,653
"530610418083",2406,653
"530610418091",2404,654
"530610418092",2464,654
"530610418093",2403,654
"530610418101",2463,655
"530610418102",2462,655
"530610418103",2473,655
"530610418111",2475,656
"530610418112",2487,656
"530610418113",2476,656
"530610418121",2479,657
"530610418122",2472,657
"530610419011",2369,658
"530610419012",2402,658
"530610419013",2471,658
"530610419031",2370,659
"530610419032",2373,659
"530610419033",2386,659
"530610419034",2375,659
"530610419041",2371,660
"530610419042",2374,660
"530610419043",2376,660
"530610419051",2395,661
"530610419052",2388,661
"530610419053",2390,661
"530610419054",2389,661
"530610420011",2381,662
"530610420012",2383,662
"530610420013",2382,662
"530610420014",2361,662
"530610420031",2478,663
"530610420032",2460,663
"530610420041",2485,664
"530610420042",2486,664
"530610420043",2474,664
"530610420051",2470,665
"530610420052",2385,665
"530610420053",2384,665
"530610420061",2394,666
"530610420062",2461,666
"530610420063",2401,666
"530610501011",2492,667
"530610501012",2491,667
"530610501021",2502,668
"530610501022",2503,668
"530610501023",2493,668
"530610502001",2511,669
"530610502002",2513,669
"530610502003",2501,669
"530610502004",2528,669
"530610503001",2510,670
"530610503002",2534,670
"530610503003",2512,670
"530610503004",2543,670
"530610504011",2577,671
"530610504012",2587,671
"530610504013",2562,671
"530610504014",2560,671
"530610504015",2561,671
"530610504016",2563,671
"530610504021",2596,672
"530610504022",2586,672
"530610504023",2585,672
"530610504024",2584,672
"530610505001",2549,673
"530610505002",2547,673
"530610505003",2595,673
"530610505004",2548,673
"530610505005",2550,673
"530610506001",2594,674
"530610507001",2606,675
"530610507002",2627,675
"530610507003",2617,675
"530610507004",2637,675
"530610507005",2628,675
"530610508001",2609,676
"530610508002",2619,676
"530610508003",2618,676
"530610508004",2607,676
"530610508005",2608,676
"530610509001",2610,677
"530610509002",2620,677
"530610509003",2629,677
"530610510001",2597,678
"530610510002",2621,678
"530610510003",2611,678
"530610511001",2630,679
"530610511002",2622,679
"530610511003",2638,679
"530610512001",2599,680
"530610512002",2613,680
"530610512003",2612,680
"530610512004",2598,680
"530610513001",2600,681
"530610513002",2615,681
"530610513003",2623,681
"530610513004",2614,681
"530610513005",2601,681
"530610513006",2631,681
"530610514001",2567,682
"530610514002",2580,682
"530610514003",2566,682
"530610514004",2578,682
"530610514005",2579,682
"530610515001",2551,683
"530610515002",2565,683
"530610515003",2564,683
"530610515004",2544,683
"530610516011",2514,684
"530610516012",2517,684
"530610516013",2516,684
"530610516014",2515,684
"530610516021",2536,685
"530610516022",2537,685
"530610516023",2535,685
"530610517011",2552,686
"530610517012",2538,686
"530610517013",2539,686
"530610517014",2519,686
"530610517021",2553,687
"530610517022",2540,687
"530610517023",2529,687
"530610518021",2518,688
"530610518022",2520,688
"530610518023",2530,688
"530610518031",2504,689
"530610518032",2495,689
"530610518033",2494,689
"530610518041",2497,690
"530610518042",2496,690
"530610519051",2568,691
"530610519052",2554,691
"530610519053",2571,691
"530610519054",2570,691
"530610519055",2581,691
"530610519056",2569,691
"530610519057",2582,691
"530610519121",243,692
"530610519122",1438,692
"530610519131",2602,693
"530610519132",2588,693
"530610519133",2589,693
"530610519134",2603,693
"530610519141",1424,694
"530610519142",2625,694
"530610519143",1425,694
"530610519144",2624,694
"530610519151",2590,695
"530610519152",2572,695
"530610519153",2604,695
"530610519154",2556,695
"530610519161",2605,696
"530610519162",2583,696
"530610519163",2616,696
"530610519171",1441,697
"530610519172",158,697
"530610519173",2626,697
"530610519181",2634,698
"530610519182",2635,698
"530610519183",2632,698
"530610519184",2633,698
"530610519211",2557,699
"530610519212",2575,699
"530610519213",2573,699
"530610519221",2555,700
"530610519222",2591,700
"530610519223",2574,700
"530610519231",2525,701
"530610519232",2545,701
"530610519233",2546,701
"530610519241",2576,702
"530610519242",2559,702
"530610519243",2558,702
"530610519251",2593,703
"530610519252",2592,703
"530610519253",2636,703
"530610519254",2459,703
"530610519261",2457,704
"530610519262",2458,704
"530610519263",2456,704
"530610519271",2542,705
"530610519272",2523,705
"530610519273",2541,705
"530610519281",2521,706
"530610519282",2522,706
"530610519283",2524,706
"530610520031",2427,707
"530610520032",2432,707
"530610520033",2508,707
"530610520034",2443,707
"530610520041",2489,708
"530610520042",2484,708
"530610520043",2483,708
"530610520044",2490,708
"530610520051",2506,709
"530610520052",2500,709
"530610520053",2499,709
"530610520054",2526,709
"530610520061",2507,710
"530610520062",2509,710
"530610520063",2527,710
"530610520071",2531,711
"530610520072",2533,711
"530610520073",2532,711
"530610521041",2252,712
"530610521042",2250,712
"530610521043",2261,712
"530610521051",2295,713
"530610521052",2413,713
"530610521071",2451,714
"530610521072",2450,714
"530610521081",2431,715
"530610521082",2452,715
"530610521083",2447,715
"530610521121",2453,716
"530610521122",2455,716
"530610521131",459,717
"530610521132",2454,717
"530610521141",2438,718
"530610521142",2436,718
"530610521143",2437,718
"530610521151",2428,719
"530610521152",2430,719
"530610521153",2435,719
"530610521154",2429,719
"530610521155",2434,719
"530610521156",2433,719
"530610521181",2439,720
"530610521182",2426,720
"530610521183",2424,720
"530610522031",2310,721
"530610522032",2415,721
"530610522033",2416,721
"530610522041",2414,722
"530610522042",2442,722
"530610522043",2440,722
"530610522061",2283,723
"530610522062",2301,723
"530610522063",2293,723
"530610522071",2292,724
"530610522072",2418,724
"530610522073",2417,724
"530610522074",2294,724
"530610522081",2445,725
"530610522082",2444,725
"530610522083",2441,725
"530610522091",2448,726
"530610522092",2449,726
"530610522093",2446,726
"530610523011",2290,727
"530610523012",2274,727
"530610523013",2291,727
"530610523014",2273,727
"530610523021",2299,728
"530610523022",2300,728
"530610523023",2298,728
"530610524011",2297,729
"530610524012",2303,729
"530610524013",2296,729
"530610524014",2302,729
"530610524021",2304,730
"530610524022",2305,730
"530610524023",2309,730
"530610525021",2286,731
"530610525022",2289,731
"530610525023",2288,731
"530610525031",2271,732
"530610525032",2279,732
"530610525033",2270,732
"530610525034",2276,732
"530610525041",2284,733
"530610525042",2281,733
"530610526031",2255,734
"530610526032",2256,734
"530610526041",2278,735
"530610526042",2275,735
"530610526043",2277,735
"530610526051",2258,736
"530610526052",2257,736
"530610526053",2266,736
"530610526054",2267,736
"530610526061",2268,737
"530610526062",2259,737
"530610526063",2272,737
"530610526071",2280,738
"530610526072",2282,738
"530610526073",2285,738
"530610527011",2193,739
"530610527051",2249,740
"530610527052",2234,740
"530610527053",2235,740
"530610527054",2253,740
"530610527055",2248,740
"530610527061",2264,741
"530610527062",2265,741
"530610527071",2262,742
"530610527072",2254,742
"530610527081",2233,743
"530610527082",2243,743
"530610527083",2241,743
"530610527084",2242,743
"530610527091",2212,744
"530610527092",2219,744
"530610528031",2191,745
"530610528032",2205,745
"530610528033",2207,745
"530610528034",2206,745
"530610528041",2209,746
"530610528042",2211,746
"530610528043",2208,746
"530610528044",2210,746
"530610528051",2223,747
"530610528052",2215,747
"530610528053",2216,747
"530610528061",2218,748
"530610528062",2226,748
"530610528063",2225,748
"530610528064",2224,748
"530610528065",2217,748
"530610529031",2245,749
"530610529032",2238,749
"530610529033",2244,749
"530610529034",2239,749
"530610529041",2251,750
"530610529042",2247,750
"530610529043",2240,750
"530610529044",2246,750
"530610529051",2228,751
"530610529052",2227,751
"530610529053",2232,751
"530610529061",2229,752
"530610529062",2230,752
"530610529063",2231,752
"530610531011",2171,753
"530610531012",2170,753
"530610531021",2190,754
"530610531022",2188,754
"530610531023",2187,754
"530610531024",2189,754
"530610532011",2166,755
"530610532012",2169,755
"530610532013",2156,755
"530610532021",2177,756
"530610532022",2178,756
"530610532023",2186,756
"530610533011",2163,757
"530610533012",2148,757
"530610533013",2162,757
"530610533014",2149,757
"530610533021",2151,758
"530610533022",2157,758
"530610533023",2146,758
"530610533024",2147,758
"530610533025",2164,758
"530610534001",2152,759
"530610534002",2158,759
"530610534003",2153,759
"530610534004",2159,759
"530610535041",2176,760
"530610535042",2173,760
"530610535043",2175,760
"530610535044",2174,760
"530610535045",2184,760
"530610535051",2194,761
"530610535052",2185,761
"530610535053",2168,761
"530610535054",2195,761
"530610535061",2154,762
"530610535062",2160,762
"530610535063",2165,762
"530610535064",2161,762
"530610535071",2181,763
"530610535072",2182,763
"530610535073",2183,763
"530610535081",2167,764
"530610535082",2172,764
"530610535091",2180,765
"530610535092",2179,765
"530610535093",2192,765
"530610536021",2222,766
"530610536022",2260,766
"530610536023",2197,766
"530610536024",2198,766
"530610536031",2236,767
"530610536032",2237,767
"530610536033",2220,767
"530610536041",2213,768
"530610536042",2214,768
"530610536043",2221,768
"530610537001",2196,769
"530610537002",2155,769
"530610538011",2201,770
