county_id,census_2010_block_group_id,sector_id,number_of_jobs
033,530330261001,13,104
061,530610523012,12,3
053,530530729071,3,18
033,530330054004,2,174
033,530330118006,13,120
033,530330222022,12,25
061,530610404001,10,69
061,530610412024,10,77
033,530330322073,7,19
033,530330228033,8,287
033,530330320034,11,3
033,530330060001,7,238
061,530610416082,11,21
033,530330238041,7,1029
053,530530717043,7,30
033,530330219043,7,19
053,530530726012,5,1
033,530330106006,8,6
033,530330308023,5,3
053,530530724081,4,-53
053,530530703134,8,3
033,530330327022,9,1
033,530330064003,5,7
033,530330296013,5,334
035,530350904002,7,23
053,530530725041,1,5
033,530330302014,7,41
061,530610517013,5,29
053,530530729072,9,28
033,530330239003,4,4
033,530330067002,10,451
033,530330279001,9,174
033,530330279005,7,41
053,530530612003,4,3
053,530530626002,7,1217
033,530330100021,7,43
035,530350913023,11,95
033,530330107023,4,15
033,530330064002,3,3
053,530530717073,11,4
033,530330300052,2,18
053,530539400021,9,40
033,530330318001,10,61
033,530330106001,7,57
053,530530704033,13,94
033,530330047002,4,239
053,530530714092,5,1
033,530330295043,3,2
053,530530607002,3,1
033,530330250032,9,12
035,530359401001,7,36
033,530330322152,11,45
033,530330230003,5,235
033,530330052003,8,5
033,530330220061,9,10
053,530530703073,8,25
061,530610508002,7,57
033,530330218021,8,2
053,530530712061,7,4
053,530530724082,7,197
033,530330279005,4,1
035,530350921001,3,116
053,530530733013,10,62
061,530610517012,7,21
033,530330234041,11,130
033,530330048004,9,12
033,530330050003,8,24
053,530530715034,7,19
033,530330024001,11,54
053,530530625001,7,27
033,530330298012,9,6
053,530530725042,4,12
053,530530729053,2,-38
061,530610531024,9,-2
033,530330001004,9,10
033,530330247022,8,8
053,530530630001,11,11
061,530610513004,10,12
053,530530712102,2,35
033,530330247021,5,9
033,530330010001,9,185
053,530530719025,1,2
033,530330233003,10,158
053,530530623004,7,2
033,530330103001,5,2
033,530330091001,4,49
033,530330279004,7,-1
033,530330080011,11,372
033,530330290012,8,1
033,530330211003,8,59
033,530330088002,11,53
033,530330093002,11,3450
035,530350909002,11,170
061,530610535052,8,3
033,530330295032,9,110
061,530610533023,1,10
033,530330015001,11,11
033,530330049003,7,78
033,530330320054,5,1
033,530330234031,10,4
061,530610535045,10,37
033,530330253013,5,874
061,530610520061,11,16
033,530330228031,11,71
035,530350929021,5,7
061,530610531022,5,1
033,530330238041,10,1530
033,530330252005,9,12
033,530330323151,11,77
033,530330300062,11,296
033,530330059005,8,4
033,530330096002,12,23
033,530330303132,5,777
053,530539400102,11,79
033,530330324014,5,2
061,530610517013,11,104
033,530330264003,11,5
061,530610520043,12,24
033,530330202003,7,8
033,530330323162,11,5
033,530330302025,13,228
033,530330327044,11,170
033,530330290032,5,6
033,530330323173,7,407
033,530330229011,10,4
033,530330312052,11,15
033,530330322152,5,8
053,530530610022,8,2
053,530530714063,2,300
053,530530611005,4,5
053,530530632004,3,1
033,530330094004,9,11
033,530330099002,13,110
033,530330104012,4,2
033,530330319062,1,1
033,530330086002,9,341
033,530330316031,8,17
033,530330324011,9,21
033,530330242001,2,7
033,530330052004,10,109
033,530330262003,2,26
033,530330299013,9,1
033,530330236031,7,153
061,530610531011,5,56
061,530610418112,11,4
033,530330296023,11,11
035,530350918001,4,58
053,530530719022,2,7
033,530330234011,4,25
033,530330070001,12,23
033,530330119001,9,10
035,530350917003,5,18
061,530610403001,10,52
033,530330249034,7,57
053,530530731191,13,63
033,530330231003,7,30
035,530350807003,13,74
053,530530629001,9,84
033,530330323134,4,76
061,530610522063,13,75
033,530330237001,9,661
033,530330108003,5,3
033,530330283003,2,194
033,530330305043,11,17
061,530610529041,1,2
033,530330304041,9,5
061,530610538031,12,2
033,530330247021,8,6
033,530330099004,9,246
033,530330232021,3,75
033,530330319075,7,13
033,530330097025,5,9
033,530330300052,8,7
061,530610411002,9,501
061,530610419031,4,55
061,530610526032,9,-6
033,530330004013,12,8
033,530330001001,9,4
033,530330233003,4,20
033,530330296022,2,71
033,530330322151,2,3
053,530530625001,4,1
033,530330294033,4,19
053,530530723094,4,3
033,530330119003,9,8
035,530350908003,9,5
061,530610522091,13,266
053,530530707033,9,5
053,530539400032,3,102
061,530610533025,5,-8
053,530530723085,11,12
061,530610519142,11,7
053,530530734072,10,304
033,530330105003,3,10
053,530530733014,2,355
033,530330237001,12,602
033,530330274004,8,12
033,530330320073,5,5
033,530330258042,7,17
033,530330284031,11,226
061,530610531021,2,25
033,530330270003,3,1
035,530350928023,9,54
033,530330007004,3,2
033,530330316033,10,27
033,530330303104,11,5
033,530330229024,4,26
061,530610418082,4,7
061,530610519056,7,20
061,530610504015,7,23
033,530330065002,10,37
061,530610419031,7,186
033,530330233003,7,144
053,530530724081,1,1
033,530330300052,5,5
033,530330301005,11,26
053,530530702074,2,62
033,530330306002,2,-11
033,530330203005,5,820
033,530330105004,12,25
033,530330319075,10,1
053,530530718052,7,31
033,530330323174,10,-32
033,530330293052,4,11
033,530330234031,13,132
053,530530606002,9,-7
061,530610519057,4,1
033,530330070003,3,1
033,530330046001,2,19
035,530350913022,7,35
033,530330291011,11,30
053,530530626002,10,1490
033,530330221012,2,5
035,530350911002,11,9
035,530350927041,11,49
061,530610529063,1,1
033,530330090002,12,5
061,530610517021,7,2314
033,530330277012,3,3
061,530610532013,5,20
053,530530724071,3,84
033,530330243002,4,43
033,530330035001,10,80
033,530330251012,9,28
033,530330047002,7,462
053,530530723112,11,160
033,530330236043,3,20
033,530330052005,4,80
061,530610517013,8,7
033,530330284032,7,498
033,530330323292,2,50
053,530530733012,11,864
061,530610518031,11,26
033,530330236011,12,25
033,530330251011,1,2
033,530330323291,11,-15
053,530530724082,4,37
053,530530632005,9,7
061,530610526051,7,14
061,530610528033,13,70
033,530330316031,11,86
033,530330316052,10,15
035,530350913025,7,4
053,530530724061,12,8
053,530530730051,7,8
053,530530604001,11,20
033,530330035002,8,4
033,530330067001,9,325
033,530330250012,12,39
035,530350912031,5,12
053,530530611007,3,1
053,530530703072,9,10
033,530330326011,10,78
061,530610511001,5,1
033,530330068001,1,1
033,530330253011,12,17
053,530530713052,9,80
033,530330294071,9,107
053,530530615002,3,22
061,530610528032,4,245
035,530350911002,8,10
033,530330236031,4,108
035,530350809001,1,-2
033,530330226035,13,96
033,530330323292,8,18
061,530610529063,4,4
033,530330075001,11,48
033,530330247021,11,32
033,530330246012,9,5
053,530530714061,9,39
053,530539400052,3,6
061,530610533024,2,25
061,530610538031,9,-2
033,530330047002,10,236
033,530330327026,1,1
033,530330224001,5,2
033,530330097013,4,3
033,530330229022,9,5
033,530330203005,11,364
033,530330313021,4,5
061,530610522091,10,11
061,530610416053,8,1
053,530530605003,9,14
053,530530715041,3,5
053,530530715052,5,1
053,530530704012,3,10
033,530330317034,4,9
033,530330321033,7,295
053,530530723084,8,1
053,530539400043,13,378
033,530330014001,5,4
033,530330322141,13,310
053,530530703092,11,-2
053,530530719022,5,2
053,530530632002,1,4
053,530530712083,5,37
033,530330218034,11,16
033,530330303082,13,70
033,530330218042,10,125
035,530350928032,2,29
061,530610514005,7,152
033,530330300062,8,34
061,530610521072,9,25
053,530530714104,11,-6
033,530330103001,11,24
033,530330240004,9,22
053,530530714063,5,4
053,530530723083,2,20
033,530330323192,7,-264
053,530530721111,11,10
061,530610535041,3,3
033,530330051003,5,2
033,530330258051,3,3
053,530539400111,2,15
033,530330095002,12,40
033,530330328001,4,12
033,530330323152,11,3
061,530610531023,1,2
033,530330246011,3,5
033,530330044002,1,3
033,530330211003,2,99
033,530330238043,3,13
053,530530702074,5,83
033,530330317033,11,21
035,530359401004,1,2
033,530330257011,2,36
033,530330303121,2,10
061,530610413014,3,92
033,530330322121,1,1
033,530330059005,5,39
033,530330052004,7,135
033,530330262003,5,-2
033,530330292051,4,120
061,530610511001,11,22
033,530330222013,9,48
061,530610514004,4,26
053,530530721084,9,7
053,530530724072,3,1
033,530330009002,7,28
033,530330296023,8,33
033,530330323191,7,640
033,530330258063,7,106
033,530330082003,2,2
053,530530712083,8,9
033,530330112003,3,526
053,530530632002,4,12
033,530330054003,3,31
033,530330215003,2,19
035,530350909004,11,105
033,530330112002,1,3
033,530330097025,8,1
033,530330014004,11,10
033,530330033003,4,12
053,530530723083,5,7
061,530610501011,8,7
061,530610532011,9,146
061,530610504015,4,3
033,530330298024,1,1
053,530530605004,9,30
053,530530731151,5,6
033,530330255003,4,3
053,530539400061,9,11
033,530330315023,9,3
033,530330323252,9,32
053,530530604001,8,1
033,530330263001,4,218
033,530330073003,9,2989
061,530610416061,3,2
061,530610418083,5,2
035,530359401004,4,1
053,530530723074,5,2
061,530610511001,8,6
061,530610531021,5,405
033,530330323212,1,7
061,530610521152,8,1
033,530330059002,4,11
033,530330206001,4,12
033,530330043013,3,15
033,530330323291,8,12
061,530610521051,4,10
033,530330262003,8,11
035,530350912031,2,5
033,530330294033,7,35
061,530610531023,4,5
061,530610526051,4,12
033,530330105004,9,118
033,530330075003,5,26
061,530610521143,2,20
061,530610538033,12,14
033,530330236041,11,11
033,530330258042,4,3
033,530330236012,4,410
061,530610528032,7,219
033,530330216002,8,24
053,530530629003,4,146
033,530330327024,7,4
053,530530731133,2,30
033,530330224001,2,36
053,530530715033,9,42
033,530330319071,2,26
033,530330312023,11,20
033,530330320072,7,13
033,530330290032,2,30
033,530330221014,5,1
053,530530731142,9,1
033,530330323292,5,130
061,530610507001,11,18
033,530330264001,3,748
033,530330264003,8,4
053,530530713061,11,39
061,530610503002,4,4
033,530330298025,4,1
033,530330231001,2,3
033,530330110012,11,19
033,530330294062,8,2
035,530350926003,7,27
033,530330279005,13,101
033,530330064003,11,70
033,530330225003,3,4
033,530330075005,8,12
035,530350909001,5,451
033,530330211002,4,3
033,530330218042,7,121
033,530330249022,11,19
033,530330219044,7,8
033,530330288013,5,168
033,530330111012,5,-1
033,530330113003,5,4
033,530330058011,11,22
053,530530715052,8,1
053,530530721122,8,2
033,530330236041,8,5
033,530330303081,4,2
053,530530707033,3,1
033,530330099004,3,916
053,530530725042,1,1
061,530610516021,9,8
033,530330323192,10,-43
053,530530609061,1,6
061,530610523022,10,9
033,530330328001,7,6
053,530530629004,4,16
061,530610416053,5,-90
061,530610503002,7,19
061,530610518031,5,56
033,530330294055,13,88
053,530530707034,9,4
061,530610522082,8,13
061,530610516022,5,39
033,530330007003,3,1
033,530330232022,10,19
033,530330075005,11,71
053,530530702074,8,1
061,530610521182,11,16
061,530610502002,13,199
033,530330009002,10,54
033,530330315013,9,9
035,530350909001,8,40
033,530330303112,9,46
033,530330226032,10,3
035,530350912032,5,2
033,530330292041,7,112
033,530330010002,12,35
033,530330224001,8,8
061,530610516011,3,2
053,530530733012,5,12
061,530610532013,11,13
053,530530713052,12,107
033,530330094004,3,1
033,530330079004,12,1
035,530350909003,11,103
033,530330323234,8,8
061,530610535064,1,15
033,530330100021,10,20
033,530330087001,3,3
053,530530628022,11,22
061,530610526054,8,1
061,530610419054,8,2
033,530330221014,11,93
053,530530608004,4,11
053,530530613006,9,-10
033,530330308021,7,16
033,530330317033,8,1
033,530330106001,10,44
033,530330109001,7,669
033,530330313021,7,14
033,530330292031,13,121
035,530350802002,10,233
033,530330241001,5,2
053,530530715062,4,1
033,530330016002,11,30
061,530619400011,10,3
033,530330305011,12,59
061,530610521155,9,-1
061,530610418083,2,46
033,530330255003,7,29
053,530530712064,9,234
033,530330322143,9,8
061,530610517012,10,19
033,530330028002,4,2
033,530330219041,11,83
033,530330096001,7,39
053,530530726033,12,5
033,530330070005,9,214
053,530530716012,11,32
033,530330222033,4,11
033,530330310002,5,1
033,530330323093,9,3
053,530530723084,11,37
061,530610519281,11,30
033,530330322141,10,216
061,530610533025,11,6
033,530330323112,3,1
053,530530625006,2,4
033,530330300033,2,15
033,530330279002,12,5
033,530330109001,10,-14
033,530330219053,2,20
053,530539400101,1,4
033,530330120002,3,3
033,530330319073,4,6
061,530610404002,2,12
061,530610418081,9,68
061,530610535042,3,16
053,530530629003,7,13
033,530330075003,2,1
033,530330052004,4,74
033,530330230001,5,5
053,530530712052,11,5
061,530610420011,8,59
035,530350905012,3,14
061,530610418061,9,149
033,530330062002,3,3
033,530330295041,4,20
033,530330229025,9,8
035,530350905023,8,150
035,530350912032,8,1
053,530530608004,7,4
053,530530604001,5,1
061,530610411003,9,16
033,530330257015,8,1
035,530350904002,10,62
053,530530716012,8,1
053,530530721092,10,25
033,530330103001,8,18
033,530330241001,2,3
053,530530616021,12,117
061,530610510001,4,313
033,530330221014,8,1
033,530330009001,11,34
061,530610538032,12,4
033,530330236012,7,3566
033,530330257011,5,40
033,530330268011,7,14
053,530530715031,13,110
053,530530723083,8,1
061,530610535044,13,161
061,530610403002,10,54
033,530330282001,3,6
033,530330323191,4,387
033,530330097021,13,111
033,530330298011,12,21
061,530610507001,8,3
033,530330323261,12,1
033,530330273002,11,35
035,530350913021,4,7
033,530330219043,13,87
033,530330305043,5,118
053,530530715052,11,2
033,530330222033,1,1
035,530350909004,8,2
053,530530716021,2,49
033,530330113002,4,4
033,530330252002,9,15
033,530330308012,3,158
033,530330118006,7,40
061,530610515001,7,291
033,530330226035,10,15
033,530330260014,5,7
053,530530731151,2,21
033,530330097025,11,20
033,530330327021,11,28
033,530330059004,8,3
033,530330263001,1,4
053,530530734083,2,34
033,530330321033,10,306
053,530539400021,3,201
053,530530701001,1,10
033,530330058011,8,4
061,530610521152,11,26
033,530330309012,1,3
033,530330296014,5,4
061,530610516022,2,6
033,530330232013,8,12
033,530330070004,8,1
053,530530721091,7,20
033,530330303112,12,1
033,530330247012,3,14
033,530330007004,9,25
053,530530702072,11,52
033,530330316033,4,19
033,530330010002,9,6
033,530330283003,5,501
033,530330226032,7,31
061,530610413042,13,88
033,530330231003,10,1
033,530330204012,2,36
033,530330305043,8,3
053,530530731253,11,49
033,530330292031,10,542
053,530530724063,2,16
033,530330069004,9,3
033,530330257015,2,15
033,530330292062,9,517
061,530610518031,8,1
033,530330229021,4,33
033,530330251012,12,12
061,530610519283,10,40
033,530330276003,3,1
033,530330315012,11,3
033,530330322124,3,1
053,530530605004,3,7
033,530330323262,9,84
033,530330314005,5,3
033,530330203001,8,10
053,530530733012,8,6
033,530330006005,9,9
061,530610513004,7,8
033,530330096001,4,7
035,530350913025,4,5
061,530610513001,8,2
033,530330277023,2,18
033,530330279002,9,164
033,530330084002,11,71
033,530330236011,9,661
033,530330108003,8,12
061,530610402002,9,2
053,530530732001,3,1
061,530610411002,12,12
033,530330327025,12,28
033,530330241002,5,7
033,530330312022,10,2
033,530330323233,11,24
053,530530729011,3,-51
061,530610522072,1,1
033,530330260023,10,7
061,530610519252,3,1753
033,530330277011,3,-12
035,530350908003,12,15
053,530530721122,5,1
053,530530730052,2,32
033,530330238032,1,2
061,530610526051,10,12
033,530330232013,11,17
033,530330296022,5,1
033,530330322151,5,10
033,530330250033,11,26
053,530530703152,3,2
053,530530721091,10,76
061,530610527062,7,10
033,530330294053,7,3
033,530330303081,7,-8
035,530350929021,2,45
033,530330303132,2,275
053,530539400072,2,1
033,530330253013,2,51
033,530330258033,9,19
033,530330258042,10,1
053,530530714101,2,19
033,530330111012,2,4
033,530330320022,9,1
061,530610411003,3,4
033,530330074022,11,42
033,530330322152,8,8
033,530330006003,4,76
033,530330302022,4,5
033,530330089003,3,8
033,530330052002,3,23
033,530330303141,4,-377
033,530330067001,3,70
061,530610519261,10,9
033,530330024002,5,2
033,530330281001,4,36
035,530359401003,10,15
033,530330324014,2,3
053,530539400046,2,12
033,530330079004,9,133
033,530330322131,10,1
033,530330104012,1,5
033,530330242001,5,8
053,530530618001,11,16
053,530530731191,10,2
061,530610418063,2,10
033,530330108002,9,156
061,530610413012,3,4
033,530330315013,12,2
033,530330300044,9,7
033,530330234011,7,165
033,530330050002,3,2
053,530530724073,10,1
033,530330298011,9,10
053,530530625004,11,21
033,530330113004,8,17
033,530330323234,11,17
033,530330035002,11,103
033,530330310002,8,2
061,530610535044,10,-22
033,530330219043,10,7
061,530610519132,11,9
035,530350807001,3,12
053,530530703112,11,4
053,530530721092,13,110
053,530530731232,9,4
033,530330059004,11,17
033,530330323091,13,489
053,530530730054,5,17
035,530350917004,11,2
033,530330111014,10,42
061,530610533014,1,2
033,530330316052,7,21
033,530330317032,10,43
053,530539400046,5,1
033,530330242001,8,83
061,530610501021,2,58
061,530610523011,1,1
061,530610420011,11,31
033,530330218031,12,31
033,530330295031,13,83
033,530330255001,11,35
033,530330264002,8,1
033,530330274004,5,6
033,530330028002,7,391
033,530330095003,2,6
035,530350810001,5,119
033,530330230004,2,5
033,530330323161,8,12
053,530530612002,2,10
033,530330262004,10,3
061,530610413014,9,233
033,530330240004,3,1
033,530330268012,11,6
061,530610418081,12,340
033,530330016003,5,154
061,530610519283,7,19
033,530330253012,3,20
033,530330218042,4,33
053,530530718031,4,9
033,530330059005,11,75
033,530330080012,4,4
035,530350905023,5,-10
035,530350901023,9,36
033,530330294054,10,2
033,530330303104,8,1
033,530330257015,5,4
033,530330292062,12,168
061,530610521072,3,9
061,530610519056,10,95
033,530330053012,8,7
033,530330277023,5,2
035,530350902013,5,2
033,530330316033,7,10
033,530330327044,8,2
033,530330097024,3,2
033,530330108003,11,35
033,530330241002,8,1
033,530330312052,8,3
033,530330227023,9,50
033,530330202003,4,2
033,530330084002,8,2
033,530330312022,7,29
053,530530633003,11,10
033,530330243002,1,1
033,530330035001,7,56
053,530530703111,4,4
035,530350921003,8,10
035,530350901012,12,581
033,530330293052,7,9
061,530610402002,12,7
053,530530616021,9,195
033,530330034002,9,38
033,530330081002,11,3903
061,530610403002,7,261
053,530530615001,2,21
061,530610521143,5,10
033,530330308022,13,118
033,530330323231,4,3
061,530610531012,11,0
033,530330226052,7,475
033,530330311004,5,23
053,530530703141,4,2
033,530330289022,9,-2
053,530530713051,8,1
061,530610519272,3,2
033,530330303053,11,11
033,530330080013,2,10
053,530530606004,10,36
053,530530714082,9,4
033,530330305012,2,107
033,530330056004,10,150
035,530350916004,11,9
053,530530631002,9,15
033,530330323271,13,77
033,530330307001,8,1
033,530330095001,11,46
061,530610521181,7,256
033,530330057003,3,10
033,530330256021,7,79
033,530330201002,12,8
061,530610517023,11,6
033,530330323272,7,38
061,530610538022,13,114
033,530330233001,4,1
053,530530631001,3,3
033,530330065003,11,109
033,530330296021,12,7
033,530330322132,3,2
053,530530734043,9,33
033,530330250011,8,1
053,530530731113,7,16
033,530330266002,2,8
033,530330320102,3,-2
033,530330062003,11,35
033,530330294051,3,3
053,530530625006,9,5
061,530610533012,7,57
033,530330319081,11,2
053,530530719021,4,1
061,530610410004,2,46
061,530610418062,5,23
061,530610516012,9,167
033,530330243004,8,1
053,530530609061,8,18
053,530530731181,9,-12
033,530330036002,2,24
033,530330083002,10,244
061,530610518021,9,16
035,530350925001,9,-376
053,530530721111,7,-9
033,530330300053,5,58
061,530610521122,5,11
033,530330004011,8,9
053,530530615004,3,1
053,530530620002,5,18
061,530610414004,3,1
033,530330260014,11,4
061,530610510002,7,14
033,530330073003,2,22
033,530330264004,9,3
061,530610412021,7,-1
033,530330004021,2,6
033,530330210004,9,14
053,530530735002,7,8
033,530330047001,8,32
033,530330275004,11,7
033,530330226041,11,51
033,530330066002,4,9
033,530330041002,4,9
035,530350907001,7,33
053,530530719013,9,178
053,530530613001,4,1
035,530350804001,11,65
033,530330294031,13,101
035,530350806003,2,11
033,530330252004,7,61
033,530330319083,10,202
053,530530718062,10,47
033,530330058013,5,4
053,530530605001,10,4
033,530330312025,1,30
053,530530608005,7,8
033,530330257013,11,14
033,530330260024,11,13
033,530330083001,11,201
053,530530703104,2,1
035,530350808002,5,1
061,530610401004,9,115
061,530610535042,12,20
033,530330096005,7,72
033,530330275002,10,8
033,530330311005,2,17
033,530330098005,3,11
033,530330243003,2,24
033,530330317041,12,22
033,530330300053,2,28
033,530330121002,9,8
033,530330222012,8,3
061,530610507005,3,2
033,530330206001,7,9
033,530330281002,3,61
053,530530715063,8,1
053,530530609053,11,2
061,530610510002,4,4
061,530610506001,2,9
033,530330317043,11,20
033,530330240001,9,838
053,530530731151,9,9
061,530610533011,4,5
061,530610519222,12,16
061,530610412021,10,38
033,530330083002,7,134
035,530350924004,9,70
053,530530619002,2,18
053,530530610023,1,2
033,530330114013,4,7
033,530330258052,2,18
033,530330270001,7,18
061,530610405001,5,12
033,530330252003,4,1
033,530330089003,9,1112
033,530330320104,2,30
053,530530730012,5,3
061,530610410002,9,618
061,530610515004,11,19
033,530330228023,4,17
053,530530713043,8,20
035,530350806003,5,121
061,530610535041,9,101
033,530330112003,10,57
053,530530702071,8,1
061,530610527061,3,8
061,530610528032,10,15
033,530330056005,7,51
033,530330298022,11,1
033,530330242002,8,12
033,530330293035,3,1
033,530330228012,11,34
033,530330252001,11,4
033,530330323191,10,-14
033,530330033005,7,44
033,530330058013,8,3
033,530330075004,7,918
061,530610418113,5,155
033,530330111013,7,11
033,530330057006,11,36
033,530330220031,2,21
033,530330067004,3,1
033,530330290014,4,10
035,530350928011,9,10
033,530330303111,4,10
033,530330258041,5,2
053,530530730053,4,1
053,530530731252,5,1
033,530330012004,4,5
033,530330031003,2,8
053,530539400081,2,17
033,530330020001,5,6
033,530330239002,2,5
033,530330051001,8,119
033,530330302012,9,16
033,530330323262,12,11
061,530610538021,7,23
053,530530723071,8,6
061,530610519254,8,8
033,530330208003,5,3
033,530330092001,11,42
033,530330314004,11,2
033,530330006002,13,46
053,530530730014,11,7
033,530330229012,11,10
033,530330256021,4,12
061,530610416083,7,33
033,530330300042,2,15
053,530530614002,7,39
061,530610521181,10,21
061,530610413041,8,3
053,530530713102,3,6
033,530330323263,9,1
061,530610502001,2,25
033,530330322085,2,2
053,530530732004,8,26
061,530610416053,11,-6
033,530330065003,8,18
033,530330286002,7,11
061,530610416072,4,2
053,530530702042,9,-1
033,530330022001,5,1
053,530530707031,5,154
061,530610525022,12,2
033,530330296021,9,3
033,530330297004,3,447
053,530530609041,5,6
033,530330323114,1,1
061,530610513006,8,1
033,530330236031,10,2
033,530330249031,10,19
033,530330250011,5,2
061,530610420014,11,11
033,530330226034,9,46
053,530530724101,3,2
061,530610524021,3,3
053,530530608005,4,4
033,530330252004,10,24
033,530330224003,8,5
033,530330300061,10,8
033,530330324024,10,18
033,530330081001,8,63
033,530330086003,4,23
053,530530723094,7,19
033,530330057006,8,3
033,530330067003,7,-86
033,530330244002,3,3
053,530530704032,4,0
035,530350907001,10,47
035,530359400002,7,28
053,530530723071,5,6
033,530330098005,9,228
033,530330322032,3,3
061,530610416083,10,17
033,530330302012,12,76
053,530530628021,11,6
061,530610504016,10,1
033,530330258061,4,33
061,530610528031,3,245
033,530330298021,11,3
053,530530624005,9,31
033,530330226041,8,53
053,530530730053,7,5
053,530530703141,7,62
053,530530730013,4,6
061,530610401001,9,9
053,530530703104,5,364
033,530330068001,8,26
053,530530717072,2,14
033,530330031005,9,8
033,530330210004,12,1
033,530330319083,7,58
053,530530635012,5,3
033,530330275002,7,48
061,530610528065,4,7
053,530530609041,8,2
033,530330303094,5,2
061,530610519253,5,4
033,530330226043,2,20
061,530610533013,7,10
061,530610535042,9,47
061,530610519221,5,3
061,530610509001,9,233
053,530530713051,11,150
053,530530731081,3,1
033,530330233001,7,106
053,530539400073,3,1
061,530610538034,3,8
033,530330230002,7,103
033,530330053014,2,2
033,530330204024,11,4
061,530610522093,3,3
033,530330004021,5,21
033,530330072003,1,3
061,530610519054,2,122
033,530330260023,3,3
033,530330321042,4,8
053,530530716022,7,549
033,530330307001,11,40
033,530330285002,8,18
053,530530723092,3,1
053,530530730011,10,4
053,530530715051,13,81
061,530610538022,10,35
033,530330206004,2,2
061,530610413041,2,26
053,530530715063,5,4
053,530530731172,4,5
033,530330032006,3,6
053,530530720003,3,4
061,530610535043,12,471
033,530330075004,10,1883
033,530330251014,10,14
033,530330257014,3,8
053,530530610013,5,8
061,530610420062,7,16
053,530539400033,10,2
053,530539400051,9,4
061,530610526031,2,49
033,530330274004,12,10
033,530330304014,10,4
033,530330323283,3,2
033,530330030004,8,11
033,530330250061,11,10
061,530610538021,10,8
033,530330228014,9,58
033,530330251013,7,19
053,530530717031,8,4
053,530530611003,10,5
033,530330236033,2,2
053,530530723093,4,2
053,530530731252,2,32
033,530330230002,4,1
033,530330202002,5,1
033,530330020001,8,5
033,530330051001,5,154
061,530610525022,9,11
033,530330204024,8,1
053,530530620002,2,43
053,530530631004,11,23
033,530330006002,10,21
033,530330063001,8,4
061,530610529053,3,35
061,530610505002,10,-75
033,530330104024,3,2
033,530330119004,2,10
053,530530614002,4,6
033,530330304032,2,8
033,530330202003,13,87
033,530330092001,8,3
053,530530715042,11,2
033,530330066002,7,243
033,530330263002,2,129
053,530530613001,1,1
061,530610519282,5,43
053,530530712062,11,3
033,530330323132,3,291
053,530530631001,9,8
061,530610518021,3,3
061,530610413032,1,40
033,530330047001,11,26
033,530330022001,8,8
033,530330226033,9,5
061,530610413041,5,14
061,530610417034,10,5
061,530610420031,13,69
033,530330068002,12,50
061,530610535043,9,-31
035,530350921002,9,8
061,530610410001,11,122
061,530610526031,5,34
033,530330225005,7,1493
033,530330300034,3,1
053,530530610013,2,33
053,530530707031,2,212
053,530530723102,9,24
033,530330249014,9,15
033,530330218032,12,83
033,530330058013,11,24
061,530610520031,11,5
033,530330316034,3,1
033,530330012001,3,3
033,530330227022,7,36
053,530530731242,9,33
033,530330226052,10,13
033,530330268022,2,1
033,530330081001,11,1757
053,530530712051,13,160
033,530330297005,9,20
053,530530631002,12,60
033,530330116003,9,3
053,530530721112,3,1
033,530330303132,12,534
035,530350910003,3,31
035,530359400002,4,5
033,530330323214,5,24
053,530530619002,5,52
033,530330102004,8,1
061,530610526072,7,27
061,530610515004,8,3
033,530330102001,2,21
033,530330032004,8,3
035,530350902012,11,3
033,530330233002,11,132
033,530330258052,5,3
033,530330326021,5,21
033,530330238031,2,-90
053,530530721074,7,44
033,530330303103,10,70
035,530350810001,12,124
033,530330252003,7,14
033,530330321032,3,4
033,530330111013,10,1
033,530330317034,7,23
053,530530715054,7,34
033,530330309021,8,1
053,530530728002,11,115
061,530610527062,10,65
033,530330213003,13,88
033,530330323213,11,63
033,530330303094,2,1
033,530330205002,2,12
033,530330093003,2,3333
035,530350913021,7,22
035,530350922002,10,48
053,530530718034,3,4
033,530330026002,11,25
033,530330117002,11,12
053,530530714112,9,22
033,530330258052,8,4
033,530330270001,1,1
033,530330280001,8,4
053,530530614003,11,58
033,530330005003,7,38
035,530350919002,3,2
053,530530730054,11,7
033,530330227021,2,24
033,530330290013,5,7
053,530530725031,4,2
033,530330001003,3,2
033,530330017012,10,1
033,530330035003,3,21
033,530330277024,3,8
053,530530714094,4,0
033,530330253021,11,322
035,530350915002,7,14
053,530530715051,10,26
061,530610519232,2,-31
033,530330285002,11,75
033,530330032004,5,18
033,530330030002,10,74
053,530530712073,11,208
061,530610419012,13,173
033,530330240002,9,16
033,530330211001,3,4
033,530330277014,2,36
053,530530730011,7,6
033,530330309011,2,92
033,530330294062,11,2
053,530530731172,1,13
053,530530723056,11,116
033,530330262001,2,2298
053,530530725071,5,49
053,530539400111,5,2
033,530330250062,2,15
053,530530712101,4,26
061,530610504013,4,24
033,530330224003,11,42
035,530350905023,11,81
053,530530609042,5,3
061,530610521081,11,70
053,530539400033,7,58
033,530330258041,11,9
061,530610514005,3,-13
033,530330033001,12,37
033,530330251013,4,1
033,530330314004,5,4
033,530330319082,9,52
033,530330290014,10,1
033,530330303103,4,9
033,530330215001,3,1
033,530330323292,11,48
061,530610416083,13,83
035,530350901022,5,1
053,530530731102,4,1
033,530330295023,9,10
033,530330302021,3,9
033,530330097011,13,46
033,530330208003,11,2
033,530330042005,4,17
