zone_id,faz_id,county,district_id,district_name
1,6326,King,3,North Seattle-Shoreline
2,6326,King,3,North Seattle-Shoreline
3,6326,King,3,North Seattle-Shoreline
4,6326,King,3,North Seattle-Shoreline
5,6326,King,3,North Seattle-Shoreline
6,6326,King,3,North Seattle-Shoreline
7,6326,King,3,North Seattle-Shoreline
8,6326,King,3,North Seattle-Shoreline
9,6326,King,3,North Seattle-Shoreline
10,6326,King,3,North Seattle-Shoreline
11,6223,King,3,North Seattle-Shoreline
12,6223,King,3,North Seattle-Shoreline
13,6223,King,3,North Seattle-Shoreline
14,6223,King,3,North Seattle-Shoreline
15,6223,King,3,North Seattle-Shoreline
16,6223,King,3,North Seattle-Shoreline
17,6223,King,3,North Seattle-Shoreline
18,6223,King,3,North Seattle-Shoreline
19,6223,King,3,North Seattle-Shoreline
20,6223,King,3,North Seattle-Shoreline
21,6223,King,3,North Seattle-Shoreline
22,6223,King,3,North Seattle-Shoreline
23,6223,King,3,North Seattle-Shoreline
24,6223,King,3,North Seattle-Shoreline
25,6223,King,3,North Seattle-Shoreline
26,6326,King,3,North Seattle-Shoreline
27,6326,King,3,North Seattle-Shoreline
28,6326,King,3,North Seattle-Shoreline
29,6326,King,3,North Seattle-Shoreline
30,6326,King,3,North Seattle-Shoreline
31,6326,King,3,North Seattle-Shoreline
32,6326,King,3,North Seattle-Shoreline
33,6326,King,3,North Seattle-Shoreline
34,6326,King,3,North Seattle-Shoreline
35,6326,King,3,North Seattle-Shoreline
36,6326,King,3,North Seattle-Shoreline
37,6326,King,3,North Seattle-Shoreline
38,6326,King,3,North Seattle-Shoreline
39,6325,King,3,North Seattle-Shoreline
40,6325,King,3,North Seattle-Shoreline
41,6325,King,3,North Seattle-Shoreline
42,6325,King,3,North Seattle-Shoreline
43,6325,King,3,North Seattle-Shoreline
44,6326,King,3,North Seattle-Shoreline
45,6326,King,3,North Seattle-Shoreline
46,6225,King,3,North Seattle-Shoreline
47,6225,King,3,North Seattle-Shoreline
48,6225,King,3,North Seattle-Shoreline
49,6225,King,3,North Seattle-Shoreline
50,6223,King,3,North Seattle-Shoreline
51,6223,King,3,North Seattle-Shoreline
52,6223,King,3,North Seattle-Shoreline
53,6223,King,3,North Seattle-Shoreline
54,6223,King,3,North Seattle-Shoreline
55,6223,King,3,North Seattle-Shoreline
56,6223,King,3,North Seattle-Shoreline
57,6226,King,3,North Seattle-Shoreline
58,6226,King,3,North Seattle-Shoreline
59,6223,King,3,North Seattle-Shoreline
60,6223,King,3,North Seattle-Shoreline
61,6226,King,3,North Seattle-Shoreline
62,6223,King,3,North Seattle-Shoreline
63,6223,King,3,North Seattle-Shoreline
64,6226,King,3,North Seattle-Shoreline
65,6225,King,3,North Seattle-Shoreline
66,6226,King,3,North Seattle-Shoreline
67,6225,King,3,North Seattle-Shoreline
68,6225,King,3,North Seattle-Shoreline
69,6225,King,3,North Seattle-Shoreline
70,6225,King,3,North Seattle-Shoreline
71,6225,King,3,North Seattle-Shoreline
72,6225,King,3,North Seattle-Shoreline
73,6225,King,3,North Seattle-Shoreline
74,6225,King,3,North Seattle-Shoreline
75,6225,King,3,North Seattle-Shoreline
76,6225,King,3,North Seattle-Shoreline
77,6225,King,3,North Seattle-Shoreline
78,6225,King,3,North Seattle-Shoreline
79,6325,King,3,North Seattle-Shoreline
80,6325,King,3,North Seattle-Shoreline
81,6325,King,3,North Seattle-Shoreline
82,6325,King,3,North Seattle-Shoreline
83,6325,King,3,North Seattle-Shoreline
84,6325,King,3,North Seattle-Shoreline
85,6325,King,3,North Seattle-Shoreline
86,6325,King,3,North Seattle-Shoreline
87,6325,King,3,North Seattle-Shoreline
88,6325,King,3,North Seattle-Shoreline
89,6325,King,3,North Seattle-Shoreline
90,6325,King,3,North Seattle-Shoreline
91,6325,King,3,North Seattle-Shoreline
92,6225,King,3,North Seattle-Shoreline
93,6225,King,3,North Seattle-Shoreline
94,6225,King,3,North Seattle-Shoreline
95,6225,King,3,North Seattle-Shoreline
96,6225,King,3,North Seattle-Shoreline
97,6226,King,3,North Seattle-Shoreline
98,6226,King,3,North Seattle-Shoreline
99,6226,King,3,North Seattle-Shoreline
100,6226,King,3,North Seattle-Shoreline
101,6226,King,3,North Seattle-Shoreline
102,6226,King,3,North Seattle-Shoreline
103,6226,King,3,North Seattle-Shoreline
104,6226,King,3,North Seattle-Shoreline
105,6216,King,3,North Seattle-Shoreline
106,6226,King,3,North Seattle-Shoreline
107,6226,King,3,North Seattle-Shoreline
108,6226,King,3,North Seattle-Shoreline
109,6226,King,3,North Seattle-Shoreline
110,6226,King,3,North Seattle-Shoreline
111,6226,King,3,North Seattle-Shoreline
112,6226,King,3,North Seattle-Shoreline
113,6226,King,3,North Seattle-Shoreline
114,6226,King,3,North Seattle-Shoreline
115,6226,King,3,North Seattle-Shoreline
116,6226,King,3,North Seattle-Shoreline
117,6226,King,3,North Seattle-Shoreline
118,6226,King,3,North Seattle-Shoreline
119,6226,King,3,North Seattle-Shoreline
120,6226,King,3,North Seattle-Shoreline
121,6226,King,3,North Seattle-Shoreline
122,6226,King,3,North Seattle-Shoreline
123,6224,King,3,North Seattle-Shoreline
124,6224,King,3,North Seattle-Shoreline
125,6224,King,3,North Seattle-Shoreline
126,6224,King,3,North Seattle-Shoreline
127,6224,King,3,North Seattle-Shoreline
128,6224,King,3,North Seattle-Shoreline
129,6224,King,3,North Seattle-Shoreline
130,6224,King,3,North Seattle-Shoreline
131,6224,King,3,North Seattle-Shoreline
132,6224,King,3,North Seattle-Shoreline
133,6224,King,3,North Seattle-Shoreline
134,6224,King,3,North Seattle-Shoreline
135,6325,King,3,North Seattle-Shoreline
136,6325,King,3,North Seattle-Shoreline
137,6325,King,3,North Seattle-Shoreline
138,6325,King,3,North Seattle-Shoreline
139,6325,King,3,North Seattle-Shoreline
140,6325,King,3,North Seattle-Shoreline
141,6325,King,3,North Seattle-Shoreline
142,6325,King,3,North Seattle-Shoreline
143,6325,King,3,North Seattle-Shoreline
144,6325,King,3,North Seattle-Shoreline
145,6325,King,3,North Seattle-Shoreline
146,6325,King,3,North Seattle-Shoreline
147,6325,King,3,North Seattle-Shoreline
148,6325,King,3,North Seattle-Shoreline
149,6325,King,3,North Seattle-Shoreline
150,6325,King,3,North Seattle-Shoreline
151,6325,King,3,North Seattle-Shoreline
152,6316,King,3,North Seattle-Shoreline
153,6325,King,3,North Seattle-Shoreline
154,6316,King,3,North Seattle-Shoreline
155,6316,King,3,North Seattle-Shoreline
156,6325,King,3,North Seattle-Shoreline
157,6316,King,3,North Seattle-Shoreline
158,6325,King,3,North Seattle-Shoreline
159,6316,King,3,North Seattle-Shoreline
160,6325,King,3,North Seattle-Shoreline
161,6316,King,3,North Seattle-Shoreline
162,6325,King,3,North Seattle-Shoreline
163,6316,King,3,North Seattle-Shoreline
164,6325,King,3,North Seattle-Shoreline
165,6316,King,3,North Seattle-Shoreline
166,6325,King,3,North Seattle-Shoreline
167,6316,King,3,North Seattle-Shoreline
168,6325,King,3,North Seattle-Shoreline
