zone_id,faz_id,county,district_id,district_name
169,6316,King,3,North Seattle-Shoreline
170,6224,King,3,North Seattle-Shoreline
171,6224,King,3,North Seattle-Shoreline
172,6224,King,3,North Seattle-Shoreline
173,6224,King,3,North Seattle-Shoreline
174,6224,King,3,North Seattle-Shoreline
175,6224,King,3,North Seattle-Shoreline
176,6224,King,3,North Seattle-Shoreline
177,6224,King,3,North Seattle-Shoreline
178,6224,King,3,North Seattle-Shoreline
179,6224,King,3,North Seattle-Shoreline
180,6224,King,3,North Seattle-Shoreline
181,6226,King,3,North Seattle-Shoreline
182,6226,King,3,North Seattle-Shoreline
183,6226,King,3,North Seattle-Shoreline
184,6226,King,3,North Seattle-Shoreline
185,6226,King,3,North Seattle-Shoreline
186,6226,King,3,North Seattle-Shoreline
187,6226,King,3,North Seattle-Shoreline
188,6226,King,3,North Seattle-Shoreline
189,6226,King,3,North Seattle-Shoreline
190,6226,King,3,North Seattle-Shoreline
191,6226,King,3,North Seattle-Shoreline
192,6226,King,3,North Seattle-Shoreline
193,6226,King,3,North Seattle-Shoreline
194,6226,King,3,North Seattle-Shoreline
195,6226,King,3,North Seattle-Shoreline
196,6226,King,3,North Seattle-Shoreline
197,6226,King,3,North Seattle-Shoreline
198,6226,King,3,North Seattle-Shoreline
199,6226,King,3,North Seattle-Shoreline
200,6226,King,3,North Seattle-Shoreline
201,6216,King,3,North Seattle-Shoreline
202,6216,King,3,North Seattle-Shoreline
203,6216,King,3,North Seattle-Shoreline
204,6216,King,3,North Seattle-Shoreline
205,6216,King,3,North Seattle-Shoreline
206,6216,King,3,North Seattle-Shoreline
207,6216,King,3,North Seattle-Shoreline
208,6216,King,3,North Seattle-Shoreline
209,6216,King,3,North Seattle-Shoreline
210,6216,King,3,North Seattle-Shoreline
211,6216,King,3,North Seattle-Shoreline
212,6215,King,3,North Seattle-Shoreline
213,6215,King,3,North Seattle-Shoreline
214,6215,King,3,North Seattle-Shoreline
215,6215,King,3,North Seattle-Shoreline
216,6215,King,3,North Seattle-Shoreline
217,6215,King,3,North Seattle-Shoreline
218,6215,King,3,North Seattle-Shoreline
219,6215,King,3,North Seattle-Shoreline
220,6224,King,3,North Seattle-Shoreline
221,6215,King,3,North Seattle-Shoreline
222,6224,King,3,North Seattle-Shoreline
223,6215,King,3,North Seattle-Shoreline
224,6224,King,3,North Seattle-Shoreline
225,6215,King,3,North Seattle-Shoreline
226,6224,King,3,North Seattle-Shoreline
227,6224,King,3,North Seattle-Shoreline
228,6224,King,3,North Seattle-Shoreline
229,6224,King,3,North Seattle-Shoreline
230,6224,King,3,North Seattle-Shoreline
231,6224,King,3,North Seattle-Shoreline
232,6224,King,3,North Seattle-Shoreline
233,6316,King,3,North Seattle-Shoreline
234,6316,King,3,North Seattle-Shoreline
235,6316,King,3,North Seattle-Shoreline
236,6316,King,3,North Seattle-Shoreline
237,6316,King,3,North Seattle-Shoreline
238,6316,King,3,North Seattle-Shoreline
239,6316,King,3,North Seattle-Shoreline
240,6316,King,3,North Seattle-Shoreline
241,6316,King,3,North Seattle-Shoreline
242,6316,King,3,North Seattle-Shoreline
243,6316,King,3,North Seattle-Shoreline
244,6316,King,3,North Seattle-Shoreline
245,6316,King,3,North Seattle-Shoreline
246,6316,King,3,North Seattle-Shoreline
247,6316,King,3,North Seattle-Shoreline
248,6316,King,3,North Seattle-Shoreline
249,6316,King,3,North Seattle-Shoreline
250,6316,King,3,North Seattle-Shoreline
251,6316,King,3,North Seattle-Shoreline
252,6316,King,3,North Seattle-Shoreline
253,6316,King,3,North Seattle-Shoreline
254,6316,King,3,North Seattle-Shoreline
255,6316,King,3,North Seattle-Shoreline
256,6316,King,3,North Seattle-Shoreline
257,6316,King,3,North Seattle-Shoreline
258,6316,King,3,North Seattle-Shoreline
259,6316,King,3,North Seattle-Shoreline
260,6316,King,3,North Seattle-Shoreline
261,6316,King,3,North Seattle-Shoreline
262,6316,King,3,North Seattle-Shoreline
263,6316,King,3,North Seattle-Shoreline
264,6316,King,3,North Seattle-Shoreline
265,6316,King,3,North Seattle-Shoreline
266,6316,King,3,North Seattle-Shoreline
267,6213,King,3,North Seattle-Shoreline
268,6213,King,3,North Seattle-Shoreline
269,6213,King,3,North Seattle-Shoreline
270,6213,King,3,North Seattle-Shoreline
271,6224,King,3,North Seattle-Shoreline
272,6213,King,3,North Seattle-Shoreline
273,6213,King,3,North Seattle-Shoreline
274,6224,King,3,North Seattle-Shoreline
275,6213,King,3,North Seattle-Shoreline
276,6215,King,3,North Seattle-Shoreline
277,6215,King,3,North Seattle-Shoreline
278,6215,King,3,North Seattle-Shoreline
279,6215,King,3,North Seattle-Shoreline
280,6215,King,3,North Seattle-Shoreline
281,6215,King,3,North Seattle-Shoreline
282,6215,King,3,North Seattle-Shoreline
283,6215,King,3,North Seattle-Shoreline
284,6215,King,3,North Seattle-Shoreline
285,6215,King,3,North Seattle-Shoreline
286,6215,King,3,North Seattle-Shoreline
287,6215,King,3,North Seattle-Shoreline
288,6215,King,3,North Seattle-Shoreline
289,6215,King,3,North Seattle-Shoreline
290,6216,King,3,North Seattle-Shoreline
291,6216,King,3,North Seattle-Shoreline
292,6216,King,3,North Seattle-Shoreline
293,6216,King,3,North Seattle-Shoreline
294,6216,King,3,North Seattle-Shoreline
295,6216,King,3,North Seattle-Shoreline
296,6216,King,3,North Seattle-Shoreline
297,6216,King,3,North Seattle-Shoreline
298,6216,King,3,North Seattle-Shoreline
299,6216,King,3,North Seattle-Shoreline
300,6216,King,3,North Seattle-Shoreline
301,6214,King,3,North Seattle-Shoreline
302,6214,King,3,North Seattle-Shoreline
303,6214,King,3,North Seattle-Shoreline
304,6215,King,3,North Seattle-Shoreline
305,6214,King,3,North Seattle-Shoreline
306,6214,King,3,North Seattle-Shoreline
307,6215,King,3,North Seattle-Shoreline
308,6215,King,3,North Seattle-Shoreline
309,6215,King,3,North Seattle-Shoreline
310,6215,King,3,North Seattle-Shoreline
311,6213,King,3,North Seattle-Shoreline
312,6213,King,3,North Seattle-Shoreline
313,6213,King,3,North Seattle-Shoreline
314,6213,King,3,North Seattle-Shoreline
315,6213,King,3,North Seattle-Shoreline
316,6213,King,3,North Seattle-Shoreline
317,6213,King,3,North Seattle-Shoreline
318,6213,King,3,North Seattle-Shoreline
319,6213,King,3,North Seattle-Shoreline
320,6213,King,3,North Seattle-Shoreline
321,6213,King,3,North Seattle-Shoreline
322,6213,King,3,North Seattle-Shoreline
323,6213,King,3,North Seattle-Shoreline
324,6213,King,3,North Seattle-Shoreline
325,6316,King,3,North Seattle-Shoreline
326,6316,King,3,North Seattle-Shoreline
327,6316,King,3,North Seattle-Shoreline
328,6316,King,3,North Seattle-Shoreline
329,6316,King,3,North Seattle-Shoreline
330,6316,King,3,North Seattle-Shoreline
331,6126,King,4,Seattle CBD
332,6126,King,4,Seattle CBD
333,6126,King,4,Seattle CBD
334,6125,King,4,Seattle CBD
335,6125,King,4,Seattle CBD
336,6124,King,4,Seattle CBD
337,6124,King,4,Seattle CBD
338,6124,King,4,Seattle CBD
339,6124,King,4,Seattle CBD
340,6124,King,4,Seattle CBD
341,6124,King,4,Seattle CBD
342,6125,King,4,Seattle CBD
343,6125,King,4,Seattle CBD
344,6126,King,4,Seattle CBD
345,6126,King,4,Seattle CBD
346,6126,King,4,Seattle CBD
347,6126,King,4,Seattle CBD
348,6126,King,4,Seattle CBD
349,6126,King,4,Seattle CBD
350,6125,King,4,Seattle CBD
351,6125,King,4,Seattle CBD
352,6124,King,4,Seattle CBD
353,6124,King,4,Seattle CBD
354,6124,King,4,Seattle CBD
355,6124,King,4,Seattle CBD
356,6124,King,4,Seattle CBD
357,6124,King,4,Seattle CBD
358,6124,King,4,Seattle CBD
359,6124,King,4,Seattle CBD
360,6115,King,4,Seattle CBD
361,6115,King,4,Seattle CBD
362,6115,King,4,Seattle CBD
363,6115,King,4,Seattle CBD
364,6115,King,4,Seattle CBD
365,6115,King,4,Seattle CBD
366,6115,King,4,Seattle CBD
367,6115,King,4,Seattle CBD
368,6115,King,4,Seattle CBD
369,6115,King,4,Seattle CBD
370,6115,King,4,Seattle CBD
371,6115,King,4,Seattle CBD
372,6115,King,4,Seattle CBD
373,6115,King,4,Seattle CBD
374,6115,King,4,Seattle CBD
375,6115,King,4,Seattle CBD
376,6115,King,4,Seattle CBD
377,6115,King,4,Seattle CBD
378,6115,King,4,Seattle CBD
379,6115,King,4,Seattle CBD
380,6115,King,4,Seattle CBD
381,6123,King,4,Seattle CBD
382,6123,King,4,Seattle CBD
383,6123,King,4,Seattle CBD
384,6123,King,4,Seattle CBD
385,6123,King,4,Seattle CBD
386,6124,King,4,Seattle CBD
387,6124,King,4,Seattle CBD
388,6124,King,4,Seattle CBD
389,6125,King,4,Seattle CBD
390,6125,King,4,Seattle CBD
391,6125,King,4,Seattle CBD
392,6126,King,4,Seattle CBD
393,6126,King,4,Seattle CBD
394,6125,King,4,Seattle CBD
395,6125,King,4,Seattle CBD
396,6124,King,4,Seattle CBD
397,6124,King,4,Seattle CBD
398,6124,King,4,Seattle CBD
399,6124,King,4,Seattle CBD
400,6124,King,4,Seattle CBD
401,6123,King,4,Seattle CBD
402,6123,King,4,Seattle CBD
403,6123,King,4,Seattle CBD
404,6123,King,4,Seattle CBD
405,6123,King,4,Seattle CBD
406,6123,King,4,Seattle CBD
407,6115,King,4,Seattle CBD
408,6115,King,4,Seattle CBD
409,6115,King,4,Seattle CBD
410,6115,King,4,Seattle CBD
411,6115,King,4,Seattle CBD
412,6115,King,4,Seattle CBD
413,6115,King,4,Seattle CBD
414,6115,King,4,Seattle CBD
415,6115,King,4,Seattle CBD
416,6115,King,4,Seattle CBD
417,6114,King,4,Seattle CBD
418,6114,King,4,Seattle CBD
419,6114,King,4,Seattle CBD
420,6114,King,4,Seattle CBD
421,6114,King,4,Seattle CBD
422,6114,King,4,Seattle CBD
423,6114,King,4,Seattle CBD
424,6114,King,4,Seattle CBD
425,6113,King,4,Seattle CBD
426,6113,King,4,Seattle CBD
427,6113,King,4,Seattle CBD
428,6113,King,4,Seattle CBD
429,6113,King,4,Seattle CBD
430,6123,King,4,Seattle CBD
431,6123,King,4,Seattle CBD
432,6123,King,4,Seattle CBD
433,6123,King,4,Seattle CBD
434,6123,King,4,Seattle CBD
435,6123,King,4,Seattle CBD
436,6123,King,4,Seattle CBD
437,6123,King,4,Seattle CBD
438,6123,King,4,Seattle CBD
439,6123,King,4,Seattle CBD
440,6123,King,4,Seattle CBD
441,6123,King,4,Seattle CBD
442,6123,King,4,Seattle CBD
443,6123,King,4,Seattle CBD
444,6125,King,4,Seattle CBD
445,6020,King,4,Seattle CBD
446,6020,King,4,Seattle CBD
447,6020,King,4,Seattle CBD
448,6020,King,4,Seattle CBD
449,6020,King,4,Seattle CBD
450,6020,King,4,Seattle CBD
451,6020,King,4,Seattle CBD
452,6020,King,4,Seattle CBD
453,6020,King,4,Seattle CBD
454,6020,King,4,Seattle CBD
455,6020,King,4,Seattle CBD
456,6020,King,4,Seattle CBD
457,6020,King,4,Seattle CBD
458,6020,King,4,Seattle CBD
459,6020,King,4,Seattle CBD
460,6020,King,4,Seattle CBD
461,6020,King,4,Seattle CBD
462,6020,King,4,Seattle CBD
463,6020,King,4,Seattle CBD
464,6020,King,4,Seattle CBD
465,6020,King,4,Seattle CBD
466,6020,King,4,Seattle CBD
467,6020,King,4,Seattle CBD
468,6020,King,4,Seattle CBD
469,6020,King,4,Seattle CBD
470,6020,King,4,Seattle CBD
471,6020,King,4,Seattle CBD
472,6020,King,4,Seattle CBD
473,6020,King,4,Seattle CBD
474,6020,King,4,Seattle CBD
475,6020,King,4,Seattle CBD
476,6020,King,4,Seattle CBD
477,6020,King,4,Seattle CBD
478,6010,King,4,Seattle CBD
479,6010,King,4,Seattle CBD
480,6020,King,4,Seattle CBD
481,6020,King,4,Seattle CBD
482,6020,King,4,Seattle CBD
483,6020,King,4,Seattle CBD
484,6020,King,4,Seattle CBD
485,6020,King,4,Seattle CBD
486,6020,King,4,Seattle CBD
487,6020,King,4,Seattle CBD
488,6020,King,4,Seattle CBD
489,6020,King,4,Seattle CBD
490,6020,King,4,Seattle CBD
491,6020,King,4,Seattle CBD
492,6020,King,4,Seattle CBD
493,6020,King,4,Seattle CBD
494,6020,King,4,Seattle CBD
495,6020,King,4,Seattle CBD
496,6020,King,4,Seattle CBD
497,6020,King,4,Seattle CBD
498,6010,King,4,Seattle CBD
499,6010,King,4,Seattle CBD
500,6010,King,4,Seattle CBD
501,6010,King,4,Seattle CBD
502,6010,King,4,Seattle CBD
503,6010,King,4,Seattle CBD
504,6010,King,4,Seattle CBD
505,6010,King,4,Seattle CBD
506,6010,King,4,Seattle CBD
507,6010,King,4,Seattle CBD
508,6010,King,4,Seattle CBD
509,6010,King,4,Seattle CBD
510,6010,King,4,Seattle CBD
511,6010,King,4,Seattle CBD
512,6010,King,4,Seattle CBD
513,6010,King,4,Seattle CBD
514,6010,King,4,Seattle CBD
515,6010,King,4,Seattle CBD
516,6010,King,4,Seattle CBD
517,6010,King,4,Seattle CBD
518,6010,King,4,Seattle CBD
519,6010,King,4,Seattle CBD
520,6010,King,4,Seattle CBD
521,6010,King,4,Seattle CBD
522,6010,King,4,Seattle CBD
523,6010,King,4,Seattle CBD
524,6010,King,4,Seattle CBD
525,6010,King,4,Seattle CBD
526,6010,King,4,Seattle CBD
527,6010,King,4,Seattle CBD
528,6010,King,4,Seattle CBD
529,6010,King,4,Seattle CBD
530,6010,King,4,Seattle CBD
531,6010,King,4,Seattle CBD
532,6010,King,4,Seattle CBD
533,6010,King,4,Seattle CBD
534,6010,King,4,Seattle CBD
535,6010,King,4,Seattle CBD
536,6010,King,4,Seattle CBD
537,6010,King,4,Seattle CBD
538,6010,King,4,Seattle CBD
539,6010,King,4,Seattle CBD
540,6010,King,4,Seattle CBD
541,6010,King,4,Seattle CBD
542,6010,King,4,Seattle CBD
543,6010,King,4,Seattle CBD
544,6010,King,4,Seattle CBD
545,6010,King,4,Seattle CBD
546,6010,King,4,Seattle CBD
547,6113,King,4,Seattle CBD
548,6113,King,4,Seattle CBD
549,6113,King,4,Seattle CBD
550,6113,King,4,Seattle CBD
551,6113,King,4,Seattle CBD
552,6113,King,4,Seattle CBD
553,6113,King,4,Seattle CBD
554,6113,King,4,Seattle CBD
555,6114,King,4,Seattle CBD
556,6114,King,4,Seattle CBD
557,6114,King,4,Seattle CBD
558,6114,King,4,Seattle CBD
559,6114,King,4,Seattle CBD
560,6114,King,4,Seattle CBD
561,6114,King,4,Seattle CBD
562,6114,King,4,Seattle CBD
563,6114,King,4,Seattle CBD
564,6114,King,4,Seattle CBD
565,6113,King,4,Seattle CBD
566,6113,King,4,Seattle CBD
567,6113,King,4,Seattle CBD
568,6113,King,4,Seattle CBD
569,6113,King,4,Seattle CBD
570,6113,King,4,Seattle CBD
571,6113,King,4,Seattle CBD
572,6113,King,4,Seattle CBD
573,6113,King,4,Seattle CBD
574,6113,King,4,Seattle CBD
575,6113,King,4,Seattle CBD
576,6113,King,4,Seattle CBD
577,6113,King,4,Seattle CBD
578,6113,King,4,Seattle CBD
579,6113,King,4,Seattle CBD
580,6113,King,4,Seattle CBD
581,6113,King,4,Seattle CBD
582,6113,King,4,Seattle CBD
583,6113,King,4,Seattle CBD
584,6113,King,4,Seattle CBD
585,6113,King,4,Seattle CBD
586,6114,King,4,Seattle CBD
587,6114,King,4,Seattle CBD
588,6114,King,4,Seattle CBD
589,6114,King,4,Seattle CBD
590,6114,King,4,Seattle CBD
591,6114,King,4,Seattle CBD
592,6114,King,4,Seattle CBD
593,6114,King,4,Seattle CBD
594,6114,King,4,Seattle CBD
595,6114,King,4,Seattle CBD
596,6114,King,4,Seattle CBD
597,6114,King,4,Seattle CBD
598,6114,King,4,Seattle CBD
599,6114,King,4,Seattle CBD
600,6114,King,4,Seattle CBD
601,6114,King,4,Seattle CBD
602,6113,King,4,Seattle CBD
603,6113,King,4,Seattle CBD
604,6113,King,4,Seattle CBD
605,6113,King,4,Seattle CBD
606,6113,King,4,Seattle CBD
607,6113,King,4,Seattle CBD
608,6113,King,4,Seattle CBD
609,6113,King,4,Seattle CBD
610,6010,King,4,Seattle CBD
611,6010,King,4,Seattle CBD
612,6010,King,4,Seattle CBD
613,6010,King,4,Seattle CBD
614,6010,King,4,Seattle CBD
615,6010,King,4,Seattle CBD
616,6114,King,4,Seattle CBD
617,6114,King,4,Seattle CBD
618,6114,King,4,Seattle CBD
619,6114,King,4,Seattle CBD
620,6114,King,4,Seattle CBD
621,6114,King,4,Seattle CBD
622,6114,King,4,Seattle CBD
623,6114,King,4,Seattle CBD
624,6114,King,4,Seattle CBD
625,6114,King,4,Seattle CBD
626,6114,King,4,Seattle CBD
627,6010,King,4,Seattle CBD
628,6010,King,4,Seattle CBD
629,6010,King,4,Seattle CBD
630,5825,King,5,West-South Seattle
631,5825,King,5,West-South Seattle
632,5825,King,5,West-South Seattle
633,5825,King,5,West-South Seattle
634,5825,King,5,West-South Seattle
635,5825,King,5,West-South Seattle
636,5925,King,5,West-South Seattle
637,5925,King,5,West-South Seattle
638,6114,King,4,Seattle CBD
639,6114,King,4,Seattle CBD
640,6114,King,4,Seattle CBD
641,5925,King,5,West-South Seattle
642,5925,King,5,West-South Seattle
643,5925,King,5,West-South Seattle
644,5925,King,5,West-South Seattle
645,5925,King,5,West-South Seattle
646,5925,King,5,West-South Seattle
647,5925,King,5,West-South Seattle
648,5925,King,5,West-South Seattle
649,5925,King,5,West-South Seattle
650,5825,King,5,West-South Seattle
651,5825,King,5,West-South Seattle
652,5825,King,5,West-South Seattle
653,5825,King,5,West-South Seattle
654,5825,King,5,West-South Seattle
655,5825,King,5,West-South Seattle
656,5825,King,5,West-South Seattle
657,5825,King,5,West-South Seattle
658,5925,King,5,West-South Seattle
659,5925,King,5,West-South Seattle
660,5925,King,5,West-South Seattle
661,5925,King,5,West-South Seattle
662,5925,King,5,West-South Seattle
663,5925,King,5,West-South Seattle
664,5925,King,5,West-South Seattle
665,5925,King,5,West-South Seattle
666,5925,King,5,West-South Seattle
667,5925,King,5,West-South Seattle
668,5925,King,5,West-South Seattle
669,5825,King,5,West-South Seattle
670,5825,King,5,West-South Seattle
671,5825,King,5,West-South Seattle
672,5825,King,5,West-South Seattle
673,5825,King,5,West-South Seattle
674,5826,King,5,West-South Seattle
675,5826,King,5,West-South Seattle
676,5720,King,5,West-South Seattle
677,5720,King,5,West-South Seattle
678,5720,King,5,West-South Seattle
679,5720,King,5,West-South Seattle
680,5720,King,5,West-South Seattle
681,5720,King,5,West-South Seattle
682,5720,King,5,West-South Seattle
683,5720,King,5,West-South Seattle
684,5720,King,5,West-South Seattle
685,5826,King,5,West-South Seattle
686,5826,King,5,West-South Seattle
687,5720,King,5,West-South Seattle
688,5720,King,5,West-South Seattle
689,5720,King,5,West-South Seattle
690,5720,King,5,West-South Seattle
691,5720,King,5,West-South Seattle
692,5720,King,5,West-South Seattle
693,5720,King,5,West-South Seattle
694,5720,King,5,West-South Seattle
695,5720,King,5,West-South Seattle
696,5720,King,5,West-South Seattle
697,5720,King,5,West-South Seattle
698,5720,King,5,West-South Seattle
699,5826,King,5,West-South Seattle
700,5826,King,5,West-South Seattle
701,5826,King,5,West-South Seattle
702,5826,King,5,West-South Seattle
703,5826,King,5,West-South Seattle
704,5825,King,5,West-South Seattle
705,5825,King,5,West-South Seattle
706,5825,King,5,West-South Seattle
707,5825,King,5,West-South Seattle
708,5825,King,5,West-South Seattle
709,5925,King,5,West-South Seattle
710,5925,King,5,West-South Seattle
711,5925,King,5,West-South Seattle
712,5925,King,5,West-South Seattle
713,5925,King,5,West-South Seattle
714,5925,King,5,West-South Seattle
715,5925,King,5,West-South Seattle
716,5925,King,5,West-South Seattle
717,5925,King,5,West-South Seattle
718,5916,King,5,West-South Seattle
719,5916,King,5,West-South Seattle
720,5916,King,5,West-South Seattle
721,5916,King,5,West-South Seattle
722,5916,King,5,West-South Seattle
723,5916,King,5,West-South Seattle
724,5916,King,5,West-South Seattle
725,5825,King,5,West-South Seattle
726,5825,King,5,West-South Seattle
727,5825,King,5,West-South Seattle
728,5825,King,5,West-South Seattle
729,5716,King,5,West-South Seattle
730,5716,King,5,West-South Seattle
731,5826,King,5,West-South Seattle
732,5720,King,5,West-South Seattle
733,5720,King,5,West-South Seattle
734,5720,King,5,West-South Seattle
735,5720,King,5,West-South Seattle
736,5720,King,5,West-South Seattle
737,5720,King,5,West-South Seattle
738,5720,King,5,West-South Seattle
739,5720,King,5,West-South Seattle
740,5720,King,5,West-South Seattle
741,5720,King,5,West-South Seattle
742,5720,King,5,West-South Seattle
743,5720,King,5,West-South Seattle
