sector_id,HHTS23_Sector_Targets
1,311.5977593
2,3445.462528
3,7754.396869
4,1216.973065
5,12102.58201
7,146129.5954
8,19756.88455
9,37145.21787
10,5333.675572
11,26823.58281
12,11644.63381
13,0
