census_2020_tract_id,"census_2020_tract_geoid",county_id
276,"53033025101",33
277,"53033025103",33
278,"53033025104",33
279,"53033025201",33
280,"53033025202",33
281,"53033025302",33
282,"53033025303",33
283,"53033025304",33
284,"53033025401",33
285,"53033025402",33
286,"53033025500",33
287,"53033025601",33
288,"53033025602",33
289,"53033025702",33
290,"53033025703",33
291,"53033025704",33
292,"53033025803",33
293,"53033025804",33
294,"53033025805",33
295,"53033025806",33
296,"53033026001",33
297,"53033026003",33
298,"53033026004",33
299,"53033026101",33
300,"53033026102",33
301,"53033026200",33
302,"53033026300",33
303,"53033026400",33
304,"53033026500",33
305,"53033026600",33
306,"53033026700",33
307,"53033026801",33
308,"53033026802",33
309,"53033027000",33
310,"53033027100",33
311,"53033027200",33
312,"53033027300",33
313,"53033027400",33
314,"53033027500",33
315,"53033027600",33
316,"53033027701",33
317,"53033027702",33
318,"53033027800",33
319,"53033027901",33
320,"53033027902",33
321,"53033028000",33
322,"53033028100",33
323,"53033028200",33
324,"53033028300",33
325,"53033028402",33
326,"53033028403",33
327,"53033028500",33
328,"53033028600",33
329,"53033028700",33
330,"53033028801",33
331,"53033028802",33
332,"53033028901",33
333,"53033028902",33
334,"53033029001",33
335,"53033029003",33
336,"53033029004",33
337,"53033029101",33
338,"53033029102",33
339,"53033029203",33
340,"53033029205",33
341,"53033029206",33
342,"53033029207",33
343,"53033029208",33
344,"53033029304",33
345,"53033029305",33
346,"53033029306",33
347,"53033029307",33
348,"53033029308",33
349,"53033029309",33
350,"53033029403",33
351,"53033029405",33
352,"53033029406",33
353,"53033029407",33
354,"53033029408",33
355,"53033029504",33
356,"53033029505",33
357,"53033029506",33
358,"53033029507",33
359,"53033029508",33
360,"53033029602",33
361,"53033029603",33
362,"53033029604",33
363,"53033029701",33
364,"53033029702",33
365,"53033029803",33
366,"53033029804",33
367,"53033029805",33
368,"53033029806",33
369,"53033029901",33
370,"53033029902",33
371,"53033030003",33
372,"53033030005",33
373,"53033030006",33
374,"53033030007",33
375,"53033030008",33
376,"53033030101",33
377,"53033030102",33
378,"53033030201",33
379,"53033030203",33
380,"53033030204",33
381,"53033030304",33
382,"53033030305",33
383,"53033030306",33
384,"53033030308",33
385,"53033030309",33
386,"53033030310",33
387,"53033030311",33
388,"53033030312",33
389,"53033030313",33
390,"53033030314",33
391,"53033030403",33
392,"53033030404",33
393,"53033030405",33
394,"53033030406",33
395,"53033030407",33
396,"53033030501",33
397,"53033030503",33
398,"53033030504",33
399,"53033030600",33
400,"53033030700",33
401,"53033030801",33
402,"53033030802",33
403,"53033030901",33
404,"53033030902",33
405,"53033031000",33
406,"53033031101",33
407,"53033031102",33
408,"53033031202",33
409,"53033031204",33
410,"53033031206",33
411,"53033031207",33
412,"53033031208",33
413,"53033031301",33
414,"53033031302",33
415,"53033031400",33
416,"53033031501",33
417,"53033031502",33
418,"53033031601",33
419,"53033031603",33
420,"53033031604",33
421,"53033031605",33
422,"53033031704",33
423,"53033031705",33
424,"53033031707",33
425,"53033031708",33
426,"53033031709",33
427,"53033031710",33
428,"53033031800",33
429,"53033031904",33
430,"53033031906",33
431,"53033031908",33
432,"53033031909",33
433,"53033031910",33
434,"53033031911",33
435,"53033031912",33
436,"53033031913",33
437,"53033032002",33
438,"53033032003",33
439,"53033032005",33
440,"53033032006",33
441,"53033032007",33
442,"53033032008",33
443,"53033032010",33
444,"53033032011",33
445,"53033032102",33
446,"53033032103",33
447,"53033032104",33
448,"53033032207",33
449,"53033032211",33
450,"53033032213",33
451,"53033032215",33
452,"53033032216",33
453,"53033032217",33
454,"53033032218",33
455,"53033032219",33
456,"53033032220",33
457,"53033032221",33
458,"53033032222",33
459,"53033032223",33
460,"53033032224",33
461,"53033032225",33
462,"53033032307",33
463,"53033032311",33
464,"53033032313",33
465,"53033032315",33
466,"53033032316",33
467,"53033032317",33
468,"53033032318",33
469,"53033032319",33
470,"53033032320",33
471,"53033032321",33
472,"53033032322",33
473,"53033032323",33
474,"53033032324",33
475,"53033032325",33
476,"53033032326",33
477,"53033032327",33
478,"53033032328",33
479,"53033032330",33
480,"53033032331",33
481,"53033032332",33
482,"53033032333",33
483,"53033032401",33
484,"53033032402",33
485,"53033032500",33
486,"53033032601",33
487,"53033032603",33
488,"53033032604",33
489,"53033032605",33
490,"53033032703",33
491,"53033032704",33
492,"53033032705",33
493,"53033032706",33
494,"53033032800",33
495,"53033990100",33
496,"53035080101",35
497,"53035080102",35
498,"53035080200",35
499,"53035080300",35
500,"53035080400",35
501,"53035080500",35
502,"53035080600",35
503,"53035080700",35
504,"53035080800",35
505,"53035080900",35
506,"53035081000",35
507,"53035081100",35
508,"53035081200",35
509,"53035081400",35
510,"53035090101",35
511,"53035090102",35
512,"53035090201",35
513,"53035090202",35
514,"53035090300",35
515,"53035090400",35
516,"53035090501",35
517,"53035090502",35
518,"53035090700",35
519,"53035090800",35
520,"53035090901",35
521,"53035090902",35
522,"53035091001",35
523,"53035091002",35
524,"53035091100",35
525,"53035091201",35
526,"53035091204",35
527,"53035091205",35
528,"53035091206",35
529,"53035091301",35
530,"53035091302",35
531,"53035091400",35
532,"53035091500",35
533,"53035091600",35
534,"53035091701",35
535,"53035091702",35
536,"53035091800",35
537,"53035091900",35
538,"53035092000",35
539,"53035092101",35
540,"53035092102",35
541,"53035092200",35
542,"53035092300",35
543,"53035092400",35
544,"53035092500",35
545,"53035092600",35
546,"53035092701",35
547,"53035092704",35
548,"53035092801",35
549,"53035092802",35
550,"53035092803",35
551,"53035092901",35
552,"53035092902",35
553,"53035940000",35
554,"53035940100",35
555,"53035990100",35
556,"53053060200",53
557,"53053060300",53
558,"53053060400",53
559,"53053060500",53
560,"53053060600",53
561,"53053060700",53
562,"53053060800",53
563,"53053060903",53
564,"53053060904",53
565,"53053060906",53
566,"53053060907",53
567,"53053060908",53
568,"53053061001",53
569,"53053061002",53
570,"53053061100",53
571,"53053061200",53
572,"53053061300",53
573,"53053061400",53
574,"53053061501",53
575,"53053061502",53
576,"53053061601",53
577,"53053061602",53
578,"53053061700",53
579,"53053061800",53
580,"53053061900",53
581,"53053062000",53
582,"53053062300",53
583,"53053062400",53
584,"53053062501",53
585,"53053062502",53
586,"53053062600",53
587,"53053062801",53
588,"53053062802",53
589,"53053062901",53
590,"53053062902",53
591,"53053063000",53
592,"53053063100",53
593,"53053063200",53
594,"53053063301",53
595,"53053063302",53
596,"53053063401",53
597,"53053063402",53
598,"53053063501",53
599,"53053063502",53
600,"53053070100",53
601,"53053070204",53
602,"53053070205",53
603,"53053070206",53
604,"53053070207",53
605,"53053070208",53
606,"53053070209",53
607,"53053070307",53
608,"53053070308",53
609,"53053070309",53
610,"53053070310",53
611,"53053070311",53
612,"53053070312",53
613,"53053070313",53
614,"53053070314",53
615,"53053070315",53
616,"53053070316",53
617,"53053070401",53
618,"53053070403",53
619,"53053070404",53
620,"53053070703",53
621,"53053071100",53
622,"53053071205",53
623,"53053071206",53
624,"53053071207",53
625,"53053071209",53
626,"53053071210",53
627,"53053071211",53
628,"53053071212",53
629,"53053071304",53
630,"53053071305",53
631,"53053071306",53
632,"53053071307",53
633,"53053071309",53
634,"53053071310",53
635,"53053071403",53
636,"53053071408",53
637,"53053071409",53
638,"53053071411",53
639,"53053071412",53
640,"53053071413",53
641,"53053071414",53
642,"53053071415",53
643,"53053071416",53
644,"53053071417",53
645,"53053071503",53
646,"53053071504",53
647,"53053071505",53
648,"53053071506",53
649,"53053071601",53
650,"53053071603",53
651,"53053071604",53
652,"53053071703",53
653,"53053071704",53
654,"53053071705",53
655,"53053071706",53
656,"53053071707",53
657,"53053071803",53
658,"53053071805",53
659,"53053071806",53
660,"53053071807",53
661,"53053071808",53
662,"53053071901",53
663,"53053071902",53
664,"53053072000",53
665,"53053072105",53
666,"53053072106",53
667,"53053072107",53
668,"53053072108",53
669,"53053072109",53
670,"53053072111",53
671,"53053072112",53
672,"53053072305",53
673,"53053072307",53
674,"53053072309",53
675,"53053072310",53
676,"53053072311",53
677,"53053072312",53
678,"53053072313",53
679,"53053072314",53
680,"53053072315",53
681,"53053072405",53
682,"53053072406",53
683,"53053072407",53
684,"53053072408",53
685,"53053072409",53
686,"53053072410",53
687,"53053072503",53
688,"53053072504",53
689,"53053072506",53
690,"53053072507",53
691,"53053072508",53
692,"53053072509",53
693,"53053072601",53
694,"53053072602",53
695,"53053072603",53
696,"53053072801",53
697,"53053072802",53
698,"53053072901",53
699,"53053072903",53
700,"53053072907",53
701,"53053072908",53
702,"53053072909",53
703,"53053073001",53
704,"53053073005",53
705,"53053073006",53
706,"53053073110",53
707,"53053073111",53
708,"53053073114",53
709,"53053073115",53
710,"53053073116",53
711,"53053073117",53
712,"53053073118",53
713,"53053073119",53
714,"53053073120",53
715,"53053073121",53
716,"53053073122",53
717,"53053073123",53
718,"53053073124",53
719,"53053073126",53
720,"53053073127",53
721,"53053073128",53
722,"53053073129",53
723,"53053073130",53
724,"53053073131",53
725,"53053073132",53
726,"53053073133",53
727,"53053073200",53
728,"53053073301",53
729,"53053073302",53
730,"53053073404",53
731,"53053073405",53
732,"53053073406",53
733,"53053073407",53
734,"53053073408",53
735,"53053073501",53
736,"53053073502",53
737,"53053940001",53
738,"53053940002",53
739,"53053940004",53
740,"53053940005",53
741,"53053940006",53
742,"53053940007",53
743,"53053940008",53
744,"53053940009",53
745,"53053940010",53
746,"53053940011",53
747,"53053940012",53
748,"53053940013",53
749,"53061040100",61
750,"53061040200",61
751,"53061040300",61
752,"53061040400",61
753,"53061040500",61
754,"53061040700",61
755,"53061040800",61
756,"53061040900",61
757,"53061041000",61
758,"53061041100",61
759,"53061041201",61
760,"53061041202",61
761,"53061041301",61
762,"53061041303",61
763,"53061041304",61
764,"53061041400",61
765,"53061041500",61
766,"53061041601",61
767,"53061041605",61
768,"53061041606",61
769,"53061041607",61
770,"53061041609",61
771,"53061041610",61
772,"53061041701",61
773,"53061041703",61
774,"53061041704",61
775,"53061041805",61
776,"53061041808",61
777,"53061041809",61
778,"53061041810",61
779,"53061041812",61
780,"53061041813",61
781,"53061041814",61
782,"53061041815",61
783,"53061041816",61
784,"53061041901",61
785,"53061041904",61
786,"53061041905",61
787,"53061041906",61
788,"53061041907",61
789,"53061042001",61
790,"53061042003",61
791,"53061042004",61
792,"53061042005",61
793,"53061042006",61
794,"53061050101",61
795,"53061050102",61
796,"53061050200",61
797,"53061050300",61
798,"53061050402",61
799,"53061050403",61
800,"53061050404",61
801,"53061050501",61
802,"53061050502",61
803,"53061050600",61
804,"53061050700",61
805,"53061050800",61
806,"53061050900",61
807,"53061051000",61
808,"53061051100",61
809,"53061051200",61
810,"53061051301",61
811,"53061051302",61
812,"53061051401",61
813,"53061051402",61
814,"53061051500",61
815,"53061051601",61
816,"53061051602",61
817,"53061051701",61
818,"53061051702",61
819,"53061051802",61
820,"53061051803",61
821,"53061051804",61
822,"53061051912",61
823,"53061051913",61
824,"53061051914",61
825,"53061051916",61
826,"53061051917",61
827,"53061051918",61
828,"53061051921",61
829,"53061051922",61
830,"53061051926",61
831,"53061051927",61
832,"53061051928",61
833,"53061051929",61
834,"53061051930",61
835,"53061051931",61
836,"53061051932",61
837,"53061051933",61
838,"53061051934",61
839,"53061051935",61
840,"53061051936",61
841,"53061051937",61
842,"53061051938",61
843,"53061052004",61
844,"53061052005",61
845,"53061052006",61
846,"53061052007",61
847,"53061052008",61
848,"53061052009",61
849,"53061052010",61
850,"53061052104",61
851,"53061052105",61
852,"53061052107",61
853,"53061052108",61
854,"53061052112",61
855,"53061052113",61
856,"53061052114",61
857,"53061052119",61
858,"53061052120",61
859,"53061052121",61
860,"53061052122",61
861,"53061052203",61
862,"53061052204",61
863,"53061052206",61
864,"53061052207",61
865,"53061052208",61
866,"53061052210",61
867,"53061052211",61
868,"53061052301",61
869,"53061052302",61
870,"53061052401",61
871,"53061052402",61
872,"53061052502",61
873,"53061052504",61
874,"53061052505",61
875,"53061052506",61
876,"53061052603",61
877,"53061052604",61
878,"53061052605",61
879,"53061052606",61
880,"53061052607",61
881,"53061052701",61
882,"53061052706",61
883,"53061052707",61
884,"53061052708",61
885,"53061052709",61
886,"53061052710",61
887,"53061052711",61
888,"53061052803",61
889,"53061052805",61
890,"53061052807",61
891,"53061052808",61
892,"53061052809",61
893,"53061052810",61
894,"53061052903",61
895,"53061052904",61
896,"53061052905",61
897,"53061052906",61
898,"53061053101",61
899,"53061053102",61
900,"53061053201",61
901,"53061053202",61
902,"53061053301",61
903,"53061053302",61
904,"53061053400",61
905,"53061053505",61
906,"53061053506",61
907,"53061053507",61
908,"53061053508",61
909,"53061053509",61
910,"53061053510",61
911,"53061053511",61
912,"53061053603",61
913,"53061053604",61
914,"53061053605",61
915,"53061053606",61
916,"53061053700",61
917,"53061053801",61
918,"53061053802",61
919,"53061053803",61
920,"53061940001",61
921,"53061940002",61
922,"53061990002",61
923,"53061990100",61
