blockgroup_geoid,industry_id,number_of_jobs
530610519222,12,20
530330238071,12,37
530330012023,12,21
530530623001,12,25
530330247033,13,197
530530609081,13,65
530330316014,12,38
530610416012,13,77
530530721061,12,18
530610418153,12,29
530330202004,13,142
530610413014,12,24
530330261023,12,11
530530724092,12,3
530330315013,12,7
530530716032,12,3
530530735021,13,46
530330228022,13,86
530330226042,13,204
530330010002,12,28
530330228053,12,28
530610418153,13,122
530330323132,12,136
530330222032,13,77
530330095004,12,12
530330004041,12,72
530330203021,12,60
530539400043,13,252
530610535112,13,172
530330049021,13,71
530330323203,13,72
530330223002,12,67
530530714121,13,1
530330317102,12,20
530610525024,12,3
530330324013,13,109
530330262001,13,664
530330303043,12,7
530330073032,12,64
530610536062,13,105
530530731232,13,228
530330001012,12,1
530530616021,13,763
530530714131,12,13
530610533011,13,429
530610418081,13,258
530330045002,13,63
530350922002,13,96
530330319113,13,71
530330323191,12,10
530610522102,13,34
530330323303,12,486
530530615011,12,20
530350922001,12,848
530330071012,13,37
530330290013,12,1
530330310003,13,60
530610416064,13,77
530530702073,13,264
530330070021,12,27
530330104021,13,122
530330209003,12,12
530530728023,13,77
530330095003,12,2
530330293061,13,79
530530715032,12,20
530330043021,12,12
530610522081,12,27
530610420031,13,70
530330299012,12,33
530350916001,13,76
530330049021,12,15
530330070012,12,2
530530702073,12,699
530530625021,12,2
530610532023,12,10
530530731171,13,168
530330218024,13,196
530530633012,12,125
530350901012,12,621
530330090001,13,80
530530729032,13,88
530330326051,12,9
530530629021,13,79
530530731211,13,176
530330323073,12,21
530610535053,12,2
530330322072,12,9
530530714032,12,75
530610513011,13,162
530330300063,12,43
530330320104,13,349
530330228043,12,32
530530733014,12,54
530530723112,12,63
530330298053,12,19
530610514022,12,231
530330312063,12,19
530330324013,12,58
530610417044,13,133
530330295051,13,76
530610420054,13,19
530330251041,12,10
530530723073,12,14
530330323313,12,245
530530603001,12,34
530610535102,12,51
530330322183,12,10
530610519134,12,33
530330288022,13,75
530330075021,12,39
530330261022,13,63
530330254011,12,35
530530713104,13,120
530530620003,12,4
530330079012,13,69
530330325004,12,3
530330323231,12,1
530330018001,13,161
530330205001,12,17
530350922001,13,30
530350928022,13,63
530530612004,12,1
530350915001,13,90
530350909021,12,112
530330213003,13,88
530330062002,12,13
530330098022,12,42
530330320034,12,5
530610518022,12,28
530350921012,12,40
530530735012,13,55
530610507005,13,102
530530609061,12,159
530530721053,13,37
530330115003,12,15
530330312042,12,11
530530731192,12,1
530330254011,13,387
530330287001,12,14
530610529033,12,35
530330025002,12,11
530610504021,12,15
530610522101,12,149
530610507001,13,192
530530626001,13,107
530530702053,13,283
530350923002,12,77
530530608001,12,2
530530713053,13,73
530530624002,12,11
530330320032,13,138
530530734064,12,49
530330068003,12,40
530330323254,13,74
530330091001,12,40
530330323232,13,229
530330282002,12,44
530610529033,13,175
530330287001,13,121
530530732003,12,73
530530616021,12,179
530330326051,13,81
530610529043,12,44
530610528101,13,48
530330312072,13,178
530530726023,12,24
530330093001,12,1056
530530632001,13,62
530330302014,13,87
530610526042,12,1
530530726014,12,2
530330072011,12,37
530610521052,12,4
530330078003,12,8
530610417014,12,4
530330322112,13,194
530530734045,12,7
530330322111,13,122
530530718033,13,76
530530731241,12,13
530330006012,13,52
