home_based_status,year,sector_id,total_number_of_jobs,subreg_id
1,2024,7,62392,-1
1,2026,7,66045,-1
1,2027,7,67708,-1
1,2028,7,69476,-1
1,2029,7,71338,-1
1,2031,7,74898,-1
1,2032,7,76679,-1
1,2033,7,78486,-1
1,2034,7,80376,-1
1,2036,7,84446,-1
1,2037,7,86402,-1
1,2038,7,88366,-1
1,2039,7,90335,-1
1,2041,7,94475,-1
1,2042,7,96575,-1
1,2043,7,98780,-1
1,2045,7,103008,-1
1,2046,7,105125,-1
1,2047,7,107155,-1
1,2048,7,109221,-1
1,2049,7,111284,-1
0,2024,8,47530,-1
0,2026,8,49673,-1
0,2027,8,50816,-1
0,2028,8,52076,-1
0,2029,8,53363,-1
0,2031,8,56172,-1
0,2032,8,57827,-1
0,2033,8,59562,-1
0,2034,8,61350,-1
0,2036,8,64956,-1
0,2037,8,66886,-1
0,2038,8,69021,-1
0,2039,8,71323,-1
0,2041,8,75973,-1
0,2042,8,78362,-1
0,2043,8,80806,-1
0,2045,8,85536,-1
0,2046,8,87785,-1
0,2047,8,90081,-1
0,2048,8,92391,-1
0,2049,8,94733,-1
1,2024,8,2160,-1
1,2026,8,2257,-1
1,2027,8,2309,-1
1,2028,8,2367,-1
1,2029,8,2425,-1
1,2031,8,2553,-1
1,2032,8,2629,-1
1,2033,8,2707,-1
1,2034,8,2789,-1
1,2036,8,2953,-1
1,2037,8,3040,-1
1,2038,8,3137,-1
1,2039,8,3242,-1
1,2041,8,3454,-1
1,2042,8,3561,-1
1,2043,8,3672,-1
1,2045,8,3888,-1
1,2046,8,3990,-1
1,2047,8,4095,-1
1,2048,8,4200,-1
1,2049,8,4306,-1
0,2024,9,248037,-1
0,2026,9,254622,-1
0,2027,9,257440,-1
0,2028,9,260324,-1
0,2029,9,263617,-1
0,2031,9,269704,-1
0,2032,9,273566,-1
0,2033,9,277735,-1
0,2034,9,281967,-1
0,2036,9,290587,-1
0,2037,9,294384,-1
0,2038,9,298285,-1
0,2039,9,303058,-1
0,2041,9,313772,-1
0,2042,9,319057,-1
0,2043,9,324362,-1
0,2045,9,333769,-1
0,2046,9,338296,-1
0,2047,9,342549,-1
0,2048,9,346812,-1
0,2049,9,351048,-1
1,2024,9,11274,-1
1,2026,9,11573,-1
1,2027,9,11701,-1
1,2028,9,11832,-1
1,2029,9,11982,-1
1,2031,9,12259,-1
1,2032,9,12434,-1
1,2033,9,12624,-1
1,2034,9,12816,-1
1,2036,9,13208,-1
1,2037,9,13381,-1
1,2038,9,13558,-1
1,2039,9,13775,-1
1,2041,9,14262,-1
1,2042,9,14502,-1
1,2043,9,14743,-1
1,2045,9,15171,-1
1,2046,9,15377,-1
1,2047,9,15570,-1
1,2048,9,15764,-1
1,2049,9,15956,-1
0,2024,10,185738,-1
0,2026,10,195844,-1
0,2027,10,200548,-1
0,2028,10,205234,-1
0,2029,10,209904,-1
0,2031,10,218369,-1
0,2032,10,222151,-1
0,2033,10,225649,-1
0,2034,10,229045,-1
0,2036,10,236105,-1
0,2037,10,239570,-1
0,2038,10,242705,-1
0,2039,10,245376,-1
0,2041,10,250218,-1
0,2042,10,252499,-1
0,2043,10,254724,-1
0,2045,10,258127,-1
0,2046,10,259660,-1
0,2047,10,261089,-1
0,2048,10,262453,-1
0,2049,10,263797,-1
1,2024,10,5365,-1
1,2026,10,5657,-1
1,2027,10,5793,-1
1,2028,10,5928,-1
1,2029,10,6063,-1
1,2031,10,6307,-1
1,2032,10,6418,-1
1,2033,10,6518,-1
1,2034,10,6616,-1
1,2036,10,6820,-1
1,2037,10,6920,-1
1,2038,10,7010,-1
1,2039,10,7089,-1
1,2041,10,7228,-1
1,2042,10,7293,-1
1,2043,10,7358,-1
1,2045,10,7456,-1
1,2046,10,7500,-1
1,2047,10,7542,-1
1,2048,10,7581,-1
1,2049,10,7619,-1
0,2024,11,155968,-1
0,2026,11,159742,-1
0,2027,11,161501,-1
0,2028,11,163403,-1
0,2029,11,165499,-1
0,2031,11,169560,-1
0,2032,11,172041,-1
0,2033,11,174680,-1
0,2034,11,177324,-1
0,2036,11,182438,-1
0,2037,11,184902,-1
0,2038,11,187548,-1
0,2039,11,190506,-1
0,2041,11,196760,-1
0,2042,11,199861,-1
0,2043,11,202881,-1
0,2045,11,208075,-1
0,2046,11,210411,-1
0,2047,11,212767,-1
0,2048,11,215126,-1
0,2049,11,217549,-1
1,2024,11,9956,-1
1,2026,11,10198,-1
1,2027,11,10310,-1
1,2028,11,10431,-1
1,2029,11,10565,-1
1,2031,11,10824,-1
1,2032,11,10983,-1
1,2033,11,11151,-1
1,2034,11,11320,-1
1,2036,11,11647,-1
1,2037,11,11804,-1
1,2038,11,11972,-1
1,2039,11,12161,-1
1,2041,11,12560,-1
1,2042,11,12758,-1
1,2043,11,12952,-1
1,2045,11,13284,-1
1,2046,11,13432,-1
1,2047,11,13583,-1
1,2048,11,13733,-1
1,2049,11,13888,-1
0,2024,12,166698,-1
0,2026,12,170230,-1
0,2027,12,171510,-1
0,2028,12,172808,-1
0,2029,12,174379,-1
0,2031,12,176526,-1
0,2032,12,177890,-1
0,2033,12,179120,-1
0,2034,12,180097,-1
0,2036,12,181651,-1
0,2037,12,182054,-1
0,2038,12,182456,-1
0,2039,12,183099,-1
0,2041,12,184332,-1
0,2042,12,184740,-1
0,2043,12,184955,-1
0,2045,12,184479,-1
0,2046,12,184087,-1
0,2047,12,183706,-1
0,2048,12,183330,-1
0,2049,12,183006,-1
1,2024,12,7952,-1
1,2026,12,8121,-1
1,2027,12,8183,-1
1,2028,12,8244,-1
1,2029,12,8320,-1
1,2031,12,8422,-1
1,2032,12,8487,-1
1,2033,12,8545,-1
1,2034,12,8592,-1
1,2036,12,8666,-1
1,2037,12,8685,-1
1,2038,12,8705,-1
1,2039,12,8736,-1
1,2041,12,8794,-1
1,2042,12,8813,-1
1,2043,12,8824,-1
1,2045,12,8801,-1
1,2046,12,8782,-1
1,2047,12,8764,-1
1,2048,12,8746,-1
1,2049,12,8731,-1
0,2024,13,138299,-1
0,2026,13,143082,-1
0,2027,13,145215,-1
0,2028,13,147317,-1
0,2029,13,149653,-1
0,2031,13,153811,-1
0,2032,13,156158,-1
0,2033,13,158396,-1
0,2034,13,160488,-1
0,2036,13,164667,-1
0,2037,13,166651,-1
0,2038,13,168617,-1
0,2039,13,170758,-1
0,2041,13,174987,-1
0,2042,13,177032,-1
0,2043,13,178976,-1
0,2045,13,182238,-1
0,2046,13,183845,-1
0,2047,13,185543,-1
0,2048,13,187277,-1
0,2049,13,189107,-1
1,2024,13,6286,-1
1,2026,13,6504,-1
1,2027,13,6601,-1
1,2028,13,6696,-1
1,2029,13,6802,-1
1,2031,13,6992,-1
1,2032,13,7098,-1
1,2033,13,7200,-1
1,2034,13,7294,-1
1,2036,13,7485,-1
1,2037,13,7574,-1
1,2038,13,7664,-1
1,2039,13,7761,-1
1,2041,13,7953,-1
1,2042,13,8047,-1
1,2043,13,8135,-1
1,2045,13,8283,-1
1,2046,13,8357,-1
1,2047,13,8434,-1
1,2048,13,8512,-1
1,2049,13,8595,-1
-1,2025,-1,31580,1
-1,2030,-1,36413,1
-1,2035,-1,41245,1
-1,2040,-1,46078,1
-1,2044,-1,49944,1
-1,2050,-1,51829,1
-1,2025,-1,97131,2
-1,2030,-1,105253,2
-1,2035,-1,113376,2
-1,2040,-1,121498,2
-1,2044,-1,127996,2
-1,2050,-1,131902,2
-1,2025,-1,30510,3
-1,2030,-1,32497,3
-1,2035,-1,34483,3
-1,2040,-1,36469,3
-1,2044,-1,38058,3
-1,2050,-1,40782,3
-1,2025,-1,12764,4
-1,2030,-1,14299,4
-1,2035,-1,15833,4
-1,2040,-1,17368,4
-1,2044,-1,18596,4
-1,2050,-1,20065,4
-1,2025,-1,4123,5
-1,2030,-1,5183,5
-1,2035,-1,6242,5
-1,2040,-1,7302,5
-1,2044,-1,8150,5
-1,2050,-1,8276,5
-1,2025,-1,18693,6
-1,2030,-1,19554,6
-1,2035,-1,20415,6
-1,2040,-1,21275,6
-1,2044,-1,21964,6
-1,2050,-1,22493,6
-1,2025,-1,19283,7
-1,2030,-1,20374,7
-1,2035,-1,21465,7
-1,2040,-1,22557,7
-1,2044,-1,23430,7
-1,2050,-1,23608,7
-1,2025,-1,59054,8
-1,2030,-1,60131,8
-1,2035,-1,61208,8
-1,2040,-1,62285,8
-1,2044,-1,63147,8
-1,2050,-1,64059,8
-1,2025,-1,12310,9
-1,2030,-1,13495,9
-1,2035,-1,14679,9
-1,2040,-1,15864,9
-1,2044,-1,16812,9
-1,2050,-1,17458,9
-1,2025,-1,21009,10
-1,2030,-1,22699,10
-1,2035,-1,24389,10
-1,2040,-1,26079,10
-1,2044,-1,27431,10
-1,2050,-1,27984,10
-1,2025,-1,26687,11
-1,2030,-1,27443,11
-1,2035,-1,28199,11
-1,2040,-1,28955,11
-1,2044,-1,29560,11
-1,2050,-1,30380,11
-1,2025,-1,7411,12
-1,2030,-1,7919,12
-1,2035,-1,8428,12
-1,2040,-1,8937,12
-1,2044,-1,9344,12
-1,2050,-1,10435,12
-1,2025,-1,19937,13
-1,2030,-1,21221,13
-1,2035,-1,22506,13
-1,2040,-1,23790,13
-1,2044,-1,24818,13
-1,2050,-1,25258,13
-1,2025,-1,5672,14
-1,2030,-1,5672,14
-1,2035,-1,5672,14
-1,2040,-1,5672,14
-1,2044,-1,5672,14
-1,2050,-1,5672,14
-1,2025,-1,1501,15
-1,2030,-1,1864,15
-1,2035,-1,2227,15
-1,2040,-1,2591,15
-1,2044,-1,2881,15
-1,2050,-1,3090,15
-1,2025,-1,2139,16
-1,2030,-1,2240,16
-1,2035,-1,2341,16
-1,2040,-1,2442,16
-1,2044,-1,2523,16
-1,2050,-1,2585,16
-1,2025,-1,1158,17
-1,2030,-1,1160,17
-1,2035,-1,1162,17
-1,2040,-1,1164,17
-1,2044,-1,1166,17
-1,2050,-1,1166,17
-1,2025,-1,4246,18
-1,2030,-1,4475,18
-1,2035,-1,4703,18
-1,2040,-1,4931,18
-1,2044,-1,5114,18
-1,2050,-1,5114,18
-1,2025,-1,1063,19
-1,2030,-1,1311,19
-1,2035,-1,1558,19
-1,2040,-1,1806,19
-1,2044,-1,2004,19
-1,2050,-1,2175,19
-1,2025,-1,2510,20
-1,2030,-1,3178,20
-1,2035,-1,3846,20
-1,2040,-1,4514,20
-1,2044,-1,5048,20
-1,2050,-1,5301,20
-1,2025,-1,649,22
-1,2030,-1,708,22
-1,2035,-1,766,22
-1,2040,-1,824,22
-1,2044,-1,871,22
-1,2050,-1,876,22
-1,2025,-1,2438,23
-1,2030,-1,2607,23
-1,2035,-1,2777,23
-1,2040,-1,2946,23
-1,2044,-1,3082,23
-1,2050,-1,3103,23
-1,2025,-1,986,24
-1,2030,-1,1075,24
-1,2035,-1,1163,24
-1,2040,-1,1251,24
-1,2044,-1,1322,24
-1,2050,-1,1363,24
-1,2025,-1,10030,25
-1,2030,-1,10382,25
-1,2035,-1,10734,25
-1,2040,-1,11085,25
-1,2044,-1,11367,25
-1,2050,-1,11620,25
-1,2025,-1,11461,26
-1,2030,-1,11939,26
-1,2035,-1,12417,26
-1,2040,-1,12896,26
-1,2044,-1,13278,26
-1,2050,-1,13520,26
-1,2025,-1,2366,27
-1,2030,-1,2482,27
-1,2035,-1,2598,27
-1,2040,-1,2715,27
-1,2044,-1,2808,27
-1,2050,-1,2928,27
-1,2025,-1,4,28
-1,2030,-1,9,28
-1,2035,-1,14,28
-1,2040,-1,19,28
-1,2044,-1,23,28
-1,2050,-1,24,28
-1,2025,-1,949,29
-1,2030,-1,1076,29
-1,2035,-1,1203,29
-1,2040,-1,1329,29
-1,2044,-1,1431,29
-1,2050,-1,1615,29
-1,2025,-1,853,30
-1,2030,-1,1008,30
-1,2035,-1,1163,30
-1,2040,-1,1318,30
-1,2044,-1,1442,30
-1,2050,-1,1543,30
-1,2025,-1,641,31
-1,2030,-1,750,31
-1,2035,-1,858,31
-1,2040,-1,966,31
-1,2044,-1,1053,31
-1,2050,-1,1056,31
-1,2025,-1,6546,32
-1,2030,-1,7695,32
-1,2035,-1,8845,32
-1,2040,-1,9994,32
-1,2044,-1,10914,32
-1,2050,-1,12162,32
-1,2025,-1,1995,33
-1,2030,-1,2078,33
-1,2035,-1,2160,33
-1,2040,-1,2243,33
-1,2044,-1,2309,33
-1,2050,-1,2489,33
-1,2025,-1,6641,34
-1,2030,-1,6692,34
-1,2035,-1,6743,34
-1,2040,-1,6793,34
-1,2044,-1,6834,34
-1,2050,-1,7042,34
-1,2025,-1,31,35
-1,2030,-1,52,35
-1,2035,-1,73,35
-1,2040,-1,93,35
-1,2044,-1,110,35
-1,2050,-1,110,35
-1,2025,-1,5783,36
-1,2030,-1,6107,36
-1,2035,-1,6432,36
-1,2040,-1,6756,36
-1,2044,-1,7016,36
-1,2050,-1,7315,36
-1,2025,-1,831,37
-1,2030,-1,831,37
-1,2035,-1,831,37
-1,2040,-1,831,37
-1,2044,-1,831,37
-1,2050,-1,831,37
-1,2025,-1,279,38
-1,2030,-1,468,38
-1,2035,-1,656,38
-1,2040,-1,844,38
-1,2044,-1,995,38
-1,2050,-1,1216,38
-1,2025,-1,589,39
-1,2030,-1,747,39
-1,2035,-1,904,39
-1,2040,-1,1062,39
-1,2044,-1,1188,39
-1,2050,-1,1199,39
-1,2025,-1,4319,40
-1,2030,-1,4774,40
-1,2035,-1,5230,40
-1,2040,-1,5685,40
-1,2044,-1,6049,40
-1,2050,-1,6632,40
-1,2025,-1,1351,41
-1,2030,-1,1406,41
-1,2035,-1,1460,41
-1,2040,-1,1515,41
-1,2044,-1,1559,41
-1,2050,-1,1578,41
-1,2025,-1,8145,42
-1,2030,-1,8563,42
-1,2035,-1,8981,42
-1,2040,-1,9399,42
-1,2044,-1,9733,42
-1,2050,-1,9809,42
-1,2025,-1,256,43
-1,2030,-1,256,43
-1,2035,-1,256,43
-1,2040,-1,256,43
-1,2044,-1,256,43
-1,2050,-1,256,43
-1,2025,-1,6538,44
-1,2030,-1,7422,44
-1,2035,-1,8306,44
-1,2040,-1,9191,44
-1,2044,-1,9898,44
-1,2050,-1,10906,44
-1,2025,-1,116,45
-1,2030,-1,116,45
-1,2035,-1,116,45
-1,2040,-1,116,45
-1,2044,-1,116,45
-1,2050,-1,116,45
-1,2025,-1,26,46
-1,2030,-1,26,46
-1,2035,-1,26,46
-1,2040,-1,26,46
-1,2044,-1,26,46
-1,2050,-1,26,46
-1,2025,-1,13,48
-1,2030,-1,21,48
-1,2035,-1,29,48
-1,2040,-1,37,48
-1,2044,-1,43,48
-1,2050,-1,48,48
-1,2025,-1,10,49
-1,2030,-1,10,49
-1,2035,-1,10,49
-1,2040,-1,10,49
-1,2044,-1,10,49
-1,2050,-1,10,49
-1,2025,-1,10,51
-1,2030,-1,10,51
-1,2035,-1,10,51
-1,2040,-1,10,51
-1,2044,-1,10,51
-1,2050,-1,10,51
-1,2025,-1,111,52
-1,2030,-1,226,52
-1,2035,-1,340,52
-1,2040,-1,455,52
-1,2044,-1,547,52
-1,2050,-1,631,52
-1,2025,-1,462,53
-1,2030,-1,656,53
-1,2035,-1,850,53
-1,2040,-1,1044,53
-1,2044,-1,1199,53
-1,2050,-1,1360,53
-1,2025,-1,1,57
-1,2030,-1,1,57
-1,2035,-1,1,57
-1,2040,-1,1,57
-1,2044,-1,1,57
-1,2050,-1,1,57
-1,2025,-1,11,58
-1,2030,-1,19,58
-1,2035,-1,27,58
-1,2040,-1,36,58
-1,2044,-1,42,58
-1,2050,-1,42,58
-1,2025,-1,258,60
-1,2030,-1,318,60
-1,2035,-1,377,60
-1,2040,-1,437,60
-1,2044,-1,485,60
-1,2050,-1,491,60
-1,2025,-1,185,61
-1,2030,-1,185,61
-1,2035,-1,185,61
-1,2040,-1,185,61
-1,2044,-1,185,61
-1,2050,-1,185,61
-1,2025,-1,21872,64
-1,2030,-1,23371,64
-1,2035,-1,24869,64
-1,2040,-1,26367,64
-1,2044,-1,27566,64
-1,2050,-1,27882,64
-1,2025,-1,13383,65
-1,2030,-1,14801,65
-1,2035,-1,16219,65
-1,2040,-1,17638,65
-1,2044,-1,18772,65
-1,2050,-1,20081,65
-1,2025,-1,2053,67
-1,2030,-1,2522,67
-1,2035,-1,2991,67
-1,2040,-1,3460,67
-1,2044,-1,3835,67
-1,2050,-1,4443,67
-1,2025,-1,3419,68
-1,2030,-1,3967,68
-1,2035,-1,4516,68
-1,2040,-1,5065,68
-1,2044,-1,5504,68
-1,2050,-1,5789,68
-1,2025,-1,7671,69
-1,2030,-1,7772,69
-1,2035,-1,7873,69
-1,2040,-1,7974,69
-1,2044,-1,8055,69
-1,2050,-1,8326,69
-1,2025,-1,730,70
-1,2030,-1,1051,70
-1,2035,-1,1373,70
-1,2040,-1,1695,70
-1,2044,-1,1952,70
-1,2050,-1,2250,70
-1,2025,-1,6943,71
-1,2030,-1,7234,71
-1,2035,-1,7526,71
-1,2040,-1,7818,71
-1,2044,-1,8051,71
-1,2050,-1,8922,71
-1,2025,-1,2001,72
-1,2030,-1,2417,72
-1,2035,-1,2832,72
-1,2040,-1,3248,72
-1,2044,-1,3580,72
-1,2050,-1,3954,72
-1,2025,-1,7422,73
-1,2030,-1,7710,73
-1,2035,-1,7998,73
-1,2040,-1,8287,73
-1,2044,-1,8517,73
-1,2050,-1,8909,73
-1,2025,-1,90,74
-1,2030,-1,112,74
-1,2035,-1,134,74
-1,2040,-1,155,74
-1,2044,-1,173,74
-1,2050,-1,197,74
-1,2025,-1,3624,75
-1,2030,-1,4106,75
-1,2035,-1,4588,75
-1,2040,-1,5069,75
-1,2044,-1,5455,75
-1,2050,-1,5822,75
-1,2025,-1,16422,76
-1,2030,-1,16851,76
-1,2035,-1,17280,76
-1,2040,-1,17710,76
-1,2044,-1,18053,76
-1,2050,-1,18628,76
-1,2025,-1,46560,77
-1,2030,-1,47771,77
-1,2035,-1,48981,77
-1,2040,-1,50192,77
-1,2044,-1,51160,77
-1,2050,-1,52930,77
-1,2025,-1,964,78
-1,2030,-1,1038,78
-1,2035,-1,1112,78
-1,2040,-1,1185,78
-1,2044,-1,1244,78
-1,2050,-1,1244,78
-1,2025,-1,11166,79
-1,2030,-1,12082,79
-1,2035,-1,12998,79
-1,2040,-1,13915,79
-1,2044,-1,14648,79
-1,2050,-1,14895,79
-1,2025,-1,15834,80
-1,2030,-1,16068,80
-1,2035,-1,16302,80
-1,2040,-1,16536,80
-1,2044,-1,16723,80
-1,2050,-1,17091,80
-1,2025,-1,2145,81
-1,2030,-1,2309,81
-1,2035,-1,2472,81
-1,2040,-1,2635,81
-1,2044,-1,2766,81
-1,2050,-1,2773,81
-1,2025,-1,4265,82
-1,2030,-1,4298,82
-1,2035,-1,4331,82
-1,2040,-1,4365,82
-1,2044,-1,4391,82
-1,2050,-1,4612,82
-1,2025,-1,13249,83
-1,2030,-1,14341,83
-1,2035,-1,15433,83
-1,2040,-1,16525,83
-1,2044,-1,17399,83
-1,2050,-1,18576,83
-1,2025,-1,582,84
-1,2030,-1,582,84
-1,2035,-1,582,84
-1,2040,-1,582,84
-1,2044,-1,582,84
-1,2050,-1,582,84
-1,2025,-1,14679,85
-1,2030,-1,15947,85
-1,2035,-1,17214,85
-1,2040,-1,18482,85
-1,2044,-1,19496,85
-1,2050,-1,19757,85
-1,2025,-1,20423,86
-1,2030,-1,20436,86
-1,2035,-1,20449,86
-1,2040,-1,20463,86
-1,2044,-1,20473,86
-1,2050,-1,21685,86
-1,2025,-1,7705,87
-1,2030,-1,7854,87
-1,2035,-1,8003,87
-1,2040,-1,8153,87
-1,2044,-1,8272,87
-1,2050,-1,8701,87
-1,2025,-1,2581,88
-1,2030,-1,2776,88
-1,2035,-1,2970,88
-1,2040,-1,3165,88
-1,2044,-1,3321,88
-1,2050,-1,3591,88
-1,2025,-1,108,89
-1,2030,-1,108,89
-1,2035,-1,108,89
-1,2040,-1,108,89
-1,2044,-1,108,89
-1,2050,-1,108,89
-1,2025,-1,1047,90
-1,2030,-1,1067,90
-1,2035,-1,1086,90
-1,2040,-1,1106,90
-1,2044,-1,1122,90
-1,2050,-1,1160,90
-1,2025,-1,1774,91
-1,2030,-1,2414,91
-1,2035,-1,3053,91
-1,2040,-1,3693,91
-1,2044,-1,4205,91
-1,2050,-1,4696,91
-1,2025,-1,14450,92
-1,2030,-1,14754,92
-1,2035,-1,15058,92
-1,2040,-1,15363,92
-1,2044,-1,15606,92
-1,2050,-1,16293,92
-1,2025,-1,2568,93
-1,2030,-1,2589,93
-1,2035,-1,2609,93
-1,2040,-1,2630,93
-1,2044,-1,2646,93
-1,2050,-1,2756,93
-1,2025,-1,1614,94
-1,2030,-1,1628,94
-1,2035,-1,1642,94
-1,2040,-1,1657,94
-1,2044,-1,1668,94
-1,2050,-1,1717,94
-1,2025,-1,1729,95
-1,2030,-1,1970,95
-1,2035,-1,2211,95
-1,2040,-1,2451,95
-1,2044,-1,2644,95
-1,2050,-1,2804,95
-1,2025,-1,266,96
-1,2030,-1,270,96
-1,2035,-1,274,96
-1,2040,-1,277,96
-1,2044,-1,280,96
-1,2050,-1,303,96
-1,2025,-1,911,97
-1,2030,-1,911,97
-1,2035,-1,911,97
-1,2040,-1,911,97
-1,2044,-1,911,97
-1,2050,-1,911,97
-1,2025,-1,75,98
-1,2030,-1,79,98
-1,2035,-1,83,98
-1,2040,-1,87,98
-1,2044,-1,90,98
-1,2050,-1,92,98
-1,2025,-1,861,99
-1,2030,-1,861,99
-1,2035,-1,861,99
-1,2040,-1,861,99
-1,2044,-1,861,99
-1,2050,-1,861,99
-1,2025,-1,174,100
-1,2030,-1,174,100
-1,2035,-1,174,100
-1,2040,-1,174,100
-1,2044,-1,174,100
-1,2050,-1,174,100
