home_based_status,year,sector_id,total_number_of_jobs,subreg_id
-1,2025,-1,12104,107
-1,2030,-1,14206,107
-1,2035,-1,16309,107
-1,2040,-1,18411,107
-1,2044,-1,20093,107
-1,2050,-1,21910,107
-1,2025,-1,20636,124
-1,2030,-1,21874,124
-1,2035,-1,23113,124
-1,2040,-1,24352,124
-1,2044,-1,25343,124
-1,2050,-1,26476,124
-1,2025,-1,54769,125
-1,2030,-1,58018,125
-1,2035,-1,61267,125
-1,2040,-1,64517,125
-1,2044,-1,67116,125
-1,2050,-1,68835,125
-1,2025,-1,4015,126
-1,2030,-1,4552,126
-1,2035,-1,5090,126
-1,2040,-1,5627,126
-1,2044,-1,6057,126
-1,2050,-1,6282,126
-1,2025,-1,9289,127
-1,2030,-1,10059,127
-1,2035,-1,10829,127
-1,2040,-1,11599,127
-1,2044,-1,12215,127
-1,2050,-1,12806,127
-1,2025,-1,12889,128
-1,2030,-1,15821,128
-1,2035,-1,18753,128
-1,2040,-1,21684,128
-1,2044,-1,24030,128
-1,2050,-1,27439,128
-1,2025,-1,1742,129
-1,2030,-1,1963,129
-1,2035,-1,2184,129
-1,2040,-1,2404,129
-1,2044,-1,2581,129
-1,2050,-1,2658,129
-1,2025,-1,7894,130
-1,2030,-1,8270,130
-1,2035,-1,8647,130
-1,2040,-1,9024,130
-1,2044,-1,9325,130
-1,2050,-1,9383,130
-1,2025,-1,168,131
-1,2030,-1,181,131
-1,2035,-1,194,131
-1,2040,-1,208,131
-1,2044,-1,218,131
-1,2050,-1,237,131
-1,2025,-1,1893,132
-1,2030,-1,2081,132
-1,2035,-1,2269,132
-1,2040,-1,2458,132
-1,2044,-1,2608,132
-1,2050,-1,2667,132
-1,2025,-1,311,133
-1,2030,-1,360,133
-1,2035,-1,408,133
-1,2040,-1,456,133
-1,2044,-1,495,133
-1,2050,-1,495,133
-1,2025,-1,2464,135
-1,2030,-1,2791,135
-1,2035,-1,3118,135
-1,2040,-1,3445,135
-1,2044,-1,3707,135
-1,2050,-1,3792,135
-1,2025,-1,12860,136
-1,2030,-1,16044,136
-1,2035,-1,19228,136
-1,2040,-1,22413,136
-1,2044,-1,24960,136
-1,2050,-1,27997,136
-1,2025,-1,3333,138
-1,2030,-1,3333,138
-1,2035,-1,3333,138
-1,2040,-1,3333,138
-1,2044,-1,3333,138
-1,2050,-1,3333,138
-1,2025,-1,3164,139
-1,2030,-1,3371,139
-1,2035,-1,3579,139
-1,2040,-1,3786,139
-1,2044,-1,3952,139
-1,2050,-1,4088,139
-1,2025,-1,6466,140
-1,2030,-1,7018,140
-1,2035,-1,7569,140
-1,2040,-1,8120,140
-1,2044,-1,8561,140
-1,2050,-1,8776,140
-1,2025,-1,8296,141
-1,2030,-1,9315,141
-1,2035,-1,10334,141
-1,2040,-1,11352,141
-1,2044,-1,12167,141
-1,2050,-1,12445,141
-1,2025,-1,2813,142
-1,2030,-1,3421,142
-1,2035,-1,4029,142
-1,2040,-1,4638,142
-1,2044,-1,5124,142
-1,2050,-1,5563,142
-1,2025,-1,600,143
-1,2030,-1,625,143
-1,2035,-1,650,143
-1,2040,-1,675,143
-1,2044,-1,695,143
-1,2050,-1,722,143
-1,2025,-1,616,144
-1,2030,-1,727,144
-1,2035,-1,839,144
-1,2040,-1,951,144
-1,2044,-1,1040,144
-1,2050,-1,1150,144
-1,2025,-1,322,145
-1,2030,-1,464,145
-1,2035,-1,606,145
-1,2040,-1,748,145
-1,2044,-1,862,145
-1,2050,-1,1009,145
-1,2025,-1,1535,146
-1,2030,-1,1704,146
-1,2035,-1,1872,146
-1,2040,-1,2040,146
-1,2044,-1,2175,146
-1,2050,-1,2435,146
-1,2025,-1,67,147
-1,2030,-1,67,147
-1,2035,-1,67,147
-1,2040,-1,67,147
-1,2044,-1,67,147
-1,2050,-1,67,147
-1,2025,-1,7838,148
-1,2030,-1,8320,148
-1,2035,-1,8802,148
-1,2040,-1,9284,148
-1,2044,-1,9670,148
-1,2050,-1,10341,148
-1,2025,-1,10203,149
-1,2030,-1,10919,149
-1,2035,-1,11636,149
-1,2040,-1,12353,149
-1,2044,-1,12926,149
-1,2050,-1,13337,149
-1,2025,-1,7587,150
-1,2030,-1,7728,150
-1,2035,-1,7870,150
-1,2040,-1,8012,150
-1,2044,-1,8125,150
-1,2050,-1,8539,150
-1,2025,-1,4064,151
-1,2030,-1,4293,151
-1,2035,-1,4521,151
-1,2040,-1,4749,151
-1,2044,-1,4932,151
-1,2050,-1,5255,151
-1,2025,-1,1437,152
-1,2030,-1,1676,152
-1,2035,-1,1915,152
-1,2040,-1,2153,152
-1,2044,-1,2344,152
-1,2050,-1,2669,152
-1,2025,-1,60,153
-1,2030,-1,68,153
-1,2035,-1,76,153
-1,2040,-1,85,153
-1,2044,-1,91,153
-1,2050,-1,93,153
-1,2025,-1,41,155
-1,2030,-1,50,155
-1,2035,-1,59,155
-1,2040,-1,67,155
-1,2044,-1,74,155
-1,2050,-1,89,155
-1,2025,-1,99,156
-1,2030,-1,140,156
-1,2035,-1,182,156
-1,2040,-1,224,156
-1,2044,-1,257,156
-1,2050,-1,278,156
-1,2025,-1,20,157
-1,2030,-1,34,157
-1,2035,-1,49,157
-1,2040,-1,63,157
-1,2044,-1,75,157
-1,2050,-1,94,157
-1,2025,-1,26,158
-1,2030,-1,28,158
-1,2035,-1,30,158
-1,2040,-1,31,158
-1,2044,-1,33,158
-1,2050,-1,36,158
-1,2025,-1,18,159
-1,2030,-1,18,159
-1,2035,-1,18,159
-1,2040,-1,18,159
-1,2044,-1,18,159
-1,2050,-1,18,159
-1,2025,-1,103,161
-1,2030,-1,119,161
-1,2035,-1,135,161
-1,2040,-1,151,161
-1,2044,-1,164,161
-1,2050,-1,185,161
-1,2025,-1,1046,162
-1,2030,-1,1244,162
-1,2035,-1,1442,162
-1,2040,-1,1640,162
-1,2044,-1,1798,162
-1,2050,-1,1976,162
-1,2025,-1,5399,163
-1,2030,-1,5669,163
-1,2035,-1,5939,163
-1,2040,-1,6209,163
-1,2044,-1,6425,163
-1,2050,-1,6697,163
-1,2025,-1,125,164
-1,2030,-1,289,164
-1,2035,-1,452,164
-1,2040,-1,615,164
-1,2044,-1,746,164
-1,2050,-1,764,164
-1,2025,-1,169,166
-1,2030,-1,195,166
-1,2035,-1,221,166
-1,2040,-1,247,166
-1,2044,-1,268,166
-1,2050,-1,292,166
-1,2025,-1,0,167
-1,2030,-1,0,167
-1,2035,-1,0,167
-1,2040,-1,0,167
-1,2044,-1,0,167
-1,2050,-1,0,167
-1,2025,-1,4175,168
-1,2030,-1,5141,168
-1,2035,-1,6107,168
-1,2040,-1,7074,168
-1,2044,-1,7847,168
-1,2050,-1,8140,168
-1,2025,-1,2285,169
-1,2030,-1,2593,169
-1,2035,-1,2902,169
-1,2040,-1,3211,169
-1,2044,-1,3458,169
-1,2050,-1,3727,169
-1,2025,-1,465,170
-1,2030,-1,465,170
-1,2035,-1,465,170
-1,2040,-1,465,170
-1,2044,-1,465,170
-1,2050,-1,465,170
-1,2025,-1,158,172
-1,2030,-1,307,172
-1,2035,-1,456,172
-1,2040,-1,604,172
-1,2044,-1,723,172
-1,2050,-1,856,172
-1,2025,-1,14,174
-1,2030,-1,14,174
-1,2035,-1,14,174
-1,2040,-1,14,174
-1,2044,-1,14,174
-1,2050,-1,14,174
-1,2025,-1,87,175
-1,2030,-1,87,175
-1,2035,-1,87,175
-1,2040,-1,87,175
-1,2044,-1,87,175
-1,2050,-1,87,175
-1,2025,-1,16193,176
-1,2030,-1,16657,176
-1,2035,-1,17121,176
-1,2040,-1,17584,176
-1,2044,-1,17955,176
-1,2050,-1,18684,176
-1,2025,-1,1679,201
-1,2030,-1,1693,201
-1,2035,-1,1707,201
-1,2040,-1,1720,201
-1,2044,-1,1731,201
-1,2050,-1,1731,201
-1,2025,-1,10,202
-1,2030,-1,18,202
-1,2035,-1,27,202
-1,2040,-1,36,202
-1,2044,-1,43,202
-1,2050,-1,46,202
-1,2025,-1,112,203
-1,2030,-1,112,203
-1,2035,-1,112,203
-1,2040,-1,112,203
-1,2044,-1,112,203
-1,2050,-1,112,203
-1,2025,-1,32,204
-1,2030,-1,97,204
-1,2035,-1,161,204
-1,2040,-1,226,204
-1,2044,-1,278,204
-1,2050,-1,345,204
-1,2025,-1,133,205
-1,2030,-1,147,205
-1,2035,-1,161,205
-1,2040,-1,176,205
-1,2044,-1,187,205
-1,2050,-1,201,205
-1,2025,-1,13,206
-1,2030,-1,27,206
-1,2035,-1,41,206
-1,2040,-1,54,206
-1,2044,-1,65,206
-1,2050,-1,65,206
-1,2025,-1,99,207
-1,2030,-1,130,207
-1,2035,-1,161,207
-1,2040,-1,193,207
-1,2044,-1,218,207
-1,2050,-1,236,207
-1,2025,-1,362,208
-1,2030,-1,575,208
-1,2035,-1,788,208
-1,2040,-1,1001,208
-1,2044,-1,1171,208
-1,2050,-1,1178,208
-1,2025,-1,1,209
-1,2030,-1,1,209
-1,2035,-1,1,209
-1,2040,-1,1,209
-1,2044,-1,1,209
-1,2050,-1,1,209
-1,2025,-1,6246,210
-1,2030,-1,7112,210
-1,2035,-1,7978,210
-1,2040,-1,8845,210
-1,2044,-1,9538,210
-1,2050,-1,9862,210
-1,2025,-1,3621,301
-1,2030,-1,3621,301
-1,2035,-1,3621,301
-1,2040,-1,3621,301
-1,2044,-1,3621,301
-1,2050,-1,3621,301
-1,2025,-1,110,302
-1,2030,-1,110,302
-1,2035,-1,110,302
-1,2040,-1,110,302
-1,2044,-1,110,302
-1,2050,-1,110,302
-1,2025,-1,1188,303
-1,2030,-1,1240,303
-1,2035,-1,1293,303
-1,2040,-1,1345,303
-1,2044,-1,1387,303
-1,2050,-1,1387,303
-1,2025,-1,2643,304
-1,2030,-1,2676,304
-1,2035,-1,2708,304
-1,2040,-1,2741,304
-1,2044,-1,2767,304
-1,2050,-1,2767,304
-1,2025,-1,14949,401
-1,2030,-1,15087,401
-1,2035,-1,15225,401
-1,2040,-1,15363,401
-1,2044,-1,15473,401
-1,2050,-1,15473,401
-1,2025,-1,1481,402
-1,2030,-1,2084,402
-1,2035,-1,2688,402
-1,2040,-1,3292,402
-1,2044,-1,3775,402
-1,2050,-1,3775,402
-1,2025,-1,12115,403
-1,2030,-1,12528,403
-1,2035,-1,12940,403
-1,2040,-1,13353,403
-1,2044,-1,13683,403
-1,2050,-1,13683,403
-1,2025,-1,478,404
-1,2030,-1,625,404
-1,2035,-1,772,404
-1,2040,-1,919,404
-1,2044,-1,1037,404
-1,2050,-1,1037,404
-1,2025,-1,131776,1001
-1,2030,-1,144591,1001
-1,2035,-1,157407,1001
-1,2040,-1,170222,1001
-1,2044,-1,180474,1001
-1,2050,-1,197438,1001
-1,2025,-1,595128,1002
-1,2030,-1,627886,1002
-1,2035,-1,660644,1002
-1,2040,-1,693402,1002
-1,2044,-1,719608,1002
-1,2050,-1,754763,1002
-1,2025,-1,18982,1003
-1,2030,-1,22386,1003
-1,2035,-1,25790,1003
-1,2040,-1,29195,1003
-1,2044,-1,31918,1003
-1,2050,-1,34323,1003
-1,2025,-1,5943,1004
-1,2030,-1,6776,1004
-1,2035,-1,7608,1004
-1,2040,-1,8441,1004
-1,2044,-1,9107,1004
-1,2050,-1,10095,1004
-1,2025,-1,6630,1005
-1,2030,-1,7769,1005
-1,2035,-1,8907,1005
-1,2040,-1,10045,1005
-1,2044,-1,10956,1005
-1,2050,-1,12090,1005
-1,2025,-1,15500,1006
-1,2030,-1,19696,1006
-1,2035,-1,23893,1006
-1,2040,-1,28090,1006
-1,2044,-1,31447,1006
-1,2050,-1,36207,1006
-1,2025,-1,10502,1007
-1,2030,-1,11496,1007
-1,2035,-1,12491,1007
-1,2040,-1,13485,1007
-1,2044,-1,14281,1007
-1,2050,-1,15879,1007
-1,2025,-1,20932,1008
-1,2030,-1,29003,1008
-1,2035,-1,37074,1008
-1,2040,-1,45146,1008
-1,2044,-1,51603,1008
-1,2050,-1,59811,1008
-1,2025,-1,44938,1009
-1,2030,-1,50527,1009
-1,2035,-1,56115,1009
-1,2040,-1,61703,1009
-1,2044,-1,66174,1009
-1,2050,-1,71985,1009
-1,2025,-1,87955,1010
-1,2030,-1,90160,1010
-1,2035,-1,92366,1010
-1,2040,-1,94571,1010
-1,2044,-1,96335,1010
-1,2050,-1,101315,1010
-1,2025,-1,50968,1011
-1,2030,-1,57324,1011
-1,2035,-1,63680,1011
-1,2040,-1,70037,1011
-1,2044,-1,75122,1011
-1,2050,-1,82504,1011
-1,2025,-1,38748,1012
-1,2030,-1,40105,1012
-1,2035,-1,41461,1012
-1,2040,-1,42817,1012
-1,2044,-1,43902,1012
-1,2050,-1,46152,1012
-1,2025,-1,25204,1013
-1,2030,-1,28925,1013
-1,2035,-1,32646,1013
-1,2040,-1,36368,1013
-1,2044,-1,39345,1013
-1,2050,-1,43302,1013
-1,2025,-1,2823,1014
-1,2030,-1,3472,1014
-1,2035,-1,4121,1014
-1,2040,-1,4769,1014
-1,2044,-1,5288,1014
-1,2050,-1,5872,1014
-1,2025,-1,259,1015
-1,2030,-1,278,1015
-1,2035,-1,296,1015
-1,2040,-1,314,1015
-1,2044,-1,329,1015
-1,2050,-1,350,1015
-1,2025,-1,3102,1016
-1,2030,-1,3798,1016
-1,2035,-1,4494,1016
-1,2040,-1,5189,1016
-1,2044,-1,5746,1016
-1,2050,-1,6577,1016
-1,2025,-1,859,1017
-1,2030,-1,1000,1017
-1,2035,-1,1140,1017
-1,2040,-1,1281,1017
-1,2044,-1,1393,1017
-1,2050,-1,1543,1017
-1,2025,-1,3839,1018
-1,2030,-1,3975,1018
-1,2035,-1,4112,1018
-1,2040,-1,4249,1018
-1,2044,-1,4358,1018
-1,2050,-1,4576,1018
-1,2025,-1,1772,1019
-1,2030,-1,1772,1019
-1,2035,-1,1772,1019
-1,2040,-1,1772,1019
-1,2044,-1,1772,1019
-1,2050,-1,1792,1019
-1,2025,-1,2076,1020
-1,2030,-1,2428,1020
-1,2035,-1,2781,1020
-1,2040,-1,3133,1020
-1,2044,-1,3415,1020
-1,2050,-1,3705,1020
-1,2025,-1,460,1024
-1,2030,-1,584,1024
-1,2035,-1,709,1024
-1,2040,-1,833,1024
-1,2044,-1,933,1024
-1,2050,-1,1080,1024
-1,2025,-1,8671,1025
-1,2030,-1,11240,1025
-1,2035,-1,13810,1025
-1,2040,-1,16379,1025
-1,2044,-1,18435,1025
-1,2050,-1,20711,1025
-1,2025,-1,4395,1026
-1,2030,-1,5144,1026
-1,2035,-1,5893,1026
-1,2040,-1,6642,1026
-1,2044,-1,7241,1026
-1,2050,-1,8172,1026
-1,2025,-1,5944,1065
-1,2030,-1,8260,1065
-1,2035,-1,10576,1065
-1,2040,-1,12891,1065
-1,2044,-1,14744,1065
-1,2050,-1,16978,1065
-1,2025,-1,8626,1068
-1,2030,-1,11413,1068
-1,2035,-1,14200,1068
-1,2040,-1,16986,1068
-1,2044,-1,19216,1068
-1,2050,-1,21785,1068
-1,2025,-1,2038,1069
-1,2030,-1,2320,1069
-1,2035,-1,2601,1069
-1,2040,-1,2882,1069
-1,2044,-1,3107,1069
-1,2050,-1,3318,1069
-1,2025,-1,280,1070
-1,2030,-1,344,1070
-1,2035,-1,409,1070
-1,2040,-1,473,1070
-1,2044,-1,525,1070
-1,2050,-1,577,1070
-1,2025,-1,4747,1071
-1,2030,-1,5067,1071
-1,2035,-1,5388,1071
-1,2040,-1,5708,1071
-1,2044,-1,5964,1071
-1,2050,-1,6443,1071
-1,2025,-1,721,1072
-1,2030,-1,721,1072
-1,2035,-1,721,1072
-1,2040,-1,721,1072
-1,2044,-1,721,1072
-1,2050,-1,721,1072
-1,2025,-1,1082,1073
-1,2030,-1,1596,1073
-1,2035,-1,2110,1073
-1,2040,-1,2624,1073
-1,2044,-1,3035,1073
-1,2050,-1,3619,1073
-1,2025,-1,1,1074
-1,2030,-1,1,1074
-1,2035,-1,2,1074
-1,2040,-1,2,1074
-1,2044,-1,2,1074
-1,2050,-1,2,1074
-1,2025,-1,87133,1077
-1,2030,-1,101262,1077
-1,2035,-1,115392,1077
-1,2040,-1,129521,1077
-1,2044,-1,140825,1077
-1,2050,-1,156755,1077
-1,2025,-1,18057,1079
-1,2030,-1,19908,1079
-1,2035,-1,21759,1079
-1,2040,-1,23611,1079
-1,2044,-1,25092,1079
-1,2050,-1,27311,1079
-1,2025,-1,18775,1080
-1,2030,-1,21384,1080
-1,2035,-1,23993,1080
-1,2040,-1,26602,1080
-1,2044,-1,28689,1080
-1,2050,-1,32000,1080
-1,2025,-1,5271,1081
-1,2030,-1,5811,1081
-1,2035,-1,6350,1081
-1,2040,-1,6890,1081
-1,2044,-1,7322,1081
-1,2050,-1,8051,1081
-1,2025,-1,2391,1082
-1,2030,-1,2391,1082
-1,2035,-1,2391,1082
-1,2040,-1,2391,1082
-1,2044,-1,2391,1082
-1,2050,-1,2391,1082
-1,2025,-1,5197,1083
-1,2030,-1,5218,1083
-1,2035,-1,5239,1083
-1,2040,-1,5260,1083
-1,2044,-1,5277,1083
-1,2050,-1,5369,1083
-1,2025,-1,1053,1084
-1,2030,-1,1087,1084
-1,2035,-1,1121,1084
-1,2040,-1,1155,1084
-1,2044,-1,1182,1084
-1,2050,-1,1210,1084
-1,2025,-1,14814,1085
-1,2030,-1,17080,1085
-1,2035,-1,19347,1085
-1,2040,-1,21614,1085
-1,2044,-1,23427,1085
-1,2050,-1,25777,1085
-1,2025,-1,2275,1086
-1,2030,-1,2452,1086
-1,2035,-1,2628,1086
-1,2040,-1,2804,1086
-1,2044,-1,2945,1086
-1,2050,-1,3061,1086
-1,2025,-1,43470,1125
-1,2030,-1,57511,1125
-1,2035,-1,71552,1125
-1,2040,-1,85594,1125
-1,2044,-1,96827,1125
-1,2050,-1,112297,1125
-1,2025,-1,14462,1126
-1,2030,-1,15459,1126
-1,2035,-1,16456,1126
-1,2040,-1,17452,1126
-1,2044,-1,18250,1126
-1,2050,-1,20274,1126
-1,2025,-1,24536,1127
-1,2030,-1,29013,1127
-1,2035,-1,33489,1127
-1,2040,-1,37965,1127
-1,2044,-1,41546,1127
-1,2050,-1,46865,1127
-1,2025,-1,1884,1128
-1,2030,-1,2005,1128
-1,2035,-1,2126,1128
-1,2040,-1,2246,1128
-1,2044,-1,2343,1128
-1,2050,-1,2494,1128
-1,2025,-1,570,1129
-1,2030,-1,578,1129
-1,2035,-1,587,1129
-1,2040,-1,596,1129
-1,2044,-1,603,1129
-1,2050,-1,624,1129
-1,2025,-1,8103,1130
-1,2030,-1,8296,1130
-1,2035,-1,8488,1130
-1,2040,-1,8681,1130
-1,2044,-1,8835,1130
-1,2050,-1,9354,1130
-1,2025,-1,149,1131
-1,2030,-1,159,1131
-1,2035,-1,169,1131
-1,2040,-1,179,1131
-1,2044,-1,187,1131
-1,2050,-1,202,1131
-1,2025,-1,4518,1132
-1,2030,-1,5115,1132
-1,2035,-1,5712,1132
-1,2040,-1,6309,1132
-1,2044,-1,6787,1132
-1,2050,-1,7319,1132
-1,2025,-1,1718,1133
-1,2030,-1,1735,1133
-1,2035,-1,1752,1133
-1,2040,-1,1768,1133
-1,2044,-1,1782,1133
-1,2050,-1,1820,1133
-1,2025,-1,1823,1135
-1,2030,-1,2630,1135
-1,2035,-1,3436,1135
-1,2040,-1,4242,1135
-1,2044,-1,4887,1135
-1,2050,-1,5651,1135
-1,2025,-1,4886,1136
-1,2030,-1,6122,1136
-1,2035,-1,7358,1136
-1,2040,-1,8595,1136
-1,2044,-1,9584,1136
-1,2050,-1,10831,1136
-1,2025,-1,4339,1138
-1,2030,-1,4480,1138
-1,2035,-1,4622,1138
-1,2040,-1,4764,1138
-1,2044,-1,4877,1138
-1,2050,-1,4926,1138
-1,2025,-1,3662,1139
-1,2030,-1,3902,1139
-1,2035,-1,4142,1139
-1,2040,-1,4382,1139
-1,2044,-1,4574,1139
-1,2050,-1,4719,1139
-1,2025,-1,2768,1140
-1,2030,-1,2839,1140
-1,2035,-1,2909,1140
-1,2040,-1,2980,1140
-1,2044,-1,3036,1140
-1,2050,-1,3343,1140
-1,2025,-1,574,1141
-1,2030,-1,841,1141
-1,2035,-1,1108,1141
-1,2040,-1,1374,1141
-1,2044,-1,1588,1141
-1,2050,-1,1794,1141
-1,2025,-1,1600,1142
-1,2030,-1,1879,1142
-1,2035,-1,2159,1142
-1,2040,-1,2438,1142
-1,2044,-1,2662,1142
-1,2050,-1,2931,1142
