year,income_min,income_max,persons_min,persons_max,workers_min,workers_max,total_number_of_households,subreg_id
2044,0,-1,7,-1,0,-1,66,94
2050,0,-1,7,-1,0,-1,65,94
2025,0,-1,1,1,0,-1,3,95
2030,0,-1,1,1,0,-1,5,95
2035,0,-1,1,1,0,-1,5,95
2040,0,-1,1,1,0,-1,7,95
2044,0,-1,1,1,0,-1,7,95
2050,0,-1,1,1,0,-1,7,95
2025,0,-1,2,2,0,-1,6,95
2030,0,-1,2,2,0,-1,7,95
2035,0,-1,2,2,0,-1,8,95
2040,0,-1,2,2,0,-1,9,95
2044,0,-1,2,2,0,-1,9,95
2050,0,-1,2,2,0,-1,9,95
2025,0,-1,3,3,0,-1,2,95
2030,0,-1,3,3,0,-1,1,95
2035,0,-1,3,3,0,-1,1,95
2040,0,-1,3,3,0,-1,1,95
2044,0,-1,3,3,0,-1,1,95
2050,0,-1,3,3,0,-1,1,95
2025,0,-1,4,4,0,-1,2,95
2030,0,-1,4,4,0,-1,1,95
2035,0,-1,4,4,0,-1,1,95
2040,0,-1,4,4,0,-1,1,95
2044,0,-1,4,4,0,-1,1,95
2050,0,-1,4,4,0,-1,1,95
2025,0,-1,5,5,0,-1,1,95
2030,0,-1,5,5,0,-1,1,95
2035,0,-1,5,5,0,-1,1,95
2040,0,-1,5,5,0,-1,1,95
2044,0,-1,5,5,0,-1,1,95
2050,0,-1,5,5,0,-1,1,95
2025,0,-1,6,6,0,-1,1,95
2030,0,-1,6,6,0,-1,1,95
2035,0,-1,6,6,0,-1,1,95
2040,0,-1,6,6,0,-1,0,95
2044,0,-1,6,6,0,-1,1,95
2050,0,-1,6,6,0,-1,1,95
2025,0,-1,7,-1,0,-1,1,95
2030,0,-1,7,-1,0,-1,1,95
2035,0,-1,7,-1,0,-1,1,95
2040,0,-1,7,-1,0,-1,0,95
2044,0,-1,7,-1,0,-1,0,95
2050,0,-1,7,-1,0,-1,0,95
2025,0,-1,1,1,0,-1,54,96
2030,0,-1,1,1,0,-1,64,96
2035,0,-1,1,1,0,-1,73,96
2040,0,-1,1,1,0,-1,84,96
2044,0,-1,1,1,0,-1,90,96
2050,0,-1,1,1,0,-1,98,96
2025,0,-1,2,2,0,-1,92,96
2030,0,-1,2,2,0,-1,109,96
2035,0,-1,2,2,0,-1,127,96
2040,0,-1,2,2,0,-1,142,96
2044,0,-1,2,2,0,-1,156,96
2050,0,-1,2,2,0,-1,169,96
2025,0,-1,3,3,0,-1,54,96
2030,0,-1,3,3,0,-1,54,96
2035,0,-1,3,3,0,-1,54,96
2040,0,-1,3,3,0,-1,54,96
2044,0,-1,3,3,0,-1,55,96
2050,0,-1,3,3,0,-1,58,96
2025,0,-1,4,4,0,-1,46,96
2030,0,-1,4,4,0,-1,45,96
2035,0,-1,4,4,0,-1,44,96
2040,0,-1,4,4,0,-1,45,96
2044,0,-1,4,4,0,-1,46,96
2050,0,-1,4,4,0,-1,48,96
2025,0,-1,5,5,0,-1,32,96
2030,0,-1,5,5,0,-1,31,96
2035,0,-1,5,5,0,-1,32,96
2040,0,-1,5,5,0,-1,32,96
2044,0,-1,5,5,0,-1,31,96
2050,0,-1,5,5,0,-1,32,96
2025,0,-1,6,6,0,-1,14,96
2030,0,-1,6,6,0,-1,14,96
2035,0,-1,6,6,0,-1,14,96
2040,0,-1,6,6,0,-1,14,96
2044,0,-1,6,6,0,-1,14,96
2050,0,-1,6,6,0,-1,15,96
2025,0,-1,7,-1,0,-1,9,96
2030,0,-1,7,-1,0,-1,10,96
2035,0,-1,7,-1,0,-1,10,96
2040,0,-1,7,-1,0,-1,10,96
2044,0,-1,7,-1,0,-1,10,96
2050,0,-1,7,-1,0,-1,10,96
2025,0,-1,1,1,0,-1,175,97
2030,0,-1,1,1,0,-1,197,97
2035,0,-1,1,1,0,-1,221,97
2040,0,-1,1,1,0,-1,246,97
2044,0,-1,1,1,0,-1,264,97
2050,0,-1,1,1,0,-1,289,97
2025,0,-1,2,2,0,-1,202,97
2030,0,-1,2,2,0,-1,228,97
2035,0,-1,2,2,0,-1,255,97
2040,0,-1,2,2,0,-1,282,97
2044,0,-1,2,2,0,-1,305,97
2050,0,-1,2,2,0,-1,333,97
2025,0,-1,3,3,0,-1,47,97
2030,0,-1,3,3,0,-1,51,97
2035,0,-1,3,3,0,-1,55,97
2040,0,-1,3,3,0,-1,57,97
2044,0,-1,3,3,0,-1,59,97
2050,0,-1,3,3,0,-1,62,97
2025,0,-1,4,4,0,-1,49,97
2030,0,-1,4,4,0,-1,53,97
2035,0,-1,4,4,0,-1,56,97
2040,0,-1,4,4,0,-1,59,97
2044,0,-1,4,4,0,-1,61,97
2050,0,-1,4,4,0,-1,64,97
2025,0,-1,5,5,0,-1,15,97
2030,0,-1,5,5,0,-1,16,97
2035,0,-1,5,5,0,-1,17,97
2040,0,-1,5,5,0,-1,18,97
2044,0,-1,5,5,0,-1,19,97
2050,0,-1,5,5,0,-1,20,97
2025,0,-1,6,6,0,-1,9,97
2030,0,-1,6,6,0,-1,10,97
2035,0,-1,6,6,0,-1,11,97
2040,0,-1,6,6,0,-1,12,97
2044,0,-1,6,6,0,-1,13,97
2050,0,-1,6,6,0,-1,14,97
2025,0,-1,7,-1,0,-1,6,97
2030,0,-1,7,-1,0,-1,6,97
2035,0,-1,7,-1,0,-1,5,97
2040,0,-1,7,-1,0,-1,5,97
2044,0,-1,7,-1,0,-1,5,97
2050,0,-1,7,-1,0,-1,5,97
2025,0,-1,1,1,0,-1,88,98
2030,0,-1,1,1,0,-1,88,98
2035,0,-1,1,1,0,-1,88,98
2040,0,-1,1,1,0,-1,88,98
2044,0,-1,1,1,0,-1,88,98
2050,0,-1,1,1,0,-1,88,98
2025,0,-1,2,2,0,-1,83,98
2030,0,-1,2,2,0,-1,83,98
2035,0,-1,2,2,0,-1,83,98
2040,0,-1,2,2,0,-1,83,98
2044,0,-1,2,2,0,-1,83,98
2050,0,-1,2,2,0,-1,83,98
2025,0,-1,3,3,0,-1,57,98
2030,0,-1,3,3,0,-1,57,98
2035,0,-1,3,3,0,-1,57,98
2040,0,-1,3,3,0,-1,57,98
2044,0,-1,3,3,0,-1,57,98
2050,0,-1,3,3,0,-1,57,98
2025,0,-1,4,4,0,-1,34,98
2030,0,-1,4,4,0,-1,34,98
2035,0,-1,4,4,0,-1,34,98
2040,0,-1,4,4,0,-1,34,98
2044,0,-1,4,4,0,-1,34,98
2050,0,-1,4,4,0,-1,34,98
2025,0,-1,5,5,0,-1,21,98
2030,0,-1,5,5,0,-1,21,98
2035,0,-1,5,5,0,-1,21,98
2040,0,-1,5,5,0,-1,21,98
2044,0,-1,5,5,0,-1,21,98
2050,0,-1,5,5,0,-1,21,98
2025,0,-1,6,6,0,-1,12,98
2030,0,-1,6,6,0,-1,12,98
2035,0,-1,6,6,0,-1,12,98
2040,0,-1,6,6,0,-1,12,98
2044,0,-1,6,6,0,-1,12,98
2050,0,-1,6,6,0,-1,12,98
2025,0,-1,7,-1,0,-1,5,98
2030,0,-1,7,-1,0,-1,5,98
2035,0,-1,7,-1,0,-1,5,98
2040,0,-1,7,-1,0,-1,5,98
2044,0,-1,7,-1,0,-1,5,98
2050,0,-1,7,-1,0,-1,5,98
2025,0,-1,1,1,0,-1,738,99
2030,0,-1,1,1,0,-1,779,99
2035,0,-1,1,1,0,-1,820,99
2040,0,-1,1,1,0,-1,860,99
2044,0,-1,1,1,0,-1,894,99
2050,0,-1,1,1,0,-1,931,99
2025,0,-1,2,2,0,-1,1079,99
2030,0,-1,2,2,0,-1,1137,99
2035,0,-1,2,2,0,-1,1197,99
2040,0,-1,2,2,0,-1,1257,99
2044,0,-1,2,2,0,-1,1305,99
2050,0,-1,2,2,0,-1,1361,99
2025,0,-1,3,3,0,-1,438,99
2030,0,-1,3,3,0,-1,425,99
2035,0,-1,3,3,0,-1,409,99
2040,0,-1,3,3,0,-1,396,99
2044,0,-1,3,3,0,-1,384,99
2050,0,-1,3,3,0,-1,381,99
2025,0,-1,4,4,0,-1,363,99
2030,0,-1,4,4,0,-1,352,99
2035,0,-1,4,4,0,-1,341,99
2040,0,-1,4,4,0,-1,329,99
2044,0,-1,4,4,0,-1,319,99
2050,0,-1,4,4,0,-1,316,99
2025,0,-1,5,5,0,-1,141,99
2030,0,-1,5,5,0,-1,137,99
2035,0,-1,5,5,0,-1,132,99
2040,0,-1,5,5,0,-1,127,99
2044,0,-1,5,5,0,-1,122,99
2050,0,-1,5,5,0,-1,123,99
2025,0,-1,6,6,0,-1,78,99
2030,0,-1,6,6,0,-1,76,99
2035,0,-1,6,6,0,-1,73,99
2040,0,-1,6,6,0,-1,70,99
2044,0,-1,6,6,0,-1,68,99
2050,0,-1,6,6,0,-1,67,99
2025,0,-1,7,-1,0,-1,30,99
2030,0,-1,7,-1,0,-1,28,99
2035,0,-1,7,-1,0,-1,28,99
2040,0,-1,7,-1,0,-1,27,99
2044,0,-1,7,-1,0,-1,27,99
2050,0,-1,7,-1,0,-1,26,99
2025,0,-1,1,1,0,-1,35,100
2030,0,-1,1,1,0,-1,41,100
2035,0,-1,1,1,0,-1,46,100
2040,0,-1,1,1,0,-1,53,100
2044,0,-1,1,1,0,-1,59,100
2050,0,-1,1,1,0,-1,64,100
2025,0,-1,2,2,0,-1,51,100
2030,0,-1,2,2,0,-1,60,100
2035,0,-1,2,2,0,-1,71,100
2040,0,-1,2,2,0,-1,80,100
2044,0,-1,2,2,0,-1,88,100
2050,0,-1,2,2,0,-1,96,100
2025,0,-1,3,3,0,-1,29,100
2030,0,-1,3,3,0,-1,31,100
2035,0,-1,3,3,0,-1,33,100
2040,0,-1,3,3,0,-1,36,100
2044,0,-1,3,3,0,-1,37,100
2050,0,-1,3,3,0,-1,39,100
2025,0,-1,4,4,0,-1,30,100
2030,0,-1,4,4,0,-1,33,100
2035,0,-1,4,4,0,-1,36,100
2040,0,-1,4,4,0,-1,37,100
2044,0,-1,4,4,0,-1,39,100
2050,0,-1,4,4,0,-1,43,100
2025,0,-1,5,5,0,-1,11,100
2030,0,-1,5,5,0,-1,12,100
2035,0,-1,5,5,0,-1,13,100
2040,0,-1,5,5,0,-1,14,100
2044,0,-1,5,5,0,-1,15,100
2050,0,-1,5,5,0,-1,16,100
2025,0,-1,6,6,0,-1,5,100
2030,0,-1,6,6,0,-1,5,100
2035,0,-1,6,6,0,-1,5,100
2040,0,-1,6,6,0,-1,5,100
2044,0,-1,6,6,0,-1,5,100
2050,0,-1,6,6,0,-1,5,100
2025,0,-1,7,-1,0,-1,6,100
2030,0,-1,7,-1,0,-1,7,100
2035,0,-1,7,-1,0,-1,7,100
2040,0,-1,7,-1,0,-1,8,100
2044,0,-1,7,-1,0,-1,8,100
2050,0,-1,7,-1,0,-1,8,100
2025,0,-1,1,1,0,-1,4766,107
2030,0,-1,1,1,0,-1,5231,107
2035,0,-1,1,1,0,-1,5696,107
2040,0,-1,1,1,0,-1,6162,107
2044,0,-1,1,1,0,-1,6535,107
2050,0,-1,1,1,0,-1,7186,107
2025,0,-1,2,2,0,-1,9257,107
2030,0,-1,2,2,0,-1,10164,107
2035,0,-1,2,2,0,-1,11068,107
2040,0,-1,2,2,0,-1,11975,107
2044,0,-1,2,2,0,-1,12700,107
2050,0,-1,2,2,0,-1,13971,107
2025,0,-1,3,3,0,-1,5303,107
2030,0,-1,3,3,0,-1,5552,107
2035,0,-1,3,3,0,-1,5803,107
2040,0,-1,3,3,0,-1,6053,107
2044,0,-1,3,3,0,-1,6252,107
2050,0,-1,3,3,0,-1,6634,107
2025,0,-1,4,4,0,-1,5168,107
2030,0,-1,4,4,0,-1,5411,107
2035,0,-1,4,4,0,-1,5656,107
2040,0,-1,4,4,0,-1,5899,107
2044,0,-1,4,4,0,-1,6092,107
2050,0,-1,4,4,0,-1,6463,107
2025,0,-1,5,5,0,-1,2613,107
2030,0,-1,5,5,0,-1,2736,107
2035,0,-1,5,5,0,-1,2858,107
2040,0,-1,5,5,0,-1,2981,107
2044,0,-1,5,5,0,-1,3080,107
2050,0,-1,5,5,0,-1,3266,107
2025,0,-1,6,6,0,-1,1180,107
2030,0,-1,6,6,0,-1,1237,107
2035,0,-1,6,6,0,-1,1293,107
2040,0,-1,6,6,0,-1,1347,107
2044,0,-1,6,6,0,-1,1394,107
2050,0,-1,6,6,0,-1,1477,107
2025,0,-1,7,-1,0,-1,535,107
2030,0,-1,7,-1,0,-1,559,107
2035,0,-1,7,-1,0,-1,584,107
2040,0,-1,7,-1,0,-1,610,107
2044,0,-1,7,-1,0,-1,628,107
2050,0,-1,7,-1,0,-1,668,107
2025,0,-1,1,1,0,-1,11419,124
2030,0,-1,1,1,0,-1,11798,124
2035,0,-1,1,1,0,-1,12175,124
2040,0,-1,1,1,0,-1,12554,124
2044,0,-1,1,1,0,-1,12856,124
2050,0,-1,1,1,0,-1,13685,124
2025,0,-1,2,2,0,-1,23969,124
2030,0,-1,2,2,0,-1,24763,124
2035,0,-1,2,2,0,-1,25560,124
2040,0,-1,2,2,0,-1,26355,124
2044,0,-1,2,2,0,-1,26993,124
2050,0,-1,2,2,0,-1,28742,124
2025,0,-1,3,3,0,-1,10514,124
2030,0,-1,3,3,0,-1,10328,124
2035,0,-1,3,3,0,-1,10142,124
2040,0,-1,3,3,0,-1,9956,124
2044,0,-1,3,3,0,-1,9807,124
2050,0,-1,3,3,0,-1,9416,124
2025,0,-1,4,4,0,-1,9467,124
2030,0,-1,4,4,0,-1,9301,124
2035,0,-1,4,4,0,-1,9134,124
2040,0,-1,4,4,0,-1,8964,124
2044,0,-1,4,4,0,-1,8830,124
2050,0,-1,4,4,0,-1,8480,124
2025,0,-1,5,5,0,-1,4482,124
2030,0,-1,5,5,0,-1,4402,124
2035,0,-1,5,5,0,-1,4322,124
2040,0,-1,5,5,0,-1,4245,124
2044,0,-1,5,5,0,-1,4180,124
2050,0,-1,5,5,0,-1,4013,124
2025,0,-1,6,6,0,-1,1980,124
2030,0,-1,6,6,0,-1,1944,124
2035,0,-1,6,6,0,-1,1910,124
2040,0,-1,6,6,0,-1,1874,124
2044,0,-1,6,6,0,-1,1846,124
2050,0,-1,6,6,0,-1,1772,124
2025,0,-1,7,-1,0,-1,902,124
2030,0,-1,7,-1,0,-1,887,124
2035,0,-1,7,-1,0,-1,870,124
2040,0,-1,7,-1,0,-1,855,124
2044,0,-1,7,-1,0,-1,843,124
2050,0,-1,7,-1,0,-1,810,124
2025,0,-1,1,1,0,-1,9700,125
2030,0,-1,1,1,0,-1,9891,125
2035,0,-1,1,1,0,-1,10085,125
2040,0,-1,1,1,0,-1,10278,125
2044,0,-1,1,1,0,-1,10432,125
2050,0,-1,1,1,0,-1,10662,125
2025,0,-1,2,2,0,-1,10716,125
2030,0,-1,2,2,0,-1,10928,125
2035,0,-1,2,2,0,-1,11144,125
2040,0,-1,2,2,0,-1,11359,125
2044,0,-1,2,2,0,-1,11528,125
2050,0,-1,2,2,0,-1,11783,125
2025,0,-1,3,3,0,-1,5417,125
2030,0,-1,3,3,0,-1,5453,125
2035,0,-1,3,3,0,-1,5484,125
2040,0,-1,3,3,0,-1,5518,125
2044,0,-1,3,3,0,-1,5547,125
2050,0,-1,3,3,0,-1,5680,125
2025,0,-1,4,4,0,-1,4123,125
2030,0,-1,4,4,0,-1,4150,125
2035,0,-1,4,4,0,-1,4175,125
2040,0,-1,4,4,0,-1,4198,125
2044,0,-1,4,4,0,-1,4220,125
2050,0,-1,4,4,0,-1,4320,125
2025,0,-1,5,5,0,-1,2053,125
2030,0,-1,5,5,0,-1,2067,125
2035,0,-1,5,5,0,-1,2079,125
2040,0,-1,5,5,0,-1,2094,125
2044,0,-1,5,5,0,-1,2102,125
2050,0,-1,5,5,0,-1,2153,125
2025,0,-1,6,6,0,-1,902,125
2030,0,-1,6,6,0,-1,907,125
2035,0,-1,6,6,0,-1,913,125
2040,0,-1,6,6,0,-1,919,125
2044,0,-1,6,6,0,-1,924,125
2050,0,-1,6,6,0,-1,944,125
2025,0,-1,7,-1,0,-1,502,125
2030,0,-1,7,-1,0,-1,505,125
2035,0,-1,7,-1,0,-1,509,125
2040,0,-1,7,-1,0,-1,512,125
2044,0,-1,7,-1,0,-1,515,125
2050,0,-1,7,-1,0,-1,528,125
2025,0,-1,1,1,0,-1,1383,126
2030,0,-1,1,1,0,-1,1407,126
2035,0,-1,1,1,0,-1,1433,126
2040,0,-1,1,1,0,-1,1459,126
2044,0,-1,1,1,0,-1,1479,126
2050,0,-1,1,1,0,-1,1504,126
2025,0,-1,2,2,0,-1,2221,126
2030,0,-1,2,2,0,-1,2264,126
2035,0,-1,2,2,0,-1,2304,126
2040,0,-1,2,2,0,-1,2346,126
2044,0,-1,2,2,0,-1,2380,126
2050,0,-1,2,2,0,-1,2421,126
2025,0,-1,3,3,0,-1,1258,126
2030,0,-1,3,3,0,-1,1263,126
2035,0,-1,3,3,0,-1,1268,126
2040,0,-1,3,3,0,-1,1273,126
2044,0,-1,3,3,0,-1,1278,126
2050,0,-1,3,3,0,-1,1305,126
2025,0,-1,4,4,0,-1,1290,126
2030,0,-1,4,4,0,-1,1297,126
2035,0,-1,4,4,0,-1,1302,126
2040,0,-1,4,4,0,-1,1307,126
2044,0,-1,4,4,0,-1,1310,126
2050,0,-1,4,4,0,-1,1340,126
2025,0,-1,5,5,0,-1,432,126
2030,0,-1,5,5,0,-1,433,126
2035,0,-1,5,5,0,-1,436,126
2040,0,-1,5,5,0,-1,439,126
2044,0,-1,5,5,0,-1,440,126
2050,0,-1,5,5,0,-1,450,126
2025,0,-1,6,6,0,-1,199,126
2030,0,-1,6,6,0,-1,200,126
2035,0,-1,6,6,0,-1,201,126
2040,0,-1,6,6,0,-1,201,126
2044,0,-1,6,6,0,-1,202,126
2050,0,-1,6,6,0,-1,206,126
2025,0,-1,7,-1,0,-1,73,126
2030,0,-1,7,-1,0,-1,73,126
2035,0,-1,7,-1,0,-1,73,126
2040,0,-1,7,-1,0,-1,73,126
2044,0,-1,7,-1,0,-1,73,126
2050,0,-1,7,-1,0,-1,75,126
2025,0,-1,1,1,0,-1,2400,127
2030,0,-1,1,1,0,-1,2484,127
2035,0,-1,1,1,0,-1,2569,127
2040,0,-1,1,1,0,-1,2652,127
2044,0,-1,1,1,0,-1,2719,127
2050,0,-1,1,1,0,-1,2792,127
2025,0,-1,2,2,0,-1,3101,127
2030,0,-1,2,2,0,-1,3211,127
2035,0,-1,2,2,0,-1,3317,127
2040,0,-1,2,2,0,-1,3427,127
2044,0,-1,2,2,0,-1,3513,127
2050,0,-1,2,2,0,-1,3611,127
2025,0,-1,3,3,0,-1,1618,127
2030,0,-1,3,3,0,-1,1651,127
2035,0,-1,3,3,0,-1,1689,127
2040,0,-1,3,3,0,-1,1722,127
2044,0,-1,3,3,0,-1,1752,127
2050,0,-1,3,3,0,-1,1792,127
2025,0,-1,4,4,0,-1,1390,127
2030,0,-1,4,4,0,-1,1419,127
2035,0,-1,4,4,0,-1,1450,127
2040,0,-1,4,4,0,-1,1481,127
2044,0,-1,4,4,0,-1,1504,127
2050,0,-1,4,4,0,-1,1541,127
2025,0,-1,5,5,0,-1,696,127
2030,0,-1,5,5,0,-1,711,127
2035,0,-1,5,5,0,-1,725,127
2040,0,-1,5,5,0,-1,741,127
2044,0,-1,5,5,0,-1,753,127
2050,0,-1,5,5,0,-1,773,127
2025,0,-1,6,6,0,-1,300,127
2030,0,-1,6,6,0,-1,305,127
2035,0,-1,6,6,0,-1,312,127
2040,0,-1,6,6,0,-1,317,127
2044,0,-1,6,6,0,-1,322,127
2050,0,-1,6,6,0,-1,331,127
2025,0,-1,7,-1,0,-1,142,127
2030,0,-1,7,-1,0,-1,148,127
2035,0,-1,7,-1,0,-1,150,127
2040,0,-1,7,-1,0,-1,154,127
2044,0,-1,7,-1,0,-1,157,127
2050,0,-1,7,-1,0,-1,159,127
2025,0,-1,1,1,0,-1,2145,128
2030,0,-1,1,1,0,-1,2524,128
2035,0,-1,1,1,0,-1,2904,128
2040,0,-1,1,1,0,-1,3285,128
2044,0,-1,1,1,0,-1,3589,128
2050,0,-1,1,1,0,-1,4048,128
2025,0,-1,2,2,0,-1,2637,128
2030,0,-1,2,2,0,-1,3105,128
2035,0,-1,2,2,0,-1,3574,128
2040,0,-1,2,2,0,-1,4042,128
2044,0,-1,2,2,0,-1,4416,128
2050,0,-1,2,2,0,-1,4982,128
2025,0,-1,3,3,0,-1,1394,128
2030,0,-1,3,3,0,-1,1557,128
2035,0,-1,3,3,0,-1,1720,128
2040,0,-1,3,3,0,-1,1883,128
2044,0,-1,3,3,0,-1,2013,128
2050,0,-1,3,3,0,-1,2209,128
2025,0,-1,4,4,0,-1,1228,128
2030,0,-1,4,4,0,-1,1373,128
2035,0,-1,4,4,0,-1,1516,128
2040,0,-1,4,4,0,-1,1660,128
2044,0,-1,4,4,0,-1,1776,128
2050,0,-1,4,4,0,-1,1951,128
2025,0,-1,5,5,0,-1,624,128
2030,0,-1,5,5,0,-1,697,128
2035,0,-1,5,5,0,-1,769,128
2040,0,-1,5,5,0,-1,843,128
2044,0,-1,5,5,0,-1,901,128
2050,0,-1,5,5,0,-1,988,128
2025,0,-1,6,6,0,-1,258,128
2030,0,-1,6,6,0,-1,290,128
2035,0,-1,6,6,0,-1,319,128
2040,0,-1,6,6,0,-1,350,128
2044,0,-1,6,6,0,-1,375,128
2050,0,-1,6,6,0,-1,414,128
2025,0,-1,7,-1,0,-1,133,128
2030,0,-1,7,-1,0,-1,147,128
2035,0,-1,7,-1,0,-1,165,128
2040,0,-1,7,-1,0,-1,179,128
2044,0,-1,7,-1,0,-1,191,128
2050,0,-1,7,-1,0,-1,208,128
2025,0,-1,1,1,0,-1,1595,129
2030,0,-1,1,1,0,-1,1735,129
2035,0,-1,1,1,0,-1,1876,129
2040,0,-1,1,1,0,-1,2016,129
2044,0,-1,1,1,0,-1,2128,129
2050,0,-1,1,1,0,-1,2277,129
2025,0,-1,2,2,0,-1,3409,129
2030,0,-1,2,2,0,-1,3709,129
2035,0,-1,2,2,0,-1,4009,129
2040,0,-1,2,2,0,-1,4310,129
2044,0,-1,2,2,0,-1,4554,129
2050,0,-1,2,2,0,-1,4871,129
2025,0,-1,3,3,0,-1,2432,129
2030,0,-1,3,3,0,-1,2566,129
2035,0,-1,3,3,0,-1,2701,129
2040,0,-1,3,3,0,-1,2833,129
2044,0,-1,3,3,0,-1,2938,129
2050,0,-1,3,3,0,-1,3064,129
2025,0,-1,4,4,0,-1,2556,129
2030,0,-1,4,4,0,-1,2694,129
2035,0,-1,4,4,0,-1,2834,129
2040,0,-1,4,4,0,-1,2976,129
2044,0,-1,4,4,0,-1,3086,129
2050,0,-1,4,4,0,-1,3219,129
2025,0,-1,5,5,0,-1,805,129
2030,0,-1,5,5,0,-1,851,129
2035,0,-1,5,5,0,-1,895,129
2040,0,-1,5,5,0,-1,938,129
2044,0,-1,5,5,0,-1,974,129
2050,0,-1,5,5,0,-1,1015,129
2025,0,-1,6,6,0,-1,258,129
2030,0,-1,6,6,0,-1,273,129
2035,0,-1,6,6,0,-1,286,129
2040,0,-1,6,6,0,-1,301,129
2044,0,-1,6,6,0,-1,312,129
2050,0,-1,6,6,0,-1,325,129
2025,0,-1,7,-1,0,-1,120,129
2030,0,-1,7,-1,0,-1,126,129
2035,0,-1,7,-1,0,-1,133,129
2040,0,-1,7,-1,0,-1,139,129
2044,0,-1,7,-1,0,-1,145,129
2050,0,-1,7,-1,0,-1,150,129
2025,0,-1,1,1,0,-1,3898,130
2030,0,-1,1,1,0,-1,4032,130
2035,0,-1,1,1,0,-1,4166,130
2040,0,-1,1,1,0,-1,4301,130
2044,0,-1,1,1,0,-1,4409,130
2050,0,-1,1,1,0,-1,4544,130
2025,0,-1,2,2,0,-1,5668,130
2030,0,-1,2,2,0,-1,5863,130
2035,0,-1,2,2,0,-1,6058,130
2040,0,-1,2,2,0,-1,6253,130
2044,0,-1,2,2,0,-1,6409,130
2050,0,-1,2,2,0,-1,6608,130
2025,0,-1,3,3,0,-1,2186,130
2030,0,-1,3,3,0,-1,2266,130
2035,0,-1,3,3,0,-1,2343,130
2040,0,-1,3,3,0,-1,2422,130
2044,0,-1,3,3,0,-1,2485,130
2050,0,-1,3,3,0,-1,2561,130
2025,0,-1,4,4,0,-1,1848,130
2030,0,-1,4,4,0,-1,1913,130
2035,0,-1,4,4,0,-1,1981,130
2040,0,-1,4,4,0,-1,2045,130
2044,0,-1,4,4,0,-1,2098,130
2050,0,-1,4,4,0,-1,2164,130
2025,0,-1,5,5,0,-1,643,130
2030,0,-1,5,5,0,-1,666,130
2035,0,-1,5,5,0,-1,690,130
2040,0,-1,5,5,0,-1,713,130
2044,0,-1,5,5,0,-1,730,130
2050,0,-1,5,5,0,-1,752,130
2025,0,-1,6,6,0,-1,248,130
2030,0,-1,6,6,0,-1,257,130
2035,0,-1,6,6,0,-1,266,130
2040,0,-1,6,6,0,-1,275,130
2044,0,-1,6,6,0,-1,282,130
2050,0,-1,6,6,0,-1,291,130
2025,0,-1,7,-1,0,-1,101,130
2030,0,-1,7,-1,0,-1,104,130
2035,0,-1,7,-1,0,-1,107,130
2040,0,-1,7,-1,0,-1,111,130
2044,0,-1,7,-1,0,-1,115,130
2050,0,-1,7,-1,0,-1,117,130
2025,0,-1,1,1,0,-1,371,131
2030,0,-1,1,1,0,-1,393,131
2035,0,-1,1,1,0,-1,413,131
2040,0,-1,1,1,0,-1,436,131
2044,0,-1,1,1,0,-1,453,131
2050,0,-1,1,1,0,-1,484,131
2025,0,-1,2,2,0,-1,545,131
2030,0,-1,2,2,0,-1,573,131
2035,0,-1,2,2,0,-1,605,131
2040,0,-1,2,2,0,-1,636,131
2044,0,-1,2,2,0,-1,661,131
2050,0,-1,2,2,0,-1,708,131
2025,0,-1,3,3,0,-1,238,131
2030,0,-1,3,3,0,-1,250,131
2035,0,-1,3,3,0,-1,261,131
2040,0,-1,3,3,0,-1,270,131
2044,0,-1,3,3,0,-1,278,131
2050,0,-1,3,3,0,-1,284,131
2025,0,-1,4,4,0,-1,218,131
2030,0,-1,4,4,0,-1,229,131
2035,0,-1,4,4,0,-1,240,131
2040,0,-1,4,4,0,-1,249,131
2044,0,-1,4,4,0,-1,257,131
2050,0,-1,4,4,0,-1,263,131
2025,0,-1,5,5,0,-1,59,131
2030,0,-1,5,5,0,-1,61,131
2035,0,-1,5,5,0,-1,64,131
2040,0,-1,5,5,0,-1,67,131
2044,0,-1,5,5,0,-1,69,131
2050,0,-1,5,5,0,-1,71,131
2025,0,-1,6,6,0,-1,20,131
2030,0,-1,6,6,0,-1,21,131
2035,0,-1,6,6,0,-1,22,131
2040,0,-1,6,6,0,-1,23,131
2044,0,-1,6,6,0,-1,24,131
2050,0,-1,6,6,0,-1,25,131
2025,0,-1,7,-1,0,-1,18,131
2030,0,-1,7,-1,0,-1,19,131
2035,0,-1,7,-1,0,-1,19,131
2040,0,-1,7,-1,0,-1,20,131
2044,0,-1,7,-1,0,-1,21,131
2050,0,-1,7,-1,0,-1,21,131
2025,0,-1,1,1,0,-1,1789,132
2030,0,-1,1,1,0,-1,1827,132
2035,0,-1,1,1,0,-1,1866,132
2040,0,-1,1,1,0,-1,1905,132
2044,0,-1,1,1,0,-1,1935,132
2050,0,-1,1,1,0,-1,1973,132
2025,0,-1,2,2,0,-1,3314,132
2030,0,-1,2,2,0,-1,3385,132
2035,0,-1,2,2,0,-1,3456,132
2040,0,-1,2,2,0,-1,3527,132
2044,0,-1,2,2,0,-1,3585,132
2050,0,-1,2,2,0,-1,3656,132
2025,0,-1,3,3,0,-1,2203,132
2030,0,-1,3,3,0,-1,2210,132
2035,0,-1,3,3,0,-1,2215,132
2040,0,-1,3,3,0,-1,2222,132
